TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0904_0104_d_02_01_TaskHaveAndReturnItems_10_TimberT2,TaskHaveItems,,,10,TimberT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0104_overseersettlement_refine_timber,,8852 643 3.16,,,,,,,,,,,
0904_0104_d_02_02_TaskHaveAndReturnItems_10_BlockT2,TaskHaveItems,,,10,BlockT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0104_overseersettlement_refine_blocks,,8868 627 0.26,,,,,,,,,,,
0904_0104_d_02_03_TaskHaveAndReturnItems_4_LeatherT2,TaskHaveItems,,,4,LeatherT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0104_overseersettlement_refine_leather,,8855 672 3.45,,,,,,,,,,,
0904_0103_d_00_container_introtoartificer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0904_0103_d_01_transport_npc_note,0904_0103_d_02_have_npc_note,,,
0904_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,
0904_0103_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,
0905_0101_d_00_container_craftforartificer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0905_0101_d_01_GiveItem_ArtificerResourceContainer1,0905_0101_d_02_container_craftforartificer_tasks,0905_0101_d_03_HaveItems_9_IngotT2,0905_0101_d_04_CraftRecipe,0905_0101_d_05_HaveItems_1_1hSwordT2
0905_0101_d_01_GiveItem_ArtificerResourceContainer1,TaskGiveItem,,1,1,ArtificerResourceContainer1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0905_0101_d_02_container_craftforartificer_tasks,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0905_0101_d_02_01_container_craftforartificer_tasks_ore,0905_0101_d_02_02_HaveItems_1_IngotT2,,,
0905_0101_d_02_01_container_craftforartificer_tasks_ore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_gatherironore,,,,,,,,,0905_0101_d_02_01_01_HaveItems_90_OreT1,,,,
0905_0101_d_02_01_01_HaveItems_90_OreT1,TaskHaveItems,,,90,OreT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0905_0101_d_01_task,,,,,,,,,,,,,
0905_0101_d_02_02_HaveItems_1_IngotT2,TaskHaveItems,,,1,IngotT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0905_0101_d_03_HaveItems_9_IngotT2,TaskHaveItems,,,9,IngotT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0905_0101_d_02_task,,8844 648 2.99,,,,,,,,,,,
0905_0101_d_04_CraftRecipe,TaskCraftWeaponFamily,,1,1,1hSwordT2,,,,,,,,,,,,,SwordAbilityTable,,,,,,,,,,,,,,,,,,,,,,,,,@0905_0101_d_03_task,,8835 659 2.84,,,,,,,,,,,
0905_0101_d_05_HaveItems_1_1hSwordT2,TaskHaveItems,,,1,1hSwordT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8835 659 2.84,1,,,,,,,,,,
0903_0202_d_00_container_returntomagistrate,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0903_0202_d_01_transport_npc_note,0903_0202_d_02_have_npc_note,,,
0903_0202_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,
0903_0202_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,
0902_0202_d_00_container_introtoallfactions,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0909_0202_d_00_introtoallfactions_accepted,0902_0202_d_01_container_introtoallfactions_talkTo,0902_0202_d_03_talkedtoallfactions,0902_0202_d_04_talkedtoMagistrate,
0909_0202_d_00_introtoallfactions_accepted,TaskUnlockAchievement,,1,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0902_0202_d_01_container_introtoallfactions_talkTo,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0902_0202_introtoallfactions_choose,,,,,,,,,0902_0202_d_02_01_TaskGameEvent_Marauder,0902_0202_d_02_02_TaskGameEvent_Syndicate,0902_0202_d_02_03_TaskGameEvent_Covenant,,
0902_0202_d_02_01_TaskGameEvent_Marauder,TaskAchievement,,,,S_introtomarauders,,,,,,,,,,,,,,,0907_Commander,,,,,,,,,,,,,,,,,,,,,,,@0902_0202_introtoallfactions_speak_marauders,,8803.2 742.45 85.12,,,,,,,,,,,
0902_0202_d_02_02_TaskGameEvent_Syndicate,TaskAchievement,,,,S_introtosyndicate,,,,,,,,,,,,,,,0908_Alchemist,,,,,,,,,,,,,,,,,,,,,,,@0902_0202_introtoallfactions_speak_syndicate,,8861.88 642.36 61.79,,,,,,,,,,,
0902_0202_d_02_03_TaskGameEvent_Covenant,TaskAchievement,,,,S_introtocovenant,,,,,,,,,,,,,,,0909_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,@0902_0202_introtoallfactions_speak_covenant,,8903.63 686.46 61.47,,,,,,,,,,,
0902_0202_d_03_talkedtoallfactions,TaskUnlockAchievement,,1,,S_factiontalkedto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0902_0202_d_04_talkedtoMagistrate,TaskAchievement,,,,S_factionchoiceready,,,,,,,,,,,,,,,0902_Magistrate,,,,,,,,,,,,,,,,,,,,,,,@0902_0202_introtoallfactions_speak_magistrate,,8869.98 706.14 62.08,,,,,,,,,,,
0907_0101_d_00_container_marauderquest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0907_0101_d_01_TaskGoToPOITag_abandoned_village_40015,0907_0101_d_02_container_marauderquest1_subtask1,,,
0907_0101_d_01_TaskGoToPOITag_abandoned_village_40015,TaskGoToPOITag,,1,,,,,,,,abandoned_village_40015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_travelto_POITag_generic,,,,,,,,,,,,,
0907_0101_d_02_container_marauderquest1_subtask1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0907_0101_d_02_01_kill_25_Withered,0907_0101_d_02_02_TaskHaveAndReturnItems_6_FlawedFreshPearl_abandoned_village_40015,0907_0101_d_02_03_TaskHaveAndReturnItems_3_SilverFlask_WitheredRetcher,,
0907_0101_d_02_01_kill_25_Withered,TaskKillContribution,,1,15,,,,,,,,,,,,,,,,,,,Lakecast,,,,,,,,,,,,,,,,,,,,@0907_0101_marauderquest1_cull_enemy_group_withered,,,,,,,,,,,,,
0907_0101_d_02_02_TaskHaveAndReturnItems_6_FlawedFreshPearl_abandoned_village_40015,TaskHaveAndReturnItems,,1,6,0907_0101_FlawedFreshPearl,,,100,true,,abandoned_village_40015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0907_0101_marauderquest1_search_container_for_item_at_POI,,,,,,,,,,,,,
0907_0101_d_02_03_TaskHaveAndReturnItems_3_SilverFlask_WitheredRetcher,TaskHaveAndReturnItems,,1,1,0907_0101_SilverFlask,Risen_Regurgitator_09FL02,100,,,,abandoned_village_40015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0907_0101_marauderquest1_recover_item_from_targets_at_POI,,,,,,,,,,,,,
0908_0101_d_00_container_syndicatequest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0908_0101_d_01_TaskGoToPOITag_abandoned_village_40002,0908_0101_d_02_TaskHaveAndReturnItems_8_AzothSplinter_abandoned_village_40002,,,
0908_0101_d_01_TaskGoToPOITag_abandoned_village_40002,TaskGoToPOITag,,1,,,,,,true,,abandoned_village_40002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_travelto_POITag_generic,,,,,,,,,,,,,
0908_0101_d_02_TaskHaveAndReturnItems_8_AzothSplinter_abandoned_village_40002,TaskHaveAndReturnItems,,1,6,0908_0101_ResearchNotes,,,100,true,,abandoned_village_40002,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0908_0101_syndicatequest1_search_container_for_item_at_POI,,,,,,,,,,,,,
0909_0101_d_00_container_covenantquest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0909_0101_d_01_TaskGoToPOITag_corrupted_camp_40013,0909_0101_d_02_container_covenantquest1_subtask1,,,
0909_0101_d_01_TaskGoToPOITag_corrupted_camp_40013,TaskGoToPOITag,,1,,,,,,,,corrupted_camp_40013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_travelto_POITag_generic,,,,,,,,,,,,,
0909_0101_d_02_container_covenantquest1_subtask1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0909_0101_d_02_01_kill_12_Corrupted,0909_0101_d_02_02_TaskHaveAndReturnItems_3_BlessedIronBlank_corrupted_camp_40013,0909_0101_d_02_03_TaskHaveAndReturnItems_8_SpoiledRations_CorruptedSkinner,,
0909_0101_d_02_01_kill_12_Corrupted,TaskKillContribution,,1,8,,,,,,,,,,,,,,,,,,,Gristlerot,,,,,,,,,,,,,,,,,,,,@0909_0101_covenantquest1_cull_enemy_group_corrupted,,,,,,,,,,,,,
0909_0101_d_02_02_TaskHaveAndReturnItems_3_BlessedIronBlank_corrupted_camp_40013,TaskHaveAndReturnItems,,1,2,0909_0101_BlessedIronBlank,,,100,true,,corrupted_camp_40013,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0909_0101_covenantquest1_search_container_for_item_at_POI,,,,,,,,,,,,,
0909_0101_d_02_03_TaskHaveAndReturnItems_8_SpoiledRations_CorruptedSkinner,TaskHaveAndReturnItems,,1,3,0909_0101_SpoiledRations,Damned_Villager_Knife_09FL04,100,,true,,corrupted_camp_40013,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0909_0101_covenantquest1_recover_item_from_targets_at_POI,,,,,,,,,,,,,
0909_0103_d_00_container_timetochoose,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0909_0103_d_03_timetochoose_accept,0909_0103_d_01_container_timetochoose_choice,,,
0909_0103_d_03_timetochoose_accept,TaskUnlockAchievement,,1,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0909_0103_d_01_container_timetochoose_choice,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0909_0103_d_01_01_timetochoose_choice_marauder,0909_0103_d_01_02_timetochoose_choice_syndicate,0909_0103_d_01_03_timetochoose_choice_covenant,,
0909_0103_d_01_01_timetochoose_choice_marauder,TaskChooseFaction,,1,,0907_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0909_0103_timetochoose_choice_marauders,,,,,,,,,,,,,
0909_0103_d_01_02_timetochoose_choice_syndicate,TaskChooseFaction,,1,,0908_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0909_0103_timetochoose_choice_syndicate,,,,,,,,,,,,,
0909_0103_d_01_03_timetochoose_choice_covenant,TaskChooseFaction,,1,,0909_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0909_0103_timetochoose_choice_covenant,,,,,,,,,,,,,
0902_0401_d_00_container_factionhandoff,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0902_0401_d_01_open_factionMission,0902_0401_d_02_container_factionhandoff_faction,,,
0902_0401_d_01_open_factionMission,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,OWMissionBoard,,,,,,,,,,,,,,,,,,,,,,@0902_0401_factionhandoff_faction_board_open,,,,,,,,,,,,,
0902_0401_d_02_container_factionhandoff_faction,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0902_0401_factionhandoff_faction_mission_complete,,,,,,,,,0902_0401_d_02_01_Marauder_factionmission_complete,0902_0401_d_02_02_Syndicate_factionmission_complete,0902_0401_d_02_03_Covenant_factionmission_complete,,
0902_0401_d_02_01_Marauder_factionmission_complete,TaskHaveLevel,,1,50,Marauder,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0902_0401_d_02_02_Syndicate_factionmission_complete,TaskHaveLevel,,1,50,Syndicate,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0902_0401_d_02_03_Covenant_factionmission_complete,TaskHaveLevel,,1,50,Covenant,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0904_0501_d_00_container_encroachingcorruption,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0904_0501_d_01_TalktoConstable,0904_0501_d_02_container_encroachingcorruption_Interacts,,,
0904_0501_d_01_TalktoConstable,TaskAchievement,,,,S_encroachingconstable,,,,,,,,,,,,,,,0904_Overseer,,,,,,,,,,,,,,,,,,,,,,,@0904_0501_TalktoConstable,,8857.879 775.533 72.258,,,,,,,,,,,
0904_0501_d_02_container_encroachingcorruption_Interacts,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0501_encroachingcorruption_interact_nodes,,,,,,,,,0904_0501_d_02_01_corruptednode_A,0904_0501_d_02_02_corruptednode_B,0904_0501_d_02_03_corruptednode_C,,
0904_0501_d_02_01_corruptednode_A,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_0904_CorruptedNoduleA,,,0904_CorruptedNoduleA_interact,,,,,,,,,,,,,,,,,,,,@0904_0501_encroachingcorruption_nodeA,,8734.449 1038.370 88.213,,,,,,,,,,,
0904_0501_d_02_02_corruptednode_B,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_0904_CorruptedNoduleB,,,0904_CorruptedNoduleB_interact,,,,,,,,,,,,,,,,,,,,@0904_0501_encroachingcorruption_nodeB,,8793.403 1273.279 101.314,,,,,,,,,,,
0904_0501_d_02_03_corruptednode_C,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_0904_CorruptedNoduleC,,,0904_CorruptedNoduleC_interact,,,,,,,,,,,,,,,,,,,,@0904_0501_encroachingcorruption_nodeC,,9242.146 1230.209 39.872,,,,,,,,,,,
0922_1501_d_00_container_intrototravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0922_1501_d_01_transport_npc_note,0922_1501_d_02_have_npc_note,,,
0922_1501_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,
0922_1501_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,
0922_1502_d_00_container_returntravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0922_1502_d_01_task_openmap,,,,
0922_1502_d_01_task_openmap,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,Map,,,,,,,,,,,,,,,,,,,,,,@0922_1502_d_01_task,,,,,,,,,,,,,
0910_0101_d_00_container_laidtorest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0910_0101_d_01_TaskGoToPOITag_abandoned_village_40002,0910_0101_d_02_TaskHaveAndReturnItems_4_DayspringBarley_abandoned_village_40002,,,
0910_0101_d_01_TaskGoToPOITag_abandoned_village_40002,TaskGoToPOITag,,1,,,,,,,,abandoned_village_40002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0910_0101_laidtorest_goto_dayspringmills,,,,,,,,,,,,,
0910_0101_d_02_TaskHaveAndReturnItems_4_DayspringBarley_abandoned_village_40002,TaskGatherAndReturnItems,,1,5,0910_0101_DayspringBarley,0901_Barley,100,,,,abandoned_village_40002,,1,,,,,,,IO_0901_Barley,,,,,,,,,,,,,,,,,,,,,,,@0910_0101_laidtorest_gather_item_from_IO,,,,,,,,,,,,,
0910_0102_d_00_container_distillation,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0910_0102_d_01_TaskGoToPOITag_abandoned_village_40002,0910_0102_d_02_container_distillation_tasks,,,
0910_0102_d_01_TaskGoToPOITag_abandoned_village_40002,TaskGoToPOITag,,1,,,,,,,,corrupted_camp_40013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0910_0102_distillation_goto_hilltop,,,,,,,,,,,,,
0910_0102_d_02_container_distillation_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0910_0102_d_02_01_TaskHaveAndReturnItems_4_HilltopHops_corrupted_camp_40013,0910_0102_d_02_02_TaskHaveAndReturnItems_GirouxBrewRecipe_corrupted_camp_40013,,,
0910_0102_d_02_01_TaskHaveAndReturnItems_4_HilltopHops_corrupted_camp_40013,TaskGatherAndReturnItems,,1,4,0910_0102_HilltopHops,0903_HilltopHops,100,,,,corrupted_camp_40013,,1,,,,,,,IO_0903_HilltopHops,,,,,,,,,,,,,,,,,,,,,,,@0910_0102_distillation_gather_item_from_IO,,,,,,,,,,,,,
0910_0102_d_02_02_TaskHaveAndReturnItems_GirouxBrewRecipe_corrupted_camp_40013,TaskHaveAndReturnItems,,1,1,0910_0102_GirouxBrewRecipe,Damned_Villager_Ladle_11_09FL04_Named,100,,,,corrupted_camp_40013,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0910_0102_distillation_recover_item_from_target_at_POI,,,,,,,,,,,,,
0910_0201_d_00_container_zoneofcontrol,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0910_0201_d_01_TaskGoToPOITag_pirate_fort_40017,0910_0201_d_02_TaskInteract_0907_SabotagedCannon_pirate_fort_40017,,,
0910_0201_d_01_TaskGoToPOITag_pirate_fort_40017,TaskGoToPOITag,,1,,,,,,,,pirate_fort_40017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0910_0201_zoneofcontrol_goto_coffmans,,,,,,,,,,,,,
0910_0201_d_02_TaskInteract_0907_SabotagedCannon_pirate_fort_40017,TaskGameEvent,,1,6,,,,,,,pirate_fort_40017,,,,,,,,,IO_0907_SabotagedCannon,,,0907_SabotagedCannon_interact,,,,,,,,,,,,,,,,,,,,@0910_0201_zoneofcontrol_interact_with_IO,,,,,,,,,,,,,
0903_0301_d_00_container_avoidopenflame,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0903_0301_d_01_GoToPOITag_abandoned_village_40002,0903_0301_d_02_container_avoidopenflame_tasks,,,
0903_0301_d_01_GoToPOITag_abandoned_village_40002,TaskGoToPOITag,,1,,,,,,,,abandoned_village_40002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0301_avoidopenflame_goto_dayspringmills,,,,,,,,,,,,,
0903_0301_d_02_container_avoidopenflame_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0903_0301_d_02_01_kill_12_Harvestbane,0903_0301_d_02_02_HaveAndReturnItems_6_GunpowderCask_abandoned_village_40002,,,
0903_0301_d_02_01_kill_12_Harvestbane,TaskKillContribution,,1,12,,,,,true,,abandoned_village_40002,,,,,,,,,,,,Harvestbane,,,,,,,,,,,,,,,,,,,,@0903_0301_avoidopenflame_kill_harvestbane,,,,,,,,,,,,,
0903_0301_d_02_02_HaveAndReturnItems_6_GunpowderCask_abandoned_village_40002,TaskGatherAndReturnItems,,1,6,0903_0301_GunpowderHorn,0902_GunpowderCask,100,,true,,abandoned_village_40002,,1,,,,,,,IO_0902_GunpowderCask,,,,,,,,,,,,,,,,,,,,,,,@0903_0301_avoidopenflame_get_items_from_IO,,,,,,,,,,,,,
0903_0401_d_00_container_skininthegame,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0903_0401_d_01_TaskGoToPOITag_abandoned_village_40002,0903_0401_d_02_container_skininthegame_hunting_tasks,0903_0401_d_03_TaskGoToPOITag_abandoned_village_40002,0903_0401_d_04_container_skininthegame_ancient_tasks,
0903_0401_d_01_TaskGoToPOITag_abandoned_village_40002,TaskGoToPOITag,,1,,,,,,true,firstlight6,firstlight6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0401_skininthegame_goto_eldersbluff,,,,,,,,,,,,,
0903_0401_d_02_container_skininthegame_hunting_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0903_0401_d_02_01_TaskGatherItem_3_LynxPelt_firstlight6,0903_0401_d_02_02_TaskGatherItem_4_BrownRabbitPelt_firstlight6,,,
0903_0401_d_02_01_TaskGatherItem_3_LynxPelt_firstlight6,TaskGatherItems,,1,3,0903_0401_LynxPelt,Lynx,100,,true,firstlight6,firstlight6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0401_skininthegame_gather_items,,,,,,,,,,,,,
0903_0401_d_02_02_TaskGatherItem_4_BrownRabbitPelt_firstlight6,TaskGatherItems,,1,4,0903_0401_RabbitPelt,Rabbit,100,,true,firstlight6,firstlight6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0401_skininthegame_gather_items,,,,,,,,,,,,,
0903_0401_d_03_TaskGoToPOITag_abandoned_village_40002,TaskGoToPOITag,,1,,,,,,true,,ancient_ruins_40020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0401_skininthegame_goto_saircor,,,,,,,,,,,,,
0903_0401_d_04_container_skininthegame_ancient_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0903_0401_d_04_01_TaskHaveAndReturnItems_8_GuardianCloth_ancient_ruins_40020,0903_0401_d_04_02_TaskHaveAndReturnItems_1_AncientCloth_ancient_ruins_40020,,,
0903_0401_d_04_01_TaskHaveAndReturnItems_8_GuardianCloth_ancient_ruins_40020,TaskHaveAndReturnItems,,1,8,0905_0304_GuardianCloth,Tutelary,85,,true,,ancient_ruins_40020,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0401_skininthegame_get_killtoken_from_target_at_POI,,,,,,,,,,,,,
0903_0401_d_04_02_TaskHaveAndReturnItems_1_AncientCloth_ancient_ruins_40020,TaskHaveAndReturnItems,,1,1,0905_0304_AncientCloth,,,100,true,,ancient_ruins_40020,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0903_0401_skininthegame_get_item_from_container_at_POI,,,,,,,,,,,,,
0904_0201_d_00_container_minerrequisition,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0904_0201_d_01_container_minerrequisition_letum,0904_0201_d_02_container_minerrequisition_forellac,,,
0904_0201_d_01_container_minerrequisition_letum,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0201_minerrequisition_container_letum,,,,,,,,,0904_0201_d_01_01_TaskHaveAndReturnItems_6_BatchCharcoal_corrupted_mine_40014,,,,
0904_0201_d_01_01_TaskHaveAndReturnItems_6_BatchCharcoal_corrupted_mine_40014,TaskHaveAndReturnItems,,1,6,0904_0201_BatchCharcoal,Ironslag,65,,,,corrupted_mine_40014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0201_minerrequisition_get_killtoken_from_target_at_POI,,,,,,,,,,,,,
0904_0201_d_02_container_minerrequisition_forellac,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0904_0201_minerrequisition_container_forellac,,,,,,,,,0904_0201_d_02_01_TaskHaveAndReturnItems_2_FreshCaughtTrout_abandoned_fishing_village_40024,0904_0201_d_02_02_kill_5_Bloatfish,,,
0904_0201_d_02_01_TaskHaveAndReturnItems_2_FreshCaughtTrout_abandoned_fishing_village_40024,TaskGatherAndReturnItems,,1,2,0904_0201_FreshCaughtTrout,0904_FishTrap,100,,true,,abandoned_fishing_village_40024,,1,,,,,,,IO_0904_FishTrap,,,,,,,,,,,,,,,,,,,,,,,@0904_0201_minerrequisition_get_items_from_IO,,,,,,,,,,,,,
0904_0201_d_02_02_kill_5_Bloatfish,TaskKillContribution,,1,5,,,,,true,,abandoned_fishing_village_40024,,,,,,,,,,,,Bloatfish,,,,,,,,,,,,,,,,,,,,@0904_0201_minerrequisition_kill_bloatfish,,,,,,,,,,,,,
