TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1203_0201_d_00_container_survivalistquest_V2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203_0201_V2_d_01_survivalistquest_makeCamp,1203_0201_V2_d_01_01_container_survivalistquest_wolfDens,,,
1203_0201_V2_d_01_survivalistquest_makeCamp,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,,MakeCamp,,,,,,,,,,,,,,,,,,,,@1203_0201_survivalistquest_makecamp,,,,,,,,,,,,,
1203_0201_V2_d_01_01_container_survivalistquest_wolfDens,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_01,1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_02,,,
1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226,1203_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf,,,
1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226,TaskGoToPOITag,,1,,,,,,,,greywolf_den_30132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0201_V2_TaskGoToPOITag_WolfDen01,,,,,,,,,,,,,
1203_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf,TaskHaveAndReturnItems,,1,5,MI_WolfMusk,Wolf_Timber_12MB10a,100,,true,,greywolf_den_30132,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0201_V2_TaskHaveAndReturnItems,,,,,,,,,,,,,
1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230,1203_0201_V2_d_03_00_container_survivalistquest_killAlpha,,,
1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230,TaskGoToPOITag,,1,,,,,,,,greywolf_den_30131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0201_V2_TaskGoToPOITag_WolfDen02,,,,,,,,,,,,,
1203_0201_V2_d_03_00_container_survivalistquest_killAlpha,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,IO_1203_0201_AlphaLure,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer,1203_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur,,,
1203_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional,1203_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden,,,
1203_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1203_0201_AlphaLure,,,IO_1203_0201_AlphaLure_interact,,,,,,,,,,,,,,,,,,,,@1203_0201_V2_TaskInteract_LureAlpha_Optional,,7317.240 3555.532 86.477,,,,,,,,,,,
1203_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,Wolf_Alpha_Named_1203_0201_WaveEventBoss,,,,,,,,,,,,,,,,,,,,@1203_0201_V2_TaskInteract_KillContribution_Alpha_Hidden,,,1,,,,,,,,,,
1203_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur,TaskHaveAndReturnItems,,1,1,MI_FineFur,Wolf_Alpha_Named_1203_0201_WaveEventBoss,100,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0201_V2_TaskHaveAndReturnItems_FineAlphaFur,,7317.240 3555.532 86.477,,,,,,,,,,,
1205_0102_d_00_container_returntomagistrate,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205_0102_d_01_transport_npc_note_returntomagistrate,1205_0102_d_02_have_npc_note_returntomagistrate,,,
1205_0102_d_01_transport_npc_note_returntomagistrate,TaskGiveAndTakeItem,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1205_0102_d_02_have_npc_note_returntomagistrate,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1202_0202_d_00_container_introtoallfactions,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209_0202_d_00_introtoallfactions_accepted,1202_0202_d_01_container_introtoallfactions_talkTo,1202_0202_d_03_talkedtoallfactions,1202_0202_d_04_talkedtoMagistrate,
1209_0202_d_00_introtoallfactions_accepted,TaskUnlockAchievement,,1,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1202_0202_d_01_container_introtoallfactions_talkTo,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1202_0202_introtoallfactions_choose,,,,,,,,,1202_0202_d_02_01_TaskGameEvent_Marauder,1202_0202_d_02_02_TaskGameEvent_Syndicate,1202_0202_d_02_03_TaskGameEvent_Covenant,,
1202_0202_d_02_01_TaskGameEvent_Marauder,TaskConversationTopic,,,,1207_Commander,,,,,,,,,,,,,,,,1202_Marauder_talk,,,,,,,,,,,,,,,,,,,,,,@1202_0202_introtoallfactions_speak_marauders,,7283.270 3750.462 129.295,,,,,,,,,,,
1202_0202_d_02_02_TaskGameEvent_Syndicate,TaskConversationTopic,,,,1208_Alchemist,,,,,,,,,,,,,,,,1202_Syndicate_talk,,,,,,,,,,,,,,,,,,,,,,@1202_0202_introtoallfactions_speak_syndicate,,7317.97 3745.80 107.66,,,,,,,,,,,
1202_0202_d_02_03_TaskGameEvent_Covenant,TaskConversationTopic,,,,1209_Adjudicator,,,,,,,,,,,,,,,,1202_Covenant_talk,,,,,,,,,,,,,,,,,,,,,,@1202_0202_introtoallfactions_speak_covenant,,7422.934 3701.802 107.104,,,,,,,,,,,
1202_0202_d_03_talkedtoallfactions,TaskUnlockAchievement,,1,,S_factiontalkedto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1202_0202_d_04_talkedtoMagistrate,TaskConversationTopic,,,,1202_Magistrate,,,,,,,,,,,,,,,,1202_Magistrate_Factions,,,,,,,,,,,,,,,,,,,,,,@1202_0202_d_04_talkedtoMagistrate,,7378.920 3753.417 111.511,,,,,,,,,,,
1209_0103_d_00_container_timetochoose,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209_0103_d_03_timetochoose_accept,1209_0103_d_01_container_timetochoose_choice,,,
1209_0103_d_03_timetochoose_accept,TaskUnlockAchievement,,1,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1209_0103_d_01_container_timetochoose_choice,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1209_0103_d_01_01_timetochoose_choice_marauder,1209_0103_d_01_02_timetochoose_choice_syndicate,1209_0103_d_01_03_timetochoose_choice_covenant,,
1209_0103_d_01_01_timetochoose_choice_marauder,TaskChooseFaction,,1,,1207_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1209_0103_timetochoose_choice_marauders,,,,,,,,,,,,,
1209_0103_d_01_02_timetochoose_choice_syndicate,TaskChooseFaction,,1,,1208_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1209_0103_timetochoose_choice_syndicate,,,,,,,,,,,,,
1209_0103_d_01_03_timetochoose_choice_covenant,TaskChooseFaction,,1,,1209_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1209_0103_timetochoose_choice_covenant,,,,,,,,,,,,,
1202_0202_d_00_container_introtomarauders,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202_0202_d_01_transport_npc_note,1202_0202_d_02_have_npc_note,,,
1202_0202_d_01_transport_npc_note,TaskGiveAndTakeItem,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1202_0202_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1207_0101_d_00_container_marauderquest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207_0101_d_01_TaskGoToPOITag_witheredfarm_1_30118,1207_0101_d_02_container_marauderquest1_tasks,,,
1207_0101_d_01_TaskGoToPOITag_witheredfarm_1_30118,TaskGoToPOITag,,1,,,,,,,,withered_farm_1_30118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1207_0101_d_01_TaskGoToPOITag_witheredfarm_1_30118,,,,,,,,,,,,,
1207_0101_d_02_container_marauderquest1_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1207_0101_d_02a_kill_15_Withered,1207_0102_d_02b_TaskHaveAndReturnItems_2_MI_AncientCasket_witheredfarm_1_30118_MQ1,1207_0101_d_02d_kill_Named,,
1207_0101_d_02a_kill_15_Withered,TaskKillContribution,,1,9,,,,,true,,withered_farm_1_30118,,,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@12_task_destroy_enemies_generic,,,,,,,,,,,,,
1207_0102_d_02b_TaskHaveAndReturnItems_2_MI_AncientCasket_witheredfarm_1_30118_MQ1,TaskHaveAndReturnItems,,1,5,1207_0101_SeaWater,,,100,true,,withered_farm_1_30118,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_search_chests_POITag_generic,,,,,,,,,,,,,
1207_0102_d_02c_TaskHaveAndReturnItems_5_MI_SkeletonKeys_Withered_MQ1,TaskHaveAndReturnItems,,1,5,1207_0101_BloodOre,Withered,60,,true,,withered_farm_1_30118,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_kill_token_POITag_generic,,,,,,,,,,,,,
1207_0101_d_02d_kill_Named,TaskKillContribution,,1,1,,,,,true,,withered_farm_1_30118,,,,,,,,,,,,Withered_Swarmancer_Named_12MB05,,,,,,,,,,,,,,,,,,,,@12_task_destroy_enemies_generic,,6722 3730 51,,,,,,,,,,,
1207_0103_d_00_container_introtosyndicate,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207_0103_d_01_transport_npc_note,1207_0103_d_02_have_npc_note,,,
1207_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1207_0103_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1208_0101_d_00_container_syndicatequest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208_0101_d_01_TaskGoToPOITag_undead_shipwreck_30102,1208_0101_d_02_container_syndicatequest1_tasks,,,
1208_0101_d_01_TaskGoToPOITag_undead_shipwreck_30102,TaskGoToPOITag,,1,,,,,,,,undead_shipwreck_30102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1208_0101_d_01_TaskGoToPOITag_undead_shipwreck_30102,,,,,,,,,,,,,
1208_0101_d_02_container_syndicatequest1_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1208_0101_d_02b_TaskHaveAndReturnItems_3_MI_Sundial_undead_shipwreck_30102,1208_0101_d_02c_TaskHaveAndReturnItems_2_MI_HomunculiTalisman_Undead_SQ1,1208_0101_d_02d_Kill_Named,,
1208_0101_d_02a_KillContribution_15_Undead,TaskKillContribution,,1,5,,,,,true,,undead_shipwreck_30102,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@12_task_destroy_enemies_generic,,,,,,,,,,,,,
1208_0101_d_02b_TaskHaveAndReturnItems_3_MI_Sundial_undead_shipwreck_30102,TaskHaveAndReturnItems,,1,9,1208_0101_AzothOil,,,100,true,,undead_shipwreck_30102,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_search_chests_POITag_generic,,,,,,,,,,,,,
1208_0101_d_02c_TaskHaveAndReturnItems_2_MI_HomunculiTalisman_Undead_SQ1,TaskHaveAndReturnItems,,1,5,1208_0101_AlchemyCatalyst,Lost,80,,true,,undead_shipwreck_30102,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_kill_token_POITag_generic,,,,,,,,,,,,,
1208_0101_d_02d_Kill_Named,TaskKillContribution,,1,1,,,,,true,,undead_shipwreck_30102,,,,,,,,,,,,Undead_Pistoleer_Named_12MB05,,,,,,,,,,,,,,,,,,,,@12_task_destroy_enemies_generic,,6766 2927 44,,,,,,,,,,,
1208_0103_d_00_container_introtocovenant,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208_0103_d_01_transport_npc_note,1208_0103_d_02_have_npc_note,,,
1208_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1208_0103_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1209_0101_d_00_container_covenantquest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209_0101_d_01_TaskGoToPOITag_witheredfarm_2_30104,1209_0101_d_02_container_covenantquest1_tasks,,,
1209_0101_d_01_TaskGoToPOITag_witheredfarm_2_30104,TaskGoToPOITag,,1,,,,,,,,witheredfarm_2_30104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1209_0101_d_01_TaskGoToPOITag_witheredfarm_2_30104,,,,,,,,,,,,,
1209_0101_d_02_container_covenantquest1_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1209_0101_d_02a_Task,1209_0101_d_02c_Task,1209_0101_d_02d_Task,,
1209_0101_d_02a_Task,TaskKillContribution,0,1,9,,,,,true,,witheredfarm_2_30104,,1,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@1209_0101_d_03_Task,,,,,,,,,,,,,
1209_0101_d_02b_Task,TaskHaveAndReturnItems,,1,5,1209_0101_AzothCrystal,,,100,true,,witheredfarm_2_30104,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_search_chests_POITag_generic,,,,,,,,,,,,,
1209_0101_d_02c_Task,TaskHaveAndReturnItems,0,1,5,1209_0101_WeatheredCharm,Withered,80,,true,,witheredfarm_2_30104,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1209_0101_d_04_Task,,,,,,,,,,,,,
1209_0101_d_02d_Task,TaskKillContribution,0,1,1,,,,,true,,witheredfarm_2_30104,,1,,,,,,,,,,Withered_Swarmancer_Named_12MB10,,,,,,,,,,,,,,,,,,,,@12_task_destroy_enemies_generic,,7532 3743 112,,,,,,,,,,,
1202_0403_d_00_container_factionhandoff,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208_0403_d_01_transport_npc_note,1208_0403_d_02_have_npc_note,,,
1208_0403_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1208_0403_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1202_0403_d_01_open_factionMission,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,OWMissionBoard,,,,,,,,,,,,,,,,,,,,,,@1202_0403_factionhandoff_faction_board_open,,,,,,,,,,,,,
1202_0403_d_02_container_factionhandoff_faction,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1202_0403_factionhandoff_faction_mission_complete,,,,,,,,,1202_0403_d_02_01_Marauder_factionmission_complete,1202_0403_d_02_02_Syndicate_factionmission_complete,1202_0403_d_02_03_Covenant_factionmission_complete,,
1202_0403_d_02_01_Marauder_factionmission_complete,TaskHaveLevel,,1,50,Marauder,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1202_0403_d_02_02_Syndicate_factionmission_complete,TaskHaveLevel,,1,50,Syndicate,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1202_0403_d_02_03_Covenant_factionmission_complete,TaskHaveLevel,,1,50,Covenant,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1204_0501_d_00_container_encroachingcorruption,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204_0501_d_02_container_encroachingcorruption_Interacts,,,,
1204_0501_d_01_TalktoConstable,TaskAchievement,,,,S_encroachingconstable,,,,,,,,,,,,,,,1204_Overseer,,,,,,,,,,,,,,,,,,,,,,,@1204_0501_TalktoConstable,,7310.763 3784.777 124.859,,,,,,,,,,,
1204_0501_d_02_container_encroachingcorruption_Interacts,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0501_encroachingcorruption_interact_nodes,,,,,,,,,1204_0501_d_02_01_corruptednode_A,1204_0501_d_02_02_corruptednode_B,1204_0501_d_02_03_corruptednode_C,,
1204_0501_d_02_01_corruptednode_A,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_1204_CorruptedNoduleA,,,1204_CorruptedNoduleA_interact,,,,,,,,,,,,,,,,,,,,@1204_0501_encroachingcorruption_nodeA,,7648.641 3932.901 102.162,,,,,,,,,,,
1204_0501_d_02_02_corruptednode_B,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_1204_CorruptedNoduleB,,,1204_CorruptedNoduleB_interact,,,,,,,,,,,,,,,,,,,,@1204_0501_encroachingcorruption_nodeB,,7960.376 3871.327 173.310,,,,,,,,,,,
1204_0501_d_02_03_corruptednode_C,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_1204_CorruptedNoduleC,,,1204_CorruptedNoduleC_interact,,,,,,,,,,,,,,,,,,,,@1204_0501_encroachingcorruption_nodeC,,7926.931 3652.230 169.574,,,,,,,,,,,
1222_1501_d_00_container_intrototravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222_1501_d_01_transport_npc_note,1222_1501_d_02_have_npc_note,,,
1222_1501_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1222_1501_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1222_1502_d_00_container_returntravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222_1502_d_01_task_openmap,,,,
1222_1502_d_01_task_openmap,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,Map,,,,,,,,,,,,,,,,,,,,,,@1222_1502_d_01_task,,,,,,,,,,,,,
1204_0799_container_TheHermitMB,ConsecutiveTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204_0799_d_03_GrantAchievement_Yonas_FTP,1204_0799_container_04_travel,,,
1204_0799_d_01_FinishOnboarding,TaskAchievement,,1,1,S_factionhandoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0799_FinishOnboarding,,,,,,,,,,,,,
1204_0799_d_02_ReachLevel12,TaskHaveLevel,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel10,,,,,,,,,,,,,
1204_0799_d_03_GrantAchievement_Yonas_FTP,TaskUnlockAchievement,,1,1,spiritshrine_01_40170_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1204_0799_container_04_travel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1204_0799_TheHermitMB_OptionalFastTravel,1204_0799_TheHermitMB_GoToPOI,,,
1204_0799_TheHermitMB_OptionalFastTravel,TaskGoToPOITag,,1,1,,,,,,,"msq_hub_hermit,spiritshrine_01_40170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0799_TheHermitMB_optional_FTP,,8384.807 2591.546 52.240,,,,,,,,,,,
1204_0799_TheHermitMB_GoToPOI,TaskGoToPOITag,,1,1,,,,,,,msq_hub_hermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0799_TheHermitMB_GoToPOI,,,,,,,,,,,,,
1210_0101_d_00_container_devilhoney,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210_0101_d_01_TaskGoToPOITag_BearDen,1210_0101_d_02_TaskGatherItems_BearDen_Honey,,,
1210_0101_d_01_TaskGoToPOITag_BearDen,TaskGoToPOITag,,1,,,,,,,,devilspit_30134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1210_0101_d_01_TaskGoToPOITag_BearDen,,,,,,,,,,,,,
1210_0101_d_02_TaskGatherItems_BearDen_Honey,TaskGatherItems,,1,3,1210_0101_DevilHoney,,,100,true,,devilspit_30134,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_TaskGatherItems_BearDen_DevilHoney,,7774.413 3671.939 174.048,,,,,,,,,,,
1202_0501_d_00_container_rightofway,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202_0501_d_01_Task,1202_0501_d_02_container_rightofway_KillandCollect,,,
1202_0501_d_01_Task,TaskGoToPOITag,,1,,,,,,,,undead_bastion_30127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1202_0501_d_01_Task,,,,,,,,,,,,,
1202_0501_d_02_container_rightofway_KillandCollect,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1202_0501_d_02a_Task,1202_0501_d_02b_Task,,,
1202_0501_d_02a_Task,TaskKillContribution,,1,9,,,,,,,,,,,,,,,,,,,Bloodheart,,,,,,,,,,,,,,,,,,,,@1202_0501_d_02_Task,,,,,,,,,,,,,
1202_0501_d_02b_Task,TaskHaveAndReturnItems,,1,3,1202_0501_PiratedWeapons,,,100,true,,undead_bastion_30127,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1202_0501_d_03_Task,,,,,,,,,,,,,
1203_0301_d_00_container_failed_harvest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203_0301_d_01_TaskGoToPOITag_Farside,1203_0301_d_00_container_failed_harvest2,,,
1203_0301_d_01_TaskGoToPOITag_Farside,TaskGoToPOITag,,1,,,,,,,,witheredfarm_2_30105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0301_d_01_TaskGoToPOITag_Farside,,,,,,,,,,,,,
1203_0301_d_00_container_failed_harvest2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0301_d_01_Farside_Kill,1203_0301_d_02_TaskGatherItems_Farside_Healthy_Squash,,,
1203_0301_d_01_Farside_Kill,TaskKillContribution,,1,7,,,,,true,,witheredfarm_2_30105,,,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@12_task_destroy_enemies_generic,,,,,,,,,,,,,
1203_0301_d_02_TaskGatherItems_Farside_Healthy_Squash,TaskGatherItems,,1,3,1203_0301_HealthySquash,Squash,100,,true,,witheredfarm_2_30105,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_TaskGatherItems_Farside_Healthy_Squash,,,,,,,,,,,,,
1203_0302_d_00_container_root_problem,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203_0302_d_01_TaskGoToPOITag_Lakeside_Farm,1203_0302_d_00_container_root_problem2,,,
1203_0302_d_01_TaskGoToPOITag_Lakeside_Farm,TaskGoToPOITag,,1,,,,,,,,withered_farm_30113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0302_d_01_TaskGoToPOITag_Lakeside_Farm,,,,,,,,,,,,,
