TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
95_s01_04_03_01_GatherIngredients_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_GatherIngredients,,,,,,,,,,,,,,,95_s01_04_03_01_01_GatherAzothSapIO,95_s01_04_03_01_02_HaveGatorLiver,95_s01_04_03_01_03_HaveFlameCores,,
95_s01_04_03_01_01_GatherAzothSapIO,TaskGatherItems,,,,1,95_s01_04_AzothSap,95_s01_04_AzothSap,100,,,,,,,,1,,,,,,,IO_95_s01_04_AzothSap,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_GatherAzothSap,,11102.506836 7792.877930 158.702118,,,,,,,,,,,,,,,,,
95_s01_04_03_01_02_HaveGatorLiver,TaskHaveItems,,,,1,95_s01_04_GatorLiver,alligator,100,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_CollectGatorLivers,,11225.345 7991.597 154.110,,,,,,,,,,,,,,,,,
95_s01_04_03_01_03_HaveFlameCores,TaskHaveItems,,,,1,95_s01_04_VerdantEssence,angryearth,100,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_CollectFlameCores,,11020.530 8116.482 154.631,,,,,,,,,,,,,,,,,
95_s01_04_03_02_CraftHealingSalve,TaskCraftRecipe,,,,1,,,,,,,,,,,,,,,,95_s01_04_HealingSalve,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_CraftHealingSalve,,,,,,,,,,,,,,,,,,,
95_s01_04_05_Swaps,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_05_01_SliceSwap_9503_Dog_s01_01_Off,95_s01_04_01_05_02_SliceSwap_9503_Dog_s01_02_On,,,
95_s01_04_01_05_01_SliceSwap_9503_Dog_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Dog_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_05_02_SliceSwap_9503_Dog_s01_02_On,TaskUnlockAchievement,,,,1,SwapActive_95_Dog_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_CROW_CanonAndCoin_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_RESETANDGRANNY_container,95_s01_05_02_BWChurch_container,95_s01_05_03_RecoverFunds_container,95_s01_05_04_ChasePriest_container,95_s01_05_05_ReturnFunds_container
95_s01_05_01_RESETANDGRANNY_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_RESET_container1,95_s01_05_01_RESET_container2,95_s01_05_01_RESET_container3,95_s01_05_01_RESET_container4,95_s01_05_01_RESET_container5
95_s01_05_01_RESET_container1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_SliceSwap_9512_Marty_s01_01_RELOCK,95_s01_05_SliceSwap_9513_Amis_s01_01_RELOCK,95_s01_05_SliceSwap_9511_DicunHobday_s01_01_RELOCK,95_s01_05_Unlock_PriestStealing_SE_RELOCK,95_s01_05_Watched_PriestStealing_SE_RELOCK
95_s01_05_SliceSwap_9512_Marty_s01_01_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Marty_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_SliceSwap_9513_Amis_s01_01_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Amis_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_SliceSwap_9511_DicunHobday_s01_01_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Dicun_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_Unlock_PriestStealing_SE_RELOCK,TaskLockAchievement,,,,1,95_s01_05_Unlock_PriestStealing_SE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_Watched_PriestStealing_SE_RELOCK,TaskLockAchievement,,,,1,95_s01_05_Watched_PriestStealing_SE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_RESET_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_SliceSwap_9511_DicunHobday_s01_02_RELOCK,95_s01_05_Unlock_PriestRunaway_SE_RELOCK,95_s01_05_Watched_PriestRunaway_SE_AndRun1_RELOCK,95_s01_05_UnlockCatchGeneric_RELOCK,95_s01_05_ThenUnlockCatchRun1_01_RELOCK
95_s01_05_SliceSwap_9511_DicunHobday_s01_02_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Dicun_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_Unlock_PriestRunaway_SE_RELOCK,TaskLockAchievement,,,,1,95_s01_05_Unlock_PriestRunaway_SE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_Watched_PriestRunaway_SE_AndRun1_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun1_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockCatchGeneric_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCaught,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_ThenUnlockCatchRun1_01_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatch1_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_RESET_container3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_TriggerTimeline_Run1_02_RELOCK,95_s01_05_ThenUnlockCatchRun1_02_RELOCK,95_s01_05_TriggerTimeline_Run1_03_RELOCK,95_s01_05_UnlockCatchRun1_03_RELOCK,95_s01_05_TriggerTimeline_Run2_01_RELOCK
95_s01_05_TriggerTimeline_Run1_02_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun1_02,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_ThenUnlockCatchRun1_02_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatch1_02,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_TriggerTimeline_Run1_03_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun1_03,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockCatchRun1_03_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatch1_03,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_TriggerTimeline_Run2_01_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun2_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_RESET_container4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_ThenUnlockCatchRun2_01_RELOCK,95_s01_05_TriggerTimeline_Run2_02_RELOCK,95_s01_05_ThenUnlockCatchRun2_02_RELOCK,95_s01_05_UnlockCatchGeneric2_RELOCK,95_s01_05_TriggerTimeline_Run2_03_RELOCK
95_s01_05_ThenUnlockCatchRun2_01_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatch2_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_TriggerTimeline_Run2_02_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun2_02,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_ThenUnlockCatchRun2_02_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatch2_02,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockCatchGeneric2_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCaught2,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_TriggerTimeline_Run2_03_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun2_03,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_RESET_container5,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_RESET_container5A,95_s01_05_01_RESET_container5B,95_s01_05_01_Granny_container,,
95_s01_05_01_RESET_container5A,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_ThenUnlockCatchRun2_03_RELOCK,95_s01_05_UnlockRun3_MantleRoof_RELOCK,95_s01_05_UnlockRoofWaiting_RELOCK,95_s01_05_UnlockDicunGetsAway_RELOCK,95_s01_05_UnlockGiveUpRoof_RELOCK
95_s01_05_ThenUnlockCatchRun2_03_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatch2_03,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockRun3_MantleRoof_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun3_MantleRoof,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockRoofWaiting_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestRun4_StandWaiting,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockDicunGetsAway_RELOCK,TaskLockAchievement,,,,1,95_s01_05_DicunGetsAwayTimeline,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_UnlockGiveUpRoof_RELOCK,TaskLockAchievement,,,,1,95_s01_05_PriestCatchRoof,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_RESET_container5B,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_SliceSwap_9506_Granny_s01_02_Off_RELOCK,95_s01_05_SliceSwap_9502_Zander_s01_02_On_RELOCK,95_s01_05_SliceSwap_9503_Dog_s01_03_On_RELOCK,,
95_s01_05_SliceSwap_9506_Granny_s01_02_Off_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Granny_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_SliceSwap_9502_Zander_s01_02_On_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Zander_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_SliceSwap_9503_Dog_s01_03_On_RELOCK,TaskLockAchievement,,,,1,SwapActive_95_Dog_s01_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_Granny_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_02_04_SliceSwap_9506_Granny_s01_01_On,95_s01_05_01_03_TalkTo_Granny_Zander,95_s01_05_01_04_GiveFakeFunds,95_s01_05_01_02_Swaps_container,
95_s01_05_01_02_04_SliceSwap_9506_Granny_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Granny_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_03_TalkTo_Granny_Zander,TaskConversationTopic,,,,,9506_Granny_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Granny_Zander,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_FindGranny,,11264.433594 7397.643555 169.720963,,,,,,,,,,,,,,,,,
95_s01_05_01_04_GiveFakeFunds,TaskGiveItem,,,,1,95_s01_05_FakeFundsItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s01_05_01_02_Swaps_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_02_01_SliceSwap_9503_Dog_s01_02_Off,95_s01_05_01_02_02_SliceSwap_9502_Zander_s01_01_Off,95_s01_05_01_02_03_SliceSwap_9510_EnyonVoyle_s01_01_Off,,
95_s01_05_01_02_01_SliceSwap_9503_Dog_s01_02_Off,TaskLockAchievement,,,,1,SwapActive_95_Dog_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_02_02_SliceSwap_9502_Zander_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Zander_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_02_03_SliceSwap_9510_EnyonVoyle_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Eynon_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_BWChurch_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_01_GoToBWSettlement,95_s01_05_02_02_Swaps_container,95_s01_05_02_03_Investigate_container,,
95_s01_05_02_01_GoToBWSettlement,TaskGoToPOITag,,1,,,,,,,,,,brightwood6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_GoBWChurch,,9604.748047 6356.986328 255.914642,,,,,,,,,,,,,,,,,
95_s01_05_02_02_Swaps_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_02_01_SliceSwap_9506_Granny_s01_01_Off,95_s01_05_02_02_02_SliceSwap_9511_DicunHobday_s01_01_On,95_s01_05_02_02_02_SliceSwap_9512_Marty_s01_01_On,95_s01_05_02_02_02_SliceSwap_9513_Amis_s01_01_On,
95_s01_05_02_02_01_SliceSwap_9506_Granny_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Granny_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_02_02_SliceSwap_9511_DicunHobday_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Dicun_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_02_02_SliceSwap_9512_Marty_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Marty_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_02_02_SliceSwap_9513_Amis_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Amis_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_Investigate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_01_TalkTo_container,95_s01_05_02_03_01a_PlantFakeFunds_container,95_s01_05_02_03_02_SpyChurch_container,95_s01_05_02_03_03_Watched_PriestStealing_container,95_s01_05_02_03_04_TalkToPriest_CaughtStealing
95_s01_05_02_03_01_TalkTo_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_01_01_TalkTo_Marty,95_s01_05_02_03_01_02_TalkTo_Amis,95_s01_05_02_03_01_03_TalkTo_Dicun_Investigate,,
95_s01_05_02_03_01_01_TalkTo_Marty,TaskConversationTopic,,,,,9512_Marty_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Marty,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_InterviewGuards,,9604.748047 6356.986328 255.914642,,,,,,,,,,,,,,,,,
95_s01_05_02_03_01_02_TalkTo_Amis,TaskConversationTopic,,,,,9513_Amis_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Amis,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_InterviewGuards,,9609.203125 6355.612305 255.920898,,,,,,,,,,,,,,,,,
95_s01_05_02_03_01_03_TalkTo_Dicun_Investigate,TaskConversationTopic,,,,,9511_DicunHobday_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Dicun_Investigate,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_InterviewClergy,,9613.785156 6366.515137 255.916473,,,,,,,,,,,,,,,,,
95_s01_05_02_03_01a_PlantFakeFunds_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_01a_01_PlantFakeFunds,95_s01_05_02_03_01a_02_SliceSwap_9512_Marty_s01_01_Off,95_s01_05_02_03_01a_03_SliceSwap_9513_Amis_s01_01_Off,,
95_s01_05_02_03_01a_01_PlantFakeFunds,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s01_05_BWFakeFundsCabinet,,,95_s01_05_BWFakeFundsCabinet_interact,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_PlantFunds,,9619.37 6401.7 257.6,,,,,,,,,,,,,,,,,
95_s01_05_02_03_01a_02_SliceSwap_9512_Marty_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Marty_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_01a_03_SliceSwap_9513_Amis_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Amis_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_SpyChurch_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_01_TriggerVol_BackOfChurch,95_s01_05_02_03_02_03_SwapsContainer,95_s01_05_02_03_02_04_TriggerSE_container,95_s01_05_02_03_02_05_SE_Fallthrough_container,
95_s01_05_02_03_02_01_TriggerVol_BackOfChurch,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_05_BackOfChurch,@95_s01_05_CROW_CanonAndCoin_SpyPriest,,9631.048828 6378 253,0,,1,,,,,,,,,,,,,,
95_s01_05_02_03_02_02_TriggerVol_MidPlatform,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_05_MidPlatform,@95_s01_05_CROW_CanonAndCoin_SpyPriest,,9628.529297 6373.197754 262.345703,0,,1,,,,,,,,,,,,,,
95_s01_05_02_03_02_03_SwapsContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_03_01_SliceSwap_9511_DicunHobday_s01_01_Off,,,,
95_s01_05_02_03_02_03_01_SliceSwap_9511_DicunHobday_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Dicun_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_04_TriggerSE_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_04_01_TriggerVol_TopPlatform,95_s01_05_02_03_02_04_02_Unlock_PriestStealing_SE,,,
95_s01_05_02_03_02_04_01_TriggerVol_TopPlatform,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_05_TopPlatform,@95_s01_05_CROW_CanonAndCoin_SpyPriest,,9615 6376 275,0,,1,,,,,,,,,,,,,,
95_s01_05_02_03_02_04_02_Unlock_PriestStealing_SE,TaskUnlockAchievement,,,,1,95_s01_05_Unlock_PriestStealing_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_05_SE_Fallthrough_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_05_01_01_SwapTimer,95_s01_05_02_03_02_05_01_02_EscSkipHUDCheck,,,
95_s01_05_02_03_02_05_01_01_SwapTimer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_05_01_02_EscSkipHUDCheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_03_Watched_PriestStealing_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_03_01_Watched_PriestStealing_SE,95_s01_05_02_03_03_02_SliceSwap_9511_DicunHobday_s01_02_On,,,
95_s01_05_02_03_03_01_Watched_PriestStealing_SE,TaskUnlockAchievement,,,,1,95_s01_05_Watched_PriestStealing_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_03_02_SliceSwap_9511_DicunHobday_s01_02_On,TaskUnLockAchievement,,,,1,SwapActive_95_Dicun_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_04_TalkToPriest_CaughtStealing,TaskConversationTopic,,,,,9511_DicunHobday_s01_02,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Dicun_CaughtStealing,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_ConfrontPriest,,9619.9014 6400.8032 257.1078,,,,,,,,,,,,,,,,,
95_s01_05_03_RecoverFunds_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_03_00_GoToBWElitePOI,95_s01_05_03_01_SliceSwap_9511_DicunHobday_s01_02_Off,95_s01_05_03_02_GetFundsBackIO,,
95_s01_05_03_00_GoToBWElitePOI,TaskGoToPOITag,,1,,,,,,,,,,brightwood3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_RecoverFunds,,9538.93 5555.826 184.14,,,,,,,,,,,,,,,,,
95_s01_05_03_01_SliceSwap_9511_DicunHobday_s01_02_Off,TaskLockAchievement,,,,1,SwapActive_95_Dicun_s01_02,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_03_02_GetFundsBackIO,TaskGatherAndReturnItems,,,,1,95_s01_05_ChurchFundsItem,95_s01_05_ChurchFundCabinet,100,,,,,,,,1,,,,,,,IO_95_s01_05_ChurchFundCabinet,,,95_s01_05_ChurchFundCabinet_interact,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_RecoverFunds,,9538.93 5555.826 184.14,,,,,,,,,,,,,,,,,
