TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
EW_Rally_2_questcomplete,TaskAchievement,,1,,EW_Rally_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9405_Rally_2_Title,,,,true,1,,,,,,,,,,,,,,
EW_Tour_3_questcomplete,TaskAchievement,,1,,EW_Tour_3_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9405_Tour_3_Title,,,,true,1,,,,,,,,,,,,,,
EF_Rally_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF_Rally_1,,,,
EF_Rally_1,TaskQuickCourse,,,1,EF_Rally_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
EF_Rally_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,EF_Rally_2,,,,
EF_Rally_2,TaskQuickCourse,,,1,EF_Rally_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
EF_Tour_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EF_Tour_1_Finish,,,,,,,,,,,,,,,EF_Tour_1,,,,
EF_Tour_1,TaskQuickCourse,,,1,EF_Tour_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EF_Tour_1_Finish,,,,true,1,,,,,,,,,,,,,,
EF_Tour_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EF_Tour_2_Finish,,,,,,,,,,,,,,,EF_Tour_2,,,,
EF_Tour_2,TaskQuickCourse,,,1,EF_Tour_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EF_Tour_2_Finish,,,,true,1,,,,,,,,,,,,,,
EF_Tour_3_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EF_Tour_3_Finish,,,,,,,,,,,,,,,EF_Tour_3,,,,
EF_Tour_3,TaskQuickCourse,,,1,EF_Tour_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EF_Tour_3_Finish,,,,true,1,,,,,,,,,,,,,,
WF_Rally_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,WF_Rally_1,,,,
WF_Rally_1,TaskQuickCourse,,,1,WF_Rally_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
WF_Rally_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,WF_Rally_2,,,,
WF_Rally_2,TaskQuickCourse,,,1,WF_Rally_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
WF_Tour_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@WF_Tour_1_Finish,,,,,,,,,,,,,,,WF_Tour_1,,,,
WF_Tour_1,TaskQuickCourse,,,1,WF_Tour_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@WF_Tour_1_Finish,,,,true,1,,,,,,,,,,,,,,
WF_Tour_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@WF_Tour_2_Finish,,,,,,,,,,,,,,,WF_Tour_2,,,,
WF_Tour_2,TaskQuickCourse,,,1,WF_Tour_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@WF_Tour_2_Finish,,,,true,1,,,,,,,,,,,,,,
WF_Tour_3_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@WF_Tour_3_Finish,,,,,,,,,,,,,,,WF_Tour_3,,,,
WF_Tour_3,TaskQuickCourse,,,1,WF_Tour_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@WF_Tour_3_Finish,,,,true,1,,,,,,,,,,,,,,
GC_Rally_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,GC_Rally_1,,,,
GC_Rally_1,TaskQuickCourse,,,1,GC_Rally_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
GC_Rally_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,GC_Rally_2,,,,
GC_Rally_2,TaskQuickCourse,,,1,GC_Rally_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
GC_Tour_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@GC_Tour_1_Finish,,,,,,,,,,,,,,,GC_Tour_1,,,,
GC_Tour_1,TaskQuickCourse,,,1,GC_Tour_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@GC_Tour_1_Finish,,,,true,1,,,,,,,,,,,,,,
GC_Tour_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@GC_Tour_2_Finish,,,,,,,,,,,,,,,GC_Tour_2,,,,
GC_Tour_2,TaskQuickCourse,,,1,GC_Tour_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@GC_Tour_2_Finish,,,,true,1,,,,,,,,,,,,,,
GC_Tour_3_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@GC_Tour_3_Finish,,,,,,,,,,,,,,,GC_Tour_3,,,,
GC_Tour_3,TaskQuickCourse,,,1,GC_Tour_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@GC_Tour_3_Finish,,,,true,1,,,,,,,,,,,,,,
BS_Rally_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,BS_Rally_1,,,,
BS_Rally_1,TaskQuickCourse,,,1,BS_Rally_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
BS_Rally_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,BS_Rally_2,,,,
BS_Rally_2,TaskQuickCourse,,,1,BS_Rally_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
BS_Tour_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@BS_Tour_1_Finish,,,,,,,,,,,,,,,BS_Tour_1,,,,
BS_Tour_1,TaskQuickCourse,,,1,BS_Tour_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@BS_Tour_1_Finish,,,,true,1,,,,,,,,,,,,,,
BS_Tour_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@BS_Tour_2_Finish,,,,,,,,,,,,,,,BS_Tour_2,,,,
BS_Tour_2,TaskQuickCourse,,,1,BS_Tour_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@BS_Tour_2_Finish,,,,true,1,,,,,,,,,,,,,,
BS_Tour_3_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@BS_Tour_3_Finish,,,,,,,,,,,,,,,BS_Tour_3,,,,
BS_Tour_3,TaskQuickCourse,,,1,BS_Tour_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@BS_Tour_3_Finish,,,,true,1,,,,,,,,,,,,,,
EW_Rally_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,EW_Rally_1,,,,
EW_Rally_1,TaskQuickCourse,,,1,EW_Rally_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
EW_Rally_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,,,,,,EW_Rally_2,,,,
EW_Rally_2,TaskQuickCourse,,,1,EW_Rally_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,,,,,,,,,,
EW_Tour_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EW_Tour_1_Finish,,,,,,,,,,,,,,,EW_Tour_1,,,,
EW_Tour_1,TaskQuickCourse,,,1,EW_Tour_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EW_Tour_1_Finish,,,,true,1,,,,,,,,,,,,,,
EW_Tour_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EW_Tour_2_Finish,,,,,,,,,,,,,,,EW_Tour_2,,,,
EW_Tour_2,TaskQuickCourse,,,1,EW_Tour_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EW_Tour_2_Finish,,,,true,1,,,,,,,,,,,,,,
EW_Tour_3_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EW_Tour_3_Finish,,,,,,,,,,,,,,,EW_Tour_3,,,,
EW_Tour_3,TaskQuickCourse,,,1,EW_Tour_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@EW_Tour_3_Finish,,,,true,1,,,,,,,,,,,,,,
MountRace_ScaleTest_1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,Feature_Mounts,,,,,MountRace_ScaleTest_1_QC,,,,
MountRace_ScaleTest_1_QC,TaskQuickCourse,,,1,MountRace_ScaleTest_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,Feature_Mounts,,,,,,,,,
MountRace_ScaleTest_2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,Feature_Mounts,,,,,MountRace_ScaleTest_2_QC,,,,
MountRace_ScaleTest_2_QC,TaskQuickCourse,,,1,MountRace_ScaleTest_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,Feature_Mounts,,,,,,,,,
MountRace_ScaleTest_1_Short_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,Feature_Mounts,,,,,MountRace_ScaleTest_1_Short_QC,,,,
MountRace_ScaleTest_1_Short_QC,TaskQuickCourse,,,1,MountRace_ScaleTest_1_Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,Feature_Mounts,,,,,,,,,
MountRace_ScaleTest_2_Short_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,,,,,,,Feature_Mounts,,,,,MountRace_ScaleTest_2_Short_QC,,,,
MountRace_ScaleTest_2_Short_QC,TaskQuickCourse,,,1,MountRace_ScaleTest_2_Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace,,,,true,1,,,,,Feature_Mounts,,,,,,,,,
