TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
95A_S02_VoicesoftheDesert_Grove_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_VoicesoftheDesert_GoJupiter,95A_S02_VoicesoftheDesert_TalkRima_Container,95A_S02_VoicesoftheDesert_PerformRimaSong,95A_S02_VoicesoftheDesert_UnlockRimasRoom,95A_S02_VoicesoftheDesert_Lute_Container
95A_S02_VoicesoftheDesert_GoJupiter,TaskGoToPOITag,,,,1,,,,,,,,phantomtree_30310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_GoJupiter_Desc,,6726.259277 7768.402344 49.039078,,,TRUE,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_UnlockRimasRoom,TaskUnlockAchievement,,,,1,95A_RimasRoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TalkRima_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_VoicesoftheDesert_TalkToRimaSong,95A_S02_VoicesoftheDesert_Rima_Dialog2,,,
95A_S02_VoicesoftheDesert_TalkToRimaSong,TaskConversationTopic,,,,1,95A_Rima_s02_02,,,,,,,phantomtree_30310,,,,,,,,,,,95A_Rima_Topic02,,,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_TalkToRimaSong_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Dialog2,TaskUnlockAchievement,,,,1,95A_Rima02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PerformRimaSong,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95A_S02_OpenCaveSong,,,95A_S02_OpenCaveSong_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PerformRimaSong_Desc,,6729.985840 7769.521484 49.041817,,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Lute_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_VoicesoftheDesert_GoToLuteSpot,95A_S02_VoicesoftheDesert_CollectLute,95A_S02_VoicesoftheDesert_TalkToRimaReturn,95A_S02_VoicesoftheDesert_TakeLute,95A_S02_VoicesoftheDesert_Rima_Dialog3
95A_S02_VoicesoftheDesert_GoToLuteSpot,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,95A_EnterLuteRoom,@95A_S02_VoicesoftheDesert_CollectLute_Desc,,6732.654785 7767.912598 52.030228,,,1,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CollectLute,TaskGatherAndReturnItems,,,,1,95a_s02_LuteofPhoebos_item,95A_S02_LuteChest,100,,,,,,,,,,,,,,,IO_95A_S02_LuteChest,,,95A_S02_LuteChest_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CollectLute_Desc,,6865.690918 7636.328125 73.251411,,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_ReturnCorsica_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_VoicesoftheDesert_ReturnCrowsNest,95A_S02_VoicesoftheDesert_Rima_Swap_FromGrove,95A_S02_VoicesoftheDesert_Zander_Dialog1Lock,,
95A_S02_VoicesoftheDesert_TalkToRimaReturn,TaskConversationTopic,,,,1,95A_Rima_s02_02,,,,,,,phantomtree_30310,,,,,,,,,,,95A_Rima_Topic03,,,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_TalkToRimaReturn_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TakeLute,TaskRemoveItem,,,,1,95a_s02_LuteofPhoebos_item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Dialog3,TaskUnlockAchievement,,,,1,95A_Rima03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Zander_Dialog1Lock,TaskLockAchievement,,,,1,95A_Zander01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Swap_FromGrove,TaskLockAchievement,,,,1,SwapActive_Season2_Rima_2,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Swap_ToCorsica,TaskUnlockAchievement,,,,1,SwapActive_Season2_Rima_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_ReturnCorsica,TaskGoToPOITag,,,,1,,,,,,,,BrimstoneSands_Settlement_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_ReturnCorsica_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_ReturnCrowsNest,TaskGoToPOITag,,,,1,,,,,,,,"CrowsNest_50426,CrowsNest_30334,CrowsNest_40431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_ReturnCamp_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_T1_RiseoftheBeast_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_T1_RiseoftheBeast_EnterContainer,95A_S02_T1_RiseoftheBeast_TrialContainer,,,
95A_S02_T1_RiseoftheBeast_EnterContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_T1_RiseoftheBeast_EnterTrial,95A_S02_T1_RiseoftheBeast_PinTask,,,
95A_S02_T1_RiseoftheBeast_EnterTrial,TaskGameMode,,,60,1,,,,,,,,,TrialBrimstoneSandworm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_SandwormTrial_Arena_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_T1_RiseoftheBeast_TrialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_T1_RiseoftheBeast_CompleteTrial,95A_S02_T1_RiseoftheBeast_MapTask,,,
95A_S02_T1_RiseoftheBeast_CompleteTrial,TaskKillContribution,,,,1,,,,,,,,,TrialBrimstoneSandworm,,,,,,,,,,,,Sandworm,,,,,,,,,,,,,,,,,,,,@95A_S02_SandwormTrial_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_T1_RiseoftheBeast_PinTask,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,4963.905762 7810.418945 213.965332,1,,1,,,,,,,,,,,,,,
95A_S02_T1_RiseoftheBeast_MapTask,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,4965.427734 7775.270996 204.694458,1,,,,,,,,,,,,,,,,
95A_S02_T2_RiseoftheHero_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_T2_RiseoftheHero_EnterContainer,95A_S02_T2_RiseoftheHero_TrialContainer,,,
95A_S02_T2_RiseoftheHero_EnterContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_T2_RiseoftheHero_EnterTrial,95A_S02_T2_RiseoftheHero_PinTask,,,
95A_S02_T2_RiseoftheHero_EnterTrial,TaskGameMode,,,60,1,,,,,,,,,TrialBrimstoneSandworm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_SandwormTrial_Arena_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_T2_RiseoftheHero_TrialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_T2_RiseoftheHero_CompleteTrial,95A_S02_T2_RiseoftheHero_MapTask,,,
95A_S02_T2_RiseoftheHero_CompleteTrial,TaskKillContribution,,,,1,,,,,,,,,TrialBrimstoneSandworm,,,,,,,,,,,,Sandworm,,,,,,,,,,,,,,,,,,,,@95A_S02_SandwormTrial_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_T2_RiseoftheHero_PinTask,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,4963.905762 7810.418945 213.965332,1,,1,,,,,,,,,,,,,,
95A_S02_T2_RiseoftheHero_MapTask,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,4965.427734 7775.270996 204.694458,1,,,,,,,,,,,,,,,,
