TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
12A_MSQ_15_DefeatNavigator_CollectGun,TaskHaveAndReturnItems,,,,1,12A_MSQ_15_PirateBlunderbuss,Undead_Navigator_Named_12MB01d,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_CollectGun_Desc,,7821.835 4206.391 112.389,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_CollectShard,TaskHaveAndReturnItems,,,,1,12A_MSQ_15_AltarShard,MB_MSQ2_DefeatNavigator_Rubble,100,,,,,,,,,,,,,,IO_MB_MSQ2_DefeatNavigator_Rubble,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_CollectShard_Desc,,7821.835 4206.391 112.389,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_TalkGrace,TaskConversationTopic,,,,1,12_MB_Grace_01,,,,,,,,,,,,,,,,,12_11_MSQ_15_GraceOMalley,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_TalkGrace_Desc,,7591.808 4152.061 81.338,,,,,,,,,,,,,,,,,
12A_MSQ_16_FastTravel_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_16_FastTravel_FastTravelTutorial,12A_MSQ_16_FastTravel_SwapContainer,,,
12A_MSQ_16_FastTravel_FastTravelTutorial,TaskGoToPOITag,,,,1,,,,,,,spiritshrine_02_30151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_16_FastTravel_FastTravelTutorial_Desc,,7536.605469 3985.426025 118.299820,,,,,,,,,,,,,,,,,
12A_MSQ_16_FastTravel_TakeNote,TaskGiveAndTakeItem,,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_16_FastTravel_GiveNote,TaskHaveAndReturnItems,,,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_16_FastTravel_SwapContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_16_FastTravel_GraceSwap01,12A_MSQ_16_FastTravel_GraceSwap02,,,
12A_MSQ_16_FastTravel_GraceSwap01,TaskUnlockAchievement,,,,,SwapActive_12_MB_Grace_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_16_FastTravel_GraceSwap02,TaskUnlockAchievement,,,,,SwapActive_12_MB_Grace_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_17_LochnirsNotes_TalkYounge,12A_MSQ_17_LochnirsNotes_TalkLochnir,12A_MSQ_17_LochnirsNotes_GoToArchenar,12A_MSQ_17_LochnirsNotes_Evidence_Container,12A_MSQ_17_LochnirsNotes_LochnirSwap
12A_MSQ_17_LochnirsNotes_GoToSage,TaskGoToPOITag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_GoToSage_Desc,,7311.167 3779.715 128.772,,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_TalkLochnir,TaskConversationTopic,,,,,12_Lochnir_01,,,,,,,,,,,,,,,,,12A_MSQ_17_LochnirsNotes_TalkLochnir,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_TalkLochnir_Desc,,7384.020 3746.668 111.416,,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_TalkYounge,TaskConversationTopic,,,,,12_YoungeGeiser,,,,,,,,,,,,,,,,,12A_MSQ_17_YoungeGeiser,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_SpeakYounge_Desc,,7311.167 3779.715 128.772,,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_GoToArchenar,TaskGoToPOITag,,,,,,,,,,,ancient_ruins_30119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_GoToArchenar_Desc,,8134.616 3540.241 115.599,,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_Evidence_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_17_LochnirsNotes_Evidence_Site,12A_MSQ_17_LochnirsNotes_Evidence_Shrine,12A_MSQ_17_LochnirsNotes_Notes01_Container,12A_MSQ_17_LochnirsNotes_Notes02_Container,
12A_MSQ_17_LochnirsNotes_Evidence_Site,TaskGameEvent,,,,1,MB_MSQ2_Excavation_Examine,,,,,,,,,,,,,,,,IO_MB_MSQ2_Excavation_Examine,,,MB_MSQ2_Excavation_Examine_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_Evidence_Container_Desc,,8127.875 3569.950 120.963,,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_Evidence_Shrine,TaskGameEvent,,,,1,MB_MSQ2_Excavation_Inspect,,,,,,,,,,,,,,,,IO_MB_MSQ2_Excavation_Inspect,,,MB_MSQ2_Excavation_Inspect_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_Evidence_Shrine_Desc,,8129.555 3531.728 115.640,,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_Notes01_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_Evidence_Note_Desc,,,,,,,,,,,,,,,12A_MSQ_17_LochnirsNotes_CollectNotes,12A_MSQ_17_LochnirsNotes_NotesWhispers_01,,,
12A_MSQ_17_LochnirsNotes_CollectNotes,TaskAchievement,,,,1,Lore_unlock_12_MonarchsBluffs_Title_20_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8145.807 3544.302 117.1504,1,,0,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_NotesWhispers_01,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MB_lorenote_01_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_Notes02_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_17_LochnirsNotes_Evidence_Note2_Desc,,,,,,,,,,,,,,,12A_MSQ_17_LochnirsNotes_CollectNotes02,12A_MSQ_17_LochnirsNotes_NotesWhispers_02,,,
12A_MSQ_17_LochnirsNotes_CollectNotes02,TaskAchievement,,,,1,Lore_unlock_12_MonarchsBluffs_Title_20_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8195.0078 3491.5769 107.614,1,,0,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_NotesWhispers_02,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MB_lorenote_02_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_17_LochnirsNotes_LochnirSwap,TaskLockAchievement,,,,,SwapActive_12_Lochnir_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_18_InspectStatue_GoToAnteres,12A_MSQ_18_InspectStatue_InspectTablet,12A_MSQ_18_InspectStatue_SwapContainer01,12A_MSQ_18_InspectStatue_SwapContainer02,
12A_MSQ_18_InspectStatue_GoToAnteres,TaskGoToPOITag,,,,1,,,,,,,ancient_ruins_30121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_18_InspectStatue_GoToAnteres_Desc,,7896.440 3359.645 98.535,,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_InspectTablet,TaskGameEvent,,,,1,MB_MSQ2_InspectStatue_Tablet,,,,,,,,,,,,,,,,IO_MB_MSQ2_InspectStatue_Tablet,,,MB_MSQ2_InspectStatue_Tablet_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_18_InspectStatue_Tablet_Desc,,7926.303 3293.068 89.427,,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_SwapContainer01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_10_ConfrontLochnir_PayneSwap01,12A_MSQ_10_ConfrontLochnir_PayneSwap02,,,
12A_MSQ_18_InspectStatue_PayneSwap01,TaskLockAchievement,,,,,SwapActive_12_SerPayneBennett_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_PayneSwap02,TaskUnlockAchievement,,,,,SwapActive_12_SerPayneBennett_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_SwapContainer02,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_18_InspectStatue_RegentSwap,12A_MSQ_18_InspectStatue_RegentSwap01,12A_MSQ_18_InspectStatue_GraceSwap02,12A_MSQ_18_InspectStatue_GraceSwap04,
12A_MSQ_18_InspectStatue_RegentSwap,TaskUnlockAchievement,,,,,SwapActive_12_RegentJinJae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_RegentSwap01,TaskUnlockAchievement,,,,,SwapActive_12_RegentJinJae_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_GraceSwap02,TaskLockAchievement,,,,,SwapActive_12_MB_Grace_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_18_InspectStatue_GraceSwap04,TaskUnlockAchievement,,,,,SwapActive_12_MB_Grace_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_19_MeetPercilla_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_19_MeetPercilla_GoToFarm,12A_MSQ_19_MeetPercilla_TalkToRegent,12A_MSQ_19_MeetPercilla_GraceSwap04,12A_MSQ_19_MeetPercilla_GraceSwap03,
12A_MSQ_19_MeetPercilla_GoToFarm,TaskGoToPOITag,,,,1,,,,,,,withered_farm_30113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_19_MeetPercilla_GoToFarm_Desc,,7645.378 2917.591 88.845,,,,,,,,,,,,,,,,,
12A_MSQ_19_MeetPercilla_TalkToRegent,TaskConversationTopic,,,,1,12_RegentJinJae_01,,,,,,,,,,,,,,,,,12A_MSQ_19_RegentJinJae,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_19_MeetPercilla_TalkToRegent_Desc,,7652.720 2921.984 88.605,,,,,,,,,,,,,,,,,
12A_MSQ_19_MeetPercilla_GraceSwap04,TaskLockAchievement,,,,,SwapActive_12_MB_Grace_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_19_MeetPercilla_GraceSwap03,TaskUnlockAchievement,,,,,SwapActive_12_MB_Grace_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_20_CollectCrown_GoToLightsHope,12A_MSQ_20_CollectCrown_SwapContainer,12A_MSQ_20_CollectCrown_Seals_Container,12A_MSQ_20_CollectCrown_Daggers_Collected,12A_MSQ_20_CollectCrown_Crown_Container
12A_MSQ_20_CollectCrown_GoToLightsHope,TaskGoToPOITag,,,,1,,,,,,,withered_farm_3_30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_GoToLightsHope_Desc,,7967.549 2749.719 87.149,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_SwapContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_20_CollectCrown_RegentSwap01,12A_MSQ_20_CollectCrown_RegentSwap02,,,
12A_MSQ_20_CollectCrown_RegentSwap01,TaskLockAchievement,,,,,SwapActive_12_RegentJinJae_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_RegentSwap02,TaskUnlockAchievement,,,,,SwapActive_12_RegentJinJae_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Seals_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_Seals_Container_Desc,,,1,,,,,,,,,,,,12A_MSQ_20_CollectCrown_Seals_Hawk,12A_MSQ_20_CollectCrown_Seals_Ebon,12A_MSQ_20_CollectCrown_Seals_Sparrow,,
12A_MSQ_20_CollectCrown_Seals_Hawk,TaskHaveAndReturnItems,,,,1,12A_MSQ_20_HawkBadge,Lost_Knight_Bow_Named_12MB04,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_Seals_Hawk_Desc,,7943.271 2789.107 98.148,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Seals_Ebon,TaskHaveAndReturnItems,,,,1,12A_MSQ_20_EbonBadge,Lost_Knight_Tank_Named_12MB04,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_Seals_Ebon_Desc,,7934.247 2692.951 85.398,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Seals_Sparrow,TaskHaveAndReturnItems,,,,1,12A_MSQ_20_SparrowBadge,Lost_Fencer_Named_12MB04,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_Seals_Sparrow_Desc,,7912.562 2784.068 89.270,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Daggers_Collected,TaskUnlockAchievement,,,,,12A_MB_Daggers_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Crown_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_20_CollectCrown_UnlockDoor,12A_MSQ_20_CollectCrown_Trigger_Whispers,12A_MSQ_20_CollectCrown_InspectCrown,12A_MSQ_20_CollectCrown_Search_Container,
12A_MSQ_20_CollectCrown_Trigger_Whispers,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MB_whisper_03_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_UnlockDoor,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_EnterSanctum,@12A_MSQ_20_CollectCrown_UnlockDoor_Desc,,7928.856 2750.029 92.555,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_Search_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_Seals_Container_Desc,,,1,,,,,,,,,,,,12A_MSQ_20_CollectCrown_InspectBanner,12A_MSQ_20_CollectCrown_InspectRobe,12A_MSQ_20_CollectCrown_InspectNote,,
12A_MSQ_20_CollectCrown_InspectCrown,TaskGameEvent,,,,1,MB_MSQ2_CollectCrown_Pedestal,,,,,,,,,,,,,,,,IO_MB_MSQ2_CollectCrown_Pedestal,,,MB_MSQ2_CollectCrown_Pedestal_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_InspectCrown_Desc,,7895.755 2749.737 92.513,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_InspectBanner,TaskGameEvent,,,,1,MB_MSQ2_Banner_Gawain,,,,,,,,,,,,,,,,IO_MB_MSQ2_Banner_Gawain,,,MB_MSQ2_Banner_Gawain_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_InspectBanner_Desc,,7886.665 2749.646 93.713,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_InspectRobe,TaskGameEvent,,,,1,MB_MSQ2_Robes_Chest,,,,,,,,,,,,,,,,IO_MB_MSQ2_Robes_Chest,,,MB_MSQ2_Robes_Chest_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_InspectRobe_Desc,,7897.107 2758.160 92.514,,,,,,,,,,,,,,,,,
12A_MSQ_20_CollectCrown_InspectNote,TaskAchievement,,,,1,Lore_unlock_12_MonarchsBluffs_Title_27_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_20_CollectCrown_InspectNote_Desc,,7888.6431 2758.147 92.4856,,,0,,,,,,,,,,,,,,
12A_MSQ_21_FindGrace_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_21_FindGrace_TalkToGrace,,,,
12A_MSQ_21_FindGrace_TalkToGrace,TaskGoToPOITag,,,,,,,,,,,spiritshrine_01_30142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_21_FindGrace_TalkToGrace_Desc,,7129.545 2389.429 78.863,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_22_DestroyShrine_GoToBeach,12A_MSQ_22_DestroyShrine_Beach_Container,12A_MSQ_22_DestroyShrine_Swap_Container,12A_MSQ_22_DestroyShrine_GoToCove,12A_MSQ_22_DestroyShrine_Cove_Container
12A_MSQ_22_DestroyShrine_GoToBeach,TaskGoToPOITag,,,,1,,,,,,,undead_bastion_30126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_GoToBeach_Desc,,6855.093 2304.926 41.823,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_Beach_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_22_DestroyShrine_DestroyBarrels,12A_MSQ_22_DestroyShrine_DestroyCrates,12A_MSQ_22_DestroyShrine_DestroyShips,12A_MSQ_22_DestroyShrine_Swap_Container,
12A_MSQ_22_DestroyShrine_DestroyBarrels,TaskKillContribution,,,,3,,,,,,,,,,,,,,,,,,,,Explosive_Barrel_10_12MB06,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_DestroyBarrels_Desc,,6864.084 2240.547 42.073,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_DestroyCrates,TaskGameEvent,,,,3,MB_MSQ2_SetFireToPirateSupplies,,,,,,,,,,,,,,,,IO_MB_MSQ2_BurningSupplies,,,MB_MSQ2_SetFireToPirateSupplies_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_DestroyCrates_Desc,,6864.084 2240.547 42.073,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_DestroyShips,TaskGameEvent,,,,1,MB_MSQ2_DestroyShrine_Mast,,,,,,,,,,,,,,,,IO_MB_MSQ2_DestroyShrine_Mast,,,MB_MSQ2_DestroyShrine_Mast_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_DestroyShips_Desc,,6777.199 2285.688 44.680,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_GoToCove,TaskGoToPOITag,,,,1,,,,,,,undead_cavern_30124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_GoToCove_Desc,,6915.194 2116.165 55.687,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_Swap_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_22_DestroyShrine_GraceSwap03,12A_MSQ_22_DestroyShrine_PercillaSwap,12A_MSQ_22_DestroyShrine_PercillaSwap01,,
12A_MSQ_22_DestroyShrine_GraceSwap03,TaskLockAchievement,,,,,SwapActive_12_MB_Grace_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_PercillaSwap,TaskUnlockAchievement,,,,,SwapActive_12_PercillaWallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_PercillaSwap01,TaskUnlockAchievement,,,,,SwapActive_12_PercillaWallen_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_Cove_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_22_DestroyShrine_Defeat_Captain,12A_MSQ_22_DestroyShrine_DestroyShrine,,,
12A_MSQ_22_DestroyShrine_Defeat_Captain,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Undead_Grenadier_Disease_Named_12MB06c,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_Defeat_Captain_Desc,,7074.923 2146.203 59.471,,,,,,,,,,,,,,,,,
12A_MSQ_22_DestroyShrine_DestroyShrine,TaskGameEvent,,,,1,MB_MSQ2_DestroyShrine_Alter,,,,,,,,,,,,,,,,IO_MB_MSQ2_DestroyShrine_Alter,,,MB_MSQ2_DestroyShrine_Alter_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_DestroyShrine_Desc,,7080.735 2141.247 59.392,,,,,,,,,,,,,,,,,
12A_MSQ_23_ToTower_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_23_ToTower_TalkToPercilla,12A_MSQ_23_ToTower_PercillaSwap01,12A_MSQ_23_ToTower_PercillaSwap02,,
12A_MSQ_23_ToTower_TalkToPercilla,TaskGoToPOITag,,,,,,,,,,,undead_shipwreck_30102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_23_ToTower_TalkToPercilla_Desc,,6671.678 3054.080 44.528,,,,,,,,,,,,,,,,,
12A_MSQ_23_ToTower_PercillaSwap01,TaskLockAchievement,,,,,SwapActive_12_PercillaWallen_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_23_ToTower_PercillaSwap02,TaskUnlockAchievement,,,,,SwapActive_12_PercillaWallen_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_24_DefeatGawain_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_24_DefeatGawain_LockDoor,12A_MSQ_24_DefeatGawain_Tower_Container,,,
12A_MSQ_24_DefeatGawain_LockDoor,TaskUnlockAchievement,,,,,12A_GawainDoor_Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_24_DefeatGawain_Tower_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_24_DefeatGawain_Defeat_Lochnir,12A_MSQ_24_DefeatGawain_CollectStaff,12A_MSQ_24_DefeatGawain_Defeat_Gawain,12A_MSQ_24_DefeatGawain_CollectCrown,
12A_MSQ_24_DefeatGawain_Defeat_Lochnir,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Withered_Swarmancer_Named_12MB05c,,,,,,,,,,,,,,,,,,,,@12A_MSQ_24_DefeatGawain_Defeat_Lochnir_Desc,,6788.377 2964.842 51.818,,,,,,,,,,,,,,,,,
12A_MSQ_24_DefeatGawain_CollectStaff,TaskHaveAndReturnItems,,,,1,12A_MSQ_24_LochnirStaff,Withered_Swarmancer_Named_12MB05c,100,,,,undead_shipwreck_30102,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_24_DefeatGawain_CollectStaff_Desc,,6788.377 2964.842 51.818,,,,,,,,,,,,,,,,,
