TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1432_0104_00_SliceSwap_CampScount_On,TaskUnlockAchievement,,,1,SwapActive_1433_AEDog_02_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1432_0104_01a_GiveAndTakeItem,TaskGiveAndTakeItem,,,1,1432_0104_ScoutCharm,,,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1432_0104_01b_HaveAndReturnItem,TaskHaveAndReturnItems,,,1,1432_0104_ScoutCharm,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1432_0104_01c_task_leave_poi,TaskExitPOITag,,,1,,,,,,,,crater_feralruins_50375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1432_0104_FoundDog_Description,,10879.4609 7983.9180 172.7783,,,,,,,,,,,,,,,,,
1432_0104_02_Sliceswaps,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,IO_1427_0103_PlantingSpot,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1432_0104_02a_SliceSwap_TempleDog_Off,,,,
1432_0104_02a_SliceSwap_TempleDog_Off,TaskLockAchievement,,,1,SwapActive_1433_AEDog_01_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1435_0101_PutItBack_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435_0101_00_GiveSeeds,1435_0101_01_GoToPOI,1435_0101_02_PlantHerbs,,
1435_0101_00_GiveSeeds,TaskGiveItem,,,7,1435_0101_Seeds01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1435_0101_01_GoToPOI,TaskGoToPOITag,,,1,,,,,,true,,crater_mysticfen_50317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1435_0101_01_GoToPOI,,,,,,,,,,,,,,,,,,,
1435_0101_02_PlantHerbs,TaskGameEvent,,,7,,,,,,,,,,,,,,,,,,IO_1435_0101_HerbSpot,,,1435_0101_HerbSpot_Interact,,,,,,,,,,,,,,,,,,,,@1435_0101_02_PlantHerbs,,11009.113 8142.820 155.845,,,,,,,,,,,,,,,,,
1435_0102_PopBlossoms_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435_0102_01_GoToPOI,1435_0102_02_PopBlossoms_Proximity,1435_0102_03_SliceSwap_SwampDryad_Off,1435_0102_03_SliceSwap_BridgeDryad_On,
1435_0102_01_GoToPOI,TaskGoToPOITag,,,1,,,,,,true,,crater_mysticbridge_50367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1435_0102_01_GoToPOI,,11271.982 8179.328 185.873,,,,,,,,,,,,,,,,,
1435_0102_02_PopBlossoms_Proximity,TaskGameEvent,,,20,,,,,,true,,crater_mysticbridge_50367,,,,,,,,,,IO_1435_0102_PoppableBlossom,,,1435_0102_PoppableBlossom_Interact,,,,,,,,,,,,,,,,,,,,@1435_0102_02_PopBlossoms_Proximity,,,,,,,,,,,,,,,,,,,
1435_0102_03_SliceSwap_SwampDryad_Off,TaskLockAchievement,,,1,SwapActive_1435_SirenDryad_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1435_0102_03_SliceSwap_BridgeDryad_On,TaskUnlockAchievement,,,1,SwapActive_1435_SirenDryad_01_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1435_0103_WayUpHigh_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435_0103_00_GiveSeeds,1435_0103_01_GoToPOI,1435_0103_02_PlantHerbs,,
1435_0103_00_GiveSeeds,TaskGiveItem,,,1,1435_0103_Seeds02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1435_0103_01_GoToPOI,TaskGoToPOITag,,,1,,,,,,true,,ancientcrater3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1435_0103_01_GoToPOI,,11366.460 8672.407 330.592,,,,,,,,,,,,,,,,,
1435_0103_02_PlantHerbs,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,IO_1435_0103_HighFlower,,,1435_0103_HighFlower_Interact,,,,,,,,,,,,,,,,,,,,@1435_0103_02_PlantHerbs,,11269.908 8528.084 367.42,,,,,,,,,,,,,,,,,
1434_0101_DestroyBlooms_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434_0101_01_GoToPOI,1432_0104_02b_SliceSwap_SwampDryad_On,1434_0101_02_DestroyBlooms_Damageable,,
1434_0101_01_GoToPOI,TaskGoToPOITag,,,1,,,,,,true,,crater_feralhaven_50312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1434_0101_01_GoToPOI,,,,,,,,,,,,,,,,,,,
1432_0104_02b_SliceSwap_SwampDryad_On,TaskUnlockAchievement,,,1,SwapActive_1435_SirenDryad_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1434_0101_02_DestroyBlooms_Damageable,TaskGameEvent,,,7,,,,,,true,,crater_feralhaven_50312,,,,,,,,,,IO_1434_0104_DestructibleBlossom,,,1434_0104_DestructibleBlossom_Interact,,,,,,,,,,,,,,,,,,,,@1434_0101_02_DestroyBlooms_Damageable,,,,,,,,,,,,,,,,,,,
1434_0102_ClearPath_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434_0102_01_KillDryads,1434_0102_01a_SliceSwap_RuinsRanger_Off,1435_0102_01b_SliceSwap_BridgeRanger_On,1434_0102_02_TriggerVol_Ranger_01,
1434_0102_01_KillDryads,TaskKillContribution,,,3,,,,,,true,,ancientcrater7,,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@1434_0102_01_KillDryads,,,,,,,,,,,,,,,,,,,
1434_0102_01a_SliceSwap_RuinsRanger_Off,TaskUnlockAchievement,,,1,SwapActive_1434_SirenRanger_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1435_0102_01b_SliceSwap_BridgeRanger_On,TaskUnlockAchievement,,,1,SwapActive_1434_SirenRanger_01_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1434_0102_02_TriggerVol_Ranger_01,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1434_RangerBridge,@1434_0102_02_TriggerVol_Ranger_01,,11525.640 8261.487 202.072,,,,,,,,,,,,,,,,,
1434_0103_Pyre_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434_0103_00_PHTask_TriggerVol,1434_0103_02_Event_Completion,,,
1434_0103_00_PHTask_TriggerVol,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1434_Hilltop,@1434_0103_01_GoToPOI,,11730.6 8319.34 269.46,,,,,,,,,,,,,,,,,
1434_0103_01_GoToPOI,TaskGoToPOITag,,,1,,,,,,true,,ancientcrater7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1434_0103_01_GoToPOI,,,,,,,,,,,,,,,,,,,
1434_0103_02_Event_Completion,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,IO_1434_0103_EncStart_Pyre,,,1434_0103_Encounter_Pyre_Success,,,,,,,,,,,,,,,,,,,,@1434_0103_02_Event_Completion,,11725.96 8323.91 272.14,,,,,,,,,,,,,,,,,
1434_0104_OutOfHisMisery_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434_0104_01_container_FindLove,1434_0104_02_container_GetBlight,1434_0104_03_container_HeadGarden,1434_0104_04_TriggerVol_Dryad,
1434_0104_01_container_FindLove,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1434_0104_01b_TalkTo_Hedera,,,,
1434_0104_01b_TalkTo_Hedera,TaskConversationTopic,,,,1435_SirenDryad_01,,,,,,,,,,,,,,,,,,1434_0104_TalkTo_Dryad,,,,,,,,,,,,,,,,,,,,,,@1434_0104_01_TalkTo_Hedera,,11400.74 8306.95 202.36,,,,,,,,,,,,,,,,,
1434_0104_02_container_GetBlight,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1434_0104_02a_GoToPOI,1434_0104_02b_KillCollect_Blight,1434_0104_02c_SliceSwap_BridgeDryad_Off,1434_0104_02d_SliceSwap_BridgeRanger_Off,
1434_0104_02a_GoToPOI,TaskGoToPOITag,,,1,,,,,,true,,crater_prowlerridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1434_0104_02a_GoToPOI,,,,,,,,,,,,,,,,,,,
1434_0104_02b_KillCollect_Blight,TaskHaveAndReturnItems,,,7,1434_0104_BlightSample,"AngryEarth,Blighted",100,,,true,,crater_prowlerridge,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1434_0104_02b_KillCollect_Blight,,11526.708984 8444.960938 294.244537,,,,,,,,,,,,,,,,,
1434_0104_02c_SliceSwap_BridgeDryad_Off,TaskLockAchievement,,,1,SwapActive_1435_SirenDryad_01_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1434_0104_02d_SliceSwap_BridgeRanger_Off,TaskLockAchievement,,,1,SwapActive_1434_SirenRanger_01_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1434_0104_03_container_HeadGarden,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,IO_1434_0104_EncStart_BlightRanger,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1434_0104_03a_TriggerVol_HeadGarden,1434_0104_03b_Event_Completion,1434_0104_03c_SliceSwap_GardenDryad_On,,
1434_0104_03a_TriggerVol_HeadGarden,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1434_HeadGarden,@1434_0104_03a_TriggerVol_HeadGarden,,11358.533 8472.474 301.846,,,,,,,,,,,,,,,,,
1434_0104_03b_Event_Completion,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,IO_1434_0104_EncStart_BlightRanger,,,1434_0104_Encounter_BlightedRanger_Success,,,,,,,,,,,,,,,,,,,,@1434_0104_03b_Event_Completion,,11329.453 8488.395 305.419,,,,,,,,,,,,,,,,,
1434_0104_03c_SliceSwap_GardenDryad_On,TaskUnlockAchievement,,,1,SwapActive_1435_SirenDryad_02_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1434_0104_04_TriggerVol_Dryad,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1434_Dryad03,@1434_0104_04_TriggerVol_Dryad,,11432.849 8470.667 286.429,,,,,,,,,,,,,,,,,
14_Side01_01_Farm_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Side01_01_Task_GoTo1,14_Side01_01_Container1,,,
14_Side01_01_Task_GoTo1,TaskGoToPOITag,,,1,,,,,,true,,crater_blightedvillage_50343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@14_Side01_01_Task_GoTo1,,,,,,,,,,,,,,,,,,,
14_Side01_01_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,14_Side01_01_Task_LootChests,,,,
14_Side01_01_Task_LootChests,TaskHaveAndReturnItems,,,3,14_01_FarmEquipment,,,100,,true,,crater_blightedvillage_50343,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@14_Side01_01_Task_LootChests,,,,,,,,,,,,,,,,,,,
14_Side02_01_Art_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Side02_01_Task_GoTo1,14_Side02_01_Container1,,,
14_Side02_01_Task_GoTo1,TaskGoToPOITag,,,1,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@14_Side02_01_Task_GoTo1,,,,,,,,,,,,,,,,,,,
14_Side02_01_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,14_Side02_01_Task_DestroySculptures_01,14_Side02_01_Task_DestroySculptures_02,14_Side02_01_Task_DestroySculptures_03,14_Side02_01_Task_DestroySculptures_04,14_Side02_01_Task_DestroySculptures_05
14_Side02_01_Task_DestroySculptures_01,TaskGameEvent,,,1,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,IO_14_SQ_02_BadStatue_01,,,14_SQ_02_BadStatue_01_interact,,,,,,,,,,,,,,,,,,,,@14_Side02_01_Task_DestroySculptures_01,,12059.9512 7634.1147 269.9141,,,,,,,,,,,,,,,,,
14_Side02_01_Task_DestroySculptures_02,TaskGameEvent,,,1,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,IO_14_SQ_02_BadStatue_02,,,14_SQ_02_BadStatue_02_interact,,,,,,,,,,,,,,,,,,,,@14_Side02_01_Task_DestroySculptures_02,,12087.1309 7710.1724 280.3527,,,,,,,,,,,,,,,,,
14_Side02_01_Task_DestroySculptures_03,TaskGameEvent,,,1,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,IO_14_SQ_02_BadStatue_03,,,14_SQ_02_BadStatue_03_interact,,,,,,,,,,,,,,,,,,,,@14_Side02_01_Task_DestroySculptures_03,,12151.2744 7697.3657 275.8634,,,,,,,,,,,,,,,,,
14_Side02_01_Task_DestroySculptures_04,TaskGameEvent,,,1,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,IO_14_SQ_02_BadStatue_04,,,14_SQ_02_BadStatue_04_interact,,,,,,,,,,,,,,,,,,,,@14_Side02_01_Task_DestroySculptures_04,,12097.4805 7697.8623 283.3367,,,,,,,,,,,,,,,,,
14_Side02_01_Task_DestroySculptures_05,TaskGameEvent,,,1,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,IO_14_SQ_02_BadStatue_05,,,14_SQ_02_BadStatue_05_interact,,,,,,,,,,,,,,,,,,,,@14_Side02_01_Task_DestroySculptures_05,,12140.3477 7708.0601 285.0697,,,,,,,,,,,,,,,,,
14_Side03_01_Hate_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_Side03_01_Task_GoTo1,14_Side03_01_Container1,,,
14_Side03_01_Task_GoTo1,TaskGoToPOITag,,,1,,,,,,true,,crater_mysticbridgetower_50368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@14_Side03_01_Task_GoTo1,,,,,,,,,,,,,,,,,,,
14_Side03_01_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,14_Side03_01_Task_Kill_Brute,,,,
14_Side03_01_Task_Kill_Brute,TaskHaveAndReturnItems,,,1,14_03_BalorHeart,Dryad_Beast_Named_00,100,,,true,,crater_mysticbridgetower_50368,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@14_Side03_01_Task_Kill_Brute,,11647.6377 7872.3413 213.0299,,,,,,,,,,,,,,,,,
1420_0501_d_00_Containter_weaponwrapperquest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_00_Containter_weaponwrapperquest,,,,,,,,,,,,,,,1420_0501_d_01_Containter_weaponwrapperquest_sub_01,1420_0501_d_02_Containter_weaponwrapperquest_sub_02,,,
1420_0501_d_01_Containter_weaponwrapperquest_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_Containter_weaponwrapperquest_sub_01,,,1,,,,,,,,,,,,1420_0501_d_01_Containter_weaponwrapperquest_questPush_1,1420_0501_d_02_Containter_weaponwrapperquest_questComplete_4,1420_0501_d_02_Containter_weaponwrapperquest_questComplete_3,1420_0501_d_02_Containter_weaponwrapperquest_questComplete_2,
1420_0501_d_02_Containter_weaponwrapperquest_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_Containter_weaponwrapperquest_sub_02,,,1,,,,,,,,,,,,1420_0501_d_01_Containter_weaponwrapperquest_questComplete_2,1420_0501_d_02_Containter_weaponwrapperquest_questComplete_1,1420_0501_d_01_Containter_weaponwrapperquest_questComplete_4,1420_0501_d_01_Containter_weaponwrapperquest_questComplete_3,
1420_0501_d_01_Containter_weaponwrapperquest_questPush_1,TaskObjective,,1,,1420_0502_CVOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_Containter_weaponwrapperquest_questPush_1,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_Containter_weaponwrapperquest_questComplete_2,TaskObjective,,1,,1420_0503_CVTwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_Containter_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_Containter_weaponwrapperquest_questComplete_3,TaskObjective,,1,,1420_0504_CVThree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_Containter_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_Containter_weaponwrapperquest_questComplete_4,TaskObjective,,1,,1420_0505_CVFour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_Containter_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_Containter_weaponwrapperquest_questComplete_1,TaskObjective,,1,,1420_0506_CVFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_Containter_weaponwrapperquest_questComplete_1,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_Containter_weaponwrapperquest_questComplete_2,TaskObjective,,1,,1420_0507_CVSix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_Containter_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_Containter_weaponwrapperquest_questComplete_3,TaskObjective,,1,,1420_0508_CVSeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_Containter_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_Containter_weaponwrapperquest_questComplete_4,TaskObjective,,1,,1420_0509_CVEight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_Containter_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_01_weaponwrapperquest_questComplete1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,,,,,,,,,,,,,1420_0501_d_01_01_01_Task_GoTo,1420_0501_d_01_01_02_container_tasks,,,
1420_0501_d_01_01_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,crater_malice_50327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_01_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_01_01_02a_Task_Kill,1420_0501_d_01_01_02b_Task_KillToken,,,
1420_0501_d_01_01_02a_Task_Kill,TaskKillContribution,,1,15,,,,,,true,,crater_malice_50327,,,,,,,,,,,,,Campanilean,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_01_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,1420_0101_AzothCore,Campanilean,5,,,true,,crater_malice_50327,,,true,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_02_weaponwrapperquest_questComplete2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_02_weaponwrapperquest_questComplete2,,,,,,,,,,,,,,,1420_0501_d_01_02_01_Task_GoTo,1420_0501_d_01_02_02_container_tasks,,,
1420_0501_d_01_02_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_02_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_02_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_01_02_02a_Task_Kill,1420_0501_d_01_02_02b_Task_KillToken,,,
1420_0501_d_01_02_02a_Task_Kill,TaskKillContribution,,1,20,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,Periville,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_02_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_02_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,1420_0102_GoldenFlintlock,Periville,5,,,true,,haunted_town_50201,,,true,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_02_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_03_weaponwrapperquest_questComplete3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_03_weaponwrapperquest_questComplete3,,,,,,,,,,,,,,,1420_0501_d_01_03_01_Task_GoTo,1420_0501_d_01_03_02_container_tasks,,,
1420_0501_d_01_03_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,myrkgardwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_03_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_03_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_01_03_02a_Task_Kill,1420_0501_d_01_03_02b_Task_KillToken,,,
1420_0501_d_01_03_02a_Task_Kill,TaskKillContribution,,1,25,,,,,,true,,myrkgardwest,,,,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_03_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_03_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,1420_0103_GlisteningBarrel,Myrkgard,5,,,true,,myrkgardwest,,,true,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_03_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_04_weaponwrapperquest_questComplete4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_04_weaponwrapperquest_questComplete4,,,,,,,,,,,,,,,1420_0501_d_01_04_01_Task_GoTo,1420_0501_d_01_04_02_container_tasks,,,
1420_0501_d_01_04_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,military_camp_40405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_04_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_04_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_01_04_02a_Task_Kill,1420_0501_d_01_04_02b_Task_KillToken,,,
1420_0501_d_01_04_02a_Task_Kill,TaskKillContribution,,1,25,,,,,,true,,military_camp_40405,,,,,,,,,,,,,Southguard,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_04_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_01_04_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,1420_0104_Ramrod,Southguard,5,,,true,,military_camp_40405,,,true,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_04_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
