TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0603_0201_d_00_container_survivalistquest_V2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0603_0201_V2_d_01_survivalistquest_makeCamp,0603_0201_V2_d_01_01_container_survivalistquest_wolfDens,,,
0603_0201_V2_d_01_survivalistquest_makeCamp,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,,,MakeCamp,,,,,,,,,,,,,,,,,,,,@0603_0201_survivalistquest_makecamp,,,,,,,,,,,,,
0603_0201_V2_d_01_01_container_survivalistquest_wolfDens,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0201_V2_d_02_00_container_survivalistquest_wolfDen_01,0603_0201_V2_d_02_00_container_survivalistquest_wolfDen_02,,,
0603_0201_V2_d_02_00_container_survivalistquest_wolfDen_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226,0603_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf,,,
0603_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226,TaskGoToPOITag,,1,,,,,,,,alphawolf_den_40119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0201_V2_TaskGoToPOITag_WolfDen01,,,,,,,,,,,,,
0603_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf,TaskHaveAndReturnItems,,1,5,MI_WolfMusk,Wolf_Timber_06SW05,100,,true,,alphawolf_den_40119,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0201_V2_TaskHaveAndReturnItems,,,,,,,,,,,,,
0603_0201_V2_d_02_00_container_survivalistquest_wolfDen_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230,0603_0201_V2_d_03_00_container_survivalistquest_killAlpha,,,
0603_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230,TaskGoToPOITag,,1,,,,,,,,alphawolf_den_40118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0201_V2_TaskGoToPOITag_WolfDen02,,,,,,,,,,,,,
0603_0201_V2_d_03_00_container_survivalistquest_killAlpha,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,IO_0603_0201_AlphaLure,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer,0603_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur,,,
0603_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional,0603_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden,,,
0603_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional,TaskInteract,,,1,,,,,,,,,,,,,,,,,IO_0603_0201_AlphaLure,,,IO_0603_0201_AlphaLure_interact,,,,,,,,,,,,,,,,,,,,@0603_0201_V2_TaskInteract_LureAlpha_Optional,,9304.926 2378.093 115.216,,,,,,,,,,,
0603_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Wolf_Alpha_Named_0603_0201_WaveEventBoss,,,,,,,,,,,,,,,,,,,,@0603_0201_V2_TaskInteract_KillContribution_Alpha_Hidden,,,1,,,,,,,,,,
0603_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur,TaskHaveAndReturnItems,,1,1,MI_FineFur,Wolf_Alpha_Named_0603_0201_WaveEventBoss,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0201_V2_TaskHaveAndReturnItems_FineAlphaFur,,9304.926 2378.093 115.216,,,,,,,,,,,
0603_0202_d_00_container_returntomagistrate,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0603_0202_d_01_transport_npc_note,0603_0202_d_02_have_npc_note,,,
0603_0202_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,
0603_0202_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@06_task_transport_generic,,,1,,,,,,,,,,
0602_0202_d_00_container_introtoallfactions,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602_0202_d_00_introtoallfactions_accepted,0602_0202_d_01_container_introtoallfactions_talkTo,0602_0202_d_03_talkedtoallfactions,0602_0202_d_04_talkedtoMagistrate,
0602_0202_d_00_introtoallfactions_accepted,TaskUnlockAchievement,,1,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0602_0202_d_01_container_introtoallfactions_talkTo,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0202_introtoallfactions_choose,,,,,,,,,0602_0202_d_02_01_TaskGameEvent_Marauder,0602_0202_d_02_02_TaskGameEvent_Syndicate,0602_0202_d_02_03_TaskGameEvent_Covenant,,
0602_0202_d_02_01_TaskGameEvent_Marauder,TaskAchievement,,,,S_introtomarauders,,,,,,,,,,,,,,,,0607_Commander,,,,,,,,,,,,,,,,,,,,,,,@0602_0202_introtoallfactions_speak_marauders,,9349.74 2725.55 82.67,,,,,,,,,,,
0602_0202_d_02_02_TaskGameEvent_Syndicate,TaskAchievement,,,,S_introtosyndicate,,,,,,,,,,,,,,,,0608_Alchemist,,,,,,,,,,,,,,,,,,,,,,,@0602_0202_introtoallfactions_speak_syndicate,,9367.53 2653.56 82.64,,,,,,,,,,,
0602_0202_d_02_03_TaskGameEvent_Covenant,TaskAchievement,,,,S_introtocovenant,,,,,,,,,,,,,,,,0609_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,@0602_0202_introtoallfactions_speak_covenant,,9372.49 2693.03 86.48,,,,,,,,,,,
0602_0202_d_03_talkedtoallfactions,TaskUnlockAchievement,,1,,S_factiontalkedto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0602_0202_d_04_talkedtoMagistrate,TaskAchievement,,,,S_factionchoiceready,,,,,,,,,,,,,,,,0602_Magistrate,,,,,,,,,,,,,,,,,,,,,,,@0602_0202_introtoallfactions_speak_magistrate,,9334.40 2701.12 82.67,,,,,,,,,,,
0607_0101_d_00_container_marauderquest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607_0101_d_01_TaskGoToPOITag_witheredfarm_1_40102,0607_0101_d_02_container_marauderquest1_subtask1,,,
0607_0101_d_01_TaskGoToPOITag_witheredfarm_1_40102,TaskGoToPOITag,,1,,,,,,,,withered_farm_1_40102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_travelto_POITag_generic,,,,,,,,,,,,,
0607_0101_d_02_container_marauderquest1_subtask1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0607_0101_d_02_01_kill_15_Withered,0607_0101_d_02_02_TaskHaveAndReturnItems_7_GemstoneRough_withered_farm_1_40102,0607_0101_d_02_03_TaskHaveAndReturnItems_5_PerfumePhial_WitheredRetcher,,
0607_0101_d_02_01_kill_15_Withered,TaskKillContribution,,1,15,,,,,,,,,,,,,,,,,,,,Brokebarrel,,,,,,,,,,,,,,,,,,,,@0607_0101_marauderquest1_cull_enemy_group_withered,,,,,,,,,,,,,
0607_0101_d_02_02_TaskHaveAndReturnItems_7_GemstoneRough_withered_farm_1_40102,TaskHaveAndReturnItems,,1,7,0607_0101_GemstoneRough,,,100,true,,withered_farm_1_40102,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0607_0101_marauderquest1_search_container_for_item_at_POI,,,,,,,,,,,,,
0607_0101_d_02_03_TaskHaveAndReturnItems_5_PerfumePhial_WitheredRetcher,TaskHaveAndReturnItems,,1,2,0607_0101_PerfumePhial,Risen_Regurgitator_06SW08,100,,,,withered_farm_1_40102,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0607_0101_marauderquest1_retrieve_item_from_target_at_POI,,,,,,,,,,,,,
0608_0101_d_00_container_syndicatequest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0608_0101_d_01_TaskGoToPOITag_withered_campsite,0608_0101_d_02_container_syndicatequest1_subtask1,,,
0608_0101_d_01_TaskGoToPOITag_withered_campsite,TaskGoToPOITag,,1,,,,,,,,withered_campsite_40101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_travelto_POITag_generic,,,,,,,,,,,,,
0608_0101_d_02_container_syndicatequest1_subtask1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0608_0101_d_02_01_TaskHaveAndReturnItems_3_DiviningStones_withered_campsite,0608_0101_d_02_02_TaskHaveAndReturnItems_CrystalShards_Withered,,,
0608_0101_d_02_01_TaskHaveAndReturnItems_3_DiviningStones_withered_campsite,TaskHaveAndReturnItems,,1,3,0608_0101_DiviningStones,,,100,true,,withered_campsite_40101,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0608_0101_syndicatequest1_search_container_for_item_at_POI,,,,,,,,,,,,,
0608_0101_d_02_02_TaskHaveAndReturnItems_CrystalShards_Withered,TaskHaveAndReturnItems,,1,10,0608_0101_CrystalShard,Dirtclaw,100,,true,,withered_campsite_40101,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0608_0101_syndicatequest1_recover_item_from_targets_at_POI,,,,,,,,,,,,,
0609_0101_d_00_container_covenantquest1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609_0101_d_01_TaskGoToPOITag_corrupted_farm_2_40103,0609_0101_d_02_container_covenantquest1_subtask1,,,
0609_0101_d_01_TaskGoToPOITag_corrupted_farm_2_40103,TaskGoToPOITag,,1,,,,,,,,corrupted_farm_2_40103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_travelto_POITag_generic,,,,,,,,,,,,,
0609_0101_d_02_container_covenantquest1_subtask1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0609_0101_d_02_01_kill_20_Corrupted,0609_0101_d_02_02_TaskHaveAndReturnItems_12_CorruptedOre_corrupted_farm_2_40103,0609_0101_d_02_03_TaskHaveAndReturnItems_5_ConsecratedOil_corrupted_farm_2_40103,,
0609_0101_d_02_01_kill_20_Corrupted,TaskKillContribution,,1,15,,,,,,,,,,,,,,,,,,,,Rusted_Fork,,,,,,,,,,,,,,,,,,,,@0609_0101_covenantquest1_cull_enemy_group_withered,,,,,,,,,,,,,
0609_0101_d_02_02_TaskHaveAndReturnItems_12_CorruptedOre_corrupted_farm_2_40103,TaskHaveAndReturnItems,,1,10,0609_0101_CorruptedOre,,,100,true,,corrupted_farm_2_40103,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0609_0101_covenantquest1_search_container_for_item_at_POI,,,,,,,,,,,,,
0609_0101_d_02_03_TaskHaveAndReturnItems_5_ConsecratedOil_corrupted_farm_2_40103,TaskHaveAndReturnItems,,1,5,0609_0101_ConsecratedOil,Damned_Villager_Ladel_06SW10,100,,true,,corrupted_farm_2_40103,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0609_0101_covenantquest1_retrieve_item_from_target_at_POI,,,,,,,,,,,,,
0609_0103_d_00_container_timetochoose,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0609_0103_d_03_timetochoose_accept,0609_0103_d_01_container_timetochoose_choice,,,
0609_0103_d_03_timetochoose_accept,TaskUnlockAchievement,,1,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0609_0103_d_01_container_timetochoose_choice,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0609_0103_d_01_01_timetochoose_choice_marauder,0609_0103_d_01_02_timetochoose_choice_syndicate,0609_0103_d_01_03_timetochoose_choice_covenant,,
0609_0103_d_01_01_timetochoose_choice_marauder,TaskChooseFaction,,1,,0607_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0609_0103_timetochoose_choice_marauders,,,,,,,,,,,,,
0609_0103_d_01_02_timetochoose_choice_syndicate,TaskChooseFaction,,1,,0608_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0609_0103_timetochoose_choice_syndicate,,,,,,,,,,,,,
0609_0103_d_01_03_timetochoose_choice_covenant,TaskChooseFaction,,1,,0609_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0609_0103_timetochoose_choice_covenant,,,,,,,,,,,,,
0602_0401_d_00_container_factionhandoff,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602_0401_d_01_open_factionMission,0602_0401_d_02_container_factionhandoff_faction,,,
0602_0401_d_01_open_factionMission,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,,OWMissionBoard,,,,,,,,,,,,,,,,,,,,,,@0602_0401_factionhandoff_faction_board_open,,,,,,,,,,,,,
0602_0401_d_02_container_factionhandoff_faction,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0401_factionhandoff_faction_mission_complete,,,,,,,,,0602_0401_d_02_01_Marauder_factionmission_complete,0602_0401_d_02_02_Syndicate_factionmission_complete,0602_0401_d_02_03_Covenant_factionmission_complete,,
0602_0401_d_02_01_Marauder_factionmission_complete,TaskHaveLevel,,1,50,Marauder,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0602_0401_d_02_02_Syndicate_factionmission_complete,TaskHaveLevel,,1,50,Syndicate,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0602_0401_d_02_03_Covenant_factionmission_complete,TaskHaveLevel,,1,50,Covenant,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0604_0501_d_00_container_encroachingcorruption,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604_0501_d_01_container_encroachingcorruption_Interacts,,,,
0604_0501_d_01_container_encroachingcorruption_Interacts,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0501_encroachingcorruption_interact_nodes,,,,,,,,,0604_0501_d_01_01_corruptednode_D,0604_0501_d_01_03_corruptednode_B,0604_0501_d_01_04_corruptednode_A,,
0604_0501_d_01_01_corruptednode_D,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_0604_CorruptedNoduleD,,,0604_CorruptedNoduleD_interact,,,,,,,,,,,,,,,,,,,,@0604_0501_encroachingcorruption_nodeA,,9088.553 2470.306 95.036,,,,,,,,,,,
0604_0501_d_01_03_corruptednode_B,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_0604_CorruptedNoduleB,,,0604_CorruptedNoduleB_interact,,,,,,,,,,,,,,,,,,,,@0604_0501_encroachingcorruption_nodeC,,8845.428 2809.533 78.581,,,,,,,,,,,
0604_0501_d_01_04_corruptednode_A,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_0604_CorruptedNoduleA,,,0604_CorruptedNoduleA_interact,,,,,,,,,,,,,,,,,,,,@0604_0501_encroachingcorruption_nodeD,,9176.812 3085.423 92.997,,,,,,,,,,,
0622_1501_d_00_container_intrototravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0622_1501_d_01_transport_npc_note,0622_1501_d_02_have_npc_note,,,
0622_1501_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,
0622_1501_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,
0622_1502_d_00_container_returntravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0622_1502_d_01_task_openmap,,,,
0622_1502_d_01_task_openmap,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,,Map,,,,,,,,,,,,,,,,,,,,,,@0622_1502_d_01_task,,,,,,,,,,,,,
0602_0501_d_00_container_takentotask,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602_0501_d_01_TaskGoToPOITag_ancient_temple_lg,0602_0501_d_02_container_takentotask_tasks,,,
0602_0501_d_01_TaskGoToPOITag_ancient_temple_lg,TaskGoToPOITag,,1,,,,,,,,ancient_temple_lg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0501_takentotask_goto_amrine,,,,,,,,,,,,,
0602_0501_d_02_container_takentotask_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0602_0501_d_02_01_kill_12_Ancient,0602_0501_d_02_02_TaskHaveAndReturnItems_1_MI_TaskmasterHeart_ancient_temple_lg,,,
0602_0501_d_02_01_kill_12_Ancient,TaskKillContribution,,1,12,,,,,,,ancient_temple_lg,,,,,,,,,,,,,Moonshadow,,,,,,,,,,,,,,,,,,,,@0602_0501_takentotask_kill_targets_at_POI,,,,,,,,,,,,,
0602_0501_d_02_02_TaskHaveAndReturnItems_1_MI_TaskmasterHeart_ancient_temple_lg,TaskHaveAndReturnItems,,1,1,0602_0501_TaskmastersHeart,AncientGuardian_Javelineer_Named_00,100,,true,,ancient_temple_lg,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0501_takentotask_defeat_target_get_item_at_POI,,9513.977 3079.166 114.265,,,,,,,,,,,
0602_0502_d_00_container_oftheheart,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602_0502_d_01_TaskGoToPOITag_stoneviewseabreak,0602_0502_d_02_TaskHaveAndReturnItems_1_MI_JewelryBox_ancient_bridge_40121,,,
0602_0502_d_01_TaskGoToPOITag_stoneviewseabreak,TaskGoToPOITag,,1,,,,,,,,ancient_bridge_40121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0502_oftheheart_goto_stoneview,,,,,,,,,,,,,
0602_0502_d_02_TaskHaveAndReturnItems_1_MI_JewelryBox_ancient_bridge_40121,TaskHaveAndReturnItems,,1,1,0602_0502_JewelryBox,Starstream,25,,true,,ancient_bridge_40121,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0502_task_retrieve_personalgoods,,,,,,,,,,,,,
0603_0301_d_00_container_makingsparks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0603_0301_d_01_container_makingsparks_gathertasks,0603_0301_d_02_TaskHaveAndReturnItems_6_SteelStriker_withered_farm_40104,,,
0603_0301_d_01_container_makingsparks_gathertasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0301_d_01_01_TaskGatherItems_12_FlintSpalls,0603_0301_d_01_02_container_makingsparks_bulrushtask,,,
0603_0301_d_01_01_TaskGatherItems_12_FlintSpalls,TaskGatherAndReturnItems,,1,12,0603_0301_FlintSpall,SingleStone,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0301_makingsparks_task_gatherflint,,,,,,,,,,,,,
0603_0301_d_01_02_container_makingsparks_bulrushtask,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0301_d_01_02_01_TaskGatherAndReturnItems_18_BulrushHeads_cattailSmall,0603_0301_d_01_02_02_TaskGatherAndReturnItems_18_BulrushHeads_cattailMed,0603_0301_d_01_02_03_TaskGatherAndReturnItems_18_BulrushHeads_cattailLarge,,
0603_0301_d_01_02_01_TaskGatherAndReturnItems_18_BulrushHeads_cattailSmall,TaskGatherAndReturnItems,,1,18,0603_0301_BulrushHead,CatTailSmall,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0301_makingsparks_task_gathertinder,,9105.383 2761.530 51.597,,,,,,,,,,,
0603_0301_d_01_02_02_TaskGatherAndReturnItems_18_BulrushHeads_cattailMed,TaskGatherAndReturnItems,,1,18,0603_0301_BulrushHead,CatTailMedium,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0603_0301_d_01_02_03_TaskGatherAndReturnItems_18_BulrushHeads_cattailLarge,TaskGatherAndReturnItems,,1,18,0603_0301_BulrushHead,CatTailLarge,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0603_0301_d_02_TaskHaveAndReturnItems_6_SteelStriker_withered_farm_40104,TaskHaveAndReturnItems,,1,5,0603_0301_SteelStriker,Leafburnt,50,,,,withered_farm_40104,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0301_makingsparks_task_retrieve_item_poi,,,,,,,,,,,,,
0610_0101_d_00_container_apricklyrequest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610_0101_d_01_TaskGatherItems_6_SkinnedRabbit,0610_0101_d_02_TaskGatherItems_6_PluckedTurkey,0610_0101_d_03_TaskGatherItems_8_BriarBranches,,
0610_0101_d_01_TaskGatherItems_6_SkinnedRabbit,TaskGatherAndReturnItems,,1,3,0610_0101_SkinnedRabbit,Rabbit,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0101_apricklyrequest_task_gather_items,,,,,,,,,,,,,
0610_0101_d_02_TaskGatherItems_6_PluckedTurkey,TaskGatherAndReturnItems,,1,6,0610_0101_PluckedTurkey,Turkey,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0101_apricklyrequest_task_gather_items,,,,,,,,,,,,,
0610_0101_d_03_TaskGatherItems_8_BriarBranches,TaskGatherAndReturnItems,,1,8,0610_0101_BriarBranches,BriarLarge,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0101_apricklyrequest_task_gather_briarbranches,,8629.537 2846.732 52.298,,,,,,,,,,,
0604_0201_d_00_container_stevenexpedition,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604_0201_d_01_container_stevenexpedition_subtasks_1,0604_0201_d_03_container_stevenexpedition_subtasks_3,,,
0604_0201_d_01_container_stevenexpedition_subtasks_1,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_container_objective_loc_1,,,,,,,,,0604_0201_d_01_01_container_stevenexpedition_cygnus_task,0604_0201_d_01_02_container_stevenexpedition_delphinus_task,0604_0201_d_01_03_container_stevenexpedition_octans_task,0604_0201_d_02_container_stevenexpedition_subtasks_2,
0604_0201_d_01_01_container_stevenexpedition_cygnus_task,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0201_d_01_01_01_TaskGoToPOITag_ancient_lookout_40115,0604_0201_d_01_01_02_TaskAchievement_GetQuestLorePage_Cygnus,,,
0604_0201_d_01_01_01_TaskGoToPOITag_ancient_lookout_40115,TaskGoToPOITag,,1,,,,,,,,ancient_lookout_40115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_goto_POI,,,,,,,,,,,,,
0604_0201_d_01_01_02_TaskAchievement_GetQuestLorePage_Cygnus,TaskAchievement,,1,,Lore_unlock_00_Aeternum_Title_02_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_task_search_clues_poi_01,,9382.667 3286.788 111.732,,,,,,,,,,,
0604_0201_d_01_02_container_stevenexpedition_delphinus_task,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0201_d_01_02_01_TaskGoToPOITag_ancient_lookout_40106,0604_0201_d_01_02_02_TaskAchievement_GetQuestLorePage_Delphinus,,,
0604_0201_d_01_02_01_TaskGoToPOITag_ancient_lookout_40106,TaskGoToPOITag,,1,,,,,,,,ancient_lookout_40106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_goto_POI_continue,,,,,,,,,,,,,
