TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
06A_MSQ_06_RescueFarmers_swapMichael02On,TaskUnlockAchievement,,,,1,SwapActive_06_MichaelLewis_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_Nessa_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_06_RescueFarmers_rescue_Nessa,06A_MSQ_06_RescueFarmers_swapNessa01Off,06A_MSQ_06_RescueFarmers_swapNessa02On,,
06A_MSQ_06_RescueFarmers_rescue_Nessa,TaskConversationTopic,,,,1,06_NessaHarrower01,,,,true,,withered_farm_1_40102,,,,,,,,,,,06_NessaHarrower_Trapped,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_06_RescueFarmers_rescue_Nessa,,,,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_swapNessa01Off,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_swapNessa02On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_gather_veggies,PartialTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_06_RescueFarmers_gather_veggies,,,,,,,,,,,,,,,06A_MSQ_06_RescueFarmers_GatherAndReturn_Corn,06A_MSQ_06_RescueFarmers_GatherAndReturn_Carrot,06A_MSQ_06_RescueFarmers_GatherAndReturn_Barley,06A_MSQ_06_RescueFarmers_check_rescues_container,
06A_MSQ_06_RescueFarmers_GatherAndReturn_Corn,TaskRequireGatherItems,,,,1,CornT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_GatherAndReturn_Carrot,TaskRequireGatherItems,,,,1,CarrotT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_GatherAndReturn_Barley,TaskRequireGatherItems,,,,1,BarleyT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_check_rescues_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_06_RescueFarmers_checkNessa,06A_MSQ_06_RescueFarmers_checkLijsbet,06A_MSQ_06_RescueFarmers_checkMichael,,
06A_MSQ_06_RescueFarmers_checkNessa,TaskAchievement,,,,1,SwapActive_06_Nessa_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_checkLijsbet,TaskAchievement,,,,1,SwapActive_06_LijsbetDeVries_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_checkMichael,TaskAchievement,,,,1,SwapActive_06_MichaelLewis_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_CartTrigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Saatvik_FarmCart_Trigger,@06A_MSQ_05_FixWindmills_goto_cart,,9080.46 2850.19 56.76,,,true,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_talk_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_06_RescueFarmers_unlock_cinematic,06A_MSQ_06_RescueFarmers_talk_Nessa,06A_MSQ_06_RescueFarmers_watched_cinematic,,
06A_MSQ_06_RescueFarmers_talk_Michael,TaskConversationTopic,,,,1,06_MichaelLewis02,,,,true,,withered_farm_1_40102,,,,,,,,,,,06_MichaelLewis_Farm,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_06_RescueFarmers_talk_Michael,,9095.70 2847.35 55.55,,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_unlock_cinematic,TaskUnlockAchievement,,,,1,06_MedeasTributeCinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_talk_Nessa,TaskConversationTopic,,,,1,06_NessaHarrower02,,,,true,,withered_farm_1_40102,,,,,,,,,,,06A_MSQ_06_RescueFarmers_TalkNessa,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_06_RescueFarmers_talk_Nessa,,9087.41 2855.40 56.39,,,,,,,,,,,,,,,,,
06A_MSQ_06_RescueFarmers_watched_cinematic,TaskUnlockAchievement,,,,1,Cinematic_MedeasTribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_07_MeetIronRose_find_Clues,06A_MSQ_07_MeetIronRose_swap_container,,,
06A_MSQ_07_MeetIronRose_find_Clues,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_clues,@06A_MSQ_07_MeetIronRose_find_Clues,,8876.52 2749.23 73.6,,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_07_MeetIronRose_swapNessa02Off,06A_MSQ_07_MeetIronRose_swapSaatvik02Off,06A_MSQ_07_MeetIronRose_swapSaatvik01On,,
06A_MSQ_07_MeetIronRose_swapNessa02Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_swapSaatvik02Off,TaskLockAchievement,,,,1,SwapActive_06_SaatvikAgrawal_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_swapSaatvik01On,TaskUnlockAchievement,,,,1,SwapActive_06_SaatvikAgrawal_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_08_RescueGideon_RESET_container,06A_MSQ_08_RescueGideon_camp_container,06A_MSQ_08_RescueGideon_simple_Lost_container,06A_MSQ_08_RescueGideon_simple_IronRose_container,06A_MSQ_08_RescueGideon_swap_container
06A_MSQ_08_RescueGideon_RESET_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_08_RescueGideon_reset_swapLeovix01On,06A_MSQ_08_RescueGideon_reset_swapLeovix02Off,06A_MSQ_08_RescueGideon_reset_swapGideon01On,06A_MSQ_08_RescueGideon_reset_swapGideon02Off,
06A_MSQ_08_RescueGideon_reset_swapLeovix01On,TaskLockAchievement,,,,,SwapActive_06_LeovixSilva_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_reset_swapLeovix02Off,TaskLockAchievement,,,,,SwapActive_06_LeovixSilva_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_reset_swapGideon01On,TaskLockAchievement,,,,,SwapActive_06_Gideon_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_reset_swapGideon02Off,TaskLockAchievement,,,,,SwapActive_06_Gideon_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_camp_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_goto_campsite,06A_MSQ_08_RescueGideon_makeCamp_tutorial,06A_MSQ_08_RescueGideon_makeCamp,06A_MSQ_08_RescueGideon_useCamp_tutorial,06A_MSQ_08_RescueGideon_goto_keep
06A_MSQ_08_RescueGideon_goto_campsite,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_campsite,@06A_MSQ_08_RescueGideon_goto_campsite,,8851.97 2789.41 78.13,,,true,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_makeCamp_tutorial,TaskUnlockAchievement,,,,1,Tutorial_Camps_Create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_makeCamp,TaskGameEvent,,,,1,,,,,true,southwindsward8,southwindsward8,,,,,,,,,,,,,BindCamp,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_makeCamp,,8851.97 2789.41 78.13,,true,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_useCamp_tutorial,TaskUnlockAchievement,,,,1,Tutorial_Camps_Using,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_goto_keep,TaskGoToPOITag,,,,,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_goto_keep,,,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_simple_Lost_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_defeat_lost,06A_MSQ_08_RescueGideon_ironrose_container,,,
06A_MSQ_08_RescueGideon_defeat_lost,TaskKillContribution,,,,3,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,,Haunted,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_defeat_Lost,,8864.0498 2684.8572 79.1576,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_ironrose_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_rescue_container,06A_MSQ_08_RescueGideon_talk_Gideon,,,
06A_MSQ_08_RescueGideon_rescue_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_rescue_trigger,,,,
06A_MSQ_08_RescueGideon_rescue_trigger,TaskTriggerArea,,,,1,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_rescue,@06A_MSQ_08_RescueGideon_rescue_trigger,,8830.84 2720.02 85.22,,,true,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_talk_Gideon,TaskConversationTopic,,,,,06_GideonStormsbane01,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,06_GideonStormsbane_Rescue,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_talk_Gideon,,8830.84 2720.02 85.22,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_simple_IronRose_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_defeat_ironrose,06A_MSQ_08_RescueGideon_haveItem_armband,,,
06A_MSQ_08_RescueGideon_defeat_ironrose,TaskKillContribution,,,,3,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,,Ironrose,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_defeat_ironrose,,,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_fight_container,ConsecutiveTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_cotheran_trigger,06A_MSQ_08_RescueGideon_haveItem_armband,,,
06A_MSQ_08_RescueGideon_cotheran_trigger,TaskTriggerArea,,,,1,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_cotheran,@06A_MSQ_08_RescueGideon_cotheran_trigger,,8849.67 2563.99 87.44,,,true,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_haveItem_armband,TaskHaveAndReturnItems,,,,1,06A_MSQ_07_armband,lost_knight_tank_named_06sw08,100,,true,,corrupted_farm_2_40103,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_haveItem_armband,,8849.92 2563.17 86.46,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_swapLeovix01Off,06A_MSQ_08_RescueGideon_swapLeovix02On,06A_MSQ_08_RescueGideon_swapGideon01Off,06A_MSQ_08_RescueGideon_swapGideon02On,
06A_MSQ_08_RescueGideon_swapLeovix01Off,TaskUnlockAchievement,,,,,SwapActive_06_LeovixSilva_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swapLeovix02On,TaskUnlockAchievement,,,,,SwapActive_06_LeovixSilva_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swapGideon01Off,TaskUnlockAchievement,,,,,SwapActive_06_Gideon_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swapGideon02On,TaskUnlockAchievement,,,,,SwapActive_06_Gideon_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_bagTutorial,06A_MSQ_09_DefeatCommander_goto_estate,06A_MSQ_09_DefeatCommander_swap_container,06A_MSQ_09_DefeatCommander_task_container,06A_MSQ_09_DefeatCommander_travel_container
06A_MSQ_09_DefeatCommander_bagTutorial,TaskUnlockAchievement,,,,1,Tutorial_Bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_goto_estate,TaskGoToPOITag,,,,,,,,,true,,withered_farm_40104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_goto_estate,,,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_swapLeovix02Off,06A_MSQ_09_DefeatCommander_swapLeovix03On,,,
06A_MSQ_09_DefeatCommander_swapLeovix02Off,TaskLockAchievement,,,,1,SwapActive_06_LeovixSilva_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_swapLeovix03On,TaskUnlockAchievement,,,,1,SwapActive_06_LeovixSilva_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_task_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_clue_container,06A_MSQ_09_DefeatCommander_allLore_container,06A_MSQ_09_DefeatCommander_giveItem_letter,06A_MSQ_09_DefeatCommander_haveItem_letter,
06A_MSQ_09_DefeatCommander_clue_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_interact_clueA,06A_MSQ_09_DefeatCommander_interact_clueB,06A_MSQ_09_DefeatCommander_interact_clueC,06A_MSQ_09_DefeatCommander_interact_cartTracks,
06A_MSQ_09_DefeatCommander_interact_clueA,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_06A_MSQ_09_ClueA,,,06A_MSQ_09_ClueA_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_search_clues,,8377.76 2455.09 56.49,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_interact_clueB,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_06A_MSQ_09_ClueB,,,06A_MSQ_09_ClueB_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_search_clues,,8331.76 2467.09 55.36,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_interact_clueC,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_06A_MSQ_09_ClueC,,,06A_MSQ_09_ClueC_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_search_clues,,8296.43 2453.13 57.18,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_interact_cartTracks,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_06A_MSQ_CartTracks,,,06A_MSQ_CartTracks_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_interact_cartTracks,,8275.40 2472.16 56.99,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_allLore_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_lore1_container,06A_MSQ_09_DefeatCommander_trigger_estate,06A_MSQ_09_DefeatCommander_lore2_container,,
06A_MSQ_09_DefeatCommander_lore1_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_readLore1,06A_MSQ_09_DefeatCommander_voicedLore1,,,
06A_MSQ_09_DefeatCommander_readLore1,TaskAchievement,,,,1,Lore_unlock_06_Windsward_Title_18_01A,,,,true,,withered_farm_40104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_readLore1,,8277.58 2478.89 57.07,,,false,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_voicedLore1,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_VoicedLoreNote_01A_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_trigger_estate,TaskTriggerArea,,,,1,,,,,true,,withered_farm_40104,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_estate,@06A_MSQ_09_DefeatCommander_trigger_estate,,8287.29 2468.65 63.47,,,true,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_lore2_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_readLore2,06A_MSQ_09_DefeatCommander_voicedLore2,,,
06A_MSQ_09_DefeatCommander_readLore2,TaskAchievement,,,,1,Lore_unlock_06_Windsward_Title_18_01,,,,true,,withered_farm_40104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_readLore2,,8286.00 2459.78 63.33,,,false,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_voicedLore2,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_VoicedLoreNote_01_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_giveItem_letter,TaskGiveAndTakeItem,,,,1,06A_MSQ_08_medeaLetter,,,100,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_haveItem_letter,TaskHaveAndReturnItems,,,,1,06A_MSQ_08_medeaLetter,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_haveItem_letter,,,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_travel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_shrine_container,06A_MSQ_09_DefeatCommander_goto_Corinth,06A_MSQ_09_DefeatCommander_trigger_whispers,06A_MSQ_09_DefeatCommander_trigger_Corinth,
06A_MSQ_09_DefeatCommander_shrine_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_goto_Corinth,06A_MSQ_09_DefeatCommander_use_shrine,,,
06A_MSQ_09_DefeatCommander_goto_Corinth,TaskGoToPOITag,,,,,,,,,true,,windsward_settlement_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_return_Corinth,,,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_use_shrine,TaskGoToPOITag,,,,,,,,,true,,spiritshrine_01_40170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_use_shrine,,,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_trigger_whispers,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_whisper_02_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_return_Corinth,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_trigger_Corinth,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_corinth,@06A_MSQ_09_DefeatCommander_return_Leovix,,9289.14 2676.95 83.28,,,true,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_swap_container,06A_MSQ_10_TalkToSpeaker_talk_container,06A_MSQ_10_TalkToSpeaker_swapGrace_container,,
06A_MSQ_10_TalkToSpeaker_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_swapFrancisOff,06A_MSQ_10_TalkToSpeaker_swapFrancis02On,06A_MSQ_10_TalkToSpeaker_swapNessa03Off,06A_MSQ_10_TalkToSpeaker_swapMarcel01Off,06A_MSQ_10_TalkToSpeaker_swapMarcel02On
06A_MSQ_10_TalkToSpeaker_swapFrancisOff,TaskUnlockAchievement,,,,1,SwapActive_06_FrancisTurner_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapFrancis02On,TaskUnlockAchievement,,,,1,SwapActive_06_FrancisTurner_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapNessa03Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapMarcel01Off,TaskUnlockAchievement,,,,1,SwapActive_06_MarcelDupont_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapMarcel02On,TaskUnlockAchievement,,,,1,SwapActive_06_MarcelDupont_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_talk_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_talk_Francis,06A_MSQ_10_TalkToSpeaker_talk_Marcel,,,
06A_MSQ_10_TalkToSpeaker_talk_Francis,TaskConversationTopic,,,,,06_FrancisTurner02,,,,,,,,,,,,,,,,,06_FrancisTurner_Tribute,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_10_TalkToSpeaker_talk_Francis,,,,,,,,,,,,,,,,,,,
