TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0231_0201_d_03_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselC,,,0231_WolcottsEaselC_interact,,,,,,,,,,,,,,,,,,,,@0231_0201_placeEasel3,,9623.76 5697.60 166.81,,,,,,,,,,,,,,,,,
0231_0202_d_00_Container_eyeforreflection,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0231_0202_d_01_place_easel,0231_0202_d_02_place_easel,0231_0202_d_03_place_easel,,
0231_0202_d_01_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselG,,,0231_WolcottsEaselG_interact,,,,,,,,,,,,,,,,,,,,@0231_0202_placeEasel1,,10161.66 5860.79 211.60,,,,,,,,,,,,,,,,,
0231_0202_d_02_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselH,,,0231_WolcottsEaselH_interact,,,,,,,,,,,,,,,,,,,,@0231_0202_placeEasel2,,10146.81 6207.30 233.56,,,,,,,,,,,,,,,,,
0231_0202_d_03_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselI,,,0231_WolcottsEaselI_interact,,,,,,,,,,,,,,,,,,,,@0231_0202_placeEasel3,,9954.68 6084.87 215.12,,,,,,,,,,,,,,,,,
0231_0203_d_00_Container_wolcottsmasterpiece,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0231_0203_d_01_place_easel,0231_0203_d_02_place_easel,0231_0203_d_03_place_easel,,
0231_0203_d_01_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselD,,,0231_WolcottsEaselD_interact,,,,,,,,,,,,,,,,,,,,@0231_0203_placeEasel1,,10293.82 6334.70 269.47,,,,,,,,,,,,,,,,,
0231_0203_d_02_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselE,,,0231_WolcottsEaselE_interact,,,,,,,,,,,,,,,,,,,,@0231_0203_placeEasel2,,10258.0 6561.0 293.94,,,,,,,,,,,,,,,,,
0231_0203_d_03_place_easel,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_0231_WolcottsEaselF,,,0231_WolcottsEaselF_interact,,,,,,,,,,,,,,,,,,,,@0231_0203_placeEasel3,,10456.87 6389.31 295.45,,,,,,,,,,,,,,,,,
0232_0201_d_00_Container_asimpletea,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0232_0201_d_01_GoToPOI,0232_0201_d_02_Task_GatherItem,,,
0232_0201_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,green_defile_40268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0201_goto,,,,,,,,,,,,,,,,,,,
0232_0201_d_02_Task_GatherItem,TaskHaveAndReturnItems,,1,8,0232_0201_PostrehkinLeaves,Bronzeroot,75,,true,,green_defile_40268,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0201_d_02_Task_Gather_postrekhin_leaves,,,,,,,,,,,,,,,,,,,
0232_0202_d_00_Container_hiddensecrets,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0232_0202_d_01_GoToPOI,0232_0202_d_02_loot_sweettreesap_partial,,,
0232_0202_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,cave_40248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0202_goto,,,,,,,,,,,,,,,,,,,
0232_0202_d_02_loot_sweettreesap_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0232_0202_d_02a_loot_sweettreesap,0232_0202_d_02b_loot_sweettreesap,,,
0232_0202_d_02a_loot_sweettreesap,TaskGatherItems,,1,6,0232_0202_SweetTreesap,TreeHardwoodSmall,100,,true,,cave_40248,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0202_loot_treesap,,,,,,,,,,,,,,,,,,,
0232_0202_d_02b_loot_sweettreesap,TaskGatherItems,,1,6,0232_0202_SweetTreesap,TreeHardwoodMedium,100,,true,,cave_40248,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0232_0203_d_00_Container_verdantadelphia,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0232_0203_d_01_GoToPOI,0232_0203_d_02_loot_adelphiantubers,,,
0232_0203_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,cave_40229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0203_goto,,,,,,,,,,,,,,,,,,,
0232_0203_d_02_loot_adelphiantubers,TaskHaveAndReturnItems,,1,2,0232_0203_AdelphianTuber,Dryad_Shaman_02BW04,100,,true,,cave_40229,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0203_loot_tubers,,,,,,,,,,,,,,,,,,,
0232_0204_d_00_Container_azothtreeachene,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0232_0204_d_01_GoToPOI,0230_0204_d_02_ceranousachene,0230_0204_d_03_SliceSwap_DryadYargui_On,,
0232_0204_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,azure_tree_40222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0204_goto,,,,,,,,,,,,,,,,,,,
0230_0204_d_02_ceranousachene,TaskHaveAndReturnItems,,1,1,0232_0204_CeranousAchene,Dryad_Archer_Named_02,100,,true,,azure_tree_40222,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0232_0204_loot_achene_from_ceran,,,,,,,,,,,,,,,,,,,
0230_0204_d_03_SliceSwap_DryadYargui_On,TaskUnlockAchievement,,1,1,SwapActive_DryadYargui_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0233_0201_d_00_Container_bearcohabitation,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0233_0201_d_01_kill_bears,,,,
0233_0201_d_01_kill_bears,TaskKillContribution,,1,4,,,,,true,,brightwood8,,,,,,,,,,,,,Bear_Black_02BW08,,,,,,,,,,,,,,,,,,,,@0233_0201_kill_bears,,,,,,,,,,,,,,,,,,,
0233_0202_d_00_Container_papabear,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0233_0202_d_01_GoToPOI,0233_0202_d_02_getringfromgren,,,
0233_0202_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,bear_den_50391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0233_0202_goto,,,,,,,,,,,,,,,,,,,
0233_0202_d_02_getringfromgren,TaskHaveAndReturnItems,,1,1,0233_0202_HoltsRing,Bear_Grizzly_Named_00,100,,true,,bear_den_50391,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0233_0202_loot_ring_from_gren,,,,,,,,,,,,,,,,,,,
0234_0201_d_00_Container_memoriesofanotherlife,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0234_0201_d_01_GoToPOI,0234_0201_d_02_loot_megara_mementos,,,
0234_0201_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,abandoned_village_40257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0234_0201_goto,,,,,,,,,,,,,,,,,,,
0234_0201_d_02_loot_megara_mementos,TaskHaveAndReturnItems,,1,6,0234_0201_MegaraMomentos,,,100,true,,abandoned_village_40257,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0234_0201_loot_mementos,,,,,,,,,,,,,,,,,,,
0234_0202_d_00_Container_homenomore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0234_0202_d_01_GoToPOI,0234_0202_d_02_loot_journal_despair,,,
0234_0202_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,abandoned_village_40256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0234_0202_goto,,,,,,,,,,,,,,,,,,,
0234_0202_d_02_loot_journal_despair,TaskHaveAndReturnItems,,1,1,0234_0202_JournalDespair,,,40,true,,abandoned_village_40256,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0234_0202_loot_journal,,,,,,,,,,,,,,,,,,,
0234_0203_d_00_Container_tildeathdouspart,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0234_0203_d_01_GoToPOI,0234_0203_d_02_loot_megara_goodbye,,,
0234_0203_d_01_GoToPOI,TaskTriggerArea,,1,1,,,,,,,abandoned_village_40257,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,02BW09_WalshCongregation,@0234_0203_goto,,9046.982 5290.975 156.6521,,,,,,,,,,,,,,,,,
0234_0203_d_02_loot_megara_goodbye,TaskHaveAndReturnItems,,1,1,0234_0203_MegaraGoodbye,Withered_Brute_Named_06,100,,true,,abandoned_village_40257,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0234_0203_loot_goodbye,,9046.982 5290.975 156.6521,,,,,,,,,,,,,,,,,
0222_0001_d_00_Container_cleavevector,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0222_0001_d_01_GoToPOI,0222_0001_d_02_loot_dispatches,,,
0222_0001_d_01_GoToPOI,TaskGoToPOITag,,1,,,,,,,,greatcleavesouthwall_40301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0222_0001_goto,,,,,,,,,,,,,,,,,,,
0222_0001_d_02_loot_dispatches,TaskHaveAndReturnItems,,1,6,0222_0001_CleaveDispatch,,,100,true,,greatcleavesouthwall_40301,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0222_0001_loot_mementos,,,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Spy_Marauder_2_step_container,M_ReturnToGiver,,,
FM_02_PVP_Spy_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Marauder_first_ordie,FM_02_PVP_Spy_Marauder_task_ordie,,,
FM_02_PVP_Spy_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Marauder_first,M_task_die_reset,,,
FM_02_PVP_Spy_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40278,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9722.34 5951.4 201.6,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Marauder_turnin,M_task_die_reset,,,
FM_02_PVP_Spy_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Marauder_task,FM_02_PVP_Spy_Marauder_remove,,,
FM_02_PVP_Spy_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40278,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9931.0 5675.89 198.02,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_02_PVP_Poach_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Poach_Marauder_first,M_ReturnToGiver,,,
FM_02_PVP_Poach_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Poach_Marauder_task,M_task_die_reset,,,
FM_02_PVP_Poach_Marauder_task,TaskKillContribution,,,3,,,,,true,,factionarea_40278,,,true,,,,,,,,,,Wolf_Black_02BW07,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,9547.2 5867.2 199.71,,,,,,,,,,,,,,,,,
FM_02_PVP_Control_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Control_Marauder_first,M_ReturnToGiver,,,
FM_02_PVP_Control_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Control_Marauder_task,M_task_die_reset,,,
FM_02_PVP_Control_Marauder_task,PatrolTask,,,,,,,,true,,abandoned_village_40253,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9754.32 5806.01 205.2,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Spy_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_02_PVP_Spy_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Syndicate_first_ordie,FM_02_PVP_Spy_Syndicate_task_ordie,,,
FM_02_PVP_Spy_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Syndicate_first,M_task_die_reset,,,
FM_02_PVP_Spy_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0001_DeadDropGiveItem,100,,,,factionarea_40278,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9473.1 5829.34 199.11,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Syndicate_turnin,M_task_die_reset,,,
FM_02_PVP_Spy_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Syndicate_task,FM_02_PVP_Spy_Syndicate_remove,,,
FM_02_PVP_Spy_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40278,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9722.34 5951.4 201.6,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_02_PVP_Poach_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Poach_Syndicate_first,M_ReturnToGiver,,,
FM_02_PVP_Poach_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Poach_Syndicate_task,M_task_die_reset,,,
FM_02_PVP_Poach_Syndicate_task,TaskKillContribution,,,3,,,,,true,,factionarea_40278,,,true,,,,,,,,,,Wolf_Black_02BW07,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,9694.48 5916.82 198.26,,,,,,,,,,,,,,,,,
FM_02_PVP_Control_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Control_Syndicate_first,M_ReturnToGiver,,,
FM_02_PVP_Control_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Control_Syndicate_task,M_task_die_reset,,,
FM_02_PVP_Control_Syndicate_task,PatrolTask,,,,,,,,true,,abandoned_village_40253,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9754.32 5806.01 205.2,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Spy_Covenant_2_step_container,M_ReturnToGiver,,,
FM_02_PVP_Spy_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Covenant_first_ordie,FM_02_PVP_Spy_Covenant_task_ordie,,,
FM_02_PVP_Spy_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Covenant_first,M_task_die_reset,,,
FM_02_PVP_Spy_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40278,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9931.0 5675.89 198.02,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Covenant_turnin,M_task_die_reset,,,
FM_02_PVP_Spy_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_02_PVP_Spy_Covenant_task,FM_02_PVP_Spy_Covenant_remove,,,
FM_02_PVP_Spy_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0001_DeadDropGiveItem,100,,,,factionarea_40278,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9473.1 5829.34 199.11,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_02_PVP_Poach_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Poach_Covenant_first,M_ReturnToGiver,,,
FM_02_PVP_Poach_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Poach_Covenant_task,M_task_die_reset,,,
FM_02_PVP_Poach_Covenant_task,TaskKillContribution,,,3,,,,,true,,factionarea_40278,,,true,,,,,,,,,,Wolf_Black_02BW07,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,9854.98 5808 199.22,,,,,,,,,,,,,,,,,
FM_02_PVP_Control_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_02_PVP_Control_Covenant_first,M_ReturnToGiver,,,
FM_02_PVP_Control_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_02_PVP_Control_Covenant_task,M_task_die_reset,,,
FM_02_PVP_Control_Covenant_task,PatrolTask,,,,,,,,true,,abandoned_village_40253,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9754.32 5806.01 205.2,,,,,,,,,,,,,,,,,
FM_0201_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0201_tasks_first_container,M_ReturnToGiver,,,
FM_0201_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0201_leg_A_task,FM_0201_leg_B_task,FM_0201_leg_C_task,,
FM_0201_leg_A_task,TaskKillContribution,,,5,,,,,true,,abandoned_village_40254,,,true,,,,,,,,,,Haunted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0201_leg_B_task,TaskKillContribution,,,6,,,,,true,,abandoned_village_40328,,,true,,,,,,,,,,Haunted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0201_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40310,,,true,,,,,,,,,,Nightmare,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0202_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0202_tasks_first_container,M_ReturnToGiver,,,
FM_0202_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0202_leg_A_task,FM_0202_leg_B_task,FM_0202_leg_C_task,,
FM_0202_leg_A_task,TaskKillContribution,,,6,,,,,true,,abandoned_village_40256,,,true,,,,,,,,,,Haunted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0202_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40260,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0202_leg_C_task,TaskKillContribution,,,8,,,,,true,,lumbermill_40202,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0203_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0203_tasks_first_container,M_ReturnToGiver,,,
FM_0203_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0203_leg_A_task,FM_0203_leg_B_task,FM_0203_leg_C_task,,
FM_0203_leg_A_task,TaskKillContribution,,,8,,,,,true,,lumbermill_40202,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0203_leg_B_task,TaskKillContribution,,,4,,,,,true,,abandoned_village_40258,,,true,,,,,,,,,,Haunted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0203_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40257,,,true,,,,,,,,,,Anguished,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0204_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0204_tasks_first_container,M_ReturnToGiver,,,
FM_0204_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0204_leg_A_task,FM_0204_leg_B_task,FM_0204_leg_C_task,,
FM_0204_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40260,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
