TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
9901_0020_d_01_GoToPOI_Harpless,TaskGoToPOITag,,1,,,,,,1,,infested_village_40160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0020_goto_POI,,,,,,,,,,,,,,,,,,,
9901_0020_d_02_DestroyCorruptedOrbs,TaskGameEvent,,1,3,,,,,1,,infested_village_40160,,,,,,,,,,IO_CorruptedOrb,,,Gather3,,,,,,,,,,,,,,,,,,,,@9901_0020_healtherift_destroy_target_IO,,,,,,,,,,,,,,,,,,,
9901_0020_d_03_CompleteDarknessEvents,TaskGameEvent,,1,3,,,,,,,,,,,,,,,,,,,,Darkness_Any_GlobalSuccess,,,,,,,,,,,,,,,,,,,,@9901_0020_healtherift_completeDarknessEvent,,,,,,,,,,,,,,,,,,,
9901_0021_d_00_container_destinyunearthed,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0021_d_01_GoToPOI_AmrineExcavation,9901_0021_d_02_InvestigateAncientWritings,,,
9901_0021_d_01_GoToPOI_AmrineExcavation,TaskGameMode,,1,1,,,,,1,,,DungeonAmrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_DungeonAmrine,,9281 3173 91,,,,,,,,,,,,,,,,,
9901_0021_d_02_InvestigateAncientWritings,TaskGameEvent,,1,1,,,,,,,,DungeonAmrine,,,,,,,,,IO_MSQ_0022_AmrineMachine,,,MSQ_0022_AmrineMachine_Interact,,,,,,,,,,,,,,,,,,,,@9900_task_InvestigateAmrine,,9282 3173 91,,,,,,,,,,,,,,,,,
9901_0021_d_00_container_destinyunearthed_v2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0021_d_00_container_partial_all,,,,
9901_0021_d_00_container_partial_all,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_01_container_partial_SoloQuest,9901_0021_d_02_container_partial_Expedition,,,
9901_0021_d_01_container_partial_SoloQuest,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_01_container_partial_SoloQuest,,,,,,,,,,,,,,,9901_0021_d_01a_container_CompleteSoloQuest,9901_0021_d_01b_Fallback_GetHeartgem_Hidden,,,
9901_0021_d_01a_container_CompleteSoloQuest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_01a_01_Task_TalktoYonas,9901_0021_d_01a_01_TemporaryUnlockSoloQuest,9901_0021_d_01a_03_Task_CompleteSoloQuest,9901_0021_d_01b_Fallback_GetHeartgem_Hidden,
9901_0021_d_01a_01_Task_TalktoYonas,TaskConversationTopic,,,,9901_MSQ_Yonas,,,,,,,,,,,,,,,,,9901_0021_AmrineSkip,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_01a_01_Task_TalktoYonas,,8335.409 2634.190 51.570,,,,,,,,,,,,,,,,,
9901_0021_d_01a_01_TemporaryUnlockSoloQuest,TaskLockAchievement,,,1,99_MSQ_21_B_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0021_d_01a_03_Task_CompleteSoloQuest,TaskObjective,,,,9901_0021_destinyunearthed_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_01a_03_Task_CompleteSoloQuest,,,,,,,,,,,,,,,,,,,
9901_0021_d_01b_Fallback_GetHeartgem_Hidden,TaskHaveItems,,,1,MSQ_Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0021_d_02_container_partial_Expedition,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_02_container_partial_Expedition,,,,,,,,,,,,,,,9901_0021_d_02a_container_CompleteExpedition,9901_0021_d_02b_Fallback_GetHeartgem_Hidden,,,
9901_0021_d_02a_container_CompleteExpedition,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_02a_02_GoTo_AmrineExcavation,9901_0021_d_02a_03_InvestigateAncientWritings,9901_0021_d_02a_04_GiveHeartGem_Hidden,,
9901_0021_d_02a_02_GoTo_AmrineExcavation,TaskGameMode,,,1,,,,,1,,,DungeonAmrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_DungeonAmrine,,9281 3173 91,,,,,,,,,,,,,,,,,
9901_0021_d_02a_03_InvestigateAncientWritings,TaskGameEvent,,,1,,,,,,,,DungeonAmrine,,,,,,,,,IO_MSQ_0022_AmrineMachine,,,MSQ_0022_AmrineMachine_Interact,,,,,,,,,,,,,,,,,,,,@9900_task_InvestigateAmrine,,9282 3173 91,,,,,,,,,,,,,,,,,
9901_0021_d_02a_04_GiveHeartGem_Hidden,TaskGiveItem,,,1,MSQ_Heartgem,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0021_d_02b_Fallback_GetHeartgem_Hidden,TaskHaveItems,,,1,MSQ_Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0021_d_00_container_destinyunearthed_solo,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0021_d_solo_00_container_Failsafe_AutoComplete,,,,
9901_0021_d_solo_00_container_Failsafe_AutoComplete,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_00_Fallback_GetHeartgem_Hidden,9901_0021_d_solo_01_container_DoPOIs_Craft_GetGem,,,
9901_0021_d_solo_00_Fallback_GetHeartgem_Hidden,TaskHaveItems,,,1,MSQ_Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0021_d_solo_01_container_DoPOIs_Craft_GetGem,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_01a_GiveRecipe,9901_0021_d_solo_01b_container_ZoneTasks,9901_0021_d_solo_01c_container_CraftHeartGem,,
9901_0021_d_solo_01a_GiveRecipe,TaskGiveItem,,,1,WorkOrder_9901_0021_HeartGem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0021_d_solo_01b_container_ZoneTasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_01a_container_FLTasks,9901_0021_d_solo_01a_container_WWTasks,9901_0021_d_solo_01c_container_EFTasks,,
9901_0021_d_solo_01a_container_FLTasks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_01a_GoToPOI_Pyrgo,9901_0021_d_solo_01b_Task_KillToken,,,
9901_0021_d_solo_01a_GoToPOI_Pyrgo,TaskGoToPOITag,,,,,,,,1,,ancient_lighthouse_40008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_01a_GoToPOI_Pyrgo,,,,,,,,,,,,,,,,,,,
9901_0021_d_solo_01b_Task_KillToken,TaskHaveAndReturnItems,,,1,MSQ_PyrgoItem,Ancient,3,,1,,ancient_lighthouse_40008,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_01b_Task_KillToken,,,,,,,,,,,,,,,,,,,
9901_0021_d_solo_01a_container_WWTasks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_02a_GoToPOI_Seaview,9901_0021_d_solo_02b_Task_KillToken,,,
9901_0021_d_solo_02a_GoToPOI_Seaview,TaskGoToPOITag,,,,,,,,1,,ancient_bridge_40121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_02a_GoToPOI_Seaview,,,,,,,,,,,,,,,,,,,
9901_0021_d_solo_02b_Task_KillToken,TaskHaveAndReturnItems,,,1,MSQ_SeaviewItem,AncientGuardian_Javelineer_25,100,,1,,ancient_bridge_40121,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_02b_Task_KillToken,,9970.281 2829.198 45.910,,,,,,,,,,,,,,,,,
9901_0021_d_solo_01c_container_EFTasks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_03a_GoToPOI_ShatteredObelisk,9901_0021_d_solo_03b_Task_KillToken,,,
9901_0021_d_solo_03a_GoToPOI_ShatteredObelisk,TaskGoToPOITag,,,,,,,,1,,shattered_obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_03a_GoToPOI_ShatteredObelisk,,,,,,,,,,,,,,,,,,,
9901_0021_d_solo_03b_Task_KillToken,TaskHaveAndReturnItems,,,35,MSQ_ShatteredObeliskItem,Ancient,100,,1,,shattered_obelisk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_03b_Task_KillToken,,,,,,,,,,,,,,,,,,,
9901_0021_d_solo_01c_container_CraftHeartGem,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0021_d_solo_01c_01_InteractAlchemyStation,9901_0021_d_solo_01c_02_GetHeartgem,,,
9901_0021_d_solo_01c_01_InteractAlchemyStation,TaskInteract,,,1,,,,,,,,,,,,,,,,,SettlementAlchemy,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_01c_01_InteractAlchemyStation,,,,,,,,,,,,,,true,,,,,
9901_0021_d_solo_01c_02_GetHeartgem,TaskHaveItems,,,1,MSQ_Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0021_d_solo_01c_02_GetHeartgem,,,,,,,,,,,,,,,,,,,
9901_0022_d_00_container_theritual,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,IO_MSQ_0025_AmrineAzothBarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0022_d_0x_Ritual,9901_0022_d_01_container_theritual1,9901_0022_d_02_TheRitual2,9901_0022_d_03_container_theritual2,
9901_0022_d_0x_Ritual,TaskGiveItem,,,1,MSQ_Heartgem,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0022_d_01_container_theritual1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0022_d_01a_GoToPOI_Ritual,9901_0022_d_01b_TheRitual1,,,
9901_0022_d_01a_GoToPOI_Ritual,TaskGoToPOITag,,1,,,,,,1,,ancient_temple_lg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0022_theritual_travelto,,,,,,,,,,,,,,,,,,,
9901_0022_d_01b_TheRitual1,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_AmrineTemple,@9901_0022_theritual_PassThroughBarrier,,9532.723 3194.347 134.897,,,,,,,,,,,,,,,,,
9901_0022_d_02_TheRitual2,TaskKillContribution,,1,1,,,,,1,,ancient_temple_lg,,,,,,,,,,,,,AncientGuardian_Mage_MSQ_Named_02,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,9547.8887 3151.8513 134.241,,,,,,,,,,,,,,,,,
9901_0022_d_03_container_theritual2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0022_d_03a_container_theritual2,9901_0022_d_03b_TheRitual4,9901_0022_d_04_TheRitual5,,
9901_0022_d_03a_container_theritual2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0022_d_03a1_TheRitual3,9901_0022_d_03a2_TheRitual3,,,
9901_0022_d_03a1_TheRitual3,TaskHaveAndReturnItems,,,1,MSQ_Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0022_d_03a2_TheRitual3,TaskHaveAndReturnItems,,,2,MSQ_Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0022_d_03b_TheRitual4,TaskGameEvent,,,1,MSQ_0023_AmrineTempleAltar,,,,,,,,,,,,,,,,IO_MSQ_0023_AmrineTempleAltar,,,MSQ_0023_AmrineTempleAltar_interact,,,,,,,,,,,,,,,,,,,,@9900_task_TheRitual,,9552.605 3139.863 135.391,,,,,,,,,,,,,,,,,
9901_0022_d_04_TheRitual5,TaskUnlockAchievement,,1,1,SwapActive_AmrineAzothBarrier_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0023_d_00_container_agreatmovement,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0023_d_01_GoToTrigger_BrightwoodCovenant,,,,
9901_0023_attainL25,TaskHaveLevel,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel25,,,,,,,,,,,,,,,,,,,
9901_0023_d_01_GoToTrigger_BrightwoodCovenant,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Emile1,@9901_0023_TravelToBrightwood,,9395.7188 6134.6411 237.954,,,,,,,,,,,,,,,,,
9903_0024_d_00_container_alostcause,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903_0024_d_01_GotoPoIBrightrest,9903_0024_d_02_KillBrightwoodBoss,,,
9903_0024_d_01_GotoPoIBrightrest,TaskGoToPOITag,,1,1,,,,,1,,abandoned_village_40253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9903_0024_TravelToBrightrest,,9752.50 5796.39 205.03,,,,,,,,,,,,,,,,,
9903_0024_d_02_KillBrightwoodBoss,TaskKillContribution,,1,1,,,,,1,,abandoned_village_40253,,,,,,,,,,,,,Withered_Brute_Named_04,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,9752.50 5796.39 205.03,,,,,,,,,,,,,,,,,
9903_0025_d_00_container_chainofcommand,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903_0025_d_01_Lore_EmileLetter,9903_0025_d_02_GotoPoIBallards,9903_0025_d_03_container_chainofcommandKill,9903_0025_d_04_SliceSwap_FtWardenWalker_On,9903_0025_d_05_SliceSwap_FishermanYonas_Off
9903_0025_d_01_Lore_EmileLetter,TaskUnlockAchievement,,1,1,Lore_unlock_00_Aeternum_Title_23_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,,,,,
9903_0025_d_02_GotoPoIBallards,TaskGoToPOITag,,1,1,,,,,1,,abandoned_village_40260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9903_0025_chainofcommand_travelto,,,,,,,,,,,,,,,,,,,
9903_0025_d_03_container_chainofcommandKill,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9903_0025_d_03_01_DefeatLessers,9903_0025_d_03_02_DefeatLessers,9903_0025_d_03_03_DefeatNamed,,
9903_0025_d_03_01_DefeatLessers,TaskKillContribution,,1,3,,,,,1,,abandoned_village_40260,,,,,,,,,,,,,Damned_1H_Swordsman_M-F_02BW01,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,,,,,,,,,,,,,,,,,,
9903_0025_d_03_02_DefeatLessers,TaskKillContribution,,1,3,,,,,1,,abandoned_village_40260,,,,,,,,,,,,,Damned_Axeman_M-F_02BW01,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,,,,,,,,,,,,,,,,,,
9903_0025_d_03_03_DefeatNamed,TaskKillContribution,,1,1,,,,,1,,abandoned_village_40260,,,,,,,,,,,,,Corruption_Heavy_Named_MSQ_Ballards,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,,,,,,,,,,,,,,,,,,
9903_0025_d_04_SliceSwap_FtWardenWalker_On,TaskUnlockAchievement,,1,1,SwapActive_WardenWalker_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0025_d_05_SliceSwap_FishermanYonas_Off,TaskUnlockAchievement,,1,1,SwapActive_FishermanYonas_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0026_d_00_container_heartsandsouls,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903_0026_d_01_SliceSwap_AlazarYonas_On,9903_0026_d_02_GoTOPOI_FortAlazar,9903_0026_d_03_UpdootAzothStaff,,
9903_0026_d_01_SliceSwap_AlazarYonas_On,TaskUnlockAchievement,,,1,SwapActive_AlazarYonas_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0026_d_02_GoTOPOI_FortAlazar,TaskGoToPOITag,,,,,,,,1,,soulwarden_camp_50392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9903_0026_TravelToYonas,,,,,,,,,,,,,,,,,,,
9903_0026_d_03_UpdootAzothStaff,TaskHaveAndReturnItems,,,1,Darkness_AzothStaff_T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_task_unequip_azothstaff,,9158.00 6545.00 316.63,1,,,,,,,,,,,,,,,,
9901_0027_d_00_container_thesyndicatesupport,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0027_d_02_SliceSwap_FtWardenWayne_On,9901_0027_d_03_GoToTrigger_Theophrastus,9901_0027_d_04_SliceSwap_AlazarEmile_On,9901_0027_d_05_SliceSwap_BrightwoodEmile_Off,
9901_0027_d_01_AttainLevel30,TaskHaveLevel,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel30,,,,,,,,,,,,,,,,,,,
9901_0027_d_02_SliceSwap_FtWardenWayne_On,TaskUnlockAchievement,,,1,SwapActive_WardenWayne_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0027_d_03_GoToTrigger_Theophrastus,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Theophrastus1,@9901_0027_TravelToCampTheo,,10659.81 5035.97 112.00,,,,,,,,,,,,,,,,,
9901_0027_d_04_SliceSwap_AlazarEmile_On,TaskUnlockAchievement,,,1,SwapActive_AlazarEmile_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0027_d_05_SliceSwap_BrightwoodEmile_Off,TaskUnlockAchievement,,,1,SwapActive_BrightwoodEmile_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_00_container_thenoseknows_V2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9904_0028_d_00_FindTheHunter,9904_0028_d_00_FindTheHunterb,,,
9904_0028_d_00_FindTheHunter,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Hunter_Julio,@09_taskNoseKnowsHunter,,10647.00 5116.00 114.00,,,,,,,,,,,,,,,,,
9904_0028_d_00_FindTheHunterb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_taskNoseKnows1,,10647.00 5116.00 114.00,,,,,,,,,,,,,,,,,
9904_0028_d_00_container_thenoseknowsa_V2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0028_d_01b_GiveRecipe,9904_0028_d_02_container_craftrepellant,,,
9904_0028_d_01b_GiveRecipe,TaskGiveItem,,1,1,WorkOrder_9904_0028_Repellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_02_container_craftrepellant,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0028_d_02a_Gather_Urine,9904_0028_d_02b_Have_Repellant,9904_0028_d_02c_Distribute,,
9904_0028_d_02a_Gather_Urine,TaskGatherItems,,,4,9904_0028_FreshUrine,MSQ_0028_UrinePuddle,100,,,,,,,true,,,,,,,IO_MSQ_0028_UrinePuddle,,,,,,,,,,,,,,,,,,,,,,,@9904_0028_NoseKnows_v2_GatherUrine,,10741.006 5046.944 91.293,,,,,,,,,,,,,,,,,
9904_0028_d_02b_Have_Repellant,TaskHaveAndReturnItems,,1,1,9904_0028_DistilledUrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0028_NoseKnows_v2_CraftRepellant,,10649.748 5120.735 114.733,,,,,,,,,,,,,,,,,
9904_0028_d_02c_Distribute,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Researcher1,@9904_0028_NoseKnows_v2_Distribute,,10705.323 5199.881 72.128,,,,,,,,,,,,,,,,,
9904_0028_d_00_GiveItems1,TaskGiveAndTakeItem,,,1,MSQ_Repellent1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_00_GiveItems2,TaskGiveAndTakeItem,,,1,MSQ_Repellent2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_00_GiveItems3,TaskGiveAndTakeItem,,,1,MSQ_Repellent3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_00_GiveItems4,TaskGiveAndTakeItem,,,1,MSQ_Repellent4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_00_container_thenoseknowsb,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0028_d_00_GiveItems2,9904_0028_d_00_GiveItems3,9904_0028_d_00_GiveItems4,9904_0028_d_02_transport_BearPee2,
9904_0028_d_02_transport_BearPee2,TaskHaveandReturnItems,,1,1,MSQ_Repellent2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_taskNoseKnows3,,10771.00 5160.00 62.00,,,,,,,,,,,,,,,,,
9904_0028_d_00_container_thenoseknowsc,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0028_d_00_GiveItems3,9904_0028_d_00_GiveItems4,9904_0028_d_03_transport_BearPee3,,
9904_0028_d_03_transport_BearPee3,TaskHaveandReturnItems,,1,1,MSQ_Repellent3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_taskNoseKnows4,,10828.00 5089.00 71.00,,,,,,,,,,,,,,,,,
9904_0028_d_00_container_thenoseknowsd,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0028_d_00_GiveItems5,9904_0028_d_04_transport_BearPee4,,,
9904_0028_d_00_GiveItems5,TaskGiveAndTakeItem,,,1,MSQ_Repellent4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0028_d_04_transport_BearPee4,TaskHaveandReturnItems,,1,1,MSQ_Repellent4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_taskNoseKnows5,,10731.00 5049.00 91.00,,,,,,,,,,,,,,,,,
9904_0028_d_00_container_thenoseknowse,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0028_d_05_transport_BearPee5,,,,
9904_0028_d_05_transport_BearPee5,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Theophrastus1,@9901_0027_TravelToCampTheo2,,10659.81 5035.97 112.00,,,,,,,,,,,,,,,,,
