TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
04A_Side04_04_KillNamed_container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side04_04_02_KillNamed1,04A_Side04_04_02_KillNamed2,04A_Side04_04_02_KillNamed3,,
04A_Side04_04_01_Task_GotoKelleher,TaskGoToPOITag,,,,1,,,,,true,,abandoned_farm_village_40298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side04_04_01_Task_GotoKelleher,,,,,,,,,,,,,,,,,,,
04A_Side04_03_04a_Swap_Tekla_01_Off,TaskUnlockAchievement,,,,1,SwapActive_99A_Tekla_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side04_04_02_KillNamed1,TaskKillContribution,,,,1,,,,,true,,abandoned_farm_village_40298,,,,,,,,,,,,,Legion_Legionnaire_Named_05_04nw10_00,,,,,,,,,,,,,,,,,,,,@04A_Side04_04_02_KillNamed1,,9565 4811 147,,,,,,,,,,,,,,,,,
04A_Side04_04_02_KillNamed2,TaskKillContribution,,,,1,,,,,true,,abandoned_farm_village_40298,,,,,,,,,,,,,Legion_Legionnaire_Named_05_04nw10_01,,,,,,,,,,,,,,,,,,,,@04A_Side04_04_02_KillNamed2,,9382 4840 148,,,,,,,,,,,,,,,,,
04A_Side04_04_02_KillNamed3,TaskKillContribution,,,,1,,,,,true,,abandoned_farm_village_40298,,,,,,,,,,,,,Damned_Acolyte_Named_04nw10,,,,,,,,,,,,,,,,,,,,@04A_Side04_04_02_KillNamed3,,9453 4896 145,,,,,,,,,,,,,,,,,
04A_Side04_05_GetLocket_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side04_05_01_GiveLocket,,,,
04A_Side04_05_01_GiveLocket,TaskGiveAndTakeItem,,,,1,04aSide04_05_TeklasLocket,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side04_06_GetFlowers_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side04_06_01_Task_GotoMeadowlake,04A_Side04_06_02_Task_RetrieveFlowersFromIO,,,
04A_Side04_06_01_Task_GotoMeadowlake,TaskGoToPOITag,,,,1,,,,,true,,abandoned_fishing_village_40299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side04_06_01_Task_GotoMeadowlake,,,,,,,,,,,,,,,,,,,
04A_Side04_06_02_Task_RetrieveFlowersFromIO,TaskHaveAndReturnItems,,,,5,04aSide04_06_Flowers,,100,,true,,abandoned_fishing_village_40299,,,1,,,,,,,IO_04A_Side04_01_Flowers,,,04A_Side04_01_Flowers_interact,,,,,,,,,,,,,,,,,,,,@04A_Side04_06_02_Task_RetrieveFlowersFromIO,,,,,true,,,,,,,,,,,,,,
04A_Side04_07_ToHuntsman02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side04_07_01_transport_npc_note,04A_Side04_07_02_have_npc_note,,,
04A_Side04_07_01_transport_npc_note,TaskGiveAndTakeItem,,,,1,MI_SummonsNote,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side04_07_02_have_npc_note,TaskHaveAndReturnItems,,,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_01_ChooseInstrument_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side05_01_01_Container_GetInstruments,04A_Side05_01_02_Container_PlayInstruments,,,
04A_Side05_01_01_Container_GetInstruments,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_01_01A_Container_GetGuitarAndFlute,04A_Side05_01_01B_Container_GetURBAndMandolin,,,
04A_Side05_01_01A_Container_GetGuitarAndFlute,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_01_01A_GetGuitar,04A_Side05_01_01A_TalkToMagistrate,04A_Side05_01_01A_GiveItem,,
04A_Side05_01_01A_GetGuitar,TaskGatherAndReturnItems,,,,1,04aSide05_01_Guitar,04A_Side05_01_Guitar,100,,,,,,,1,,,,,,,IO_04A_Side05_01_Guitar,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_01A_GetGuitar,,8903.795898 4205.550781 140.316452,,,,,,,,,,,,,,,,,
04A_Side05_01_01A_TalkToMagistrate,TaskConversationTopic,,,,,0402a_Magistrate,,,,,,,,,,,,,,,,,0402a_Magistrate_TaskTopic_ChooseInstrument,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_01A_TalkToMagistrate,,,,,,,,,,,,,,,,,,,
04A_Side05_01_01A_GiveItem,TaskGiveItem,,,,1,04aSide05_01_Flute,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_01_01B_Container_GetURBAndMandolin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_01_01B_TalkToConstable,04A_Side05_01_01B_GetURB,04A_Side05_01_01C_SearchInn,04A_Side05_01_01C_GetMandolin,04A_Side05_01_01D_Task_ReturntoAtticus
04A_Side05_01_01B_TalkToConstable,TaskConversationTopic,,,,,0404a_Constable,,,,,,,,,,,,,,,,,0404a_Constable_TaskTopic_ChooseInstrument,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_01B_TalkToConstable,,,,,,,,,,,,,,,,,,,
04A_Side05_01_01B_GetURB,TaskGatherAndReturnItems,,,,1,04aSide05_01_UBR,04A_Side05_01_UBR,100,,,,,,,1,,,,,,,IO_04A_Side05_01_UBR,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_01B_GetURB,,8964.300781 4187.858887 148.576447,,,,,,,,,,,,,,,,,
04A_Side05_01_01C_SearchInn,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side05_GoToInn,@04A_Side05_01_01C_SearchInn,,8916.598633 4260.767578 139.162399,,,,,,,,,,,,,,,,,
04A_Side05_01_01C_GetMandolin,TaskGatherAndReturnItems,,,,1,04aSide05_01_Mandolin,04A_Side05_01_Mandolin,100,,,,,,,1,,,,,,,IO_04A_Side05_01_Mandolin,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_01C_GetMandolin,,8912.230469 4261.143555 139.161560,,,,,,,,,,,,,,,,,
04A_Side05_01_01D_Task_ReturntoAtticus,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side05_ReturntoAtticus,@04A_Side05_01_01D_Task_ReturntoAtticus,,8903.787109 4202.448730 140.253815,,,,,,,,,,,,,,,,,
04A_Side05_01_02_Container_PlayInstruments,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_02_Container_PlayInstruments,,8904.271484 4202.373047 140.253815,1,,,,,,,,,,,,04A_Side05_01_02A_PlayMandolin,04A_Side05_01_02B_PlayGuitar,04A_Side05_01_02C_PlayUBR,04A_Side05_01_02D_PlayFlute,
04A_Side05_01_02A_PlayMandolin,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_01_PlayMandolin,,,04A_Side05_01_PlayMandolin_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_02A_PlayMandolin,,,,,,,,,,,,,,,,,,,
04A_Side05_01_02B_PlayGuitar,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_01_PlayGuitar,,,04A_Side05_01_PlayGuitar_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_02B_PlayGuitar,,,,,,,,,,,,,,,,,,,
04A_Side05_01_02C_PlayUBR,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_01_PlayURB,,,04A_Side05_01_PlayUBR_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_02C_PlayUBR,,,,,,,,,,,,,,,,,,,
04A_Side05_01_02D_PlayFlute,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_01_PlayFlute,,,04A_Side05_01_PlayFlute_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_01_02D_PlayFlute,,,,,,,,,,,,,,,,,,,
04A_Side05_02_PlayForTown_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side05_02_00_Container_GetAndPracticeSong,04A_Side05_02_01_Container_Magistrate,04A_Side05_02_02_Container_Captain,04A_Side05_02_03_Container_Constable,04A_Side05_02_04_Container_Barkeep
04A_Side05_02_00_Container_GetAndPracticeSong,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_02_00A_GiveSheetMusic,04A_Side05_02_00B_GivePage01,04A_Side05_02_00C_GivePage02,04A_Side05_02_00D_PracticeSong,
04A_Side05_02_00A_GiveSheetMusic,TaskGiveItem,,,,1,04aSide05_02_SheetMusic,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_02_00B_GivePage01,TaskUnlockAchievement,,,,1,MP_Gift_AzothFlute_Part1_Page1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_02_00C_GivePage02,TaskUnlockAchievement,,,,1,MP_Gift_AzothFlute_Part1_Page2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_02_00D_PracticeSong,TaskPerformSong,,,,1,GiftEasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_00D_PracticeSong,,,,,,,,,,,,,,,,,,,
04A_Side05_02_01_Container_Magistrate,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_02_01_TalkToMagistrate,04A_Side05_02_01_PlayForMagistrate,04A_Side05_02_01_TalkToMagistrate_02,,
04A_Side05_02_01_TalkToMagistrate,TaskConversationState,,,,,0402a_Magistrate,,,,,,,,,,,,,,,,,0402a_Magistrate_TaskConversation_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_01_TalkToMagistrate,,,,,,,,,,,,,,,,,,,
04A_Side05_02_01_PlayForMagistrate,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_02_PlayForMagistrate,,,04A_Side05_02_PlayForMagistrate_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_01_PlayForMagistrate,,8904.795898 4223.940918 138.705261,,,,,,,,,,,,,,,,,
04A_Side05_02_01_TalkToMagistrate_02,TaskConversationTopic,,,,,0402a_Magistrate,,,,,,,,,,,,,,,,,0402a_Magistrate_TaskTopic_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_01_TalkToMagistrate_02,,,,,,,,,,,,,,,,,,,
04A_Side05_02_02_Container_Captain,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_02_02_TalkToGuardCaptain,04A_Side05_02_02_PlayForGuardCaptain,04A_Side05_02_02_TalkToGuardCaptain_02,,
04A_Side05_02_02_TalkToGuardCaptain,TaskConversationState,,,,,99A_Captain,,,,,,,,,,,,,,,,,GuardCaptain_TaskConversation_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_02_TalkToGuardCaptain,,,,,,,,,,,,,,,,,,,
04A_Side05_02_02_PlayForGuardCaptain,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_02_PlayForCaptain,,,04A_Side05_02_PlayForCaptain_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_02_PlayForGuardCaptain,,8949.654297 4211.536133 147.009903,,,,,,,,,,,,,,,,,
04A_Side05_02_02_TalkToGuardCaptain_02,TaskConversationTopic,,,,,99A_Captain,,,,,,,,,,,,,,,,,GuardCaptain_TaskTopic_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_02_TalkToGuardCaptain_02,,,,,,,,,,,,,,,,,,,
04A_Side05_02_03_Container_Constable,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_02_03_TalkToConstable,04A_Side05_02_03_PlayForConstable,04A_Side05_02_03_TalkToConstable_02,,
04A_Side05_02_03_TalkToConstable,TaskConversationState,,,,,0404a_Constable,,,,,,,,,,,,,,,,,0404a_Constable_TaskConversation_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_03_TalkToConstable,,,,,,,,,,,,,,,,,,,
04A_Side05_02_03_PlayForConstable,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_02_PlayForConstable,,,04A_Side05_02_PlayForConstable_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_03_PlayForConstable,,8960.018555 4189.912109 148.580200,,,,,,,,,,,,,,,,,
04A_Side05_02_03_TalkToConstable_02,TaskConversationTopic,,,,,0404a_Constable,,,,,,,,,,,,,,,,,0404a_Constable_TaskTopic_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_03_TalkToConstable_02,,,,,,,,,,,,,,,,,,,
04A_Side05_02_04_Container_Barkeep,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_02_04_TalkToBarkeep,04A_Side05_02_04_PlayForBarkeep,04A_Side05_02_04_TalkToBarkeep_02,04A_Side05_02_05_HaveSheetMusic,
04A_Side05_02_04_TalkToBarkeep,TaskConversationState,,,,,0410a_BarkeepPolly,,,,,,,,,,,,,,,,,0410a_Barkeep_TaskConversation_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_04_TalkToBarkeep,,,,,,,,,,,,,,,,,,,
04A_Side05_02_04_PlayForBarkeep,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_02_PlayForBarkeep,,,04A_Side05_02_PlayForBarkeep_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_04_PlayForBarkeep,,8920.545898 4263.409180 139.160690,,,,,,,,,,,,,,,,,
04A_Side05_02_04_TalkToBarkeep_02,TaskConversationTopic,,,,,0410a_BarkeepPolly,,,,,,,,,,,,,,,,,0410_Barkeep_TaskTopic_PlayForTown,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_02_04_TalkToBarkeep_02,,,,,,,,,,,,,,,,,,,
04A_Side05_02_05_HaveSheetMusic,TaskRemoveItem,,,,1,04aSide05_02_SheetMusic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_03_EarnAudience_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side05_03_01_TalkToSaira,04A_Side05_03_02_Container_GiveCraftingItems,04A_Side05_03_03_Container_DoChores,04A_Side05_03_04_TalkToSaira_02,
04A_Side05_03_01_TalkToSaira,TaskConversationTopic,,,,,0441a_SairaYangandul,,,,,,,,,,,,,,,,,0441a_SairaYangandul_TaskTopic_EarnAudience,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_01_TalkToSaira,,,,,,,,,,,,,,,,,,,
04A_Side05_03_02_Container_GiveCraftingItems,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_03_02A_GiveWorkOrder,04A_Side05_03_2B_GiveBrokenWatch,,,
04A_Side05_03_02A_GiveWorkOrder,TaskGiveItem,,,,1,04aSide05_03_WorkOrder_RepairWatch,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_03_2B_GiveBrokenWatch,TaskGiveItem,,,,1,04aSide05_03_BrokenWatch,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_03_03_Container_DoChores,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_03_Container_DoChores,,,,,,,,,,,,,,,04A_Side05_03_03A_DoLaundry,04A_Side05_03_03B_Container_DeadDrop,04A_Side05_03_03C_CraftItem,,
04A_Side05_03_03A_DoLaundry,TaskGatherAndReturnItems,,,,1,04aSide05_03_Laundry,04A_Side05_03_Laundry,100,,,,,,,1,,,,,,,IO_04A_Side05_03_Laundry,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_03A_DoLaundry,,8869.675781 4195.936035 138.339554,,,,,,,,,,,,,,,,,
04A_Side05_03_03B_Container_DeadDrop,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_03_03B_GetDelivery,04A_Side05_03_03B_GetDelivery,04A_Side05_03_03B_DeadDrop,04A_Side05_03_03B_RemoveDelivery,
04A_Side05_03_03B_GetDelivery,TaskGatherAndReturnItems,,,,1,04aSide05_03_Delivery,04A_Side05_03_Delivery,100,,,,,,,1,,,,,,,IO_04A_Side05_03_Delivery,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_03B_GetDelivery,,8834.914062 4258.313477 138.184433,,,,,,,,,,,,,,,,,
04A_Side05_03_03B_DeadDrop,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side05_03_Delivery_DropSpot,,,04A_Side05_03_Delivery_DropSpot_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_03B_DeadDrop,,8929.658203 4260.205078 139.087585,,,,,,,,,,,,,,,,,
04A_Side05_03_03B_RemoveDelivery,TaskRemoveItem,,,,1,04aSide05_03_Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_03_03C_CraftItem,TaskHaveItems,,,,1,04aSide05_03_RepairedWatch,,,,,,,,,,,,,,,,SettlementEngineering,,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_03C_CraftItem,,8831.794922 4250.594238 137.500824,,,true,,,,,,,,,,,,,,
04A_Side05_03_04_TalkToSaira_02,TaskConversationTopic,,,,,0441a_SairaYangandul,,,,,,,,,,,,,,,,,0441a_SairaYangandul_TaskTopic_EarnAudience_02,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_03_04_TalkToSaira_02,,,,,,,,,,,,,,,,,,,
04A_Side05_04_EarnPatron_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side05_04_00_Container_Approach_Hidden,04A_Side05_04_01_Container_Barter_01,04A_Side05_04_02_Container_Barter_02,,
04A_Side05_04_00_Container_Approach_Hidden,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_04_01A_TalkToOuShen,04A_Side05_04_00_Container_SliceSwap_Delphi,,,
04A_Side05_04_01A_TalkToOuShen,TaskConversationTopic,,,,,0443a_OuShen,,,,,,,,,,,,,,,,,0432a_OuShen_TaskTopic_EarnPatron,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_04_01A_TalkToOuShen,,,,,,,,,,,,,,,,,,,
04A_Side05_04_00_Container_SliceSwap_Delphi,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_04_00_Task_ApproachOuShen,04A_Side05_04_00_Swap_AtticusDelphi_00_Off,04A_Side05_04_00_Swap_AtticusDelphi_01_On,,
04A_Side05_04_00_Task_ApproachOuShen,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side05_ApproachOuShen,,,,1,,,,,,,,,,,,,,,,
04A_Side05_04_00_Swap_AtticusDelphi_00_Off,TaskUnlockAchievement,,,,1,SwapActive_99A_AtticusDelphi_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_04_00_Swap_AtticusDelphi_01_On,TaskUnlockAchievement,,,,1,SwapActive_99A_AtticusDelphi_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_04_01_Container_Barter_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_04_01B_GiveLetter_01,04A_Side05_04_01C_TalkToConcetta,04A_Side05_04_01E_TakeLetter_01,,
04A_Side05_04_01B_GiveLetter_01,TaskGiveItem,,,,1,04aSide05_04_SealedNote,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_04_01C_TalkToConcetta,TaskConversationTopic,,,,,0442a_ConcettaSacco,,,,,,,,,,,,,,,,,0442a_ConcettaSacco_TaskTopic_EarnPatron,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_04_01C_TalkToConcetta,,,,,,,,,,,,,,,,,,,
04A_Side05_04_01E_TakeLetter_01,TaskRemoveItem,,,,1,04aSide05_04_SealedNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_04_02_Container_Barter_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side05_04_02A_TalkToOuShen_02,04A_Side05_04_02B_GiveLetter_02,04A_Side05_04_02C_TalkToConcetta_02,04A_Side05_04_02D_TakeLetter_02,
04A_Side05_04_02A_TalkToOuShen_02,TaskConversationTopic,,,,,0443a_OuShen,,,,,,,,,,,,,,,,,0432a_OuShen_TaskTopic_EarnPatron_02,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_04_02A_TalkToOuShen_02,,,,,,,,,,,,,,,,,,,
04A_Side05_04_02B_GiveLetter_02,TaskGiveItem,,,,1,04aSide05_04_SealedNote_02,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side05_04_02C_TalkToConcetta_02,TaskConversationTopic,,,,,0442a_ConcettaSacco,,,,,,,,,,,,,,,,,0442a_ConcettaSacco_TaskTopic_EarnPatron_02,,,,,,,,,,,,,,,,,,,,,,@04A_Side05_04_02C_TalkToConcetta_02,,,,,,,,,,,,,,,,,,,
04A_Side05_04_02D_TakeLetter_02,TaskRemoveItem,,,,1,04aSide05_04_SealedNote_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side06_01_DefeatBear_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side06_01_02_Task_KillBear,,,,
04A_Side06_01_01_Task_GotoWilderness,TaskGoToPOITag,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side06_01_01_Task_GoToWilderness,,8702.980469 4665.167969 146.477463,,,,,,,,,,,,,,,,,
04A_Side06_01_02_Task_KillBear,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Bear_Grizzly_Named_QGrizzlemaw,,,,,,,,,,,,,,,,,,,,@04A_Side06_01_02_Task_KillBear,,8692 4758 153,,,,,,,,,,,,,,,,,
04A_Side06_02_TownBrag_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side06_02_01_Task_ReturnToSettlement,,,,
04A_Side06_02_01_Task_ReturnToSettlement,TaskGoToPOITag,,,,1,,,,,true,,northwindsward7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side06_02_01_Task_ReturnToSettlement,,8893.234375 4222.485352 138.947174,,,,,,,,,,,,,,,,,
04A_Side07_01_GetMead_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side07_01_01_Task_GotoRiverworn,04A_Side07_01_GetMead_container2,,,
04A_Side07_01_01_Task_GotoRiverworn,TaskGoToPOITag,,,,1,,,,,true,,undead_bastion_40227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_01_01_Task_GotoRiverworn,,,,,,,,,,,,,,,,,,,
04A_Side07_01_GetMead_container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side07_01_02_Task_KillLost,04A_Side07_01_03_Task_ChestMead,,,
