LoreID,Type,Title,Subtitle,Body,AchievementId,ParentID,Order,ImagePath,LocationName,LocationXY,AssociatedQuest,Writer,LocNotes,RecordingStatus,LoreNotesLocation
00_Aeternum_Title_03_01,Default,@00_Aeternum_Title_03_01,@00_Aeternum_Subtitle_03_01,@00_Aeternum_Body_03_01,Lore_unlock_00_Aeternum_Title_03_01,00_Aeternum_Chapter_03,1,,,,,,,,
00_Aeternum_Title_03_02,Default,@00_Aeternum_Title_03_02,@00_Aeternum_Subtitle_03_02,@00_Aeternum_Body_03_02,Lore_unlock_00_Aeternum_Title_03_02,00_Aeternum_Chapter_03,2,,,,,,,,
12_MonarchsBluffs_Chapter_07,Chapter,@12_MonarchsBluffs_Chapter_07,,,,Topic_12_MonarchsBluffs,7,,,,,,,,
12_MonarchsBluffs_Title_07_01,Default,@12_MonarchsBluffs_Title_07_01,@12_MonarchsBluffs_Subtitle_07_01,@12_MonarchsBluffs_Body_07_01,Lore_unlock_12_MonarchsBluffs_Title_07_01,12_MonarchsBluffs_Chapter_07,1,,,,,,,,
04_Everfall_Chapter_05,Chapter,@04_Everfall_Chapter_05,,,,Topic_04_Everfall,5,,,,,,,,
04_Everfall_Title_05_01,Default,@04_Everfall_Title_05_01,@04_Everfall_Subtitle_05_01,@04_Everfall_Body_05_01,Lore_unlock_04_Everfall_Title_05_01,04_Everfall_Chapter_05,1,,,,,,,,
04_Everfall_Title_05_02,Default,@04_Everfall_Title_05_02,@04_Everfall_Subtitle_05_02,@04_Everfall_Body_05_02,Lore_unlock_04_Everfall_Title_05_02,04_Everfall_Chapter_05,2,,,,,,,,
04_Everfall_Chapter_06,Chapter,@04_Everfall_Chapter_06,,,,Topic_04_Everfall,6,,,,,,,,
04_Everfall_Title_06_01,Default,@04_Everfall_Title_06_01,@04_Everfall_Subtitle_06_01,@04_Everfall_Body_06_01,Lore_unlock_04_Everfall_Title_06_01,04_Everfall_Chapter_06,1,,,,,,,,
04_Everfall_Title_06_02,Default,@04_Everfall_Title_06_02,@04_Everfall_Subtitle_06_02,@04_Everfall_Body_06_02,Lore_unlock_04_Everfall_Title_06_02,04_Everfall_Chapter_06,2,,,,,,,,
04_Everfall_Chapter_07,Chapter,@04_Everfall_Chapter_07,,,,Topic_04_Everfall,7,,,,,,,,
04_Everfall_Title_07_01,Default,@04_Everfall_Title_07_01,@04_Everfall_Subtitle_07_01,@04_Everfall_Body_07_01,Lore_unlock_04_Everfall_Title_07_01,04_Everfall_Chapter_07,1,,,,,,,,
04_Everfall_Title_07_02,Default,@04_Everfall_Title_07_02,@04_Everfall_Subtitle_07_02,@04_Everfall_Body_07_02,Lore_unlock_04_Everfall_Title_07_02,04_Everfall_Chapter_07,2,,,,,,,,
06_Windsward_Chapter_04,Chapter,@06_Windsward_Chapter_04,,,,Topic_06_Windsward,4,,,,,,,,
06_Windsward_Title_04_01,Default,@06_Windsward_Title_04_01,@06_Windsward_Subtitle_04_01,@06_Windsward_Body_04_01,Lore_unlock_06_Windsward_Title_04_01,06_Windsward_Chapter_04,1,,,,,,,,
06_Windsward_Title_04_02,Default,@06_Windsward_Title_04_02,@06_Windsward_Subtitle_04_02,@06_Windsward_Body_04_02,Lore_unlock_06_Windsward_Title_04_02,06_Windsward_Chapter_04,2,,,,,,,,
06_Windsward_Chapter_05,Chapter,@06_Windsward_Chapter_05,,,,Topic_06_Windsward,5,,,,,,,,
06_Windsward_Title_05_01,Default,@06_Windsward_Title_05_01,@06_Windsward_Subtitle_05_01,@06_Windsward_Body_05_01,Lore_unlock_06_Windsward_Title_05_01,06_Windsward_Chapter_05,1,,,,,,,,
06_Windsward_Title_05_02,Default,@06_Windsward_Title_05_02,@06_Windsward_Subtitle_05_02,@06_Windsward_Body_05_02,Lore_unlock_06_Windsward_Title_05_02,06_Windsward_Chapter_05,2,,,,,,,,
06_Windsward_Chapter_06,Chapter,@06_Windsward_Chapter_06,,,,Topic_06_Windsward,6,,,,,,,,
06_Windsward_Title_06_01,Default,@06_Windsward_Title_06_01,@06_Windsward_Subtitle_06_01,@06_Windsward_Body_06_01,Lore_unlock_06_Windsward_Title_06_01,06_Windsward_Chapter_06,1,,,,,,,,
06_Windsward_Title_06_02,Default,@06_Windsward_Title_06_02,@06_Windsward_Subtitle_06_02,@06_Windsward_Body_06_02,Lore_unlock_06_Windsward_Title_06_02,06_Windsward_Chapter_06,2,,,,,,,,
12_MonarchsBluffs_Chapter_08,Chapter,@12_MonarchsBluffs_Chapter_08,,,,Topic_12_MonarchsBluffs,8,,,,,,,,
12_MonarchsBluffs_Title_08_01,Default,@12_MonarchsBluffs_Title_08_01,@12_MonarchsBluffs_Subtitle_08_01,@12_MonarchsBluffs_Body_08_01,Lore_unlock_12_MonarchsBluffs_Title_08_01,12_MonarchsBluffs_Chapter_08,1,,,,,,,,
06_Windsward_Chapter_07,Chapter,@06_Windsward_Chapter_07,,,,Topic_06_Windsward,7,,,,,,,,
06_Windsward_Title_07_01,Default,@06_Windsward_Title_07_01,@06_Windsward_Subtitle_07_01,@06_Windsward_Body_07_01,Lore_unlock_06_Windsward_Title_07_01,06_Windsward_Chapter_07,1,,,,,,,,
06_Windsward_Title_07_02,Default,@06_Windsward_Title_07_02,@06_Windsward_Subtitle_07_02,@06_Windsward_Body_07_02,Lore_unlock_06_Windsward_Title_07_02,06_Windsward_Chapter_07,2,,,,,,,,
06_Windsward_Title_07_03,Default,@06_Windsward_Title_07_03,@06_Windsward_Subtitle_07_03,@06_Windsward_Body_07_03,Lore_unlock_06_Windsward_Title_07_03,06_Windsward_Chapter_07,3,,,,,,,,
06_Windsward_Title_07_04,Default,@06_Windsward_Title_07_04,@06_Windsward_Subtitle_07_04,@06_Windsward_Body_07_04,Lore_unlock_06_Windsward_Title_07_04,06_Windsward_Chapter_07,4,,,,,,,,
04_Everfall_Title_07_03,Default,@04_Everfall_Title_07_03,@04_Everfall_Subtitle_07_03,@04_Everfall_Body_07_03,Lore_unlock_04_Everfall_Title_07_03,04_Everfall_Chapter_07,3,,,,,,,,
04_Everfall_Title_07_04,Default,@04_Everfall_Title_07_04,@04_Everfall_Subtitle_07_04,@04_Everfall_Body_07_04,Lore_unlock_04_Everfall_Title_07_04,04_Everfall_Chapter_07,4,,,,,,,,
04_Everfall_Title_07_05,Default,@04_Everfall_Title_07_05,@04_Everfall_Subtitle_07_05,@04_Everfall_Body_07_05,Lore_unlock_04_Everfall_Title_07_05,04_Everfall_Chapter_07,5,,,,,,,,
04_Everfall_Title_07_06,Default,@04_Everfall_Title_07_06,@04_Everfall_Subtitle_07_06,@04_Everfall_Body_07_06,Lore_unlock_04_Everfall_Title_07_06,04_Everfall_Chapter_07,6,,,,,,,,
04_Everfall_Title_07_07,Default,@04_Everfall_Title_07_07,@04_Everfall_Subtitle_07_07,@04_Everfall_Body_07_07,Lore_unlock_04_Everfall_Title_07_07,04_Everfall_Chapter_07,7,,,,,,,,
04_Everfall_Title_07_08,Default,@04_Everfall_Title_07_08,@04_Everfall_Subtitle_07_08,@04_Everfall_Body_07_08,Lore_unlock_04_Everfall_Title_07_08,04_Everfall_Chapter_07,8,,,,,,,,
04_Everfall_Title_07_09,Default,@04_Everfall_Title_07_09,@04_Everfall_Subtitle_07_09,@04_Everfall_Body_07_09,Lore_unlock_04_Everfall_Title_07_09,04_Everfall_Chapter_07,9,,,,,,,,
04_Everfall_Title_07_10,Default,@04_Everfall_Title_07_10,@04_Everfall_Subtitle_07_10,@04_Everfall_Body_07_10,Lore_unlock_04_Everfall_Title_07_10,04_Everfall_Chapter_07,10,,,,,,,,
12_MonarchsBluffs_Title_01_08,Default,@12_MonarchsBluffs_Title_01_08,@12_MonarchsBluffs_Subtitle_01_08,@12_MonarchsBluffs_Body_01_08,Lore_unlock_12_MonarchsBluffs_Title_01_08,AnonymousManuscripts_Chapter_04,8,,,,,,,,
12_MonarchsBluffs_Title_01_09,Default,@12_MonarchsBluffs_Title_01_09,@12_MonarchsBluffs_Subtitle_01_09,@12_MonarchsBluffs_Body_01_09,Lore_unlock_12_MonarchsBluffs_Title_01_09,AnonymousManuscripts_Chapter_04,9,,,,,,,,
06_Windsward_Chapter_08,Chapter,@06_Windsward_Chapter_08,,,,Topic_06_Windsward,8,,,,,,,,
06_Windsward_Title_08_01,Default,@06_Windsward_Title_08_01,@06_Windsward_Subtitle_08_01,@06_Windsward_Body_08_01,Lore_unlock_06_Windsward_Title_08_01,06_Windsward_Chapter_08,1,,,,,,,,
06_Windsward_Title_08_02,Default,@06_Windsward_Title_08_02,@06_Windsward_Subtitle_08_02,@06_Windsward_Body_08_02,Lore_unlock_06_Windsward_Title_08_02,06_Windsward_Chapter_08,2,,,,,,,,
13_WeaversFen_Chapter_01,Chapter,@13_WeaversFen_Chapter_01,,,,Topic_13_WeaversFen,1,,,,,,,,
13_WeaversFen_Title_01_01,Default,@13_WeaversFen_Title_01_01,@13_WeaversFen_Subtitle_01_01,@13_WeaversFen_Body_01_01,Lore_unlock_13_WeaversFen_Title_01_01,13_WeaversFen_Chapter_01,1,,,,,,,,
13_WeaversFen_Title_01_02,Default,@13_WeaversFen_Title_01_02,@13_WeaversFen_Subtitle_01_02,@13_WeaversFen_Body_01_02,Lore_unlock_13_WeaversFen_Title_01_02,13_WeaversFen_Chapter_01,2,,,,,,,,
13_WeaversFen_Chapter_02,Chapter,@13_WeaversFen_Chapter_02,,,,Topic_13_WeaversFen,2,,,,,,,,
13_WeaversFen_Title_02_01,Default,@13_WeaversFen_Title_02_01,@13_WeaversFen_Subtitle_02_01,@13_WeaversFen_Body_02_01,Lore_unlock_13_WeaversFen_Title_02_01,13_WeaversFen_Chapter_02,1,,,,,,,,
13_WeaversFen_Title_02_02,Default,@13_WeaversFen_Title_02_02,@13_WeaversFen_Subtitle_02_02,@13_WeaversFen_Body_02_02,Lore_unlock_13_WeaversFen_Title_02_02,13_WeaversFen_Chapter_02,2,,,,,,,,
13_WeaversFen_Chapter_03,Chapter,@13_WeaversFen_Chapter_03,,,,Topic_13_WeaversFen,3,,,,,,,,
13_WeaversFen_Title_03_01,Default,@13_WeaversFen_Title_03_01,@13_WeaversFen_Subtitle_03_01,@13_WeaversFen_Body_03_01,Lore_unlock_13_WeaversFen_Title_03_01,13_WeaversFen_Chapter_03,1,,,,,,,,
13_WeaversFen_Title_03_02,Default,@13_WeaversFen_Title_03_02,@13_WeaversFen_Subtitle_03_02,@13_WeaversFen_Body_03_02,Lore_unlock_13_WeaversFen_Title_03_02,13_WeaversFen_Chapter_03,2,,,,,,,,
13_WeaversFen_Chapter_04,Chapter,@13_WeaversFen_Chapter_04,,,,Topic_13_WeaversFen,4,,,,,,,,
13_WeaversFen_Title_04_01,Default,@13_WeaversFen_Title_04_01,@13_WeaversFen_Subtitle_04_01,@13_WeaversFen_Body_04_01,Lore_unlock_13_WeaversFen_Title_04_01,13_WeaversFen_Chapter_04,1,,,,,,,,
13_WeaversFen_Title_04_02,Default,@13_WeaversFen_Title_04_02,@13_WeaversFen_Subtitle_04_02,@13_WeaversFen_Body_04_02,Lore_unlock_13_WeaversFen_Title_04_02,13_WeaversFen_Chapter_04,2,,,,,,,,
13_WeaversFen_Title_04_03,Default,@13_WeaversFen_Title_04_03,@13_WeaversFen_Subtitle_04_03,@13_WeaversFen_Body_04_03,Lore_unlock_13_WeaversFen_Title_04_03,13_WeaversFen_Chapter_04,3,,,,,,,,
13_WeaversFen_Title_04_04,Default,@13_WeaversFen_Title_04_04,@13_WeaversFen_Subtitle_04_04,@13_WeaversFen_Body_04_04,Lore_unlock_13_WeaversFen_Title_04_04,13_WeaversFen_Chapter_04,4,,,,,,,,
13_WeaversFen_Chapter_05,Chapter,@13_WeaversFen_Chapter_05,,,,Topic_13_WeaversFen,5,,,,,,,,
13_WeaversFen_Title_05_01,Default,@13_WeaversFen_Title_05_01,@13_WeaversFen_Subtitle_05_01,@13_WeaversFen_Body_05_01,Lore_unlock_13_WeaversFen_Title_05_01,13_WeaversFen_Chapter_05,1,,,,,,,,
13_WeaversFen_Title_05_02,Default,@13_WeaversFen_Title_05_02,@13_WeaversFen_Subtitle_05_02,@13_WeaversFen_Body_05_02,Lore_unlock_13_WeaversFen_Title_05_02,13_WeaversFen_Chapter_05,2,,,,,,,,
04_Everfall_Chapter_08,Chapter,@04_Everfall_Chapter_08,,,,Topic_04_Everfall,8,,,,,,,,
04_Everfall_Title_08_01,Default,@04_Everfall_Title_08_01,@04_Everfall_Subtitle_08_01,@04_Everfall_Body_08_01,Lore_unlock_04_Everfall_Title_08_01,04_Everfall_Chapter_08,1,,,,,,,,
04_Everfall_Title_08_02,Default,@04_Everfall_Title_08_02,@04_Everfall_Subtitle_08_02,@04_Everfall_Body_08_02,Lore_unlock_04_Everfall_Title_08_02,04_Everfall_Chapter_08,2,,,,,,,,
13_WeaversFen_Chapter_06,Chapter,@13_WeaversFen_Chapter_06,,,,Topic_13_WeaversFen,6,,,,,,,,
13_WeaversFen_Title_06_01,Default,@13_WeaversFen_Title_06_01,@13_WeaversFen_Subtitle_06_01,@13_WeaversFen_Body_06_01,Lore_unlock_13_WeaversFen_Title_06_01,13_WeaversFen_Chapter_06,1,,,,,,,,
13_WeaversFen_Title_06_02,Default,@13_WeaversFen_Title_06_02,@13_WeaversFen_Subtitle_06_02,@13_WeaversFen_Body_06_02,Lore_unlock_13_WeaversFen_Title_06_02,13_WeaversFen_Chapter_06,2,,,,,,,,
13_WeaversFen_Title_06_03,Default,@13_WeaversFen_Title_06_03,@13_WeaversFen_Subtitle_06_03,@13_WeaversFen_Body_06_03,Lore_unlock_13_WeaversFen_Title_06_03,13_WeaversFen_Chapter_06,3,,,,,,,,
13_WeaversFen_Title_06_04,Default,@13_WeaversFen_Title_06_04,@13_WeaversFen_Subtitle_06_04,@13_WeaversFen_Body_06_04,Lore_unlock_13_WeaversFen_Title_06_04,13_WeaversFen_Chapter_06,4,,,,,,,,
13_WeaversFen_Title_06_05,Default,@13_WeaversFen_Title_06_05,@13_WeaversFen_Subtitle_06_05,@13_WeaversFen_Body_06_05,Lore_unlock_13_WeaversFen_Title_06_05,13_WeaversFen_Chapter_06,5,,,,,,,,
13_WeaversFen_Title_06_06,Default,@13_WeaversFen_Title_06_06,@13_WeaversFen_Subtitle_06_06,@13_WeaversFen_Body_06_06,Lore_unlock_13_WeaversFen_Title_06_06,13_WeaversFen_Chapter_06,6,,,,,,,,
13_WeaversFen_Title_06_07,Default,@13_WeaversFen_Title_06_07,@13_WeaversFen_Subtitle_06_07,@13_WeaversFen_Body_06_07,Lore_unlock_13_WeaversFen_Title_06_07,13_WeaversFen_Chapter_06,7,,,,,,,,
13_WeaversFen_Title_06_08,Default,@13_WeaversFen_Title_06_08,@13_WeaversFen_Subtitle_06_08,@13_WeaversFen_Body_06_08,Lore_unlock_13_WeaversFen_Title_06_08,13_WeaversFen_Chapter_06,8,,,,,,,,
13_WeaversFen_Title_06_09,Default,@13_WeaversFen_Title_06_09,@13_WeaversFen_Subtitle_06_09,@13_WeaversFen_Body_06_09,Lore_unlock_13_WeaversFen_Title_06_09,13_WeaversFen_Chapter_06,9,,,,,,,,
13_WeaversFen_Title_06_10,Default,@13_WeaversFen_Title_06_10,@13_WeaversFen_Subtitle_06_10,@13_WeaversFen_Body_06_10,Lore_unlock_13_WeaversFen_Title_06_10,13_WeaversFen_Chapter_06,10,,,,,,,,
13_WeaversFen_Title_06_11,Default,@13_WeaversFen_Title_06_11,@13_WeaversFen_Subtitle_06_11,@13_WeaversFen_Body_06_11,Lore_unlock_13_WeaversFen_Title_06_11,13_WeaversFen_Chapter_06,11,,,,,,,,
13_WeaversFen_Title_06_12,Default,@13_WeaversFen_Title_06_12,@13_WeaversFen_Subtitle_06_12,@13_WeaversFen_Body_06_12,Lore_unlock_13_WeaversFen_Title_06_12,13_WeaversFen_Chapter_06,12,,,,,,,,
13_WeaversFen_Title_06_13,Default,@13_WeaversFen_Title_06_13,@13_WeaversFen_Subtitle_06_13,@13_WeaversFen_Body_06_13,Lore_unlock_13_WeaversFen_Title_06_13,13_WeaversFen_Chapter_06,13,,,,,,,,
13_WeaversFen_Title_06_14,Default,@13_WeaversFen_Title_06_14,@13_WeaversFen_Subtitle_06_14,@13_WeaversFen_Body_06_14,Lore_unlock_13_WeaversFen_Title_06_14,13_WeaversFen_Chapter_06,14,,,,,,,,
13_WeaversFen_Title_06_15,Default,@13_WeaversFen_Title_06_15,@13_WeaversFen_Subtitle_06_15,@13_WeaversFen_Body_06_15,Lore_unlock_13_WeaversFen_Title_06_15,13_WeaversFen_Chapter_06,15,,,,,,,,
13_WeaversFen_Title_06_16,Default,@13_WeaversFen_Title_06_16,@13_WeaversFen_Subtitle_06_16,@13_WeaversFen_Body_06_16,Lore_unlock_13_WeaversFen_Title_06_16,13_WeaversFen_Chapter_06,16,,,,,,,,
13_WeaversFen_Title_06_17,Default,@13_WeaversFen_Title_06_17,@13_WeaversFen_Subtitle_06_17,@13_WeaversFen_Body_06_17,Lore_unlock_13_WeaversFen_Title_06_17,13_WeaversFen_Chapter_06,17,,,,,,,,
13_WeaversFen_Title_06_18,Default,@13_WeaversFen_Title_06_18,@13_WeaversFen_Subtitle_06_18,@13_WeaversFen_Body_06_18,Lore_unlock_13_WeaversFen_Title_06_18,13_WeaversFen_Chapter_06,18,,,,,,,,
13_WeaversFen_Title_06_19,Default,@13_WeaversFen_Title_06_19,@13_WeaversFen_Subtitle_06_19,@13_WeaversFen_Body_06_19,Lore_unlock_13_WeaversFen_Title_06_19,13_WeaversFen_Chapter_06,19,,,,,,,,
13_WeaversFen_Chapter_07,Chapter,@13_WeaversFen_Chapter_07,,,,Topic_13_WeaversFen,7,,,,,,,,
13_WeaversFen_Title_07_01,Default,@13_WeaversFen_Title_07_01,@13_WeaversFen_Subtitle_07_01,@13_WeaversFen_Body_07_01,Lore_unlock_13_WeaversFen_Title_07_01,13_WeaversFen_Chapter_07,1,,,,,,,,
13_WeaversFen_Title_07_02,Default,@13_WeaversFen_Title_07_02,@13_WeaversFen_Subtitle_07_02,@13_WeaversFen_Body_07_02,Lore_unlock_13_WeaversFen_Title_07_02,13_WeaversFen_Chapter_07,2,,,,,,,,
13_WeaversFen_Chapter_08,Chapter,@13_WeaversFen_Chapter_08,,,,Topic_13_WeaversFen,8,,,,,,,,
13_WeaversFen_Title_08_01,Default,@13_WeaversFen_Title_08_01,@13_WeaversFen_Subtitle_08_01,@13_WeaversFen_Body_08_01,Lore_unlock_13_WeaversFen_Title_08_01,13_WeaversFen_Chapter_08,1,,,,,,,,
13_WeaversFen_Title_08_02,Default,@13_WeaversFen_Title_08_02,@13_WeaversFen_Subtitle_08_02,@13_WeaversFen_Body_08_02,Lore_unlock_13_WeaversFen_Title_08_02,13_WeaversFen_Chapter_08,2,,,,,,,,
15_RestlessShore_Chapter_01,Chapter,@15_RestlessShore_Chapter_01,,,,Topic_15_RestlessShore,1,,,,,,,,
15_RestlessShore_Title_01_01,Default,@15_RestlessShore_Title_01_01,@15_RestlessShore_Subtitle_01_01,@15_RestlessShore_Body_01_01,Lore_unlock_15_RestlessShore_Title_01_01,15_RestlessShore_Chapter_01,1,,,,,,,,
15_RestlessShore_Title_01_02,Default,@15_RestlessShore_Title_01_02,@15_RestlessShore_Subtitle_01_02,@15_RestlessShore_Body_01_02,Lore_unlock_15_RestlessShore_Title_01_02,15_RestlessShore_Chapter_01,2,,,,,,,,
15_RestlessShore_Title_01_03,Default,@15_RestlessShore_Title_01_03,@15_RestlessShore_Subtitle_01_03,@15_RestlessShore_Body_01_03,Lore_unlock_15_RestlessShore_Title_01_03,15_RestlessShore_Chapter_01,3,,,,,,,,
15_RestlessShore_Title_01_04,Default,@15_RestlessShore_Title_01_04,@15_RestlessShore_Subtitle_01_04,@15_RestlessShore_Body_01_04,Lore_unlock_15_RestlessShore_Title_01_04,15_RestlessShore_Chapter_01,4,,,,,,,,
09_FirstLight_Chapter_01,Chapter,@09_FirstLight_Chapter_01,,,,Topic_09_FirstLight,1,,,,,,,,
09_FirstLight_Title_01_01,Default,@09_FirstLight_Title_01_01,@09_FirstLight_Subtitle_01_01,@09_FirstLight_Body_01_01,Lore_unlock_09_FirstLight_Title_01_01,09_FirstLight_Chapter_01,1,,,,,,,,
09_FirstLight_Title_01_02,Default,@09_FirstLight_Title_01_02,@09_FirstLight_Subtitle_01_02,@09_FirstLight_Body_01_02,Lore_unlock_09_FirstLight_Title_01_02,09_FirstLight_Chapter_01,2,,,,,,,,
09_FirstLight_Title_01_03,Default,@09_FirstLight_Title_01_03,@09_FirstLight_Subtitle_01_03,@09_FirstLight_Body_01_03,Lore_unlock_09_FirstLight_Title_01_03,09_FirstLight_Chapter_01,3,,,,,,,,
09_FirstLight_Chapter_02,Chapter,@09_FirstLight_Chapter_02,,,,Topic_09_FirstLight,2,,,,,,,,
09_FirstLight_Title_02_01,Default,@09_FirstLight_Title_02_01,@09_FirstLight_Subtitle_02_01,@09_FirstLight_Body_02_01,Lore_unlock_09_FirstLight_Title_02_01,09_FirstLight_Chapter_02,1,,,,,,,,
09_FirstLight_Title_02_02,Default,@09_FirstLight_Title_02_02,@09_FirstLight_Subtitle_02_02,@09_FirstLight_Body_02_02,Lore_unlock_09_FirstLight_Title_02_02,09_FirstLight_Chapter_02,2,,,,,,,,
09_FirstLight_Chapter_03,Chapter,@09_FirstLight_Chapter_03,,,,Topic_09_FirstLight,3,,,,,,,,
09_FirstLight_Title_03_01,Default,@09_FirstLight_Title_03_01,@09_FirstLight_Subtitle_03_01,@09_FirstLight_Body_03_01,Lore_unlock_09_FirstLight_Title_03_01,09_FirstLight_Chapter_03,1,,,,,,,,
09_FirstLight_Title_03_02,Default,@09_FirstLight_Title_03_02,@09_FirstLight_Subtitle_03_02,@09_FirstLight_Body_03_02,Lore_unlock_09_FirstLight_Title_03_02,09_FirstLight_Chapter_03,2,,,,,,,,
09_FirstLight_Title_03_03,Default,@09_FirstLight_Title_03_03,@09_FirstLight_Subtitle_03_03,@09_FirstLight_Body_03_03,Lore_unlock_09_FirstLight_Title_03_03,09_FirstLight_Chapter_03,3,,,,,,,,
09_FirstLight_Title_03_04,Default,@09_FirstLight_Title_03_04,@09_FirstLight_Subtitle_03_04,@09_FirstLight_Body_03_04,Lore_unlock_09_FirstLight_Title_03_04,09_FirstLight_Chapter_03,4,,,,,,,,
09_FirstLight_Chapter_04,Chapter,@09_FirstLight_Chapter_04,,,,Topic_09_FirstLight,4,,,,,,,,
09_FirstLight_Title_04_01,Default,@09_FirstLight_Title_04_01,@09_FirstLight_Subtitle_04_01,@09_FirstLight_Body_04_01,Lore_unlock_09_FirstLight_Title_04_01,09_FirstLight_Chapter_04,1,,,,,,,,
09_FirstLight_Title_04_02,Default,@09_FirstLight_Title_04_02,@09_FirstLight_Subtitle_04_02,@09_FirstLight_Body_04_02,Lore_unlock_09_FirstLight_Title_04_02,09_FirstLight_Chapter_04,2,,,,,,,,
09_FirstLight_Chapter_05,Chapter,@09_FirstLight_Chapter_05,,,,Topic_09_FirstLight,5,,,,,,,,
09_FirstLight_Title_05_01,Default,@09_FirstLight_Title_05_01,@09_FirstLight_Subtitle_05_01,@09_FirstLight_Body_05_01,Lore_unlock_09_FirstLight_Title_05_01,09_FirstLight_Chapter_05,1,,,,,,,,
09_FirstLight_Title_05_02,Default,@09_FirstLight_Title_05_02,@09_FirstLight_Subtitle_05_02,@09_FirstLight_Body_05_02,Lore_unlock_09_FirstLight_Title_05_02,09_FirstLight_Chapter_05,2,,,,,,,,
09_FirstLight_Chapter_06,Chapter,@09_FirstLight_Chapter_06,,,,Topic_09_FirstLight,6,,,,,,,,
09_FirstLight_Title_06_01,Default,@09_FirstLight_Title_06_01,@09_FirstLight_Subtitle_06_01,@09_FirstLight_Body_06_01,Lore_unlock_09_FirstLight_Title_06_01,09_FirstLight_Chapter_06,1,,,,,,,,
09_FirstLight_Title_06_02,Default,@09_FirstLight_Title_06_02,@09_FirstLight_Subtitle_06_02,@09_FirstLight_Body_06_02,Lore_unlock_09_FirstLight_Title_06_02,09_FirstLight_Chapter_06,2,,,,,,,,
09_FirstLight_Chapter_07,Chapter,@09_FirstLight_Chapter_07,,,,Topic_09_FirstLight,7,,,,,,,,
09_FirstLight_Title_07_01,Default,@09_FirstLight_Title_07_01,@09_FirstLight_Subtitle_07_01,@09_FirstLight_Body_07_01,Lore_unlock_09_FirstLight_Title_07_01,09_FirstLight_Chapter_07,1,,,,,,,,
09_FirstLight_Title_07_02,Default,@09_FirstLight_Title_07_02,@09_FirstLight_Subtitle_07_02,@09_FirstLight_Body_07_02,Lore_unlock_09_FirstLight_Title_07_02,09_FirstLight_Chapter_07,2,,,,,,,,
09_FirstLight_Title_07_03,Default,@09_FirstLight_Title_07_03,@09_FirstLight_Subtitle_07_03,@09_FirstLight_Body_07_03,Lore_unlock_09_FirstLight_Title_07_03,09_FirstLight_Chapter_07,3,,,,,,,,
15_RestlessShore_Chapter_02,Chapter,@15_RestlessShore_Chapter_02,,,,Topic_15_RestlessShore,2,,,,,,,,
15_RestlessShore_Title_02_01,Default,@15_RestlessShore_Title_02_01,@15_RestlessShore_Subtitle_02_01,@15_RestlessShore_Body_02_01,Lore_unlock_15_RestlessShore_Title_02_01,15_RestlessShore_Chapter_02,1,,,,,,,,
15_RestlessShore_Title_02_02,Default,@15_RestlessShore_Title_02_02,@15_RestlessShore_Subtitle_02_02,@15_RestlessShore_Body_02_02,Lore_unlock_15_RestlessShore_Title_02_02,15_RestlessShore_Chapter_02,2,,,,,,,,
15_RestlessShore_Chapter_03,Chapter,@15_RestlessShore_Chapter_03,,,,Topic_15_RestlessShore,3,,,,,,,,
15_RestlessShore_Title_03_01,Default,@15_RestlessShore_Title_03_01,@15_RestlessShore_Subtitle_03_01,@15_RestlessShore_Body_03_01,Lore_unlock_15_RestlessShore_Title_03_01,15_RestlessShore_Chapter_03,1,,,,,,,,
15_RestlessShore_Title_03_02,Default,@15_RestlessShore_Title_03_02,@15_RestlessShore_Subtitle_03_02,@15_RestlessShore_Body_03_02,Lore_unlock_15_RestlessShore_Title_03_02,15_RestlessShore_Chapter_03,2,,,,,,,,
15_RestlessShore_Chapter_04,Chapter,@15_RestlessShore_Chapter_04,,,,Topic_15_RestlessShore,4,,,,,,,,
15_RestlessShore_Title_04_01,Default,@15_RestlessShore_Title_04_01,@15_RestlessShore_Subtitle_04_01,@15_RestlessShore_Body_04_01,Lore_unlock_15_RestlessShore_Title_04_01,15_RestlessShore_Chapter_04,1,,,,,,,,
15_RestlessShore_Title_04_02,Default,@15_RestlessShore_Title_04_02,@15_RestlessShore_Subtitle_04_02,@15_RestlessShore_Body_04_02,Lore_unlock_15_RestlessShore_Title_04_02,15_RestlessShore_Chapter_04,2,,,,,,,,
15_RestlessShore_Chapter_05,Chapter,@15_RestlessShore_Chapter_05,,,,Topic_15_RestlessShore,5,,,,,,,,
15_RestlessShore_Title_05_01,Default,@15_RestlessShore_Title_05_01,@15_RestlessShore_Subtitle_05_01,@15_RestlessShore_Body_05_01,Lore_unlock_15_RestlessShore_Title_05_01,15_RestlessShore_Chapter_05,1,,,,,,,,
15_RestlessShore_Title_05_02,Default,@15_RestlessShore_Title_05_02,@15_RestlessShore_Subtitle_05_02,@15_RestlessShore_Body_05_02,Lore_unlock_15_RestlessShore_Title_05_02,15_RestlessShore_Chapter_05,2,,,,,,,,
15_RestlessShore_Title_02_03,Default,@15_RestlessShore_Title_02_03,@15_RestlessShore_Subtitle_02_03,@15_RestlessShore_Body_02_03,Lore_unlock_15_RestlessShore_Title_02_03,15_RestlessShore_Chapter_02,3,,,,,,,,
