TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POIObjectiveAchievementId,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,IsCollapsible,UnchartedIcon,EventId
40181,@ui_poi_corruptedpriest_40181,,,,true,LyShineUI/Images/Map/Icon/POIs/cave.png,,100,true,true,,,,,corruptedpriest_40181_discovered,corruptedpriest_40181_charted,,corruptedpriest_40181,POI_State,camp,,false,corruptedpriest,Corrupted,17-19,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,,
40182,@ui_poi_bisonisland_40182,,,,true,LyShineUI/Images/Map/Icon/NPCs/Bison_Compass.png,,300,true,true,,,,,BisonIsland_40182_discovered,BisonIsland_40182_charted,,BisonIsland_40182,POI_State,camp,,true,Bison Island,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_territory13.png,,,,
40183,@ui_poi_spiritshrine_07_40183,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,,,,,spiritshrine_07_40183_discovered,spiritshrine_07_40183_charted,,"spiritshrine_07_40183,fasttravel",POI_State,watchtower,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40184,@ui_poi_covenantenclave_40184,,,,true,,,100,true,true,,,,,covenantenclave_40184_discovered,covenantenclave_40184_charted,,covenantenclave_40184,POI_State,camp,,false,,,,,,,,,
40185,@ui_poi_cygnius_40185,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,100,true,true,,,,,cygnius_40185_discovered,cygnius_40185_charted,,cygnius_40185,POI_State,ancient_ruins,,false,cygnius,Ancient,22,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_ezras_forge.png,,,,
40186,@Windsward_Settlement_01,,,,true,,,100,false,false,2,,,,,,,Windsward_Settlement_01,,,,false,,,,,,,true,,
40187,@Windsward_Tower_01,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Windsward_Tower_01_40187_charted,,Windsward_Influence_Tower_01,POI_State,factionarea,,false,Windsward_Influence_Tower_01,,,,,,,,
40188,@Windsward_Tower_02,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Windsward_Tower_02_40188_charted,,Windsward_Influence_Tower_02,POI_State,factionarea,,false,Windsward_Influence_Tower_02,,,,,,,,
40189,@Windsward_Tower_03,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Windsward_Tower_03_40189_charted,,Windsward_Influence_Tower_03,POI_State,factionarea,,false,Windsward_Influence_Tower_03,,,,,,,,
40190,@Everfall_Tower_02,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Everfall_Tower_02_40190_charted,,Everfall_Influence_Tower_02,POI_State,factionarea,,false,Everfall_Influence_Tower_02,,,,,,,,
40191,@Everfall_Tower_03,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Everfall_Tower_03_40191_charted,,Everfall_Influence_Tower_03,POI_State,factionarea,,false,Everfall_Influence_Tower_03,,,,,,,,
40192,@ui_poi_factionarea_40192,,,,true,,,60,false,true,1,,,,,factionarea_40192_charted,,poi_40192_factionarea,POI_State,factionarea,,true,Faction Area,,,,,,,,
40193,@ui_poi_factionarea_40193,,,,true,,,60,false,true,1,,,,,factionarea_40193_charted,,poi_40193_factionarea,POI_State,factionarea,,true,Faction Area,,,,,,,,
40194,@ui_poi_factionarea_40194,,,,true,,,60,false,true,1,,,,,factionarea_40194_charted,,poi_40194_factionarea,POI_State,factionarea,,true,Faction Area,,,,,,,,
40195,@ui_poi_factionarea_40195,,,,true,,,60,false,true,1,,,,,factionarea_40195_charted,,poi_40195_factionarea,POI_State,factionarea,,true,Faction Area,,,,,,,,
