TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,GroupSize,RecommendedLevel,IsCollapsible,UnchartedIcon,EventId
50378,@ui_poi_crater_feralruins_50378,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50378_discovered,crater_feralruins_50378_charted,crater_feralruins_50378,Music_POI,crater_ruins,false,@ui_poi_crater_feralruins_50378,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50379,@ui_poi_crater_feralruins_50379,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50379_discovered,crater_feralruins_50379_charted,crater_feralruins_50379,Music_POI,crater_ruins,false,@ui_poi_crater_feralruins_50379,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50380,@ui_poi_crater_feralruins_50380,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50380_discovered,crater_feralruins_50380_charted,crater_feralruins_50380,Music_POI,crater_ruins,false,@ui_poi_crater_feralruins_50380,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50381,@ui_poi_crater_feralruins_50381,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50381_discovered,crater_feralruins_50381_charted,crater_feralruins_50381,Music_POI,crater_ruins,false,@ui_poi_crater_feralruins_50381,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50382,@ui_poi_crater_blightedvillage_50382,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,150,true,true,,,,,crater_blightedvillage_50382_discovered,crater_blightedvillage_50382_charted,crater_blightedvillage_50382,Music_POI,,false,Bile Dust,,,,,,,,,,
50383,@ui_poi_crater_blightedvillage_50383,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_village.png,,150,true,true,,,,,crater_blightedvillage_50383_discovered,crater_blightedvillage_50383_charted,crater_blightedvillage_50383,Music_POI,,false,Valhalla,,,,,,,,,,
50384,@ui_poi_crater_corruptedwall_50384,,,,true,LyShineUI/Images/Map/Icon/POIs/DamnedCapitalCity.png,,150,true,true,,,,,crater_corruptedwall_50384_discovered,crater_corruptedwall_50384_charted,crater_corruptedwall_50384,Music_POI,,false,@ui_poi_crater_corruptedwall_50384,,,,,,,,,,
50389,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_50389_charted,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,
50390,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_50390_charted,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,
50385,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_50385_charted,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,,
50387,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_50387_charted,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,,
50386,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50386_charted,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,
50388,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50388_charted,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,
50391,@ui_poi_bear_den_50391,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,100,true,true,,,,,bear_den_50391_discovered,bear_den_50391_charted,bear_den_50391,Music_POI,bear_den,false,Gren's Place,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,,,,
50392,@ui_poi_soulwarden_camp_50392,,,,true,LyShineUI\Images\Map\Icon\outpost.png,,150,true,true,,,,,soulwarden_camp_50392_discovered,soulwarden_camp_50392_charted,soulwarden_camp_50392,Music_POI,camp,false,Fort Alazar,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_fortress8.png,,,,,,
50393,@ui_poi_factionarea_50393,,,,true,,,60,false,true,,,,,,factionarea_50393_charted,factionarea_50393,Music_POI,factionarea,true,Faction Area,,,,,,,,,,
50394,@ui_poi_factionarea_50394,,,,true,,,60,false,true,,,,,,factionarea_50394_charted,factionarea_50394,Music_POI,factionarea,true,Faction Area,,,,,,,,,,
50395,@ui_poi_factionarea_50395,,,,true,,,60,false,true,,,,,,factionarea_50395_charted,factionarea_50395,Music_POI,factionarea,true,Faction Area,,,,,,,,,,
50396,@ui_poi_spiritshrine_01_50396,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_01_50396_charted,spiritshrine_01_50396,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50397,@ui_poi_spiritshrine_02_50397,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_02_50397_charted,spiritshrine_02_50397,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50398,@ui_poi_spiritshrine_02_50398,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_02_50398_charted,spiritshrine_02_50398,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50399,@ui_poi_yeti_50399,,,,true,LyShineUI/Images/Map/Icon/POIs/event_cave.png,,150,true,true,,,,,yeti_50399_discovered,yeti_50399_charted,yeti_50399,Music_POI,cave_ice,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_icecave.png,,,,,,
