TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GroupSize,GameMode,UnchartedIcon,EventId
40287,@ui_poi_keep_40287,,,,true,LyShineUI/Images/Map/Icon/POIs/castle.png,,150,true,true,,,,,keep_40287_discovered,keep_40287_charted,keep_40287,Music_POI,camp,0,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_varangian.png,,,,
40288,@ui_poi_stockpile_40288,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,100,true,true,,,,,stockpile_40288_discovered,stockpile_40288_charted,stockpile_40288,Music_POI,bastion,0,Stockpile,"Undead,Pirate",17-19,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,
40289,@ui_poi_abandoned_village_40289,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,abandoned_village_40289_discovered,abandoned_village_40289_charted,abandoned_village_40289,Music_POI,farm,0,Lugdunum Fields,"Lost,Withered",17-18,3,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_farm.png,,,,
40290,@ui_poi_armory_40290,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort.png,,150,true,true,,,,,armory_40290_discovered,armory_40290_charted,armory_40290,Music_POI,farm,0,Ebonrock Armory,Corrupted,20-21,3,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_ebonrock_armory.png,,,,
40291,@ui_poi_tomb_40291,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,tomb_40291_discovered,tomb_40291_charted,tomb_40291,Music_POI,ancient_ruins,0,Tomb of the Old Warrior,Ancient,16-17,3,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_old_warrior.png,,,,
40292,@ui_poi_marauderenclave_40292,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,,100,true,true,,,,,marauderenclave_40292_discovered,marauderenclave_40292_charted,marauderenclave_40292,Music_POI,Music_POI,camp,0,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,
40293,@ui_poi_spiritshrine_03_40293,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,true,true,,,,,spiritshrine_03_40293_discovered,spiritshrine_03_40293_charted,spiritshrine_03_40293,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40294,@ui_poi_syndicateenclave_40294,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,,150,true,true,,,,,syndicateenclave_40294_discovered,syndicateenclave_40294_charted,syndicateenclave_40294,Music_POI,Music_POI,camp,0,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,
40295,@ui_poi_spiritshrine_04_40295,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,true,true,,,,,spiritshrine_04_40295_discovered,spiritshrine_04_40295_charted,spiritshrine_04_40295,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40296,@ui_poi_spiritshrine_05_40296,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_05_40296_charted,spiritshrine_05_40296,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40297,@ui_poi_spiritshrine_06_40297,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_06_40297_charted,spiritshrine_06_40297,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40298,@ui_poi_abandoned_farm_village_40298,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,400,true,true,,,,,abandoned_farm_village_40298_discovered,abandoned_farm_village_40298_charted,abandoned_farm_village_40298,Music_POI,farm,0,The Spread,Corrupted,24-25,8,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_spread.png,,,,
40299,@ui_poi_abandoned_fishing_village_40299,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,150,true,true,,,,,abandoned_fishing_village_40299_discovered,abandoned_fishing_village_40299_charted,abandoned_fishing_village_40299,Music_POI,abandoned_village,0,Meadow Lake Fishery,Corrupted,23-24,6,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,
