StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,ShowTextInRemoteDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,UseLightweightReplication,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierBasePercent,HealthModifierDamageBased,ModDmgBasedMultValue_ForTooltip,UseHealScalingValue,HealScalingValueMultiplier,ShowUiDamageNumbersOnHeal,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,ConsumableHealMod,NonConsumableHealMod,DmgPctToHealthHealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,AlwaysReplicate,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,LootTags,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSAcid,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction,ApplicationCooldown,SourceRuneChargeOnApply,SourceRuneChargeOnTick,SourceRuneChargeOnHealthChangeOnly,DamageSplitTaken,DamageSplitTakenBySource,SourceAttributeBasedDurationScalings,DurationAttbScalingMaxValue,SourceAttributeBasedPotencyScalings,PotencyAttbScalingMaxValue,PreventMirrorBeams,LinkedBeamStackThreshold,LinkedBeamName
Status_Flail_Trip_Fortify,@Status_Fortify,@Status_Fortify_description,Buff+ArmorFortify,lyshineui/images/status/SE_FortifyT1.png,true,false,,StatFX_Fortify_ON,,,,,,,,,,5,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_DefensiveStrike_Reinforced,@Status_Flail_Reinforced_DisplayName,@Status_Flail_Reinforced_description,Buff+ArmorFortify,lyshineui/images/status/SE_FortifyT1.png,true,true,,StatFX_Fortify_ON,,,,,,,,,,8,1,,,,,3,OnHitTaken,true,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,false,,false,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_DefensiveStrike_BlockTracker,,,Tracker,,,,,,,,,,,true,,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,false,1,,,,,,,,,3,3,false,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_DefensiveStrike_Upgrade_Absorption,@Status_Fortify,@Status_Fortify_description,NonDispellableBuff+Fortify,lyshineui/images/status/Temp_Drink_ResistMagic.png,true,false,,,,,,,,,,,false,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,false,false,false,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_DefensiveStrike_Upgrade_Empower,@Status_Flail_DefensiveStrike_AllyBuff,@Status_Flail_DefensiveStrike_AllyBuff_description,NonDispellableBuff+Empower,lyshineui/images/status/SE_AttackDMG.png,true,false,,StatFX_Empower_ON,,,,,,,,,false,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,8,false,false,false,1,,false,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Passive_OnHitLowHP_Anointed,@MaxHealthPassive_DisplayName,@MaxHealthPassive_Description,Buff+Anointed,lyshineui/images/status/SE_MaxHealthIncreaseT1.png,true,false,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,0,0.05,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,"Focus:5,500,0.0,3.0",0.2,,,
Status_Flail_Passive_OnHitLowHP_Haste,@Status_Haste,@Status_Haste_description,Buff+Haste,lyshineui/images/status/SE_Haste.png,true,false,,StatFX_Haste_ON,,,,,false,,,,,3,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,false,,,0.1,0.1,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Passive_AfterAbilityHeavy,,,Tracker,,,,,,,,,,,true,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,false,1,,,,,,,,,3,3,false,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Passive_Exhaust,@Status_Exhaust,@Status_Exhaust_Description,Debuff+Debiliate+Exhaust,lyshineui/images/status/SE_ExhaustT1.png,true,true,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,-0.15,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Passive_BlockedHit_DurStacking,@Status_Flail_BlockingHit_DurStack_DisplayName,@Status_Flail_BlockingHit_DurStack_Description,Tracker,lyshineui/images/status/SE_Stoneform.png,true,false,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,true,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Passive_NearbyAlly_Empower,@Status_Empower,@Status_Empower_description,Buff+Empower,lyshineui/images/status/SE_EmpowerT1.png,true,false,,StatFX_Empower_ON,,,,,,,,,,5,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,15,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Ultimate_HealChainTrigger,,,,,,false,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spell_Flail_Ultimate_ChainHeal,false,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,false,,,,,,,,,,3,3,false,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Ultimate_HealChain,,,,,,false,,Perk_Chain_Arcane,,,,,,,,,,0.1,1,,,,,,,,,,,,,,,,,,,,0.5,,true,,,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,false,,,,,,,,,,3,3,false,,,,,,,,,,false,,,0.1,,true,,,,,,,,,
Status_Flail_Ultimate_HealOverTime,@Status_Flail_Ultimate_Healing_DisplayName,@Status_Flail_Ultimate_Healing_Description,Heal+NonDispellableBuff,lyshineui/images/status/SE_HealT1.png,true,false,,POTION_Heal,,,,,,,,,true,-1,3,true,,,,,,,,,,0.2,,,,,,,,,0.16,,true,,false,,,,,,,,,,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,false,1,,,,,,,,,3,3,false,,,,,,,,,,false,,,0.1,,true,,,,,,,,,
Status_Flail_Ultimate_AllyDamageSplit_NearbyCheck,,,Tracker,,false,false,,,,,,,,false,false,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,false,false,false,1,,false,,,,,,,,,,3,3,false,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Ultimate_AllyDamageSplit,@Status_Flail_AllyDamageSplit_Ally_DisplayName,@Status_Flail_AllyDamageSplit_Ally_Description,AllyDamageSplit,lyshineui/images/status/SE_Flail_UltimateT1.png,true,true,false,Perk_Chain_Arcane,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,false,false,false,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,10,,,,0.5,0.35,,,,,true,1,AllyConnectLink
Status_Flail_Ultimate_AllyDamageSplit_SelfNotification,@Status_Flail_AllyDamageSplit_Self_DisplayName,@Status_Flail_AllyDamageSplit_Self_Description,AllyDamageSplit,lyshineui/images/status/SE_Flail_UltimateBuffT1.png,true,true,false,Perk_Chain_Arcane,,,,,,false,false,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,false,false,false,1,,false,,,,,,,,,,3,3,false,,,,,,,,,,,,10,,,,,,,,,,,,
Status_Flail_Ultimate_AllyDamageSplit_Tracker,,,Tracker,,false,false,,,,,,,,false,true,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,false,false,false,1,,false,,,,,,,,,,3,3,false,,,,,,,,,,,,,,,,,,,,,,,,
Status_Flail_Slam_Buff,,,,,,,,Status_Flail_Slam_Buff_ON,Status_Flail_Slam_Buff_OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
