StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,UseLightweightReplication,PotencyPerLevel,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,ShowUiDamageNumbersOnHeal,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,EXPFishing,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveEffectModsOnInactive,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,LootTags,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction ,ItemLootVolumeMods,ApplicationCooldown
GrandPotionEncumbrance,@GrandPotionEncumbrance_DisplayName,@GrandPotionEncumbrance_Tooltip,Boost,lyshineui/images/status/SE_IncreaseEncumberLimitT4.png,true,true,,,,,,,,true,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostFireAbsT3,@PotionBoostFireAbsT3_DisplayName,@PotionBoostFireAbsT3_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_FireAbsT1.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostFireAbsT4,@PotionBoostFireAbsT4_DisplayName,@PotionBoostFireAbsT4_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_FireAbsT2.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostFireAbsT5,@PotionBoostFireAbsT5_DisplayName,@PotionBoostFireAbsT5_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_FireAbsT3.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostArcaneAbsT3,@PotionBoostArcaneAbsT3_DisplayName,@PotionBoostArcaneAbsT3_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_MagicAbsT1.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostArcaneAbsT4,@PotionBoostArcaneAbsT4_DisplayName,@PotionBoostArcaneAbsT4_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_MagicAbsT2.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostArcaneAbsT5,@PotionBoostArcaneAbsT5_DisplayName,@PotionBoostArcaneAbsT5_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_MagicAbsT3.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostNatureAbsT3,@PotionBoostNatureAbsT3_DisplayName,@PotionBoostNatureAbsT3_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_MagicAbsT1.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostNatureAbsT4,@PotionBoostNatureAbsT4_DisplayName,@PotionBoostNatureAbsT4_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_MagicAbsT2.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostNatureAbsT5,@PotionBoostNatureAbsT5_DisplayName,@PotionBoostNatureAbsT5_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_MagicAbsT3.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostLightningAbsT3,@PotionBoostLightningAbsT3_DisplayName,@PotionBoostLightningAbsT3_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_LightningAbsT1.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostLightningAbsT4,@PotionBoostLightningAbsT4_DisplayName,@PotionBoostLightningAbsT4_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_LightningAbsT2.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostLightningAbsT5,@PotionBoostLightningAbsT5_DisplayName,@PotionBoostLightningAbsT5_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_LightningAbsT3.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostVoidAbsT3,@PotionBoostVoidAbsT3_DisplayName,@PotionBoostVoidAbsT3_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_VoidAbsT1.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostVoidAbsT4,@PotionBoostVoidAbsT4_DisplayName,@PotionBoostVoidAbsT4_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_VoidAbsT2.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionBoostVoidAbsT5,@PotionBoostVoidAbsT5_DisplayName,@PotionBoostVoidAbsT5_Tooltip,DefBoost+Fortify+FoodUtility,lyshineui/images/status/SE_VoidAbsT3.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
PotionGypsumYellow,@PotionGypsumYellow_MasterName,@PotionGypsumYellow_Description,,lyshineui/images/status/SE_PotionGypsumYellow.png,true,true,,,,,,,,true,,7200,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,GypsumYellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,3,3,true,,,,,,,,,,,,,
eating,@eating_DisplayName,@eating_Description,,lyshineui/images/status/Temp_Potion_RegenHealth.png,,false,,,,,,,,true,,-1,1,,,,,0,,,,,,,,,,,1,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,
drinking,@drinking_DisplayName,@drinking_Description,,,,false,,,,,,,,true,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,
feasting,@feasting_DisplayName,@feasting_Description,,,,false,,,,,,,,true,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,
RespecAttributes,,,,,,false,POTION_Cure,,,,,,,true,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,
RespecSkill,,,,,,false,POTION_Cure,,,,,,,true,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,
EatRawFood,@FoodInitialRecoveryT1_Mastername,@EatRawFood_Description,FoodInitialRecovery+Food,lyshineui/images/status/SE_HealT3.png,true,false,,,,,,,,true,,10,1,,,,,1,OnHitTaken,,,,,,,,,,20,,0,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,
FoodInitialRecoveryT1,@FoodInitialRecoveryT1_Mastername,@FoodInitialRecoveryT1_Description,FoodInitialRecovery+Food,lyshineui/images/status/SE_HealT3.png,true,true,,,,,,,,true,,20,1,,,,,1,OnHitTaken,,,,,,,,,,40,,0,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,
FoodInitialRecoveryT2,@FoodInitialRecoveryT2_Mastername,@FoodInitialRecoveryT2_Description,FoodInitialRecovery+Food,lyshineui/images/status/SE_HealT3.png,true,true,,,,,,,,true,,20,1,,,,,1,OnHitTaken,,,,,,,,,,60,,0,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,
FoodInitialRecoveryT3,@FoodInitialRecoveryT3_Mastername,@FoodInitialRecoveryT3_Description,FoodInitialRecovery+Food,lyshineui/images/status/SE_HealT3.png,true,true,,,,,,,,true,,20,1,,,,,1,OnHitTaken,,,,,,,,,,100,,0,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,
FoodInitialRecoveryT4,@FoodInitialRecoveryT4_Mastername,@FoodInitialRecoveryT4_Description,FoodInitialRecovery+Food,lyshineui/images/status/SE_HealT3.png,true,true,,,,,,,,true,,20,1,,,,,1,OnHitTaken,,,,,,,,,,150,,0,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,
FoodInitialRecoveryT5,@FoodInitialRecoveryT5_Mastername,@FoodInitialRecoveryT5_Description,FoodInitialRecovery+Food,lyshineui/images/status/SE_HealT3.png,true,true,,,,,,,,true,,20,1,,,,,1,OnHitTaken,,,,,,,,,,220,,0,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,
FoodRecoveryT1,@FoodRecoveryT1_Mastername,@FoodRecoveryT1_Description,Recovery+PassiveFoodRegen+FoodUtility+Food,lyshineui/images/status/SE_WellFed.png,true,true,,,,,,,,,,1200,2.5,,,,,0,,,,,,,,,,,0,,0.01,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,false,,,,,,,,,,3,3,,,,,,,,,,,,,,1
FoodRecoveryT2,@FoodRecoveryT2_Mastername,@FoodRecoveryT2_Description,Recovery+PassiveFoodRegen+FoodUtility+Food,lyshineui/images/status/SE_WellFed.png,true,true,,,,,,,,,,1500,2.5,,,,,0,,,,,,,,,,,0,,0.01,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,false,,,,,,,,,,3,3,,,,,,,,,,,,,,1
FoodRecoveryT3,@FoodRecoveryT3_Mastername,@FoodRecoveryT3_Description,Recovery+PassiveFoodRegen+FoodUtility+Food,lyshineui/images/status/SE_WellFed.png,true,true,,,,,,,,,,1800,2.5,,,,,0,,,,,,,,,,,0,,0.01,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,false,,,,,,,,,,3,3,,,,,,,,,,,,,,1
FoodRecoveryT4,@FoodRecoveryT4_Mastername,@FoodRecoveryT4_Description,Recovery+PassiveFoodRegen+FoodUtility+Food,lyshineui/images/status/SE_WellFed.png,true,true,,,,,,,,,,2100,2.5,,,,,0,,,,,,,,,,,0,,0.01,,,,false,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,,1,,false,,,,,,,,,,3,3,,,,,,,,,,,,,,1
