StatusID,DisplayName,Description,Notes,WindowHeader,RankSorting,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,IsTrueDamage,DamageSkipsDeathsDoor,Health,HealthMin,HealthMinPercent,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,DontApplyOnEndEffectOnRemove,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction,LocTextTagForDeathRecap,ExpansionForDeathRecap,ObjectiveLocTextTagForDeathRecap,SourceRuneChargeOnHealthChangeOnly,PreventMirrorBeams,LinkedBeamStackThreshold,LinkedBeamName,IsServerOnly
AI_DPTank_SandDevil_Bleed_Axe,@AI_DPTank_SandDevil_Bleed_Axe_DisplayName,@AI_DPTank_SandDevil_Bleed_Axe_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,StatFX_Wound_ON,StatFX_Wound_OFF,,,,,,,,20,4,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,Slash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_SandDevil_Rend_Cyclone,@AI_DPTank_SandDevil_Rend_Cyclone_DisplayName,@AI_DPTank_SandDevil_Rend_Cyclone_Tooltip,,,,Debuff+Rend+Debilitate,lyshineui/images/status/SE_RendT5.png,true,false,StatFX_Rend_ON,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_SandDevil_Bleed_Cyclone,@AI_DPTank_SandDevil_Bleed_Cyclone_DisplayName,@AI_DPTank_SandDevil_Bleed_Cyclone_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,StatFX_Wound_ON,StatFX_Wound_OFF,,,,,,,,30,5,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,Slash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_WorldSplitter_Bleed_01,@AI_DPTank_WorldSplitter_Bleed_01_DisplayName,@AI_DPTank_WorldSplitter_Bleed_01_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,Thrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_WorldSplitter_Bleed_02,@AI_DPTank_WorldSplitter_Bleed_02_DisplayName,@AI_DPTank_WorldSplitter_Bleed_02_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,-0.015,,,,,,Thrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_WorldSplitter_Bleed_03,@AI_DPTank_WorldSplitter_Bleed_03_DisplayName,@AI_DPTank_WorldSplitter_Bleed_03_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,Thrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_WorldSplitter_Bleed_04,@AI_DPTank_WorldSplitter_Bleed_04_DisplayName,@AI_DPTank_WorldSplitter_Bleed_04_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,-0.025,,,,,,Thrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_DPTank_WorldSplitter_Bleed_05,@AI_DPTank_WorldSplitter_Bleed_05_DisplayName,@AI_DPTank_WorldSplitter_Bleed_05_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,false,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,-0.03,,,,,,Thrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Bleed_9,@AI_Bleed_9_DisplayName,@AI_Bleed_9_Tooltip,,,,Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,true,true,StatFX_Wound_ON,StatFX_Wound_OFF,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,-0.015,-0.05,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Burn_9,@AI_Burn_9_DisplayName,@AI_Burn_9_Tooltip,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT3.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,-0.075,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Anubian_Burn_9,@AI_Anubian_Burn_9_DisplayName,@AI_Anubian_Burn_9_Tooltip,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT3.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Anubian_Boss_Burn_9,@AI_Anubian_Boss_Burn_9_DisplayName,@AI_Anubian_Boss_Burn_9_Tooltip,,,,Burn+Dot+BossDebuff,lyshineui/images/status/SE_BurnT3.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,-0.04,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Poison_Pool,@AI_Poison_Pool_DisplayName,@AI_Poison_Pool_Tooltip,,,,Debuff+Poison+Dot+BossDebuff,lyshineui/images/status/SE_PoisonT2.png,true,true,StatFX_Poison_ON,StatFX_Poison_OFF,,,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,-0.025,-0.045,,,,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Poison_55,@AI_Poison_55_DisplayName,@AI_Poison_55_Tooltip,,,,Debuff+Poison+Dot+BossDebuff,lyshineui/images/status/SE_PoisonT2.png,true,true,StatFX_Poison_ON,StatFX_Poison_OFF,,,,,,,,20,2,,,,,,,,,,,,,,,,,,,,-0.02,-0.04,,,,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Root_4sec,@AI_Root_4sec_DisplayName,@AI_Root_4sec_Tooltip,,,,Debuff+Root+CC,lyshineui/images/status/SE_Root.png,true,true,StatFX_Root_ON,StatFX_Root_OFF,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
Root_Forever,@Root_Forever_DisplayName,@Root_Forever_Tooltip,,,,Debuff+Root+CC,lyshineui/images/status/SE_Root.png,true,true,StatFX_Root_ON,StatFX_Root_OFF,,,,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
Silent_Root_Forever,@Silent_Root_Forever_DisplayName,@Silent_Root_Forever_Tooltip,,,,AI_Neutral,,false,false,,,,,,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Snare_30percent_3sec,@AI_Snare_30percent_3sec_DisplayName,@AI_Snare_30percent_3sec_Tooltip,,,,Debuff+Slow+CC,lyshineui/images/status/SE_SlowT3.png,true,true,StatFX_Slow_ON,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.3,-0.3,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Snare_2sec,@AI_Snare_2sec_DisplayName,@AI_Snare_2sec_Tooltip,,,,Debuff+Slow+CC,lyshineui/images/status/SE_SlowT2.png,true,true,StatFX_Slow_ON,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.5,-0.5,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Snare_4sec,@AI_Snare_4sec_DisplayName,@AI_Snare_4sec_Tooltip,,,,Debuff+Slow+CC,lyshineui/images/status/SE_SlowT3.png,true,true,StatFX_Slow_ON,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.5,-0.5,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Snare_6sec,@AI_Snare_6sec_DisplayName,@AI_Snare_6sec_Tooltip,,,,Debuff+Slow+CC,lyshineui/images/status/SE_SlowT3.png,true,true,StatFX_Slow_ON,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.5,-0.5,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Rend,@AI_Rend_DisplayName,@AI_Rend_Tooltip,,,,Debuff+Rend+Debilitate+BossDebuff,lyshineui/images/status/SE_RendT3.png,true,true,StatFX_Rend_ON,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_Weaken,@AI_Weaken_DisplayName,@AI_Weaken_Tooltip,,,,Debuff+Weaken+Debilitate,lyshineui/images/status/SE_WeakenT3.png,true,true,StatFX_Weaken_ON,,,,,,,,,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_Disease,@AI_Disease_DisplayName,@AI_Disease_Tooltip,,,,Debuff+Disease+Debilitate,lyshineui/images/status/SE_DiseaseT2.png,true,true,StatFX_Disease_ON,StatFX_Disease_OFF,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
AI_Disease_GraveDigger,@AI_Disease_DisplayName,@AI_Disease_Tooltip,,,,,,,false,Siphon_Damage_ON,Siphon_Damage_OFF,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,
AI_Silence_6sec,@AI_Silence_6sec_DisplayName,@AI_Silence_6sec_Tooltip,,,,Debuff+Silence+CC,lyshineui/images/status/SE_Silence.png,true,true,StatFX_Silence_ON,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Stun_2sec,@AI_Stun_2sec_DisplayName,@AI_Stun_2sec_Tooltip,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,2,0,,,,,1,OnHitTaken,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Stun_4sec,@AI_Stun_4sec_DisplayName,@AI_Stun_4sec_Tooltip,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,4,0,,,,,1,OnHitTaken,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Stun_6sec,@AI_Stun_6sec_DisplayName,@AI_Stun_6sec_Tooltip,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,6,0,,,,,1,OnHitTaken,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Stun_10sec,@AI_Stun_10sec_DisplayName,@AI_Stun_10sec_Tooltip,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,10,0,,,,,1,OnHitTaken,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_VoidDMG_OneShot,,,,,,,,,false,,,,,,,,,,0.1,0.5,,,,,0,,,,,,,,,,,,,,,,-0.3,,,,,Corruption,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
