StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction 
PreventResuscitateTimer,@Status_Timer,,,,false,false,,,,,,,,,,900,0,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,false,,,,,,,,,,,
LifeStaff_HighHealth_MagicDmgBonus,@LifeStaff_LowHealth_MagicDmgBonus_DisplayName,@LifeStaff_LowHealth_MagicDmgBonus_Description,,lyshineui/images/status/SE_EmpowerT2.png,true,true,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.1,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,true,,,,,,,,,,,
MassRezTimer,@Status_Timer,@MassRezTimer_Description,,lyshineui/images/status/SE_DiseaseT1.png,true,false,,,,,,,,,,900,0,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,true,,,,,,,,,,,
LifeResuscitateTimer,@Status_Timer,@ResuscitateTimer_Description,,lyshineui/images/status/SE_DiseaseT1.png,true,false,,,,,,,,,,900,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,true,,,,,,,,,,,
LifeStaff_MR_Victim_Effect,,,,,false,false,,,,,,,,,,5,1.1,,,,,0,,,,,,,,,,,,,0.99,0.8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,0,,,,War_Heal,50,LifeMagicAbilityTable,,,false,,,,,,,,,,,
LifeStaff_MR_Victim_Effect_Active,,,,,false,false,MassRez_Revive,,,,,,,,,5,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,false,,,,,,,,,,,
AncientGuardianTimer,@AncientGuardianTimer_DisplayName,@AncientGuardianTimer_Description,,lyshineui/images/status/SE_DiseaseT1.png,true,false,,,,,,,,,,900,0,,,,,0,,,,,,,,,,,500,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,true,,,,,,,,,,,
LifeStaff_DivineEmbrace_Heal,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.6,,,,,0,,0,1.2,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
LifeStaff_DivineEmbrace_Heal_Upgrade,,,Heal,lyshineui/images/status/SE_HealT5.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.6,,,,,0,,0,1.8,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
LifeStaff_DivineEmbrace_Cast_Spell,,,Heal,lyshineui/images/status/SE_HealT5.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,LifeStaff_TouchOfLight_Target_Ally_Heal,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Ability_Lifestaff_OrbofProtection,@Status_Fortify,@Status_Ability_Lifestaff_OrbofProtection_description,Buff+Fortify+LifestaffBuff,lyshineui/images/status/SE_FortifyT3.png,true,true,StatFX_Fortify_ON,,,,,,,,,20,40,,,,,,,,,,,0.4,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,1,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,
Status_Ability_Lifestaff_OrbofProtection_Heal,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,0.08,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Ability_Lifestaff_OrbofProtection_HealoverTime,@Status_Recovery,@Status_HealOverTimeNonCombat_Description,Buff+Heal+LifestaffBuff,lyshineui/images/status/SE_HealT1.png,true,true,POTION_Heal,,,,,,,,,10,1,,,,,0,,,,,,0.5,,,,,0,,0,0.06,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1,,1,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Ability_Lifestaff_DivineEmbrace,@Status_Recovery,,Heal,lyshineui/images/status/SE_HealT4.png,true,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,1.2,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,true,,,,,,,,,,,
Status_Passive_Lifestaff_Healing_HealOnLight,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,0.16,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Passive_Lifestaff_Healing_RemoveOnHeavy,,,Removal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Upgrade_Lifestaff_OrbofProtection_Dmg,@Status_Empower,@Status_Upgrade_Lifestaff_OrbofProtection_Dmg_description,Buff+Empower+LifestaffBuff,lyshineui/images/status/SE_EmpowerT1.png,true,true,StatFX_Fortify_ON,,,,,,,,,20,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,30,,,TRUE,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,
Status_Passive_Lifestaff_Protection_HealingOnDodge,@Status_Passive_Lifestaff_Protection_HealingOnDodge_displayName,@Status_Passive_Lifestaff_Protection_HealingOnDodge_description,Buff+Haste+LifestaffBuff,lyshineui/images/status/SE_HealT2.png,true,false,POTION_Heal,,,,,,,,,5,1,,,,,,,,,,,,,,,,0,,0,,,0.2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,1,,1,,,,,,,,,,2,2,,,,,,,,,,,,
Status_Passive_Lifestaff_Protection_HasteWhenLow,@Status_Haste,@Status_Passive_Lifestaff_Protection_HasteWhenLow_description,Buff+Haste+LifestaffBuff,lyshineui/images/status/SE_Haste.png,true,true,StatFX_Haste_ON,,,,,,,,,5,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,,1,1,,0.1,0.1,,,,,,2,2,,,,,,,,,,,,
Status_Passive_Lifestaff_Protection_HasteWhenLow_Timer,@Status_Timer,@Status_Passive_Lifestaff_Protection_HasteWhenLow_Timer_description,Timer,lyshineui/images/status/SE_PlaceholderTimer.png,true,false,,,,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,2,2,false,,,,,,,,,,,
Status_LifeStaff_SplashofLight,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.2,,,,,0,,0,0.6,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Passive_Lifestaff_Healing_HealingBuffonBasic,@Status_Fortify,@Status_Passive_Lifestaff_Healing_HealingBuffonBasic_description,Buff+Fortify+LifestaffBuff,lyshineui/images/status/SE_HealT2.png,true,true,,,,,,,,,,10,,,,,,,,,,,,0.5,,,,,,,0,,,0.1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,1,3,,1,3,,,,,,,,,2,2,true,,,,,,,,,,,
Status_Ability_Lifestaff_LightsEmbrace,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,0.8,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_LifeStaff_DivineEmbrace_Cast_Spell,,,Heal,lyshineui/images/status/SE_HealT5.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,Spell_LifeStaff_DivineEmbrace_HealAlly,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_LifeStaff_DivineEmbrace_Cast_Spell2,,,Heal,lyshineui/images/status/SE_HealT5.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,Spell_LifeStaff_DivineEmbrace_HealAlly2,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Upgrade_Lifestaff_Protection_GiveStam,,,,,,false,,,,,,,,,,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Status_Ultimate_Healing,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,0.8,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Ability_Lifestaff_LightsEmbrace_perBuff,,,Heal,lyshineui/images/status/SE_HealT4.png,false,false,POTION_Heal,,,,,,,,,1,2,,,,,0,,,,,,0.5,,,,,0,,0,0.16,true,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,LifeMagicAbilityTable,,,false,,,,,,,,,,,
Status_Ability_Lifestaff_SacredGround,@Status_Ability_Lifestaff_SacredGround,@Status_Ability_Lifestaff_SacredGround_description,Heal+LifestaffBuff,lyshineui/images/status/SE_HealT1.png,true,true,POTION_Heal_Loop,,,,,,,,true,12,1,,,,,0,,,,,,0.2,,,,,0,,0,0.16,true,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,1,,1,,,,,,,,50,LifeMagicAbilityTable,2,2,true,,,,,,,,,,,
Status_Ability_Lifestaff_SacredGround_Upgrade,@Status_Ability_Lifestaff_SacredGround,@Status_Ability_Lifestaff_SacredGround_Upgrade_description,Heal+LifestaffBuff,lyshineui/images/status/SE_HealT1.png,false,false,POTION_Heal_Loop,,,,,,,,true,12,1,,,,,0,,,,,,0.2,,,,,0,,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,1,,1,,,,,,,,50,LifeMagicAbilityTable,2,2,false,,,,,,,,,,,
Status_Ability_Lifestaff_SacredGround_Upgrade2,@Status_Ability_Lifestaff_SacredGround,@Status_Ability_Lifestaff_SacredGround_Upgrade2_description,Heal+LifestaffBuff,lyshineui/images/status/SE_HealT1.png,false,false,POTION_Heal_Loop,,,,,,,,true,12,1,,,,,0,,,,,,0.2,,,,,0,,0,,,,,,,,,,,,,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,1,,1,,,,,,,,50,LifeMagicAbilityTable,2,2,false,,,,,,,,,,,
Status_Passive_Lifestaff_Protection_FortifyOnBasic,@Status_Fortify,@Status_Ability_Lifestaff_OrbofProtection_description,Buff+Fortify+LifestaffBuff,lyshineui/images/status/SE_FortifyT3.png,true,false,StatFX_Fortify_ON,,,,,,,,,3,21,,,,,,,,,,,0.4,,,,,1,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,1,,1,,,,,,,,,,2,2,true,,,,,,,,,,,
