StatusID,DisplayName,Description,Notes,WindowHeader,RankSorting,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PauseInGameModesList,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,IsTrueDamage,DamageSkipsDeathsDoor,Health,HealthMin,HealthMinPercent,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,DontApplyOnEndEffectOnRemove,CastSpell,AlwaysCastSpellToDefaultTargets,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnDeathsDoorRevive,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction,LocTextTagForDeathRecap,ExpansionForDeathRecap,ObjectiveLocTextTagForDeathRecap,SourceRuneChargeOnHealthChangeOnly,PreventMirrorBeams,LinkedBeamStackThreshold,LinkedBeamName,IsServerOnly,AlwaysReplicate,ApplicationCooldown
AI_IoN_Lost_Thorpe_ImpalingMistlock_Root,@AI_IoN_Lost_Thorpe_ImpalingMistlock_Root_DisplayName,@AI_IoN_Lost_Thorpe_ImpalingMistlock_Root_Tooltip,,,,NonDispellableDebuff+CC+PlayerOnly,lyshineui/images/status/SE_Root.png,true,true,Impaling_Mistlock_Root_ON,Impaling_Mistlock_Root_OFF,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_ImpalingMistlock_Checker,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ThorpeOnly,,false,false,,,,,,,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,AI_IoN_LostThorpe_ImpalingMistlock_Checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_ImpalingMistlock_Tag,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ThorpeOnly,,false,false,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_RelicChannel_Checker,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ThorpeOnly,lyshineui/images/status/SE_EmpowerT1.png,false,false,,,,,,,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_RelicChannel_Empower,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ThorpeOnly,lyshineui/images/status/SE_FortifyT3.png,false,false,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,5,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_NoRunNoDodge_4sec,@AI_IoN_Lost_Thorpe_NoRunNoDodge_4sec_DisplayName,@AI_IoN_Lost_Thorpe_NoRunNoDodge_4sec_Tooltip,,,,NonDispellableDebuff+CC+Slow+PlayerOnly,lyshineui/images/status/SE_SlowT3.png,true,true,StatFX_Slow_ON,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,,1,1,1,1,1,,,,,AI_LostThorpe_BumpNoBearer_Immunity,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_TempPlayerInvulnerability,@CommonBlank,@CommonBlank,,,,Buff+PlayerOnly,,false,false,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_RelicChannel_50percent,@CommonBlank,@CommonBlank,,,,BossDebuff+PlayerOnly,,false,false,,,,,,,,,,,0.5,1,0,,,false,,,,,,,,,,,true,,,,,-0.5,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,Immortal+Uninterruptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0,1,1,1,false,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_IoN_Lost_Thorpe_RelicChannel_80percent,@CommonBlank,@CommonBlank,,,,BossDebuff+PlayerOnly,,false,false,,,,,,,,,,,0.5,1,0,,,false,,,,,,,,,,,true,,,,,-0.8,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,Immortal+Uninterruptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0,1,1,1,false,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_IoN_Lost_Thorpe_Rend10Percent,@AI_IoN_Lost_Thorpe_Rend10Percent_DisplayName,@AI_IoN_Lost_Thorpe_Rend10Percent_Tooltip,,,,Debuff+Rend+Debilitate+PlayerOnly,lyshineui/images/status/SE_RendT3.png,true,true,StatFX_Rend_ON,,,,,,,,,,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,false,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_SoulSummonClone,@CommonBlank,@CommonBlank,,,,AI_Neutral+SoulOnly,,false,false,,,,,,,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_IoN_Lost_Thorpe_SoulSoulSummonClone_Clear,@CommonBlank,@CommonBlank,,,,AI_Neutral+SoulOnly,,false,false,,,,,,,,,,,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,false,,,,,AI_IoN_Lost_Thorpe_SoulSummonClone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_IoN_BossSoul_Invulnerability,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+SoulOnly,,false,false,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,,,,,,,,,,,,,Stun+Slow+Root+Silence+Rend+Weaken+Disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_RelicRecallSuccess_Checker,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ManagerOnly,,false,false,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_RelicRecallFail_Checker,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ManagerOnly,,false,false,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SpearBearerAlive_Checker,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+RelicOnly,,false,false,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_PhaseTransition_Checker,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+ManagerOnly,,false,false,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,true,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SpearCollectImmunity,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+PlayerOnly,,false,false,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,AI_LostThorpe_RemoveRelicCollectionSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0,0,false,,,,,,,,,,,,,,,,,,,,,
AI_IoN_ShadowClone_DeathTimer,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+CloneOnly,lyshineui/images/status/SE_FortifyT1.png,true,true,,,,,,,,,,,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_ShadowClone_SelfDestruct,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_IoN_ShadowClone_SelfDestruct,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+CloneOnly,lyshineui/images/status/SE_BurnT5.png,true,true,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,1,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineGuards_SelfDestruct,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,true,true,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,-999999,,,-999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,1,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineGuards_PreProxy,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_NearbyCheck,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_PoisonT2.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_FullSquad,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_HealT2.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_SmallSquad,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_SlowT2.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_Fortify1,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+Fortify,lyshineui/images/status/SE_FortifyT1.png,true,true,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_Fortify2,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+Fortify,lyshineui/images/status/SE_FortifyT2.png,true,true,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,0.75,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_Fortify3,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+Fortify,lyshineui/images/status/SE_FortifyT3.png,true,true,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuards_Signature_Fortify,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+Fortify,lyshineui/images/status/SE_FortifyT3.png,true,true,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_Combo_1,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_Combo_2,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_Combo_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_Combo_Once,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
