VitalsID,DisplayName,Level,ScheduleVitalsIds,BaseVitalsId
AnubianGuardian_Spearman_DG_BrimstoneSands_00,@AnubianGuardian_Spearman_DG_BrimstoneSands_00_VitalsName,62,,AnubianGuardian_Spearman_DG_BrimstoneSands_00
AnubianGuardian_Spearman_DG_BrimstoneSands_Named_00,@AnubianGuardian_Spearman_DG_BrimstoneSands_Named_00_VitalsName,62,,AnubianGuardian_Spearman_DG_BrimstoneSands_Named_00
AnubianGuardian_Spearman_Elite_67,@AnubianGuardian_Spearman_Elite_67_VitalsName,66,,AnubianGuardian_Spearman_Elite_67
AnubianGuardian_Spearman_Named_16BS09a,@AnubianGuardian_Spearman_Named_16BS09a_VitalsName,66,,AnubianGuardian_Spearman_Named_16BS09a
Armadillo,@Armadillo_VitalsName,60,,Armadillo
Avalancher_Frostgrip,@Avalancher_Frostgrip_VitalsName,60,,Avalancher_Frostgrip
Avalancher_Frostgrip_25,@Avalancher_Frostgrip_25_VitalsName,25,,Avalancher_Frostgrip_25
Avalancher_Frostgrip_60,@Avalancher_Frostgrip_60_VitalsName,60,,Avalancher_Frostgrip_60
Avalancher_Shivers,@Avalancher_Shivers_VitalsName,60,,Avalancher_Shivers
Avalancher_Shivers_25,@Avalancher_Shivers_25_VitalsName,25,,Avalancher_Shivers_25
Avalancher_Shivers_60,@Avalancher_Shivers_60_VitalsName,60,,Avalancher_Shivers_60
Avalancher_Yeti,@Avalancher_Yeti_VitalsName,60,,Avalancher_Yeti
Avalancher_Yeti_25,@Avalancher_Yeti_25_VitalsName,25,,Avalancher_Yeti_25
Avalancher_Yeti_60,@Avalancher_Yeti_60_VitalsName,60,,Avalancher_Yeti_60
Barbary_Lion_60,@Barbary_Lion_60_VitalsName,60,,Barbary_Lion_60
Barbary_Lion_61,@Barbary_Lion_61_VitalsName,61,,Barbary_Lion_61
Barbary_Lion_62,@Barbary_Lion_62_VitalsName,62,,Barbary_Lion_62
Barbary_Lion_63,@Barbary_Lion_63_VitalsName,63,,Barbary_Lion_63
Barbary_Lion_64,@Barbary_Lion_64_VitalsName,64,,Barbary_Lion_64
Barbary_Lion_65,@Barbary_Lion_65_VitalsName,65,,Barbary_Lion_65
Barbary_Lion_66,@Barbary_Lion_66_VitalsName,66,,Barbary_Lion_66
Barbary_Lion_67,@Barbary_Lion_67_VitalsName,67,,Barbary_Lion_67
Barbary_Lion_Named_00,@Barbary_Lion_Named_00_VitalsName,66,,Barbary_Lion_Named_00
Barbary_Lion_Named_01,@Barbary_Lion_Named_01_VitalsName,63,,Barbary_Lion_Named_01
Barbary_Lion_Named_02,@Barbary_Lion_Named_02_VitalsName,63,,Barbary_Lion_Named_02
Barbary_Lion_Named_03,@Barbary_Lion_Named_03_VitalsName,63,,Barbary_Lion_Named_03
Bear,@Bear_VitalsName,40,,Bear
Bear_Black,@Bear_Black_VitalsName,35,,Bear_Black
Bear_Black_08QP06a,@Bear_Black_08QP06a_VitalsName,60,,Bear_Black_08QP06a
Bear_Black_08QP06b,@Bear_Black_08QP06b_VitalsName,60,,Bear_Black_08QP06b
Bear_Black_10,@Bear_Black_10_VitalsName,10,,Bear_Black_10
Bear_Black_25,@Bear_Black_25_VitalsName,25,,Bear_Black_25
Bear_Black_26,@Bear_Black_26_VitalsName,26,,Bear_Black_26
Bear_Black_27,@Bear_Black_27_VitalsName,27,,Bear_Black_27
Bear_Black_28,@Bear_Black_28_VitalsName,28,,Bear_Black_28
Bear_Black_29,@Bear_Black_29_VitalsName,29,,Bear_Black_29
Bear_Black_30,@Bear_Black_30_VitalsName,30,,Bear_Black_30
Bear_Black_31,@Bear_Black_31_VitalsName,31,,Bear_Black_31
Bear_Black_32,@Bear_Black_32_VitalsName,32,,Bear_Black_32
Bear_Black_33,@Bear_Black_33_VitalsName,33,,Bear_Black_33
Bear_Black_34,@Bear_Black_34_VitalsName,34,,Bear_Black_34
Bear_Black_34_ELITE,@Bear_Black_34_ELITE_VitalsName,34,,Bear_Black_34_ELITE
Bear_Black_35,@Bear_Black_35_VitalsName,35,,Bear_Black_35
Bear_Black_36,@Bear_Black_36_VitalsName,36,,Bear_Black_36
Bear_Black_37,@Bear_Black_37_VitalsName,37,,Bear_Black_37
Bear_Black_38,@Bear_Black_38_VitalsName,38,,Bear_Black_38
Bear_Black_38_ELITE,@Bear_Black_38_ELITE_VitalsName,38,,Bear_Black_38_ELITE
Bear_Black_39,@Bear_Black_39_VitalsName,39,,Bear_Black_39
Bear_Black_40,@Bear_Black_40_VitalsName,40,,Bear_Black_40
Bear_Black_41,@Bear_Black_41_VitalsName,41,,Bear_Black_41
Bear_Black_42,@Bear_Black_42_VitalsName,42,,Bear_Black_42
Bear_Black_43,@Bear_Black_43_VitalsName,43,,Bear_Black_43
Bear_Black_44,@Bear_Black_44_VitalsName,44,,Bear_Black_44
Bear_Black_45,@Bear_Black_45_VitalsName,45,,Bear_Black_45
Bear_Black_46,@Bear_Black_46_VitalsName,46,,Bear_Black_46
Bear_Black_47,@Bear_Black_47_VitalsName,47,,Bear_Black_47
Bear_Black_48,@Bear_Black_48_VitalsName,48,,Bear_Black_48
Bear_Black_49,@Bear_Black_49_VitalsName,49,,Bear_Black_49
Bear_Black_50,@Bear_Black_50_VitalsName,50,,Bear_Black_50
Bear_Black_51,@Bear_Black_51_VitalsName,51,,Bear_Black_51
Bear_Black_52,@Bear_Black_52_VitalsName,52,,Bear_Black_52
Bear_Black_53,@Bear_Black_53_VitalsName,53,,Bear_Black_53
Bear_Black_54,@Bear_Black_54_VitalsName,54,,Bear_Black_54
Bear_Black_55,@Bear_Black_55_VitalsName,55,,Bear_Black_55
Bear_Black_56,@Bear_Black_56_VitalsName,56,,Bear_Black_56
Bear_Black_57,@Bear_Black_57_VitalsName,57,,Bear_Black_57
Bear_Black_58,@Bear_Black_58_VitalsName,58,,Bear_Black_58
Bear_Black_59,@Bear_Black_59_VitalsName,59,,Bear_Black_59
Bear_Black_60,@Bear_Black_60_VitalsName,60,,Bear_Black_60
Bear_Black_61,@Bear_Black_61_VitalsName,61,,Bear_Black_61
Bear_Black_62,@Bear_Black_62_VitalsName,62,,Bear_Black_62
Bear_Black_63,@Bear_Black_63_VitalsName,63,,Bear_Black_63
Bear_Black_64,@Bear_Black_64_VitalsName,64,,Bear_Black_64
Bear_Black_65,@Bear_Black_65_VitalsName,65,,Bear_Black_65
Bear_Black_66,@Bear_Black_66_VitalsName,66,,Bear_Black_66
Bear_Black_67,@Bear_Black_67_VitalsName,67,,Bear_Black_67
Bear_Black_Named_00,@Bear_Black_Named_00_VitalsName,40,,Bear_Black_Named_00
Bear_Black_Named_08QP06,@Bear_Black_Named_08QP06_VitalsName,63,,Bear_Black_Named_08QP06
Bear_Corrupted_DT1,@Bear_Corrupted_DT1_VitalsName,25,,Bear_Corrupted_DT1
Bear_Corrupted_DT2,@Bear_Corrupted_DT2_VitalsName,30,,Bear_Corrupted_DT2
Bear_Corrupted_DT3,@Bear_Corrupted_DT3_VitalsName,40,,Bear_Corrupted_DT3
Bear_Corrupted_DT4,@Bear_Corrupted_DT4_VitalsName,50,,Bear_Corrupted_DT4
Bear_Corrupted_DT5,@Bear_Corrupted_DT5_VitalsName,55,,Bear_Corrupted_DT5
Bear_Corrupted_DT6,@Bear_Corrupted_DT6_VitalsName,70,,Bear_Corrupted_DT6
Bear_Cub_Black_34,@Bear_Cub_Black_34_VitalsName,34,,Bear_Cub_Black_34
Bear_Cub_Elemental,@Bear_Cub_Elemental_VitalsName,60,,Bear_Cub_Elemental
Bear_Cub_Grizzly_50,@Bear_Cub_Grizzly_50_VitalsName,50,,Bear_Cub_Grizzly_50
Bear_Damned,@Bear_Damned_VitalsName,55,,Bear_Damned
Bear_Damned_03GC05_ELITE,@Bear_Damned_03GC05_ELITE_VitalsName,46,,Bear_Damned_03GC05_ELITE
Bear_Damned_03GC05,@Bear_Damned_03GC05_VitalsName,46,,Bear_Damned_03GC05
Bear_Damned_07SM06_DARKNESS,@Bear_Damned_07SM06_DARKNESS_VitalsName,70,,Bear_Damned_07SM06_DARKNESS
Bear_Damned_07SM06a_ELITE,@Bear_Damned_07SM06a_ELITE_VitalsName,70,,Bear_Damned_07SM06a_ELITE
Bear_Damned_07SM06b_ELITE,@Bear_Damned_07SM06b_ELITE_VitalsName,70,,Bear_Damned_07SM06b_ELITE
Bear_Damned_DG_Restless_00,@Bear_Damned_DG_Restless_00_VitalsName,45,,Bear_Damned_DG_Restless_00
Bear_Damned_Named_07SM03_ELITE,@Bear_Damned_Named_07SM03_ELITE_VitalsName,65,,Bear_Damned_Named_07SM03_ELITE
Bear_Damned_Named_07SM07_ELITE,@Bear_Damned_Named_07SM07_ELITE_VitalsName,64,,Bear_Damned_Named_07SM07_ELITE
Bear_Damned_Named_07SM08_ELITE,@Bear_Damned_Named_07SM08_ELITE_VitalsName,64,,Bear_Damned_Named_07SM08_ELITE
Bear_Damned_Named_08QP02,@Bear_Damned_Named_08QP02_VitalsName,53,,Bear_Damned_Named_08QP02
Bear_Damned_Named_DG_Restless_00,@Bear_Damned_Named_DG_Restless_00_VitalsName,45,,Bear_Damned_Named_DG_Restless_00
Bear_Grizzly_08QP08_ELITE,@Bear_Grizzly_08QP08_ELITE_VitalsName,66,,Bear_Grizzly_08QP08_ELITE
Bear_Grizzly_16,@Bear_Grizzly_16_VitalsName,16,,Bear_Grizzly_16
Bear_Grizzly_16_ELITE,@Bear_Grizzly_16_ELITE_VitalsName,16,,Bear_Grizzly_16_ELITE
Bear_Grizzly_18,@Bear_Grizzly_18_VitalsName,18,,Bear_Grizzly_18
Bear_Grizzly_23,@Bear_Grizzly_23_VitalsName,23,,Bear_Grizzly_23
Bear_Grizzly_23_ELITE,@Bear_Grizzly_23_ELITE_VitalsName,23,,Bear_Grizzly_23_ELITE
Bear_Grizzly_25,@Bear_Grizzly_25_VitalsName,25,,Bear_Grizzly_25
Bear_Grizzly_28,@Bear_Grizzly_28_VitalsName,28,,Bear_Grizzly_28
Bear_Grizzly_30,@Bear_Grizzly_30_VitalsName,30,,Bear_Grizzly_30
Bear_Grizzly_31,@Bear_Grizzly_31_VitalsName,31,,Bear_Grizzly_31
Bear_Grizzly_32,@Bear_Grizzly_32_VitalsName,32,,Bear_Grizzly_32
Bear_Grizzly_33,@Bear_Grizzly_33_VitalsName,33,,Bear_Grizzly_33
Bear_Grizzly_34,@Bear_Grizzly_34_VitalsName,34,,Bear_Grizzly_34
Bear_Grizzly_35,@Bear_Grizzly_35_VitalsName,35,,Bear_Grizzly_35
Bear_Grizzly_36,@Bear_Grizzly_36_VitalsName,36,,Bear_Grizzly_36
Bear_Grizzly_37,@Bear_Grizzly_37_VitalsName,37,,Bear_Grizzly_37
Bear_Grizzly_38,@Bear_Grizzly_38_VitalsName,38,,Bear_Grizzly_38
Bear_Grizzly_39,@Bear_Grizzly_39_VitalsName,39,,Bear_Grizzly_39
Bear_Grizzly_40,@Bear_Grizzly_40_VitalsName,40,,Bear_Grizzly_40
Bear_Grizzly_40_ELITE,@Bear_Grizzly_40_ELITE_VitalsName,40,,Bear_Grizzly_40_ELITE
Bear_Grizzly_41,@Bear_Grizzly_41_VitalsName,41,,Bear_Grizzly_41
Bear_Grizzly_42,@Bear_Grizzly_42_VitalsName,42,,Bear_Grizzly_42
Bear_Grizzly_43,@Bear_Grizzly_43_VitalsName,43,,Bear_Grizzly_43
Bear_Grizzly_44,@Bear_Grizzly_44_VitalsName,44,,Bear_Grizzly_44
Bear_Grizzly_45,@Bear_Grizzly_45_VitalsName,45,,Bear_Grizzly_45
Bear_Grizzly_46,@Bear_Grizzly_46_VitalsName,46,,Bear_Grizzly_46
Bear_Grizzly_47,@Bear_Grizzly_47_VitalsName,47,,Bear_Grizzly_47
Bear_Grizzly_48,@Bear_Grizzly_48_VitalsName,48,,Bear_Grizzly_48
Bear_Grizzly_49,@Bear_Grizzly_49_VitalsName,49,,Bear_Grizzly_49
Bear_Grizzly_50,@Bear_Grizzly_50_VitalsName,50,,Bear_Grizzly_50
Bear_Grizzly_51,@Bear_Grizzly_51_VitalsName,51,,Bear_Grizzly_51
Bear_Grizzly_52,@Bear_Grizzly_52_VitalsName,52,,Bear_Grizzly_52
Bear_Grizzly_53,@Bear_Grizzly_53_VitalsName,53,,Bear_Grizzly_53
Bear_Grizzly_54,@Bear_Grizzly_54_VitalsName,54,,Bear_Grizzly_54
Bear_Grizzly_55,@Bear_Grizzly_55_VitalsName,55,,Bear_Grizzly_55
Bear_Grizzly_56,@Bear_Grizzly_56_VitalsName,56,,Bear_Grizzly_56
Bear_Grizzly_57,@Bear_Grizzly_57_VitalsName,57,,Bear_Grizzly_57
Bear_Grizzly_58,@Bear_Grizzly_58_VitalsName,58,,Bear_Grizzly_58
Bear_Grizzly_59,@Bear_Grizzly_59_VitalsName,59,,Bear_Grizzly_59
Bear_Grizzly_60,@Bear_Grizzly_60_VitalsName,60,,Bear_Grizzly_60
Bear_Grizzly_61,@Bear_Grizzly_61_VitalsName,61,,Bear_Grizzly_61
Bear_Grizzly_62,@Bear_Grizzly_62_VitalsName,62,,Bear_Grizzly_62
Bear_Grizzly_63,@Bear_Grizzly_63_VitalsName,63,,Bear_Grizzly_63
Bear_Grizzly_64,@Bear_Grizzly_64_VitalsName,64,,Bear_Grizzly_64
Bear_Grizzly_65,@Bear_Grizzly_65_VitalsName,65,,Bear_Grizzly_65
Bear_Grizzly_66,@Bear_Grizzly_66_VitalsName,66,,Bear_Grizzly_66
Bear_Grizzly_67,@Bear_Grizzly_67_VitalsName,67,,Bear_Grizzly_67
Bear_Grizzly_Named_00,@Bear_Grizzly_Named_00_VitalsName,35,,Bear_Grizzly_Named_00
Bear_Grizzly_Named_01,@Bear_Grizzly_Named_01_VitalsName,16,,Bear_Grizzly_Named_01
Bear_Grizzly_Named_08QP08,@Bear_Grizzly_Named_08QP08_VitalsName,66,,Bear_Grizzly_Named_08QP08
BearElemental,@BearElemental_VitalsName,64,,BearElemental
BearElemental_14AC11b_ELITE,@BearElemental_14AC11b_ELITE_VitalsName,62,,BearElemental_14AC11b_ELITE
BearElemental_50,@BearElemental_50_VitalsName,50,,BearElemental_50
BearElemental_51,@BearElemental_51_VitalsName,51,,BearElemental_51
BearElemental_52,@BearElemental_52_VitalsName,52,,BearElemental_52
BearElemental_53,@BearElemental_53_VitalsName,53,,BearElemental_53
BearElemental_54,@BearElemental_54_VitalsName,54,,BearElemental_54
BearElemental_55,@BearElemental_55_VitalsName,55,,BearElemental_55
BearElemental_56,@BearElemental_56_VitalsName,56,,BearElemental_56
BearElemental_57,@BearElemental_57_VitalsName,57,,BearElemental_57
BearElemental_58,@BearElemental_58_VitalsName,58,,BearElemental_58
BearElemental_59,@BearElemental_59_VitalsName,59,,BearElemental_59
BearElemental_60,@BearElemental_60_VitalsName,60,,BearElemental_60
BearElemental_61,@BearElemental_61_VitalsName,61,,BearElemental_61
BearElemental_62,@BearElemental_62_VitalsName,62,,BearElemental_62
BearElemental_62_ELITE,@BearElemental_62_ELITE_VitalsName,62,,BearElemental_62_ELITE
BearElemental_65_ELITE,@BearElemental_65_ELITE_VitalsName,65,,BearElemental_65_ELITE
BearElemental_Named_00,@BearElemental_Named_00_VitalsName,65,,BearElemental_Named_00
BearElemental_Named_05WC03,@BearElemental_Named_05WC03_VitalsName,70,,BearElemental_Named_05WC03
BearElemental_Named_08QP03,@BearElemental_Named_08QP03_VitalsName,54,,BearElemental_Named_08QP03
BearElemental_Named_14AC11b_ELITE,@BearElemental_Named_14AC11b_ELITE_VitalsName,66,,BearElemental_Named_14AC11b_ELITE
BearElemental_Named_DG_Restless_00,@BearElemental_Named_DG_Restless_00_VitalsName,45,,BearElemental_Named_DG_Restless_00
BearElemental_Named_ELITE_05WC10,@BearElemental_Named_ELITE_05WC10_VitalsName,70,,BearElemental_Named_ELITE_05WC10
BearElemental_T4,@BearElemental_T4_VitalsName,35,,BearElemental_T4
Bison,@Bison_VitalsName,20,,Bison
Bison_08QP05,@Bison_08QP05_VitalsName,58,,Bison_08QP05
Bison_10WS01,@Bison_10WS01_VitalsName,27,,Bison_10WS01
Bison_15,@Bison_15_VitalsName,15,,Bison_15
Bison_16,@Bison_16_VitalsName,16,,Bison_16
Bison_17,@Bison_17_VitalsName,17,,Bison_15
Bison_18,@Bison_18_VitalsName,18,,Bison_15
Bison_19,@Bison_19_VitalsName,19,,Bison_15
Bison_20,@Bison_20_VitalsName,20,,Bison_15
Bison_22,@Bison_22_VitalsName,22,,Bison_22
Bison_25,@Bison_25_VitalsName,25,,Bison_22
Bison_26,@Bison_26_VitalsName,26,,Bison_22
Bison_27,@Bison_27_VitalsName,27,,Bison_22
Bison_28,@Bison_28_VitalsName,28,,Bison_22
Bison_29,@Bison_29_VitalsName,29,,Bison_22
Bison_30,@Bison_30_VitalsName,30,,Bison_22
Bison_31,@Bison_31_VitalsName,31,,Bison_22
Bison_32,@Bison_32_VitalsName,32,,Bison_22
Bison_33,@Bison_33_VitalsName,33,,Bison_22
Bison_34,@Bison_34_VitalsName,34,,Bison_22
Bison_35,@Bison_35_VitalsName,35,,Bison_22
Bison_36,@Bison_36_VitalsName,36,,Bison_22
Bison_37,@Bison_37_VitalsName,37,,Bison_22
Bison_38,@Bison_38_VitalsName,38,,Bison_22
Bison_39,@Bison_39_VitalsName,39,,Bison_22
Bison_40,@Bison_40_VitalsName,40,,Bison_22
Bison_40_ELITE_06SW09,@Bison_40_ELITE_06SW09_VitalsName,40,,Bison_40_ELITE_06SW09
Bison_40_Named_ELITE_06SW09,@Bison_40_Named_ELITE_06SW09_VitalsName,40,,Bison_40_Named_ELITE_06SW09
Bison_58,@Bison_58_VitalsName,58,,Bison_58
Bison_59,@Bison_59_VitalsName,59,,Bison_58
Bison_60,@Bison_60_VitalsName,60,,Bison_60
Bison_61,@Bison_61_VitalsName,61,,Bison_58
Bison_62,@Bison_62_VitalsName,62,,Bison_58
Bison_Strange,@Bison_Strange_VitalsName,44,,Bison_Strange
Bison_Strange_36,@Bison_Strange_36_VitalsName,36,,Bison_Strange_36
Bison_Strange_40,@Bison_Strange_40_VitalsName,40,,Bison_Strange_40
Bison_Strange_41,@Bison_Strange_41_VitalsName,41,,Bison_Strange_40
Bison_Strange_42,@Bison_Strange_42_VitalsName,42,,Bison_Strange_40
Bison_Strange_43,@Bison_Strange_43_VitalsName,43,,Bison_Strange_40
Bison_Strange_44,@Bison_Strange_44_VitalsName,44,,Bison_Strange_40
Bison_Strange_45,@Bison_Strange_45_VitalsName,45,,Bison_Strange_40
Bison_Strange_46,@Bison_Strange_46_VitalsName,46,,Bison_Strange_40
Bison_Strange_47,@Bison_Strange_47_VitalsName,47,,Bison_Strange_40
Bison_Strange_48,@Bison_Strange_48_VitalsName,48,,Bison_Strange_40
Bison_Strange_49,@Bison_Strange_49_VitalsName,49,,Bison_Strange_40
Bison_Strange_50,@Bison_Strange_50_VitalsName,50,,Bison_Strange_40
Bison_Strange_51,@Bison_Strange_51_VitalsName,51,,Bison_Strange_40
Bison_Strange_52,@Bison_Strange_52_VitalsName,52,,Bison_Strange_40
Bison_Strange_53,@Bison_Strange_53_VitalsName,53,,Bison_Strange_40
Bison_Strange_54,@Bison_Strange_54_VitalsName,54,,Bison_Strange_40
Bison_Strange_55,@Bison_Strange_55_VitalsName,55,,Bison_Strange_40
Bison_Strange_56,@Bison_Strange_56_VitalsName,56,,Bison_Strange_40
Bison_Strange_57,@Bison_Strange_57_VitalsName,57,,Bison_Strange_40
Bison_Strange_58,@Bison_Strange_58_VitalsName,58,,Bison_Strange_36
Bison_Strange_59,@Bison_Strange_59_VitalsName,59,,Bison_Strange_36
Bison_Strange_60,@Bison_Strange_60_VitalsName,60,,Bison_Strange_36
Bison_Strange_61,@Bison_Strange_61_VitalsName,61,,Bison_Strange_36
Bison_Strange_62,@Bison_Strange_62_VitalsName,62,,Bison_Strange_36
Blight_Fiend,@Blight_Fiend_VitalsName,51,,Blight_Fiend
Blight_Fiend_15,@Blight_Fiend_15_VitalsName,15,,Blight_Fiend_15
Blight_Fiend_40,@Blight_Fiend_40_VitalsName,40,,Blight_Fiend_40
Blight_Fiend_41,@Blight_Fiend_41_VitalsName,41,,Blight_Fiend_40
Blight_Fiend_42,@Blight_Fiend_42_VitalsName,42,,Blight_Fiend_40
Blight_Fiend_43,@Blight_Fiend_43_VitalsName,43,,Blight_Fiend_40
Blight_Fiend_44,@Blight_Fiend_44_VitalsName,44,,Blight_Fiend_40
Blight_Fiend_45,@Blight_Fiend_45_VitalsName,45,,Blight_Fiend_40
Blight_Fiend_46,@Blight_Fiend_46_VitalsName,46,,Blight_Fiend_40
Blight_Fiend_47,@Blight_Fiend_47_VitalsName,47,,Blight_Fiend_40
Blight_Fiend_48,@Blight_Fiend_48_VitalsName,48,,Blight_Fiend_40
Blight_Fiend_49,@Blight_Fiend_49_VitalsName,49,,Blight_Fiend_40
Blight_Fiend_50,@Blight_Fiend_50_VitalsName,50,,Blight_Fiend_50
Blight_Fiend_51,@Blight_Fiend_51_VitalsName,51,,Blight_Fiend_50
Blight_Fiend_51_Minion,@Blight_Fiend_51_Minion_VitalsName,51,,Blight_Fiend_51_Minion
Blight_Fiend_52,@Blight_Fiend_52_VitalsName,52,,Blight_Fiend_52
Blight_Fiend_53,@Blight_Fiend_53_VitalsName,53,,Blight_Fiend_52
Blight_Fiend_54,@Blight_Fiend_54_VitalsName,54,,Blight_Fiend_52
Blight_Fiend_55,@Blight_Fiend_55_VitalsName,55,,Blight_Fiend_50
Blight_Fiend_56,@Blight_Fiend_56_VitalsName,56,,Blight_Fiend_52
Blight_Fiend_57,@Blight_Fiend_57_VitalsName,57,,Blight_Fiend_52
Blight_Fiend_58,@Blight_Fiend_58_VitalsName,58,,Blight_Fiend_58
Blight_Fiend_59,@Blight_Fiend_59_VitalsName,59,,Blight_Fiend_58
Blight_Fiend_60,@Blight_Fiend_60_VitalsName,60,,Blight_Fiend_60
Blight_Fiend_61,@Blight_Fiend_61_VitalsName,61,,Blight_Fiend_50
Blight_Fiend_62,@Blight_Fiend_62_VitalsName,62,,Blight_Fiend_52
Blight_Fiend_62_ELITE,@Blight_Fiend_62_ELITE_VitalsName,62,,Blight_Fiend_62_ELITE
Blight_Fiend_63,@Blight_Fiend_63_VitalsName,63,,Blight_Fiend_52
Blight_Fiend_64,@Blight_Fiend_64_VitalsName,64,,Blight_Fiend_52
Blight_Fiend_65_ELITE,@Blight_Fiend_65_ELITE_VitalsName,65,,Blight_Fiend_65_ELITE
Blight_Fiend_Named_05WC06b,@Blight_Fiend_Named_05WC06b_VitalsName,70,,Blight_Fiend_Named_05WC06b
Blight_Fiend_Named_13WF02a_01,@Blight_Fiend_Named_13WF02a_01_VitalsName,35,,Blight_Fiend_Named_13WF02a_01
Blight_Fiend_Named_13WF02a_02,@Blight_Fiend_Named_13WF02a_02_VitalsName,35,,Blight_Fiend_Named_13WF02a_02
Bloated_Corpse,@Bloated_Corpse_VitalsName,26,,Bloated_Corpse
Bloated_Corpse_08QP05,@Bloated_Corpse_08QP05_VitalsName,57,,Bloated_Corpse_08QP05
Bloated_Corpse_09FL09,@Bloated_Corpse_09FL09_VitalsName,24,,Bloated_Corpse_09FL09
Bloated_Corpse_13WF08a,@Bloated_Corpse_13WF08a_VitalsName,33,,Bloated_Corpse_13WF08a
Bloated_Corpse_23,@Bloated_Corpse_23_VitalsName,23,,Bloated_Corpse_23
Bloated_Corpse_24,@Bloated_Corpse_24_VitalsName,24,,Bloated_Corpse_23
Bloated_Corpse_25,@Bloated_Corpse_25_VitalsName,25,,Bloated_Corpse_23
Bloated_Corpse_25_ELITE,@Bloated_Corpse_25_ELITE_VitalsName,25,,Bloated_Corpse_25_ELITE
Bloated_Corpse_26,@Bloated_Corpse_26_VitalsName,26,,Bloated_Corpse_23
Bloated_Corpse_27,@Bloated_Corpse_27_VitalsName,27,,Bloated_Corpse_23
Bloated_Corpse_28,@Bloated_Corpse_28_VitalsName,28,,Bloated_Corpse_23
Bloated_Corpse_29,@Bloated_Corpse_29_VitalsName,29,,Bloated_Corpse_23
Bloated_Corpse_31,@Bloated_Corpse_31_VitalsName,31,,Bloated_Corpse_23
Bloated_Corpse_32,@Bloated_Corpse_32_VitalsName,32,,Bloated_Corpse_23
Bloated_Corpse_33,@Bloated_Corpse_33_VitalsName,33,,Bloated_Corpse_23
Bloated_Corpse_34,@Bloated_Corpse_34_VitalsName,34,,Bloated_Corpse_34
Bloated_Corpse_34_BW,@Bloated_Corpse_34_BW_VitalsName,34,,Bloated_Corpse_34_BW
Bloated_Corpse_34_ELITE,@Bloated_Corpse_34_ELITE_VitalsName,34,,Bloated_Corpse_34_ELITE
Bloated_Corpse_35,@Bloated_Corpse_35_VitalsName,35,,Bloated_Corpse_34
Bloated_Corpse_36,@Bloated_Corpse_36_VitalsName,36,,Bloated_Corpse_36
Bloated_Corpse_37,@Bloated_Corpse_37_VitalsName,37,,Bloated_Corpse_36
Bloated_Corpse_38,@Bloated_Corpse_38_VitalsName,38,,Bloated_Corpse_36
Bloated_Corpse_39,@Bloated_Corpse_39_VitalsName,39,,Bloated_Corpse_36
Bloated_Corpse_40,@Bloated_Corpse_40_VitalsName,40,,Bloated_Corpse_36
Bloated_Corpse_41,@Bloated_Corpse_41_VitalsName,41,,Bloated_Corpse_36
Bloated_Corpse_42,@Bloated_Corpse_42_VitalsName,42,,Bloated_Corpse_36
Bloated_Corpse_43,@Bloated_Corpse_43_VitalsName,43,,Bloated_Corpse_36
Bloated_Corpse_44,@Bloated_Corpse_44_VitalsName,44,,Bloated_Corpse_36
Bloated_Corpse_45,@Bloated_Corpse_45_VitalsName,45,,Bloated_Corpse_36
Bloated_Corpse_46,@Bloated_Corpse_46_VitalsName,46,,Bloated_Corpse_36
Bloated_Corpse_47,@Bloated_Corpse_47_VitalsName,47,,Bloated_Corpse_36
Bloated_Corpse_48,@Bloated_Corpse_48_VitalsName,48,,Bloated_Corpse_36
Bloated_Corpse_49,@Bloated_Corpse_49_VitalsName,49,,Bloated_Corpse_36
Bloated_Corpse_50,@Bloated_Corpse_50_VitalsName,50,,Bloated_Corpse_36
Bloated_Corpse_51,@Bloated_Corpse_51_VitalsName,51,,Bloated_Corpse_36
Bloated_Corpse_52,@Bloated_Corpse_52_VitalsName,52,,Bloated_Corpse_36
Bloated_Corpse_53,@Bloated_Corpse_53_VitalsName,53,,Bloated_Corpse_36
Bloated_Corpse_54,@Bloated_Corpse_54_VitalsName,54,,Bloated_Corpse_36
Bloated_Corpse_55,@Bloated_Corpse_55_VitalsName,55,,Bloated_Corpse_36
Bloated_Corpse_56,@Bloated_Corpse_56_VitalsName,56,,Bloated_Corpse_36
Bloated_Corpse_57,@Bloated_Corpse_57_VitalsName,57,,Bloated_Corpse_36
Bloated_Corpse_58,@Bloated_Corpse_58_VitalsName,58,,Bloated_Corpse_36
Bloated_Corpse_59,@Bloated_Corpse_59_VitalsName,59,,Bloated_Corpse_36
Bloated_Corpse_60,@Bloated_Corpse_60_VitalsName,60,,Bloated_Corpse_36
Bloated_Corpse_61,@Bloated_Corpse_61_VitalsName,61,,Bloated_Corpse_36
Bloated_Corpse_62,@Bloated_Corpse_62_VitalsName,62,,Bloated_Corpse_36
Bloated_Corpse_63_ELITE,@Bloated_Corpse_63_ELITE_VitalsName,63,,Bloated_Corpse_63_ELITE
Bloated_Corpse_Admiral_Minion,@Bloated_Corpse_Admiral_Minion_VitalsName,66,,Bloated_Corpse_Admiral_Minion
Bloated_Corpse_DG_Cutlass_00,@Bloated_Corpse_DG_Cutlass_00_VitalsName,62,,Bloated_Corpse_DG_Cutlass_00
Bloated_Corpse_Named_01,@Bloated_Corpse_Named_01_VitalsName,33,,Bloated_Corpse_Named_01
