Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,RecipeLevel,RollBonus,GatheringMultiplier,GatheringEfficiency,IconTypeUnlock,IconTypeUnlockImagePath,ExpansionIdUnlock,IsMilestone,Tooltip,EntitlementId,XpReward
366,,0,6000,6000,0,true,,0,3660,0,3.11,,,,false,,,2475
367,,0,6000,6000,0,true,,0,3670,0,3.12,,,,false,,,2481
368,,0,6000,6000,0,true,,0,3680,0,3.13,,,,false,,,2488
369,,0,6000,6000,0,true,,0,3690,0,3.14,,,,false,,,2494
370,,0,6000,6000,0,true,,0,3700,0,3.15,,,,false,,,2500
371,,0,6000,6000,0,true,,0,3710,0,3.16,,,,false,,,2506
372,,0,6000,6000,0,true,,0,3720,0,3.17,,,,false,,,2513
373,,0,6000,6000,0,true,,0,3730,0,3.18,,,,false,,,2519
374,,0,6000,6000,0,true,,0,3740,0,3.19,,,,false,,,2525
375,,0,6000,6000,0,true,,0,3750,0,3.2,,,,false,,,2531
376,,0,6000,6000,0,true,,0,3760,0,3.21,,,,false,,,2538
377,,0,6000,6000,0,true,,0,3770,0,3.22,,,,false,,,2544
378,,0,6000,6000,0,true,,0,3780,0,3.23,,,,false,,,2550
379,,0,6000,6000,0,true,,0,3790,0,3.24,,,,false,,,2556
380,,0,6000,6000,0,true,,0,3800,0,3.25,,,,false,,,2563
381,,0,6000,6000,0,true,,0,3810,0,3.26,,,,false,,,2569
382,,0,6000,6000,0,true,,0,3820,0,3.27,,,,false,,,2575
383,,0,6000,6000,0,true,,0,3830,0,3.28,,,,false,,,2581
384,,0,6000,6000,0,true,,0,3840,0,3.29,,,,false,,,2588
385,,0,6000,6000,0,true,,0,3850,0,3.3,,,,false,,,2594
386,,0,6000,6000,0,true,,0,3860,0,3.31,,,,false,,,2600
387,,0,6000,6000,0,true,,0,3870,0,3.32,,,,false,,,2606
388,,0,6000,6000,0,true,,0,3880,0,3.33,,,,false,,,2613
389,,0,6000,6000,0,true,,0,3890,0,3.34,,,,false,,,2619
390,,0,6000,6000,0,true,,0,3900,0,3.35,,,,false,,,2625
391,,0,6000,6000,0,true,,0,3910,0,3.36,,,,false,,,2631
392,,0,6000,6000,0,true,,0,3920,0,3.37,,,,false,,,2638
393,,0,6000,6000,0,true,,0,3930,0,3.38,,,,false,,,2644
394,,0,6000,6000,0,true,,0,3940,0,3.39,,,,false,,,2650
395,,0,6000,6000,0,true,,0,3950,0,3.4,,,,false,,,2656
396,,0,6000,6000,0,true,,0,3960,0,3.41,,,,false,,,2663
397,,0,6000,6000,0,true,,0,3970,0,3.42,,,,false,,,2669
398,,0,6000,6000,0,true,,0,3980,0,3.43,,,,false,,,2675
399,,0,6000,6000,0,true,,0,3990,0,3.44,,,,false,,,2681
400,,0,6000,6000,0,true,,0,4000,0,3.45,,,,false,,,2688
401,,0,6000,6000,0,true,,0,4010,0,3.46,,,,false,,,2694
402,,0,6000,6000,0,true,,0,4020,0,3.47,,,,false,,,2700
403,,0,6000,6000,0,true,,0,4030,0,3.48,,,,false,,,2706
404,,0,6000,6000,0,true,,0,4040,0,3.49,,,,false,,,2713
405,,0,6000,6000,0,true,,0,4050,0,3.5,,,,false,,,2719
406,,0,6000,6000,0,true,,0,4060,0,3.51,,,,false,,,2725
407,,0,6000,6000,0,true,,0,4070,0,3.52,,,,false,,,2731
408,,0,6000,6000,0,true,,0,4080,0,3.53,,,,false,,,2738
409,,0,6000,6000,0,true,,0,4090,0,3.54,,,,false,,,2744
410,,0,6000,6000,0,true,,0,4100,0,3.55,,,,false,,,2750
411,,0,6000,6000,0,true,,0,4110,0,3.56,,,,false,,,2756
412,,0,6000,6000,0,true,,0,4120,0,3.57,,,,false,,,2763
413,,0,6000,6000,0,true,,0,4130,0,3.58,,,,false,,,2769
414,,0,6000,6000,0,true,,0,4140,0,3.59,,,,false,,,2775
415,,0,6000,6000,0,true,,0,4150,0,3.6,,,,false,,,2781
416,,0,6000,6000,0,true,,0,4160,0,3.61,,,,false,,,2788
417,,0,6000,6000,0,true,,0,4170,0,3.62,,,,false,,,2794
418,,0,6000,6000,0,true,,0,4180,0,3.63,,,,false,,,2800
419,,0,6000,6000,0,true,,0,4190,0,3.64,,,,false,,,2806
420,,0,6000,6000,0,true,,0,4200,0,3.65,,,,false,,,2813
421,,0,6000,6000,0,true,,0,4210,0,3.66,,,,false,,,2819
422,,0,6000,6000,0,true,,0,4220,0,3.67,,,,false,,,2825
423,,0,6000,6000,0,true,,0,4230,0,3.68,,,,false,,,2831
424,,0,6000,6000,0,true,,0,4240,0,3.69,,,,false,,,2838
425,,0,6000,6000,0,true,,0,4250,0,3.7,,,,false,,,2844
426,,0,6000,6000,0,true,,0,4260,0,3.71,,,,false,,,2850
427,,0,6000,6000,0,true,,0,4270,0,3.72,,,,false,,,2856
428,,0,6000,6000,0,true,,0,4280,0,3.73,,,,false,,,2863
429,,0,6000,6000,0,true,,0,4290,0,3.74,,,,false,,,2869
430,,0,6000,6000,0,true,,0,4300,0,3.75,,,,false,,,2875
431,,0,6000,6000,0,true,,0,4310,0,3.76,,,,false,,,2881
432,,0,6000,6000,0,true,,0,4320,0,3.77,,,,false,,,2888
433,,0,6000,6000,0,true,,0,4330,0,3.78,,,,false,,,2894
434,,0,6000,6000,0,true,,0,4340,0,3.79,,,,false,,,2900
435,,0,6000,6000,0,true,,0,4350,0,3.8,,,,false,,,2906
436,,0,6000,6000,0,true,,0,4360,0,3.81,,,,false,,,2913
437,,0,6000,6000,0,true,,0,4370,0,3.82,,,,false,,,2919
438,,0,6000,6000,0,true,,0,4380,0,3.83,,,,false,,,2925
439,,0,6000,6000,0,true,,0,4390,0,3.84,,,,false,,,2931
440,,0,6000,6000,0,true,,0,4400,0,3.85,,,,false,,,2938
441,,0,6000,6000,0,true,,0,4410,0,3.86,,,,false,,,2944
442,,0,6000,6000,0,true,,0,4420,0,3.87,,,,false,,,2950
443,,0,6000,6000,0,true,,0,4430,0,3.88,,,,false,,,2956
444,,0,6000,6000,0,true,,0,4440,0,3.89,,,,false,,,2963
445,,0,6000,6000,0,true,,0,4450,0,3.9,,,,false,,,2969
446,,0,6000,6000,0,true,,0,4460,0,3.91,,,,false,,,2975
447,,0,6000,6000,0,true,,0,4470,0,3.92,,,,false,,,2981
448,,0,6000,6000,0,true,,0,4480,0,3.93,,,,false,,,2988
449,,0,6000,6000,0,true,,0,4490,0,3.94,,,,false,,,2994
450,,0,6000,6000,0,true,,0,4500,0,3.95,,,,false,,,3000
451,,0,6000,6000,0,true,,0,4510,0,3.96,,,,false,,,3006
452,,0,6000,6000,0,true,,0,4520,0,3.97,,,,false,,,3013
453,,0,6000,6000,0,true,,0,4530,0,3.98,,,,false,,,3019
454,,0,6000,6000,0,true,,0,4540,0,3.99,,,,false,,,3025
455,,0,6000,6000,0,true,,0,4550,0,4,,,,false,,,3031
456,,0,6000,6000,0,true,,0,4560,0,4.01,,,,false,,,3038
457,,0,6000,6000,0,true,,0,4570,0,4.02,,,,false,,,3044
458,,0,6000,6000,0,true,,0,4580,0,4.03,,,,false,,,3050
459,,0,6000,6000,0,true,,0,4590,0,4.04,,,,false,,,3056
460,,0,6000,6000,0,true,,0,4600,0,4.05,,,,false,,,3063
461,,0,6000,6000,0,true,,0,4610,0,4.06,,,,false,,,3069
462,,0,6000,6000,0,true,,0,4620,0,4.07,,,,false,,,3075
463,,0,6000,6000,0,true,,0,4630,0,4.08,,,,false,,,3081
464,,0,6000,6000,0,true,,0,4640,0,4.09,,,,false,,,3088
465,,0,6000,6000,0,true,,0,4650,0,4.1,,,,false,,,3094
466,,0,6000,6000,0,true,,0,4660,0,4.11,,,,false,,,3100
467,,0,6000,6000,0,true,,0,4670,0,4.12,,,,false,,,3106
468,,0,6000,6000,0,true,,0,4680,0,4.13,,,,false,,,3113
469,,0,6000,6000,0,true,,0,4690,0,4.14,,,,false,,,3119
470,,0,6000,6000,0,true,,0,4700,0,4.15,,,,false,,,3125
471,,0,6000,6000,0,true,,0,4710,0,4.16,,,,false,,,3131
472,,0,6000,6000,0,true,,0,4720,0,4.17,,,,false,,,3138
473,,0,6000,6000,0,true,,0,4730,0,4.18,,,,false,,,3144
474,,0,6000,6000,0,true,,0,4740,0,4.19,,,,false,,,3150
475,,0,6000,6000,0,true,,0,4750,0,4.2,,,,false,,,3156
476,,0,6000,6000,0,true,,0,4760,0,4.21,,,,false,,,3163
477,,0,6000,6000,0,true,,0,4770,0,4.22,,,,false,,,3169
478,,0,6000,6000,0,true,,0,4780,0,4.23,,,,false,,,3175
479,,0,6000,6000,0,true,,0,4790,0,4.24,,,,false,,,3181
480,,0,6000,6000,0,true,,0,4800,0,4.25,,,,false,,,3188
481,,0,6000,6000,0,true,,0,4810,0,4.26,,,,false,,,3194
482,,0,6000,6000,0,true,,0,4820,0,4.27,,,,false,,,3200
483,,0,6000,6000,0,true,,0,4830,0,4.28,,,,false,,,3206
484,,0,6000,6000,0,true,,0,4840,0,4.29,,,,false,,,3213
485,,0,6000,6000,0,true,,0,4850,0,4.3,,,,false,,,3219
486,,0,6000,6000,0,true,,0,4860,0,4.31,,,,false,,,3225
487,,0,6000,6000,0,true,,0,4870,0,4.32,,,,false,,,3231
488,,0,6000,6000,0,true,,0,4880,0,4.33,,,,false,,,3238
489,,0,6000,6000,0,true,,0,4890,0,4.34,,,,false,,,3244
490,,0,6000,6000,0,true,,0,4900,0,4.35,,,,false,,,3250
491,,0,6000,6000,0,true,,0,4910,0,4.36,,,,false,,,3256
492,,0,6000,6000,0,true,,0,4920,0,4.37,,,,false,,,3263
493,,0,6000,6000,0,true,,0,4930,0,4.38,,,,false,,,3269
494,,0,6000,6000,0,true,,0,4940,0,4.39,,,,false,,,3275
495,,0,6000,6000,0,true,,0,4950,0,4.4,,,,false,,,3281
496,,0,6000,6000,0,true,,0,4960,0,4.41,,,,false,,,3288
497,,0,6000,6000,0,true,,0,4970,0,4.42,,,,false,,,3294
498,,0,6000,6000,0,true,,0,4980,0,4.43,,,,false,,,3300
499,,0,6000,6000,0,true,,0,4990,0,4.44,,,,false,,,3306
500,,0,10800,6000,0,true,,0,5000,0,4.45,,,,false,,,3313
