Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,MountMovementId,EntitlementId,XpReward,MountDashVfxId,Tooltip,IconPath,IsHighlighted
236,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
237,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
238,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
239,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
240,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
241,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
242,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
243,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
244,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
245,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
246,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
247,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
248,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
249,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
250,,0,6600,6600,0,true,Reward_Mounts_RidingTradeskill_240,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
