Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,ResourceTierUnlocks,EntitlementId,XpReward
436,,0,90450,90225,0,true,,,,436,0,5,150,5,,4660
437,,0,90675,90450,0,true,,,,437,0,5,150,5,,4670
438,,0,90900,90675,0,true,,,,438,0,5,150,5,,4680
439,,0,91125,90900,0,true,,,,439,0,5,150,5,,4690
440,,0,91350,91125,0,true,,,,440,0,10,150,5,,4700
441,,0,91575,91350,0,true,,,,441,0,10,150,5,,4710
442,,0,91800,91575,0,true,,,,442,0,10,150,5,,4720
443,,0,92025,91800,0,true,,,,443,0,10,150,5,,4730
444,,0,92250,92025,0,true,,,,444,0,10,150,5,,4740
445,,0,92475,92250,0,true,,,,445,0,10,150,5,,4750
446,,0,92700,92475,0,true,,,,446,0,10,150,5,,4760
447,,0,92925,92700,0,true,,,,447,0,10,150,5,,4770
448,,0,93150,92925,0,true,,,,448,0,10,150,5,,4780
449,,0,93375,93150,0,true,,,,449,0,10,150,5,,4790
450,,0,93600,93375,0,true,,,,450,0,15,150,5,,4800
451,,0,93825,93600,0,true,,,,451,0,15,150,5,,4810
452,,0,94050,93825,0,true,,,,452,0,15,150,5,,4820
453,,0,94275,94050,0,true,,,,453,0,15,150,5,,4830
454,,0,94500,94275,0,true,,,,454,0,15,150,5,,4840
455,,0,94725,94500,0,true,,,,455,0,15,150,5,,4850
456,,0,94950,94725,0,true,,,,456,0,15,150,5,,4860
457,,0,95175,94950,0,true,,,,457,0,15,150,5,,4870
458,,0,95400,95175,0,true,,,,458,0,15,150,5,,4880
459,,0,95625,95400,0,true,,,,459,0,15,150,5,,4890
460,,0,95850,95625,0,true,,,,460,0,20,150,5,,4900
461,,0,96075,95850,0,true,,,,461,0,20,150,5,,4910
462,,0,96300,96075,0,true,,,,462,0,20,150,5,,4920
463,,0,96525,96300,0,true,,,,463,0,20,150,5,,4930
464,,0,96750,96525,0,true,,,,464,0,20,150,5,,4940
465,,0,96975,96750,0,true,,,,465,0,20,150,5,,4950
466,,0,97200,96975,0,true,,,,466,0,20,150,5,,4960
467,,0,97425,97200,0,true,,,,467,0,20,150,5,,4970
468,,0,97650,97425,0,true,,,,468,0,20,150,5,,4980
469,,0,97875,97650,0,true,,,,469,0,20,150,5,,4990
470,,0,98100,97875,0,true,,,,470,0,25,150,5,,5000
471,,0,98325,98100,0,true,,,,471,0,25,150,5,,5010
472,,0,98550,98325,0,true,,,,472,0,25,150,5,,5020
473,,0,98775,98550,0,true,,,,473,0,25,150,5,,5030
474,,0,99000,98775,0,true,,,,474,0,25,150,5,,5040
475,,0,99225,99000,0,true,,,,475,0,25,150,5,,5050
476,,0,99450,99225,0,true,,,,476,0,25,150,5,,5060
477,,0,99675,99450,0,true,,,,477,0,25,150,5,,5070
478,,0,99900,99675,0,true,,,,478,0,25,150,5,,5080
479,,0,100125,99900,0,true,,,,479,0,25,150,5,,5090
480,,0,100350,100125,0,true,,,,480,0,30,150,5,,5100
481,,0,100575,100350,0,true,,,,481,0,30,150,5,,5110
482,,0,100800,100575,0,true,,,,482,0,30,150,5,,5120
483,,0,101025,100800,0,true,,,,483,0,30,150,5,,5130
484,,0,101250,101025,0,true,,,,484,0,30,150,5,,5140
485,,0,101475,101250,0,true,,,,485,0,30,150,5,,5150
486,,0,101700,101475,0,true,,,,486,0,30,150,5,,5160
487,,0,101925,101700,0,true,,,,487,0,30,150,5,,5170
488,,0,102150,101925,0,true,,,,488,0,30,150,5,,5180
489,,0,102375,102150,0,true,,,,489,0,30,150,5,,5190
490,,0,102600,102375,0,true,,,,490,0,35,150,5,,5200
491,,0,102825,102600,0,true,,,,491,0,35,150,5,,5210
492,,0,103050,102825,0,true,,,,492,0,35,150,5,,5220
493,,0,103275,103050,0,true,,,,493,0,35,150,5,,5230
494,,0,103500,103275,0,true,,,,494,0,35,150,5,,5240
495,,0,103725,103500,0,true,,,,495,0,35,150,5,,5250
496,,0,103950,103725,0,true,,,,496,0,35,150,5,,5260
497,,0,104175,103950,0,true,,,,497,0,35,150,5,,5270
498,,0,104400,104175,0,true,,,,498,0,35,150,5,,5280
499,,0,104625,104400,0,true,,,,499,0,35,150,5,,5290
500,,0,104850,104625,0,true,,,,500,0,40,150,5,,5300
