Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,RecipeLevel,RollBonus,GatheringMultiplier,GatheringEfficiency,IconTypeUnlock,ExpansionIdUnlock,IsMilestone,Tooltip,EntitlementId,XpReward
393,,0,6750,6750,0,true,,0,3930,0,3.38,,,false,,,1323
394,,0,6750,6750,0,true,,0,3940,0,3.39,,,false,,,1325
395,,0,6750,6750,0,true,,0,3950,0,3.4,,,false,,,1329
396,,0,6750,6750,0,true,,0,3960,0,3.41,,,false,,,1331
397,,0,6750,6750,0,true,,0,3970,0,3.42,,,false,,,1335
398,,0,6750,6750,0,true,,0,3980,0,3.43,,,false,,,1338
399,,0,6750,6750,0,true,,0,3990,0,3.44,,,false,,,1341
400,,0,6750,6750,0,true,,0,4000,0,3.45,,,false,,,1344
401,,0,6750,6750,0,true,,0,4010,0,3.46,,,false,,,1348
402,,0,6750,6750,0,true,,0,4020,0,3.47,,,false,,,1350
403,,0,6750,6750,0,true,,0,4030,0,3.48,,,false,,,1354
404,,0,6750,6750,0,true,,0,4040,0,3.49,,,false,,,1356
405,,0,6750,6750,0,true,,0,4050,0,3.5,,,false,,,1360
406,,0,6750,6750,0,true,,0,4060,0,3.51,,,false,,,1363
407,,0,6750,6750,0,true,,0,4070,0,3.52,,,false,,,1366
408,,0,6750,6750,0,true,,0,4080,0,3.53,,,false,,,1369
409,,0,6750,6750,0,true,,0,4090,0,3.54,,,false,,,1373
410,,0,6750,6750,0,true,,0,4100,0,3.55,,,false,,,1375
411,,0,6750,6750,0,true,,0,4110,0,3.56,,,false,,,1379
412,,0,6750,6750,0,true,,0,4120,0,3.57,,,false,,,1381
413,,0,6750,6750,0,true,,0,4130,0,3.58,,,false,,,1385
414,,0,6750,6750,0,true,,0,4140,0,3.59,,,false,,,1388
415,,0,6750,6750,0,true,,0,4150,0,3.6,,,false,,,1391
416,,0,6750,6750,0,true,,0,4160,0,3.61,,,false,,,1394
417,,0,6750,6750,0,true,,0,4170,0,3.62,,,false,,,1398
418,,0,6750,6750,0,true,,0,4180,0,3.63,,,false,,,1400
419,,0,6750,6750,0,true,,0,4190,0,3.64,,,false,,,1404
420,,0,6750,6750,0,true,,0,4200,0,3.65,,,false,,,1406
421,,0,6750,6750,0,true,,0,4210,0,3.66,,,false,,,1410
422,,0,6750,6750,0,true,,0,4220,0,3.67,,,false,,,1413
423,,0,6750,6750,0,true,,0,4230,0,3.68,,,false,,,1416
424,,0,6750,6750,0,true,,0,4240,0,3.69,,,false,,,1419
425,,0,6750,6750,0,true,,0,4250,0,3.7,,,false,,,1423
426,,0,6750,6750,0,true,,0,4260,0,3.71,,,false,,,1425
427,,0,6750,6750,0,true,,0,4270,0,3.72,,,false,,,1429
428,,0,6750,6750,0,true,,0,4280,0,3.73,,,false,,,1431
429,,0,6750,6750,0,true,,0,4290,0,3.74,,,false,,,1435
430,,0,6750,6750,0,true,,0,4300,0,3.75,,,false,,,1438
431,,0,6750,6750,0,true,,0,4310,0,3.76,,,false,,,1441
432,,0,6750,6750,0,true,,0,4320,0,3.77,,,false,,,1444
433,,0,6750,6750,0,true,,0,4330,0,3.78,,,false,,,1448
434,,0,6750,6750,0,true,,0,4340,0,3.79,,,false,,,1450
435,,0,6750,6750,0,true,,0,4350,0,3.8,,,false,,,1454
436,,0,6750,6750,0,true,,0,4360,0,3.81,,,false,,,1456
437,,0,6750,6750,0,true,,0,4370,0,3.82,,,false,,,1460
438,,0,6750,6750,0,true,,0,4380,0,3.83,,,false,,,1463
439,,0,6750,6750,0,true,,0,4390,0,3.84,,,false,,,1466
440,,0,6750,6750,0,true,,0,4400,0,3.85,,,false,,,1469
441,,0,6750,6750,0,true,,0,4410,0,3.86,,,false,,,1473
442,,0,6750,6750,0,true,,0,4420,0,3.87,,,false,,,1475
443,,0,6750,6750,0,true,,0,4430,0,3.88,,,false,,,1479
444,,0,6750,6750,0,true,,0,4440,0,3.89,,,false,,,1481
445,,0,6750,6750,0,true,,0,4450,0,3.9,,,false,,,1485
446,,0,6750,6750,0,true,,0,4460,0,3.91,,,false,,,1488
447,,0,6750,6750,0,true,,0,4470,0,3.92,,,false,,,1491
448,,0,6750,6750,0,true,,0,4480,0,3.93,,,false,,,1494
449,,0,6750,6750,0,true,,0,4490,0,3.94,,,false,,,1498
450,,0,6750,6750,0,true,,0,4500,0,3.95,,,false,,,1500
451,,0,6750,6750,0,true,,0,4510,0,3.96,,,false,,,1504
452,,0,6750,6750,0,true,,0,4520,0,3.97,,,false,,,1506
453,,0,6750,6750,0,true,,0,4530,0,3.98,,,false,,,1510
454,,0,6750,6750,0,true,,0,4540,0,3.99,,,false,,,1513
455,,0,6750,6750,0,true,,0,4550,0,4,,,false,,,1516
456,,0,6750,6750,0,true,,0,4560,0,4.01,,,false,,,1519
457,,0,6750,6750,0,true,,0,4570,0,4.02,,,false,,,1523
458,,0,6750,6750,0,true,,0,4580,0,4.03,,,false,,,1525
459,,0,6750,6750,0,true,,0,4590,0,4.04,,,false,,,1529
460,,0,6750,6750,0,true,,0,4600,0,4.05,,,false,,,1531
461,,0,6750,6750,0,true,,0,4610,0,4.06,,,false,,,1535
462,,0,6750,6750,0,true,,0,4620,0,4.07,,,false,,,1538
463,,0,6750,6750,0,true,,0,4630,0,4.08,,,false,,,1541
464,,0,6750,6750,0,true,,0,4640,0,4.09,,,false,,,1544
465,,0,6750,6750,0,true,,0,4650,0,4.1,,,false,,,1548
466,,0,6750,6750,0,true,,0,4660,0,4.11,,,false,,,1550
467,,0,6750,6750,0,true,,0,4670,0,4.12,,,false,,,1554
468,,0,6750,6750,0,true,,0,4680,0,4.13,,,false,,,1556
469,,0,6750,6750,0,true,,0,4690,0,4.14,,,false,,,1560
470,,0,6750,6750,0,true,,0,4700,0,4.15,,,false,,,1563
471,,0,6750,6750,0,true,,0,4710,0,4.16,,,false,,,1566
472,,0,6750,6750,0,true,,0,4720,0,4.17,,,false,,,1569
473,,0,6750,6750,0,true,,0,4730,0,4.18,,,false,,,1573
474,,0,6750,6750,0,true,,0,4740,0,4.19,,,false,,,1575
475,,0,6750,6750,0,true,,0,4750,0,4.2,,,false,,,1579
476,,0,6750,6750,0,true,,0,4760,0,4.21,,,false,,,1581
477,,0,6750,6750,0,true,,0,4770,0,4.22,,,false,,,1585
478,,0,6750,6750,0,true,,0,4780,0,4.23,,,false,,,1588
479,,0,6750,6750,0,true,,0,4790,0,4.24,,,false,,,1591
480,,0,6750,6750,0,true,,0,4800,0,4.25,,,false,,,1594
481,,0,6750,6750,0,true,,0,4810,0,4.26,,,false,,,1598
482,,0,6750,6750,0,true,,0,4820,0,4.27,,,false,,,1600
483,,0,6750,6750,0,true,,0,4830,0,4.28,,,false,,,1604
484,,0,6750,6750,0,true,,0,4840,0,4.29,,,false,,,1606
485,,0,6750,6750,0,true,,0,4850,0,4.3,,,false,,,1610
486,,0,6750,6750,0,true,,0,4860,0,4.31,,,false,,,1613
487,,0,6750,6750,0,true,,0,4870,0,4.32,,,false,,,1616
488,,0,6750,6750,0,true,,0,4880,0,4.33,,,false,,,1619
489,,0,6750,6750,0,true,,0,4890,0,4.34,,,false,,,1623
490,,0,6750,6750,0,true,,0,4900,0,4.35,,,false,,,1625
491,,0,6750,6750,0,true,,0,4910,0,4.36,,,false,,,1629
492,,0,6750,6750,0,true,,0,4920,0,4.37,,,false,,,1631
493,,0,6750,6750,0,true,,0,4930,0,4.38,,,false,,,1635
494,,0,6750,6750,0,true,,0,4940,0,4.39,,,false,,,1638
495,,0,6750,6750,0,true,,0,4950,0,4.4,,,false,,,1641
496,,0,6750,6750,0,true,,0,4960,0,4.41,,,false,,,1644
497,,0,6750,6750,0,true,,0,4970,0,4.42,,,false,,,1648
498,,0,6750,6750,0,true,,0,4980,0,4.43,,,false,,,1650
499,,0,6750,6750,0,true,,0,4990,0,4.44,,,false,,,1654
500,,0,12150,6750,0,true,,0,5000,0,4.45,,,false,,,1656
