Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,IsMilestone,ResourceTierUnlocks,EntitlementId,XpReward
378,,0,11966885,11927261,0,true,,,,378,2040,0,0,false,5,,410.04
379,,0,12006572,11966885,0,true,,,,379,2045,0,0,false,5,,411.38
380,,0,12046320,12006572,0,true,,,,380,2050,0,0,false,5,,412.05
381,,0,12086132,12046320,0,true,,,,381,2055,0,0,false,5,,413.39
382,,0,12126005,12086132,0,true,,,,382,2060,0,0,false,5,,414.06
383,,0,12165941,12126005,0,true,,,,383,2065,0,0,false,5,,415.4
384,,0,12205940,12165941,0,true,,,,384,2070,0,0,false,5,,416.07
385,,0,12246000,12205940,0,true,,,,385,2075,0,0,false,5,,417.41
386,,0,12286124,12246000,0,true,,,,386,2080,0,0,false,5,,418.08
387,,0,12326309,12286124,0,true,,,,387,2085,0,0,false,5,,419.42
388,,0,12366557,12326309,0,true,,,,388,2090,0,0,false,5,,420.09
389,,0,12406868,12366557,0,true,,,,389,2095,0,0,false,5,,421.43
390,,0,12447240,12406868,0,true,,,,390,2100,0,0,false,5,,422.1
391,,0,12487676,12447240,0,true,,,,391,2105,0,0,false,5,,423.44
392,,0,12528173,12487676,0,true,,,,392,2110,0,0,false,5,,424.11
393,,0,12568733,12528173,0,true,,,,393,2115,0,0,false,5,,425.45
394,,0,12609356,12568733,0,true,,,,394,2120,0,0,false,5,,426.12
395,,0,12650040,12609356,0,true,,,,395,2125,0,0,false,5,,427.46
396,,0,12690788,12650040,0,true,,,,396,2130,0,0,false,5,,428.13
397,,0,12731597,12690788,0,true,,,,397,2135,0,0,false,5,,429.47
398,,0,12772469,12731597,0,true,,,,398,2140,0,0,false,5,,430.14
399,,0,12813404,12772469,0,true,,,,399,2145,0,0,false,5,,431.48
400,,0,12854400,12813404,0,true,,,,400,2150,0,0,false,5,,432.15
401,,0,12895460,12854400,0,true,,,,401,2155,0,0,false,5,,433.49
402,,0,12936581,12895460,0,true,,,,402,2160,0,0,false,5,,434.16
403,,0,12977765,12936581,0,true,,,,403,2165,0,0,false,5,,435.5
404,,0,13019012,12977765,0,true,,,,404,2170,0,0,false,5,,436.17
405,,0,13060320,13019012,0,true,,,,405,2175,0,0,false,5,,437.51
406,,0,13101692,13060320,0,true,,,,406,2180,0,0,false,5,,438.18
407,,0,13143125,13101692,0,true,,,,407,2185,0,0,false,5,,439.52
408,,0,13184621,13143125,0,true,,,,408,2190,0,0,false,5,,440.19
409,,0,13226180,13184621,0,true,,,,409,2195,0,0,false,5,,441.53
410,,0,13267800,13226180,0,true,,,,410,2200,0,0,false,5,,442.2
411,,0,13309484,13267800,0,true,,,,411,2205,0,0,false,5,,443.54
412,,0,13351229,13309484,0,true,,,,412,2210,0,0,false,5,,444.21
413,,0,13393037,13351229,0,true,,,,413,2215,0,0,false,5,,445.55
414,,0,13434908,13393037,0,true,,,,414,2220,0,0,false,5,,446.22
415,,0,13476840,13434908,0,true,,,,415,2225,0,0,false,5,,447.56
416,,0,13518836,13476840,0,true,,,,416,2230,0,0,false,5,,448.23
417,,0,13560893,13518836,0,true,,,,417,2235,0,0,false,5,,449.57
418,,0,13603013,13560893,0,true,,,,418,2240,0,0,false,5,,450.24
419,,0,13645196,13603013,0,true,,,,419,2245,0,0,false,5,,451.58
420,,0,13687440,13645196,0,true,,,,420,2250,0,0,false,5,,452.25
421,,0,13729748,13687440,0,true,,,,421,2255,0,0,false,5,,453.59
422,,0,13772117,13729748,0,true,,,,422,2260,0,0,false,5,,454.26
423,,0,13814549,13772117,0,true,,,,423,2265,0,0,false,5,,455.6
424,,0,13857044,13814549,0,true,,,,424,2270,0,0,false,5,,456.27
425,,0,13899600,13857044,0,true,,,,425,2275,0,0,false,5,,457.61
426,,0,13942220,13899600,0,true,,,,426,2280,0,0,false,5,,458.28
427,,0,13984901,13942220,0,true,,,,427,2285,0,0,false,5,,459.62
428,,0,14027645,13984901,0,true,,,,428,2290,0,0,false,5,,460.29
429,,0,14070452,14027645,0,true,,,,429,2295,0,0,false,5,,461.63
430,,0,14113320,14070452,0,true,,,,430,2300,0,0,false,5,,462.3
431,,0,14156252,14113320,0,true,,,,431,2305,0,0,false,5,,463.64
432,,0,14199245,14156252,0,true,,,,432,2310,0,0,false,5,,464.31
433,,0,14242301,14199245,0,true,,,,433,2315,0,0,false,5,,465.65
434,,0,14285420,14242301,0,true,,,,434,2320,0,0,false,5,,466.32
435,,0,14328600,14285420,0,true,,,,435,2325,0,0,false,5,,467.66
436,,0,14371844,14328600,0,true,,,,436,2330,0,0,false,5,,468.33
437,,0,14415149,14371844,0,true,,,,437,2335,0,0,false,5,,469.67
438,,0,14458517,14415149,0,true,,,,438,2340,0,0,false,5,,470.34
439,,0,14501948,14458517,0,true,,,,439,2345,0,0,false,5,,471.68
440,,0,14545440,14501948,0,true,,,,440,2350,0,0,false,5,,472.35
441,,0,14588996,14545440,0,true,,,,441,2355,0,0,false,5,,473.69
442,,0,14632613,14588996,0,true,,,,442,2360,0,0,false,5,,474.36
443,,0,14676293,14632613,0,true,,,,443,2365,0,0,false,5,,475.7
444,,0,14720036,14676293,0,true,,,,444,2370,0,0,false,5,,476.37
445,,0,14763840,14720036,0,true,,,,445,2375,0,0,false,5,,477.71
446,,0,14807708,14763840,0,true,,,,446,2380,0,0,false,5,,478.38
447,,0,14851637,14807708,0,true,,,,447,2385,0,0,false,5,,479.72
448,,0,14895629,14851637,0,true,,,,448,2390,0,0,false,5,,480.39
449,,0,14939684,14895629,0,true,,,,449,2395,0,0,false,5,,481.73
450,,0,14983800,14939684,0,true,,,,450,2400,0,0,false,5,,482.4
451,,0,15027980,14983800,0,true,,,,451,2405,0,0,false,5,,483.74
452,,0,15072221,15027980,0,true,,,,452,2410,0,0,false,5,,484.41
453,,0,15116525,15072221,0,true,,,,453,2415,0,0,false,5,,485.75
454,,0,15160892,15116525,0,true,,,,454,2420,0,0,false,5,,486.42
455,,0,15205320,15160892,0,true,,,,455,2425,0,0,false,5,,487.76
456,,0,15249812,15205320,0,true,,,,456,2430,0,0,false,5,,488.43
457,,0,15294365,15249812,0,true,,,,457,2435,0,0,false,5,,489.77
458,,0,15338981,15294365,0,true,,,,458,2440,0,0,false,5,,490.44
459,,0,15383660,15338981,0,true,,,,459,2445,0,0,false,5,,491.78
460,,0,15428400,15383660,0,true,,,,460,2450,0,0,false,5,,492.45
461,,0,15473204,15428400,0,true,,,,461,2455,0,0,false,5,,493.79
462,,0,15518069,15473204,0,true,,,,462,2460,0,0,false,5,,494.46
463,,0,15562997,15518069,0,true,,,,463,2465,0,0,false,5,,495.8
464,,0,15607988,15562997,0,true,,,,464,2470,0,0,false,5,,496.47
465,,0,15653040,15607988,0,true,,,,465,2475,0,0,false,5,,497.81
466,,0,15698156,15653040,0,true,,,,466,2480,0,0,false,5,,498.48
467,,0,15743333,15698156,0,true,,,,467,2485,0,0,false,5,,499.82
468,,0,15788573,15743333,0,true,,,,468,2490,0,0,false,5,,500.49
469,,0,15833876,15788573,0,true,,,,469,2495,0,0,false,5,,501.83
470,,0,15879240,15833876,0,true,,,,470,2500,0,0,false,5,,502.5
471,,0,15924668,15879240,0,true,,,,471,2505,0,0,false,5,,503.84
472,,0,15970157,15924668,0,true,,,,472,2510,0,0,false,5,,504.51
473,,0,16015709,15970157,0,true,,,,473,2515,0,0,false,5,,505.85
474,,0,16061324,16015709,0,true,,,,474,2520,0,0,false,5,,506.52
475,,0,16107000,16061324,0,true,,,,475,2525,0,0,false,5,,507.86
476,,0,16152740,16107000,0,true,,,,476,2530,0,0,false,5,,508.53
477,,0,16198541,16152740,0,true,,,,477,2535,0,0,false,5,,509.87
478,,0,16244405,16198541,0,true,,,,478,2540,0,0,false,5,,510.54
479,,0,16290332,16244405,0,true,,,,479,2545,0,0,false,5,,511.88
480,,0,16336320,16290332,0,true,,,,480,2550,0,0,false,5,,512.55
481,,0,16382372,16336320,0,true,,,,481,2555,0,0,false,5,,513.89
482,,0,16428485,16382372,0,true,,,,482,2560,0,0,false,5,,514.56
483,,0,16474661,16428485,0,true,,,,483,2565,0,0,false,5,,515.9
484,,0,16520900,16474661,0,true,,,,484,2570,0,0,false,5,,516.57
485,,0,16567200,16520900,0,true,,,,485,2575,0,0,false,5,,517.91
486,,0,16613564,16567200,0,true,,,,486,2580,0,0,false,5,,518.58
487,,0,16659989,16613564,0,true,,,,487,2585,0,0,false,5,,519.92
488,,0,16706477,16659989,0,true,,,,488,2590,0,0,false,5,,520.59
489,,0,16753028,16706477,0,true,,,,489,2595,0,0,false,5,,521.93
490,,0,16799640,16753028,0,true,,,,490,2600,0,0,false,5,,522.6
491,,0,16846316,16799640,0,true,,,,491,2605,0,0,false,5,,523.94
492,,0,16893053,16846316,0,true,,,,492,2610,0,0,false,5,,524.61
493,,0,16939853,16893053,0,true,,,,493,2615,0,0,false,5,,525.95
494,,0,16986716,16939853,0,true,,,,494,2620,0,0,false,5,,526.62
495,,0,17033640,16986716,0,true,,,,495,2625,0,0,false,5,,527.96
496,,0,17080628,17033640,0,true,,,,496,2630,0,0,false,5,,528.63
497,,0,17127677,17080628,0,true,,,,497,2635,0,0,false,5,,529.97
498,,0,17174789,17127677,0,true,,,,498,2640,0,0,false,5,,530.64
499,,0,17221964,17174789,0,true,,,,499,2645,0,0,false,5,,531.98
500,,0,17269200,17221964,0,true,,,,500,2650,0,0,false,5,,532.65
