EventID,GameEventType,Level,CreatureType,UniversalExpAmount,XpOfCurrentLevel,UseRestedExp,CurrencyReward,CoinRewardChance,ItemReward,ItemRewardQty,GearScoreRange,LootTags,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,AzothSalt,AzothSaltChance,PvpXp,FactionInfluenceAmount,FactionInfluenceSrc,EmitTelemetry,AzothReward,AzothRewardChance,EntitlementId,AchievementId,StatusEffectId,RemoveStatusEffects,RemoveStatusEffectCategories,LootLimitId,LootLimitReachedGameEventId,LootLimitReachedGameEventKeepOverrides,LeaderboardValue,SeasonsXp,ScheduleId,ScheduledGameEventId
Faction-V2_39,,39,Mission-,1450,,,345,,,,,,,,125,1005,1065,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_40,,40,Mission-,1680,,,350,,,,,,,,125,1160,1225,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_41,,41,Mission-,1720,,,355,,,,,,,,125,1185,1255,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_42,,42,Mission-,1750,,,360,,,,,,,,125,1210,1280,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_43,,43,Mission-,1790,,,365.00000000000006,,,,,,,,125,1235,1305,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_44,,44,Mission-,1830,,,370,,,,,,,,125,1260,1335,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_45,,45,Mission-,1860,,,375,,,,,,,,125,1285,1360,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_46,,46,Mission-,1900,,,380,,,,,,,,125,1310,1385,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_47,,47,Mission-,1930,,,385,,,,,,,,125,1330,1405,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_48,,48,Mission-,1960,,,390.00000000000006,,,,,,,,125,1355,1435,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_49,,49,Mission-,2000,,,395,,,,,,,,125,1380,1460,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_50,,50,Mission-,2030,,,400,,,,,,,,125,1405,1485,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_51,,51,Mission-,2070,,,405,,,,,,,,125,1425,1510,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_52,,52,Mission-,2100,,,410.00000000000006,,,,,,,,125,1450,1535,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_53,,53,Mission-,2130,,,415.00000000000006,,,,,,,,125,1470,1555,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_54,,54,Mission-,2170,,,420,,,,,,,,125,1495,1580,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_55,,55,Mission-,2200,,,425,,,,,,,,125,1520,1610,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_56,,56,Mission-,2230,,,430,,,,,,,,125,1540,1630,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_57,,57,Mission-,2260,,,435.00000000000006,,,,,,,,125,1560,1650,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_58,,58,Mission-,2300,,,440.00000000000006,,,,,,,,125,1585,1675,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_59,,59,Mission-,2330,,,445,,,,,,,,125,1605,1700,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_60,,60,Mission-,2360,,,450,,,,,,,,125,1630,1725,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_61,,61,Mission-,2390,,,455,,,,,,,,125,1650,1745,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_62,,62,Mission-,2420,,,460.00000000000006,,,,,,,,125,1670,1765,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_63,,63,Mission-,2450,,,465.00000000000006,,,,,,,,125,1695,1795,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_64,,64,Mission-,2480,,,470,,,,,,,,125,1715,1815,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_65,,65,Mission-,2510,,,475,,,,,,,,125,1735,1835,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_66,,66,Mission-,2510,,,480.00000000000006,,,,,,,,125,1735,1835,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_67,,67,Mission-,2510,,,485.00000000000006,,,,,,,,125,1735,1835,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_68,,68,Mission-,2510,,,490.00000000000006,,,,,,,,125,1735,1835,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_69,,69,Mission-,2510,,,495,,,,,,,,125,1735,1835,,,,,Missions,true,0,,,,,,,,,,,,,
Faction-V2_70,,70,Mission-,2510,,,500,,,,,,,,125,1735,1835,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_1,,1,Mission+,80,,,775,,,,,,,,375,30,35,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_2,,2,Mission+,140,,,800,,,,,,,,375,55,60,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_3,,3,Mission+,200,,,825,,,,,,,,375,75,85,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_4,,4,Mission+,260,,,850,,,,,,,,375,100,110,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_5,,5,Mission+,360,,,875,,,,,,,,375,135,150,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_6,,6,Mission+,420,,,900,,,,,,,,375,160,180,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_7,,7,Mission+,490,,,925,,,,,,,,375,185,205,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_8,,8,Mission+,550,,,950,,,,,,,,375,210,235,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_9,,9,Mission+,620,,,975,,,,,,,,375,230,260,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_10,,10,Mission+,680,,,1000,,,,,,,,375,255,285,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_11,,11,Mission+,750,,,1025,,,,,,,,375,280,315,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_12,,12,Mission+,810,,,1050,,,,,,,,375,305,340,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_13,,13,Mission+,870,,,1075,,,,,,,,375,325,365,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_14,,14,Mission+,930,,,1100,,,,,,,,375,350,390,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_15,,15,Mission+,1060,,,1125,,,,,,,,375,395,445,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_16,,16,Mission+,1190,,,1150,,,,,,,,375,450,505,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_17,,17,Mission+,1340,,,1175,,,,,,,,375,500,560,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_18,,18,Mission+,1490,,,1200,,,,,,,,375,560,630,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_19,,19,Mission+,1650,,,1225,,,,,,,,375,615,690,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_20,,20,Mission+,1810,,,1250,,,,,,,,375,680,760,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_21,,21,Mission+,1900,,,1275,,,,,,,,375,710,795,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_22,,22,Mission+,1980,,,1300,,,,,,,,375,740,830,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_23,,23,Mission+,2060,,,1325,,,,,,,,375,775,870,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_24,,24,Mission+,2140,,,1350,,,,,,,,375,805,900,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_25,,25,Mission+,2380,,,1375,,,,,,,,375,895,1005,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_26,,26,Mission+,2470,,,1400,,,,,,,,375,925,1035,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_27,,27,Mission+,2560,,,1425,,,,,,,,375,960,1075,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_28,,28,Mission+,2640,,,1450,,,,,,,,375,990,1110,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_29,,29,Mission+,2730,,,1475,,,,,,,,375,1025,1150,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_30,,30,Mission+,3000,,,1500,,,,,,,,375,1125,1260,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_31,,31,Mission+,2900,,,1525,,,,,,,,375,1085,1215,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_32,,32,Mission+,3050,,,1550,,,,,,,,375,1140,1280,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_33,,33,Mission+,3130,,,1575,,,,,,,,375,1175,1315,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_34,,34,Mission+,3210,,,1600,,,,,,,,375,1205,1350,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_35,,35,Mission+,3300,,,1625,,,,,,,,375,1235,1385,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_36,,36,Mission+,3380,,,1650,,,,,,,,375,1265,1420,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_37,,37,Mission+,3460,,,1675,,,,,,,,375,1300,1455,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_38,,38,Mission+,3540,,,1700,,,,,,,,375,1330,1490,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_39,,39,Mission+,3620,,,1725,,,,,,,,375,1360,1525,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_40,,40,Mission+,4200,,,1750,,,,,,,,375,1575,1765,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_41,,41,Mission+,4290,,,1775,,,,,,,,375,1605,1800,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_42,,42,Mission+,4380,,,1800,,,,,,,,375,1640,1840,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_43,,43,Mission+,4470,,,1825,,,,,,,,375,1675,1880,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_44,,44,Mission+,4560,,,1850,,,,,,,,375,1705,1910,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_45,,45,Mission+,4640,,,1875,,,,,,,,375,1740,1950,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_46,,46,Mission+,4730,,,1900,,,,,,,,375,1775,1990,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_47,,47,Mission+,4820,,,1925,,,,,,,,375,1805,2025,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_48,,48,Mission+,4900,,,1950,,,,,,,,375,1840,2065,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_49,,49,Mission+,4990,,,1975,,,,,,,,375,1870,2095,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_50,,50,Mission+,5080,,,2000,,,,,,,,375,1900,2130,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_51,,51,Mission+,5160,,,2025,,,,,,,,375,1935,2170,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_52,,52,Mission+,5240,,,2050,,,,,,,,375,1965,2205,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_53,,53,Mission+,5330,,,2075,,,,,,,,375,1995,2235,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_54,,54,Mission+,5410,,,2100,,,,,,,,375,2025,2270,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_55,,55,Mission+,5490,,,2125,,,,,,,,375,2055,2305,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_56,,56,Mission+,5570,,,2150,,,,,,,,375,2085,2335,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_57,,57,Mission+,5650,,,2175,,,,,,,,375,2115,2370,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_58,,58,Mission+,5730,,,2200,,,,,,,,375,2145,2405,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_59,,59,Mission+,5810,,,2225,,,,,,,,375,2175,2440,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_60,,60,Mission+,5890,,,2250,,,,,,,,375,2205,2470,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_61,,61,Mission+,5970,,,2275,,,,,,,,375,2235,2505,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_62,,62,Mission+,6050,,,2300,,,,,,,,375,2265,2540,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_63,,63,Mission+,6120,,,2325,,,,,,,,375,2295,2575,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_64,,64,Mission+,6200,,,2350,,,,,,,,375,2320,2600,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_65,,65,Mission+,6270,,,2375,,,,,,,,375,2350,2635,,,,,Missions,true,0,,,,,,,,,,,,,
Faction+V2_70,,70,Mission+,6270,,,2500,,,,,,,,375,2350,2635,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_1,,1,Mission++,100,,,929.99999999999989,,,,,,,,375,40,40,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_2,,2,Mission++,160,,,960,,,,,,,,375,65,65,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_3,,3,Mission++,230,,,990,,,,,,,,375,95,100,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_4,,4,Mission++,300,,,1019.9999999999999,,,,,,,,375,120,125,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_5,,5,Mission++,410,,,1050,,,,,,,,375,165,170,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_6,,6,Mission++,490,,,1080,,,,,,,,375,195,200,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_7,,7,Mission++,560,,,1110,,,,,,,,375,225,235,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_8,,8,Mission++,640,,,1140,,,,,,,,375,250,260,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_9,,9,Mission++,710,,,1170,,,,,,,,375,280,290,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_10,,10,Mission++,780,,,1200,,,,,,,,375,310,320,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_11,,11,Mission++,860,,,1230,,,,,,,,375,340,355,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_12,,12,Mission++,930,,,1260,,,,,,,,375,370,385,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_13,,13,Mission++,1000,,,1290,,,,,,,,375,395,410,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_14,,14,Mission++,1070,,,1320,,,,,,,,375,425,440,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_15,,15,Mission++,1220,,,1350,,,,,,,,375,480,500,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_16,,16,Mission++,1370,,,1380,,,,,,,,375,545,565,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_17,,17,Mission++,1540,,,1410,,,,,,,,375,610,635,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_18,,18,Mission++,1710,,,1439.9999999999998,,,,,,,,375,675,700,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_19,,19,Mission++,1890,,,1470,,,,,,,,375,750,780,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_20,,20,Mission++,2080,,,1500,,,,,,,,375,825,855,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_21,,21,Mission++,2180,,,1530,,,,,,,,375,865,900,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_22,,22,Mission++,2280,,,1560,,,,,,,,375,900,935,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_23,,23,Mission++,2370,,,1589.9999999999998,,,,,,,,375,940,975,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_24,,24,Mission++,2460,,,1620,,,,,,,,375,975,1010,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_25,,25,Mission++,2740,,,1650,,,,,,,,375,1085,1125,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_26,,26,Mission++,2840,,,1680,,,,,,,,375,1125,1170,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_27,,27,Mission++,2940,,,1709.9999999999998,,,,,,,,375,1165,1210,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_28,,28,Mission++,3040,,,1739.9999999999998,,,,,,,,375,1205,1250,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_29,,29,Mission++,3140,,,1770,,,,,,,,375,1240,1285,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_30,,30,Mission++,3450,,,1800,,,,,,,,375,1365,1415,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_31,,31,Mission++,3330,,,1830,,,,,,,,375,1320,1370,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_32,,32,Mission++,3500,,,1859.9999999999998,,,,,,,,375,1385,1440,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_33,,33,Mission++,3600,,,1889.9999999999998,,,,,,,,375,1425,1480,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_34,,34,Mission++,3700,,,1920,,,,,,,,375,1465,1520,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_35,,35,Mission++,3790,,,1950,,,,,,,,375,1500,1555,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_36,,36,Mission++,3890,,,1980,,,,,,,,375,1540,1600,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_37,,37,Mission++,3980,,,2009.9999999999998,,,,,,,,375,1575,1635,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_38,,38,Mission++,4070,,,2039.9999999999998,,,,,,,,375,1615,1675,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_39,,39,Mission++,4170,,,2070,,,,,,,,375,1650,1715,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_40,,40,Mission++,4830,,,2100,,,,,,,,375,1910,1985,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_41,,41,Mission++,4930,,,2130,,,,,,,,375,1950,2025,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_42,,42,Mission++,5040,,,2160,,,,,,,,375,1995,2070,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_43,,43,Mission++,5140,,,2190,,,,,,,,375,2035,2110,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_44,,44,Mission++,5240,,,2220,,,,,,,,375,2075,2155,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_45,,45,Mission++,5340,,,2250,,,,,,,,375,2115,2195,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_46,,46,Mission++,5440,,,2280,,,,,,,,375,2155,2235,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_47,,47,Mission++,5540,,,2310,,,,,,,,375,2195,2280,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_48,,48,Mission++,5640,,,2340,,,,,,,,375,2230,2315,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_49,,49,Mission++,5740,,,2370,,,,,,,,375,2270,2355,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_50,,50,Mission++,5840,,,2400,,,,,,,,375,2310,2400,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_51,,51,Mission++,5930,,,2430,,,,,,,,375,2350,2440,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_52,,52,Mission++,6030,,,2460,,,,,,,,375,2385,2475,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_53,,53,Mission++,6120,,,2490,,,,,,,,375,2425,2515,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_54,,54,Mission++,6220,,,2520,,,,,,,,375,2460,2555,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_55,,55,Mission++,6310,,,2550,,,,,,,,375,2500,2595,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_56,,56,Mission++,6410,,,2580,,,,,,,,375,2535,2630,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_57,,57,Mission++,6500,,,2610,,,,,,,,375,2570,2670,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_58,,58,Mission++,6590,,,2640,,,,,,,,375,2610,2710,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_59,,59,Mission++,6680,,,2670,,,,,,,,375,2645,2745,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_60,,60,Mission++,6770,,,2700,,,,,,,,375,2680,2780,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_61,,61,Mission++,6860,,,2730,,,,,,,,375,2715,2820,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_62,,62,Mission++,6950,,,2760,,,,,,,,375,2750,2855,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_63,,63,Mission++,7040,,,2790,,,,,,,,375,2785,2890,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_64,,64,Mission++,7130,,,2820,,,,,,,,375,2820,2925,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_65,,65,Mission++,7220,,,2850,,,,,,,,375,2855,2965,,,,,Missions,true,0,,,,,,,,,,,,,
Faction++V2_70,,70,Mission++,7220,,,3000,,,,,,,,375,2855,2965,,,,,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_1,,1,MissionPvP,40,,,464.99999999999994,,,,,,,,40,50,50,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_2,,2,MissionPvP,70,,,480,,,,,,,,40,90,90,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_3,,3,MissionPvP,100,,,495,,,,,,,,40,125,125,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_4,,4,MissionPvP,130,,,509.99999999999994,,,,,,,,40,165,165,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_5,,5,MissionPvP,180,,,525,,,,,,,,40,225,225,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_6,,6,MissionPvP,210,,,540,,,,,,,,40,265,265,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_7,,7,MissionPvP,250,,,555,,,,,,,,40,315,315,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_8,,8,MissionPvP,280,,,570,,,,,,,,40,350,350,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_9,,9,MissionPvP,310,,,585,,,,,,,,40,390,390,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_10,,10,MissionPvP,340,,,600,,,,,,,,40,425,425,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_11,,11,MissionPvP,380,,,615,,,,,,,,40,475,475,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_12,,12,MissionPvP,410,,,630,,,,,,,,40,515,515,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_13,,13,MissionPvP,440,,,645,,,,,,,,40,550,550,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_14,,14,MissionPvP,470,,,660,,,,,,,,40,590,590,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_15,,15,MissionPvP,530,,,675,,,,,,,,40,665,665,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_16,,16,MissionPvP,600,,,690,,,,,,,,40,750,750,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_17,,17,MissionPvP,670,,,705,,,,,,,,40,840,840,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_18,,18,MissionPvP,750,,,719.99999999999989,,,,,,,,40,940,940,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_19,,19,MissionPvP,830,,,735,,,,,,,,40,1040,1040,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_20,,20,MissionPvP,910,,,750,,,,,,,,40,1140,1140,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_21,,21,MissionPvP,950,,,765,,,,,,,,40,1190,1190,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_22,,22,MissionPvP,990,,,780,,,,,,,,40,1240,1240,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_23,,23,MissionPvP,1030,,,794.99999999999989,,,,,,,,40,1290,1290,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_23_GC,,23,MissionPvP,1030,,,794.99999999999989,,,,,,,,40,1290,1290,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_24,,24,MissionPvP,1070,,,810,,,,,,,,40,1340,1340,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_25,,25,MissionPvP,1190,,,825,,,,,,,,40,1490,1490,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_26,,26,MissionPvP,1240,,,840,,,,,,,,40,1550,1550,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_27,,27,MissionPvP,1280,,,854.99999999999989,,,,,,,,40,1600,1600,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_28,,28,MissionPvP,1320,,,869.99999999999989,,,,,,,,40,1650,1650,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_29,,29,MissionPvP,1370,,,885,,,,,,,,40,1715,1715,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_30,,30,MissionPvP,1500,,,900,,,,,,,,40,1875,1875,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_31,,31,MissionPvP,1450,,,915,,,,,,,,40,1815,1815,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_32,,32,MissionPvP,1530,,,929.99999999999989,,,,,,,,40,1915,1915,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_33,,33,MissionPvP,1570,,,944.99999999999989,,,,,,,,40,1965,1965,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_34,,34,MissionPvP,1610,,,960,,,,,,,,40,2015,2015,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_35,,35,MissionPvP,1650,,,975,,,,,,,,40,2065,2065,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_36,,36,MissionPvP,1690,,,990,,,,,,,,40,2115,2115,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_37,,37,MissionPvP,1730,,,1004.9999999999999,,,,,,,,40,2165,2165,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_38,,38,MissionPvP,1770,,,1019.9999999999999,,,,,,,,40,2215,2215,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_39,,39,MissionPvP,1810,,,1035,,,,,,,,40,2265,2265,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_40,,40,MissionPvP,2100,,,1050,,,,,,,,40,2625,2625,200,,350,100,Missions,true,0,,,,,,,,,,,,,
PVPFactionV2_41,,41,MissionPvP,2150,,,1065,,,,,,,,40,2690,2690,200,,350,100,Missions,true,0,,,,,,,,,,,,,
