VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride
FL_MegaFlora_RazorLotus_09FL03,@FL_MegaFlora_RazorLotus_09FL03_VitalsName,"FL_MegaFlora_RazorLotus_09FL03,Hostile,AngryEarth",AngryEarth,Solo,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_MegaFlora_RazorLotus_09FL04,@FL_MegaFlora_RazorLotus_09FL04_VitalsName,"FL_MegaFlora_RazorLotus_09FL04,Hostile,AngryEarth",AngryEarth,Solo,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_MegaFlora_RazorLotus_09FL04b,@FL_MegaFlora_RazorLotus_09FL04b_VitalsName,"FL_MegaFlora_RazorLotus_09FL04b,Hostile,AngryEarth",AngryEarth,Solo,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_MegaFlora_RazorLotus_09FL08,@FL_MegaFlora_RazorLotus_09FL08_VitalsName,"FL_MegaFlora_RazorLotus_09FL08,Hostile,AngryEarth",AngryEarth,Solo,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,Named,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_MegaFlora_RazorLotus_09FL10,@FL_MegaFlora_RazorLotus_09FL10_VitalsName,"FL_MegaFlora_RazorLotus_09FL10,Hostile,AngryEarth",AngryEarth,Solo,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,Named,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_MegaFlora_RazorLotus_Named_09FL02a,@FL_MegaFlora_RazorLotus_Named_09FL02a_VitalsName,"FL_MegaFlora_RazorLotus_Named_09FL02a,Hostile,AngryEarth,Named",AngryEarth,Boss,,,true,1.4,0,1,3,,0.35,0.35,MegaFlora_RazorLotus_Leaves,MegaFloraBossSunBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,Named,MegaFlora,SunFlower",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,2.5,,,,,
FL_MegaFlora_RazorLotus_Named_09FL02b,@FL_MegaFlora_RazorLotus_Named_09FL02b_VitalsName,"FL_MegaFlora_RazorLotus_Named_09FL02b,Hostile,AngryEarth,Named",AngryEarth,Boss,,,true,1.4,0,1,3,,0.35,0.35,MegaFlora_RazorLotus_Leaves,MegaFloraBossMoonBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,Named,MegaFlora,MoonFlower",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,2.5,,,,,
FL_MegaFlora_RazorLotus_SolMinion,@FL_MegaFlora_RazorLotus_SolMinion_VitalsName,"FL_MegaFlora_RazorLotus_SolMinion,Hostile,AngryEarth",AngryEarth,Solo,,,true,0.3,0,1,0.01,,0.35,0.35,MegaFlora_RazorLotus_Leaves,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.4,1,,,,
FL_MegaFlora_RazorLotus_Named_09FL08,@FL_MegaFlora_RazorLotus_Named_09FL08_VitalsName,"FL_MegaFlora_RazorLotus_Named_09FL08,Hostile,AngryEarth,Named",AngryEarth,Named_Solo+,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,AIDamageBuff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,Named,Elafry02,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_DH_MegaFlora_RazorLotus,@FL_DH_MegaFlora_RazorLotus_VitalsName,"FL_DH_MegaFlora_RazorLotus,Hostile,AngryEarth",AngryEarth,Elite,,,true,1,0,1,1,,0.35,0.35,MegaFlora_RazorLotus_Leaves,"RandomUtilityBuff,RandomDefensiveBuffNoResist",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,Named,DH05,MegaFlora,GypsumBlack",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Explosive_Sprout_Physical,@FL_Explosive_Sprout_Physical_VitalsName,"FL_Explosive_Sprout_Physical,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutPhysicalBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Explosive_Sprout_Physical_09FL08,@FL_Explosive_Sprout_Physical_09FL08_VitalsName,"FL_Explosive_Sprout_Physical_09FL08,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutPhysicalBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_MegaFlora_RazorLotus_Leaves,@FL_MegaFlora_RazorLotus_Leaves_VitalsName,"FL_MegaFlora_RazorLotus_Leaves,Hostile,AngryEarth",AngryEarth,Critter,,true,false,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,1,true,,,
FL_Explosive_Sprout_Fire,@FL_Explosive_Sprout_Fire_VitalsName,"FL_Explosive_Sprout_Fire,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutFireBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Explosive_Sprout_Fire_09FL04b,@FL_Explosive_Sprout_Fire_09FL04b_VitalsName,"FL_Explosive_Sprout_Fire_09FL04b,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutFireBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Explosive_Sprout_Fire_09FL08,@FL_Explosive_Sprout_Fire_09FL08_VitalsName,"FL_Explosive_Sprout_Fire_09FL08,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutFireBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Explosive_Sprout_Poison,@FL_Explosive_Sprout_Poison_VitalsName,"FL_Explosive_Sprout_Poison,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutPoisonBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Explosive_Sprout_Poison_09FL04b,@FL_Explosive_Sprout_Poison_09FL04b_VitalsName,"FL_Explosive_Sprout_Poison_09FL04b,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutPoisonBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Explosive_Sprout_Poison_09FL08,@FL_Explosive_Sprout_Poison_09FL08_VitalsName,"FL_Explosive_Sprout_Poison_09FL08,Hostile,AngryEarth",AngryEarth,Solo-,,true,false,1,0,1,0.01,,0.35,0.35,,MegaFloraSproutPoisonBuffs,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,100,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,10,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,FALSE,CreatureLootMaster,"AngryEarth,Common,MegaFlora",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
FL_Hercyne_Boar,@FL_Hercyne_Boar_VitalsName,"FL_Hercyne_Boar,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,,true,1,0,1,1.2,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
FL_Hercyne_Boar_09FL02,@FL_Hercyne_Boar_09FL02_VitalsName,"FL_Hercyne_Boar_09FL02,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,,true,1,0,1,1.2,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
FL_Hercyne_Boar_09FL02a,@FL_Hercyne_Boar_09FL02a_VitalsName,"FL_Hercyne_Boar_09FL02a,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,,true,1,0,1,1.2,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
FL_Hercyne_Boar_09FL02b,@FL_Hercyne_Boar_09FL02b_VitalsName,"FL_Hercyne_Boar_09FL02b,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,,true,1,0,1,1.2,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
FL_Hercyne_Boar_09FL02_WaveEvent,@FL_Hercyne_Boar_09FL02_WaveEvent_VitalsName,"FL_Hercyne_Boar_09FL02_WaveEvent,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,true,false,0.75,0,1,0.75,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,NullRoll,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Hercyne_Boar_09FL05,@FL_Hercyne_Boar_09FL05_VitalsName,"FL_Hercyne_Boar_09FL05,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,,true,1,0,1,1.2,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
FL_Hercyne_Boar_09FL08,@FL_Hercyne_Boar_09FL08_VitalsName,"FL_Hercyne_Boar_09FL08,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Solo,,,true,1,0,1,1.2,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
