VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,VFXMustShow
Hercyne_Wolf_Alpha_Raid_CutlassKeys_00,@Hercyne_Wolf_Alpha_Raid_CutlassKeys_00_VitalsName,"Hercyne_Wolf_Alpha_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Wolf",AngryEarth,Raid10+,3,,true,1,0,1,1,,0.35,0.35,,"ChampionEliteBaseBuffs,RandomOffensiveBuff,RandomDefensiveBuff,RandomUtilityBuffNoSlime,Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,
Hercyne_Wolf_Named_Raid_CutlassKeys_00,@Hercyne_Wolf_Alpha_Raid_CutlassKeys_00_VitalsName,"Hercyne_Wolf_Alpha_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Wolf",AngryEarth,Raid10+,3,,true,1,0,1,1,,0.35,0.35,,"ChampionEliteBaseBuffs,RandomOffensiveBuff,RandomDefensiveBuff,RandomUtilityBuffNoSlime,Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,
Hercyne_Typhon,@Hercyne_Typhon_VitalsName,"Hercyne_Typhon,Hostile,AngryEarth,Hercyne,Wolf",AngryEarth,Raid10Boss,,,true,1,0,1,3.6,,0.5,0.5,,"RendResilience_50_Buff,WeakenResilience_66_Buff,DoTResilience_10_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootMaster,"Typhon,RaidBoss_BonusNamed,TyphonWeekly,TyphonArtifact,MutatorCombo_Typhon",BossDebuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.8,,,,,,true
Hercyne_Typhon_ThornPrison,@Hercyne_Typhon_ThornPrison_VitalsName,"Hercyne_Typhon_ThornPrison,Hostile,AngryEarth,Hercyne",AngryEarth,Solo,2,true,false,1,0,1,1.08,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,NonDispellableBuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Wolf_Typhon,@Hercyne_Wolf_VitalsName,"Hercyne_Wolf,Hostile,AngryEarth,Hercyne,Wolf",AngryEarth,Raid10+,,true,false,0.7,0,1,0.7,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,NonDispellableBuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Spider_Typhon,@Hercyne_Spider_VitalsName,"Hercyne_Spider,Hostile,AngryEarth,Spider,Hercyne",AngryEarth,Raid10-,3,true,false,1.1,0,1,0.24,,0.25,0.25,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:1,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,NonDispellableBuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Corvid_Typhon,@Hercyne_Corvid_VitalsName,"Hercyne_Corvid,Hostile,AngryEarth,Hercyne,Corvid",AngryEarth,Raid10+,2,true,false,0.7,0,1,0.7,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,NonDispellableBuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Broodmother,@Hercyne_Broodmother_VitalsName,"Hercyne_Broodmother,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10Boss,,,true,1.1,0,1,3.6,,0.5,0.5,,"RendResilience_50_Buff,WeakenResilience_66_Buff,DoTResilience_10_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0.5,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootMaster,"Broodmother,RaidBoss_BonusNamed,BroodmotherWeekly,BroodmotherArtifact,MutatorCombo_Broodmother",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,true
Hercyne_Broodmother_Flower,@Hercyne_Broodmother_Flower_VitalsName,"Hercyne_Broodmother_Flower,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10-,,true,false,1.5,0,1,1.21,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,
Hercyne_Broodmother_Flower_Ceiling,@Hercyne_Broodmother_Flower_Ceiling_VitalsName,"Hercyne_Broodmother_Flower_Ceiling,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10-,,true,false,1.5,0,1,0.88,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,
Hercyne_Broodmother_Ooze,@Hercyne_Broodmother_Ooze_VitalsName,"Hercyne_Broodmother_Ooze,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10,,true,false,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Broodmother_FountainBlocker,@Hercyne_Broodmother_FountainBlocker_VitalsName,"Hercyne_Broodmother_FountainBlocker,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10-,,true,false,1,0,1,0.672,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,true
Hercyne_Broodmother_HercyneEgg,@Hercyne_Broodmother_HercyneEgg_VitalsName,"Hercyne_Broodmother_HercyneEgg,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10-,,true,false,1.2,0,0.5,1.53,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,true
Hercyne_Boar_Broodmother,@Hercyne_Boar_VitalsName,"Hercyne_Boar,Hostile,AngryEarth,Hercyne,Boar",AngryEarth,Raid10+,,true,false,0.9,0,1,0.36,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Corvid_Broodmother,@Hercyne_Corvid_VitalsName,"Hercyne_Corvid,Hostile,AngryEarth,Hercyne,Corvid",AngryEarth,Raid10,2,true,false,0.9,0,1,0.69,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Reindeer_Broodmother,@Hercyne_Reindeer_VitalsName,"Hercyne_Reindeer,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10,,true,false,1.1,0,1,0.96,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.8,,,,,,
Hercyne_Wolf_Broodmother,@Hercyne_Wolf_VitalsName,"Hercyne_Wolf,Hostile,AngryEarth,Hercyne,Wolf",AngryEarth,Raid10,,true,false,1.1,0,1,0.96,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Spider_Broodmother,@Hercyne_Spider_VitalsName,"Hercyne_Spider,Hostile,AngryEarth,Spider,Hercyne",AngryEarth,Raid10,3,true,false,1.1,0,1,0.9,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:1,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Rat_Broodmother,@Rat_HercyneRat_VitalsName,"Rat_HercyneRat,Hostile,AngryEarth,Rat,Hercyne",AngryEarth,Raid10,,true,false,1.1,0,1,0.9,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:1,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.45,,,,,,
Hercyne_Elephant_Broodmother,@Elephant_H_VitalsName,"Hercyne_Elephant_Broodmother,Hostile,AngryEarth,Hercyne,Elephant",AngryEarth,Raid10+,,true,false,1,0,1,0.346,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,true
Hercyne_Gorilla_Broodmother,@Hercyne_Gorilla_VitalsName,"Hercyne_Gorilla_Broodmother,Hostile,Beast,Predator",AngryEarth,Raid10+,,true,false,0.9625,0,1,0.312,,0.35,0.35,,"RendResilience_50_Buff,WeakenResilience_66_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:1,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.6,,,,,,
Hercyne_Typhon_ThornDoor,@Hercyne_Typhon_ThornPrison_VitalsName,"Hercyne_Typhon_ThornPrison,Hostile,AngryEarth,Hercyne",AngryEarth,Solo,2,true,false,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Echidna,@Hercyne_Echidna_VitalsName,"Hercyne_Echidna,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10Boss,,,true,1.25,0,1,3.6,,0.5,0.5,,"RendResilience_50_Buff,WeakenResilience_66_Buff,DoTResilience_10_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,11000,11000,1,0,,1,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootMaster,"Echidna,RaidBoss_BonusNamed,EchidnaWeekly,EchidnaArtifact,MutatorCombo_Echidna",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,2,,,,,,true
Elephant_H,@Elephant_H_VitalsName,"Elephant_H,Hostile,AngryEarth,Hercyne,Elephant",AngryEarth,Raid10,,,true,1,0,1,1,,0.35,0.35,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,
Hercyne_Gorilla,@Hercyne_Gorilla_VitalsName,"Hercyne_Gorilla,Hostile,Beast,Predator",AngryEarth,Raid10,,,false,1,0,1,1,,0.35,0.35,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,
Medusa_Maze_01,@Medusa_Maze_01_VitalsName,"Medusa_Maze_01,Hostile,AngryEarth",AngryEarth,Raid10Boss,,,false,3,0,1,2.4,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,,0,0,0.3,0,0,0,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,true
Medusa_Maze_02,@Medusa_Maze_02_VitalsName,"Medusa_Maze_02,Hostile,AngryEarth",AngryEarth,Raid10Boss,,,false,3,0,1,2.4,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,,0,0,0.3,0,0,0,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,true
