VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,ScheduleVitalsId,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,IgnoredAbilityConditions,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,VFXMustShow
AncientGuardian_Skeleton_Club_Catacombs,@AncientGuardian_Skeleton_Club_Catacombs_VitalsName,"AncientGuardian_Skeleton_Club_Catacombs,Hostile,Ancient,Skeleton_1H_Club",AncientGuardian,Catacombs-,2,,true,1,0,1,1,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
AncientGuardian_Skeleton_Club_HeavyBoss_Minion,@Skeleton_Club_AGHeavy_Minion_VitalsName,"Skeleton_Club_AGHeavy_Minion,Hostile,Ancient,Skeleton_1H_Club,Catacombs",AncientGuardian,Catacombs-,,,true,0.7,0,1,0.7,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,true,,,,,
AncientGuardian_Skeleton_Mage_HeavyBoss_Minion,@Skeleton_Mage_VitalsName,"Skeleton_Mage,Hostile,Ancient,Catacombs",AncientGuardian,Catacombs-,1,,true,1,0,1,0.85,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,100,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
AncientGuardian_Spearman_Catacombs_IceVariant,@AncientGuardian_Spearman_Catacombs_IceVariant_VitalsName,"AncientGuardian_Spearman_Catacombs_IceVariant,Hostile,Ancient",AncientGuardian,Catacombs,,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,50,50,2,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,CreatureLootMaster,"Ancient,Common,IceVariant",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0,0,0,0,0,0.3,0.3,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.25,,,,,,
AncientGuardian_Warhammer_Catacombs_IceVariant,@AncientGuardian_Warhammer_Catacombs_IceVariant_VitalsName,"AncientGuardian_Warhammer_Catacombs_IceVariant,Hostile,Ancient",AncientGuardian,Catacombs,,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,CreatureLootMaster,"Ancient,Common,IceVariant",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0,0,0,0,0,0.3,0.3,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,
AnubianGuardian_Archer_Catacombs,@AnubianGuardian_Archer_Catacombs_VitalsName,"AnubianGuardian_Archer_Catacombs,Hostile,Ancient,AnubianIdol",AncientGuardian,Catacombs,2,,true,0.7,0,1,0.7,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
AnubianGuardian_Brute_Catacombs,@AnubianGuardian_Brute_Catacombs_VitalsName,"AnubianGuardian_Brute_Catacombs,Hostile,Ancient,AnubianIdol",AncientGuardian,Catacombs+,,,true,1.2,0,1,1.5,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Plus,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
AnubianGuardian_Horus_Catacombs,@AnubianGuardian_Horus_Catacombs_VitalsName,"AnubianGuardian_Horus_Catacombs,Hostile,Ancient,AnubianIdol",AncientGuardian,Catacombs+,,,true,1.5,0,1,1.25,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.98,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Plus,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.6,,,,,,
AnubianGuardian_Reaver_Catacombs,@AnubianGuardian_Reaver_Catacombs_VitalsName,"AnubianGuardian_Reaver_Catacombs,Hostile,Ancient,AncientGuardian_Reaver,AnubianIdol",AncientGuardian,Catacombs,,,true,0.8,0,1,0.9,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,0,0,,0,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
AnubianGuardian_Spearman_Catacombs,@AnubianGuardian_Spearman_Catacombs_VitalsName,"AnubianGuardian_Spearman_Catacombs,Hostile,Ancient,AncientGuardian_Spearman,AnubianIdol",AncientGuardian,Catacombs,,,true,0.8,0,1,0.8,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,50,50,2,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
Corrupted_Bear_Catacombs_Named,@Corrupted_Bear_Catacombs_Named_VitalsName,"Corrupted_Bear_Catacombs_Named,Hostile,Beast,Corrupted,Bear",Corrupted,CatacombsMiniBoss,3,true,false,0.8,0,1,1.4,,0.35,0.35,,DungeonArmorBuff,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.98,,,,War_Kill_Special,War_Assist_Special,CatacombsKillEvent_Named,,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
Corrupted_Heavy_Catacombs_Named,@Corrupted_Heavy_Catacombs_Named_VitalsName,"Corrupted_Heavy_Catacombs_Named,Hostile,Corrupted,Named",Corrupted,CatacombsMiniBoss,3,,true,1,0,1,1,,0.55,0.35,,DungeonArmorBuff,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,CatacombsKillEvent_Named,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,
Corrupted_Naga_Catacombs,@Naga_Corrupted_VitalsName,"Naga_Corrupted,Hostile,Corrupted,Catacombs,Catacombs_Boss",Corrupted,CatacombsBoss,,,true,1.1,0,1,1.275,,0.35,0.35,,"RendResilience_33_Buff,WeakenResilience_50_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,5,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Boss,1,FALSE,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,true
Corrupted_Naga_CorruptionCore_Catacombs,@Naga_Corrupted_CorruptionCore_VitalsName,"Naga_Corrupted_CorruptionCore,Hostile,AncientGuardian,Catacombs",Corrupted,Catacombs,,,true,1,0,1,1.25,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,true
Corrupted_Ogre_Catacombs,@Corrupted_Ogre_Catacombs_VitalsName,"Corrupted_Ogre_Catacombs,Hostile,Corrupted,Corrupted_Ogre",Corrupted,Catacombs+,3,,true,1.1,0,1,1.3,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0.8,0,250,250,2,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Special,War_Assist_Special,CatacombsKillEvent_Plus,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
Corrupted_Tendril_Catacombs,@Corrupted_Tendril_Catacombs_VitalsName,"Corrupted_Tendril_Catacombs,Hostile,Corrupted,Tendril_Corruption",Corrupted,Catacombs,3,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
CorruptedLegion_Cyclops_Catacombs_Named,@CorruptedLegion_Cyclops_Catacombs_Named_VitalsName,"CorruptedLegion_Cyclops_Catacombs_Named,Hostile,Legion,Corrupted,Brute,Cyclops,Named",Corrupted,CatacombsMiniBoss,2,,true,1,0,1,1.1,,0.35,0.35,,RandomUtilityBuff,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,250,250,2,0,,1,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,10,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Named,0.15,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.15,,,,,,
CorruptedLegion_Legionnaire_Catacombs,@CorruptedLegion_Legionnaire_Catacombs_VitalsName,"CorruptedLegion_Legionnaire_Catacombs,Hostile,Corrupted,Legion,Legionnaire",Corrupted,Catacombs,,,true,1,0,1,0.75,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,50,50,2,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
CorruptedLegion_Sagittarii_Catacombs,@CorruptedLegion_Sagittarii_Catacombs_VitalsName,"CorruptedLegion_Sagittarii_Catacombs,Hostile,Corrupted,Legion",Corrupted,Catacombs-,,,true,1,0,1,0.8,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
CorruptedLegion_Signifer_Catacombs,@CorruptedLegion_Signifer_Catacombs_VitalsName,"CorruptedLegion_Signifer_Catacombs,Hostile,Corrupted,Legion",Corrupted,Catacombs,,,true,1.2,0,1,0.75,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,50,50,2,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
Damned_1H_Swordsman_M-F_Catacombs,@Damned_1H_Swordsman_M-F_Catacombs_VitalsName,"Damned_1H_Swordsman_M-F_Catacombs,Hostile,Corrupted,Damned_Swordsman",Corrupted,Catacombs,2,,true,1,0,1,0.7,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,50,50,2,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.25,,,,,,
Damned_Acolyte_Catacombs,@Damned_Acolyte_Catacombs_VitalsName,"Damned_Acolyte_Catacombs,Hostile,Corrupted,Damned_Acolyte",Corrupted,Catacombs,2,,true,1,0,1,1,,0.35,0.35,Damned_Acolyte_Mine_Catacombs,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.98,,,,,,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
Damned_Acolyte_Mine_Catacombs,@Damned_Acolyte_Mine_Catacombs_VitalsName,"Damned_Acolyte_Mine_Catacombs,Hostile,Corrupted",Corrupted,Catacombs-,,,true,1,0,1,0.005,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,0.1,0,,
Damned_Bowman_Catacombs,@Damned_Bowman_Catacombs_VitalsName,"Damned_Bowman_Catacombs,Hostile,Corrupted,Damned_Bowman",Corrupted,Catacombs-,3,,true,1,0,1,0.8,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
Damned_Cultist_Catacombs,@Damned_Cultist_Catacombs_VitalsName,"Damned_Cultist_Catacombs,Hostile,Corrupted,Damned_Cultist",Corrupted,Catacombs,3,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.98,,,,,,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
Damned_GreatAxeman_M-F_Catacombs,@Damned_GreatAxeman_M-F_Catacombs_VitalsName,"Damned_GreatAxeman_M-F_Catacombs,Hostile,Corrupted,Damned_GreatAxeman",Corrupted,Catacombs,3,,true,0.85,0,1,1.1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,1,50,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.35,,,,,,
Dynasty_Heavy_Catacombs_Named,@Dynasty_Heavy_Catacombs_Named_VitalsName,"Dynasty_Heavy_Catacombs_Named,Hostile,Corrupted,Named",Corrupted,CatacombsMiniBoss,,,true,1,0,1,1,,0.45,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,CatacombsKillEvent_Named,0.15,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.3,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,
