MissionID,MissionTier,ObjectiveID,IsCustomObjective,CategoricalProgressionId,IsPvpMission,AvailableTerritoryId,RequiredFaction,RequiredFortControlStatus,ReturnToGiverOverride,IsSettlementValidDestination,IsOutpostValidDestination,TaskKillContributionOverride,TaskKillContributionQtyOverride,TerritoryIDOverride,POITagOverride,TaskGiveAndTakeItemOverride,TaskHaveAndReturnItemsOverride,TaskHaveAndReturnItemsQtyOverride,TaskHaveAndReturnItemsDropProbabilityOverride,TaskHaveAndReturnChestDropProbabilityOverride,TaskHaveAndReturnItemsItemsDropVCOverride,LootTagOverride,PauseAndClearLootOnTaskCompleteOverride,TurninDistance,TaskTimerOverride,SuccessGameEventIdOverride,FailureGameEventIdOverride,TitleOverride,DescriptionOverride,ImagePath,MissionGoalType,ProviderDistanceLimit,MinLevel,MaxLevel,RequiredTradeskill,TradeskillLevel,Enabled,DevName,VCLevelRange,RecommendedGroupSize,PatrolDuration,PatrolPoi1,PatrolPoi2,PatrolPoi3,PatrolPoi4,GrantRewardsToOriginTerritory,ReleaseVersionOverride,ORMReleaseEventTagsOverride,OverrideLocation
FM_Loot_1502,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,archlightcave,,FM_loot_item_2_15,6,,100,,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,40,45,,,1,,42,,,,,,,,,,
FM_Loot_1503,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,eastshorepier,,FM_loot_item_3_15,7,,100,,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,40,45,,,1,,42,,,,,,,,,,
FM_Loot_1504,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,cutthroatcavern,,FM_loot_item_4_15,7,,100,,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,40,45,,,1,,42,,,,,,,,,,
FM_Loot_1505,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,animalden,,FM_loot_item_5_15,2,,100,,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,39,44,,,1,,41,,,,,,,,,,
FM_Loot_1506,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,decayedcamp,,FM_loot_item_6_15,4,,100,,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,39,44,,,1,,41,,,,,,,,,,
FM_Loot_1507,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,accursedcamp,,FM_loot_item_9_15,3,,100,,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,39,44,,,1,,41,,,,,,,,,,
FM_Loot_1508,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,jetsamisle,,FM_loot_item_14_15,4,,100,,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,40,45,,,1,,42,,,,,,,,,,
FM_Loot_1509,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,bombasticwreckage,,FM_loot_item_15_15,3,,100,,,true,,,FactionV2_43,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,41,46,,,1,,43,,,,,,,,,,
FM_Loot_1510,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,googlywreck,,FM_loot_item_16_15,7,,100,,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,42,47,,,1,,44,,,,,,,,,,
FM_Loot_1511,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,lookoutwest,,FM_loot_item_17_15,6,,100,,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,42,47,,,1,,44,,,,,,,,,,
FM_Loot_1512,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,solitudecemetery,,FM_loot_item_18_15,3,,100,,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,42,47,,,1,,44,,,,,,,,,,
FM_Loot_1513,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,blightedwreck,,FM_loot_item_21_15,6,,100,,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,42,47,,,1,,44,,,,,,,,,,
FM_Loot_1514,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,fortdamnation,,FM_loot_item_26_15,8,,100,,,true,,,FactionV2_45,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,43,60,,,1,,45,,,,,,,,,,
FM_Loot_1515,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,lookouteast,,FM_loot_item_27_15,5,,100,,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,42,47,,,1,,44,,,,,,,,,,
FM_Loot_1516,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,ancient_lighthouse,,FM_loot_item_29_15,7,,100,,,true,,,Faction+V2_46,FactionMission_Failure,@FactionMission_LOOT_ELITE_title,@FactionMission_LOOT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,44,60,,,1,,46,3,,,,,,,,,
FM_Loot_1517,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,treetopterror,,FM_loot_item_30_15,4,,100,,,true,,,FactionV2_45,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,43,60,,,1,,45,,,,,,,,,,
FM_Loot_1518,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,jetsamisle,,FM_loot_item_1_15,4,,100,,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,40,45,,,1,,42,,,,,,,,,,
FM_Loot_1519,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,ravagedwreck,,FM_loot_item_2_15,7,,100,,,true,,,FactionV2_43,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,41,46,,,1,,43,,,,,,,,,,
FM_Loot_1520,1,FM_loot_location,,,,15,Marauder,,true,false,false,,,,ruins,,FM_loot_item_3_15,6,,100,,,true,,,FactionV2_46,FactionMission_Failure,@FactionMission_LOOT_title,@FactionMission_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,44,60,,,1,,46,,,,,,,,,,
FM_Hunt_1501,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Bison_Strange_15EC01,3,,eastconsolation1,,FM_hunt_item_1_15,3,100,,Bison_Strange_15EC01,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_bison.png,Hunt,,39,44,Skinning,100,1,,41,,,,,,,,,,12398 5708 83
FM_Hunt_1502,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Wolf_Timber_15EC01,3,,eastconsolation1,,FM_hunt_item_2_15,3,100,,Wolf_Timber_15EC01,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_wolf.png,Hunt,,39,44,Skinning,100,1,,41,,,,,,,,,,12734 5735 107
FM_Hunt_1503,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Alligator_Black_15EC02,3,,eastconsolation2,,FM_hunt_item_3_15,3,100,,Alligator_Black_15EC02,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_alligator.png,Hunt,,39,44,Skinning,100,1,,41,,,,,,,,,,12889 4628 40
FM_Hunt_1505,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Elk_Stag_15EC01,3,,eastconsolation1,,FM_hunt_item_5_15,3,100,,Elk_Stag_15EC01,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_elk.png,Hunt,,40,45,Skinning,100,0,,42,,,,,,,,,,
FM_Hunt_1506,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Alligator_Black_15EC04,3,,eastconsolation4,,FM_hunt_item_6_15,3,100,,Alligator_Black_15EC04,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_alligator.png,Hunt,,42,60,Skinning,100,1,,44,,,,,,,,,,13605 5449 43
FM_Hunt_1507,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Wolf_Black_15EC03,3,,eastconsolation3,,FM_hunt_item_7_15,3,100,,Wolf_Black_15EC03,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_wolf.png,Hunt,,42,60,Skinning,100,1,,44,,,,,,,,,,14058 5086 281
FM_Hunt_1508,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Elk_Doe_15EC04,1,,eastconsolation4,,FM_hunt_item_8_15,1,100,,Elk_Doe_15EC04,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_elk.png,Hunt,,42,60,Skinning,100,1,,44,,,,,,,,,,13474 5369 72
FM_Hunt_1509,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Bobcat_11MD04,3,,eastconsolation4,,FM_hunt_item_9_15,3,100,,Bobcat_11MD04,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_lynx.png,Hunt,,42,60,Skinning,100,1,,44,,,,,,,,,,1371 5893 62
FM_Hunt_1510,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Lynx_15EC01,3,,clawpointruins_50234,,FM_hunt_item_10_15,3,100,,Lynx_15EC01,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_lynx.png,Hunt,,39,60,Skinning,100,1,,41,,,,,,,,,,
FM_Hunt_1511,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Wolf_Alpha_Named_00,1,,animalden,,FM_hunt_item_11_15,1,100,,Wolf_Alpha_Named_00,,true,,,FactionV2_41,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_wolf.png,Hunt,,39,60,Skinning,100,1,,41,,,,,,,,,,
FM_Hunt_1512,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Boar_Stripped_Named_00,1,,blightedcamp,,FM_hunt_item_12_15,1,100,,Boar_Stripped_Named_00,,true,,,FactionV2_44,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_boar.png,Hunt,,42,60,Skinning,100,1,,44,,,,,,,,,,
FM_Hunt_1513,1,FM_huntx_location,,,,15,Marauder,,true,false,false,Alligator_Black_Named_01,1,,fortdamnation,,FM_hunt_item_4_15,1,100,,Alligator_Black_Named_01,,true,,,FactionV2_45,FactionMission_Failure,@FactionMission_HUNT_title,@FactionMission_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_alligator.png,Hunt,,43,60,Skinning,100,1,,45,,,,,,,,,,
FM_Ass_1501,1,FM_killx_location,,,,15,Marauder,,true,false,false,Ghost_Shipwrecked_Named_03,1,,archlightcave,,,,,,,,true,,,FactionV2_40,FactionMission_Failure,@FactionMission_ASSASSINATE_title,@FactionMission_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_wraith1.png,Raid,,38,43,,,1,,40,,,,,,,,,,13426.961 4814.771 59.583
FM_Ass_1502,1,FM_killx_location,,,,15,Marauder,,true,false,false,Undead_Officer_Named_07,1,,ravagedwreck,,,,,,,,true,,,FactionV2_43,FactionMission_Failure,@FactionMission_ASSASSINATE_title,@FactionMission_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_undead1.png,Raid,,41,46,,,1,,43,,,,,,,,,,13108.972 4797.124 52.323
FM_Ass_1503,1,FM_killx_location,,,,15,Marauder,,true,false,false,Undead_Officer_Named_05,1,,fortdamnation,,,,,,,,true,,,FactionV2_45,FactionMission_Failure,@FactionMission_ASSASSINATE_title,@FactionMission_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_undead1.png,Raid,,43,48,,,1,,45,,,,,,,,,,13417.979 5878.774 97.339
FM_Ass_1504,1,FM_killx_location,,,,15,Marauder,,true,false,false,Undead_Officer_Named_04,1,,blightedwreck,,,,,,,,true,,,FactionV2_42,FactionMission_Failure,@FactionMission_ASSASSINATE_title,@FactionMission_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_undead1.png,Raid,,40,45,,,1,,42,,,,,,,,,,13853.294 5166.150 45.755
FM_Ass_1505,1,FM_killx_location,,,,15,Marauder,,true,false,false,Undead_Hunter_Named_03,1,,solitudecemetery,,,,,,,,true,,,FactionV2_45,FactionMission_Failure,@FactionMission_ASSASSINATE_title,@FactionMission_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_wraith1.png,Raid,,43,48,,,1,,45,,,,,,,,,,14086.695 5167.837 59.478
FM_Ass_1506,1,FM_killx_location,,,,15,Marauder,,true,false,false,Dryad_Prowler_NAMED_01_ELITE_15EC05,1,,ancient_lighthouse,,,,,,,,true,,,Faction+V2_46,FactionMission_Failure,@FactionMission_ASSASSINATE_ELITE_title,@FactionMission_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_angryEarth2.png,Raid,,44,60,,,1,,46,3,,,,,,,,,13511.426 5159.515 166.050
FactionMission_15_EXP_01_quest,1,FM_15_EXP_01_objective,true,,,15,Marauder,,true,false,false,Damned_Acolyte_DG_Restless_00,,,DungeonEntrance_60238,,,,,,,,,,,Faction++V2_45,FactionMission_Failure,@FactionMission_EXPEDITIONRAID_title,@FactionMission_EXPEDITIONRAID_desc,LyShineUI\Images\MissionImages\missionImage_dungeonRestlessShores01.png,Log,3000,42,60,,,1,,45,5,,,,,,true,,,
FactionMission_15_EXP_02_quest,1,FM_15_EXP_02_objective,true,,,15,Marauder,,true,false,false,Damned_Villager_Cleaver_DG_Restless_00,,,DungeonEntrance_60238,,,,,,,,,,,Faction++V2_45,FactionMission_Failure,@FactionMission_EXPEDITIONRAID_title,@FactionMission_EXPEDITIONRAID_desc,LyShineUI\Images\MissionImages\missionImage_dungeonRestlessShores01.png,Log,3000,42,60,,,1,,45,5,,,,,,true,,,
FactionMission_15_EXP_03_quest,1,FM_15_EXP_03_objective,true,,,15,Marauder,,true,false,false,Tendril_Corruption_DG_Restless_00,,,DungeonEntrance_60238,,,,,,,,,,,Faction++V2_45,FactionMission_Failure,@FactionMission_EXPEDITIONRAID_title,@FactionMission_EXPEDITIONRAID_desc,LyShineUI\Images\MissionImages\missionImage_dungeonRestlessShores01.png,Log,3000,42,60,,,1,,45,5,,,,,,true,,,
FactionMission_M_1601_quest,1,FM_1601_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1601_quest_name,@FactionMission_M_1601_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,59,60,,,1,,61,,,,,,,true,,,
FactionMission_M_1602_quest,1,FM_1602_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1602_quest_name,@FactionMission_M_1602_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_M_1603_quest,1,FM_1603_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1603_quest_name,@FactionMission_M_1603_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_M_1604_quest,1,FM_1604_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1604_quest_name,@FactionMission_M_1604_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_M_1605_quest,1,FM_1605_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1605_quest_name,@FactionMission_M_1605_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,64,,,,,,,true,,,
FactionMission_M_1606_quest,1,FM_1606_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1606_quest_name,@FactionMission_M_1606_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,64,,,,,,,true,,,
FactionMission_M_1607_quest,1,FM_1607_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1607_quest_name,@FactionMission_M_1607_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_M_1608_quest,1,FM_1608_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1608_quest_name,@FactionMission_M_1608_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,58,60,,,1,,60,,,,,,,true,,,
FactionMission_S_1601_quest,1,FM_1601_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1601_quest_name,@FactionMission_S_1601_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,59,60,,,1,,61,,,,,,,true,,,
FactionMission_S_1602_quest,1,FM_1602_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1602_quest_name,@FactionMission_S_1602_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_S_1603_quest,1,FM_1603_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1603_quest_name,@FactionMission_S_1603_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_S_1604_quest,1,FM_1604_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1604_quest_name,@FactionMission_S_1604_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_S_1605_quest,1,FM_1605_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1605_quest_name,@FactionMission_S_1605_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,64,,,,,,,true,,,
FactionMission_S_1606_quest,1,FM_1606_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1606_quest_name,@FactionMission_S_1606_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,64,,,,,,,true,,,
FactionMission_S_1607_quest,1,FM_1607_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1607_quest_name,@FactionMission_S_1607_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_S_1608_quest,1,FM_1608_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1608_quest_name,@FactionMission_S_1608_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,58,60,,,1,,60,,,,,,,true,,,
FactionMission_C_1601_quest,1,FM_1601_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1601_quest_name,@FactionMission_C_1601_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,59,60,,,1,,61,,,,,,,true,,,
FactionMission_C_1602_quest,1,FM_1602_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1602_quest_name,@FactionMission_C_1602_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_C_1603_quest,1,FM_1603_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1603_quest_name,@FactionMission_C_1603_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_C_1604_quest,1,FM_1604_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1604_quest_name,@FactionMission_C_1604_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_C_1605_quest,1,FM_1605_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1605_quest_name,@FactionMission_C_1605_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,64,,,,,,,true,,,
FactionMission_C_1606_quest,1,FM_1606_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1606_quest_name,@FactionMission_C_1606_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,64,,,,,,,true,,,
FactionMission_C_1607_quest,1,FM_1607_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1607_quest_name,@FactionMission_C_1607_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_C_1608_quest,1,FM_1608_objective,true,,,16,Covenant,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_C_1608_quest_name,@FactionMission_C_1608_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Raid,,58,60,,,1,,60,,,,,,,true,,,
FactionMission_M_1609_quest,1,FM_1609_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1609_quest_name,@FactionMission_M_1609_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,59,60,,,1,,61,,,,,,,true,,,
FactionMission_M_1610_quest,1,FM_1610_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1610_quest_name,@FactionMission_M_1610_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_M_1611_quest,1,FM_1611_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1611_quest_name,@FactionMission_M_1611_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_M_1612_quest,1,FM_1612_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1612_quest_name,@FactionMission_M_1612_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_M_1613_quest,1,FM_1613_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1613_quest_name,@FactionMission_M_1613_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,62,,,,,,,true,,,
FactionMission_M_1614_quest,1,FM_1614_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1614_quest_name,@FactionMission_M_1614_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,59,60,,,1,,61,,,,,,,true,,,
FactionMission_M_1615_quest,1,FM_1615_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1615_quest_name,@FactionMission_M_1615_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,63,,,,,,,true,,,
FactionMission_M_1616_quest,1,FM_1616_objective,true,,,16,Marauder,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_M_1616_quest_name,@FactionMission_M_1616_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,63,,,,,,,true,,,
FactionMission_S_1609_quest,1,FM_1609_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1609_quest_name,@FactionMission_S_1609_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,59,60,,,1,,61,,,,,,,true,,,
FactionMission_S_1610_quest,1,FM_1610_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1610_quest_name,@FactionMission_S_1610_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,66,,,,,,,true,,,
FactionMission_S_1611_quest,1,FM_1611_objective,true,,,16,Syndicate,,true,,,,,,,,,,,,,,,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_1611_quest_name,@FactionMission_S_1611_quest_desc,LyShineUI\Images\MissionImages\missionImage_PvP1.png,Loot,,60,60,,,1,,66,,,,,,,true,,,
