ItemID,Name,Description,AppearanceName,Gender,ItemClass,HairChop,HideHair,HideFacialHair,HideLegs,HideHead,MaskRColor,MaskROverride,MaskR,MaskRDyeOverride,MaskRDye,MaskGColor,MaskGOverride,MaskG,MaskGDyeOverride,MaskGDye,MaskBColor,MaskBOverride,MaskB,MaskBDyeOverride,MaskBDye,MaskASpecColor,MaskASpec,MaskASpecDye,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,Skin1,Material1,IsSkin1,Mask1,Skin2,Material2,IsSkin2,Mask2,Left/On,Right/Off,ForceShortsleeves,ShortsleeveChestSkin,ForceHideForearms,HandsNoForearmsSkin,AttachmentOffsets,LeftHandOnlySkin,RightHandOnlySkin,LeftSleeveOnlyChestSkin,RightSleeveOnlyChestSkin,AppearanceCDF,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,IconPath,HiResIconPath,IconCaptureGroup
f_vengefulFisherman_head,,,vengefulFisherman_head,Female,EquippableHead+Armor+Light,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_helmet.skin,objects/characters/player/male/vengefulfisherman/male_vengefulfisherman_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,1,lyshineui/images/icons/items/armor/f_vengefulFisherman_head.png,lyshineui/images/icons/items_hires/f_vengefulFisherman_head.png,Head
f_vengefulFisherman_chest,,,vengefulFisherman_chest,Female,EquippableChest+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_forearms_hands.skin,objects/characters/player/male/vengefulfisherman/male_vengefulfisherman_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_chest.skin,,,,,,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_forearms_left.skin,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/armor/f_vengefulFisherman_chest.png,lyshineui/images/icons/items_hires/f_vengefulFisherman_chest.png,Chest
f_vengefulFisherman_hands,,,vengefulFisherman_hands,Female,EquippableHands+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_forearms.skin,objects/characters/player/male/vengefulfisherman/male_vengefulfisherman_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/vengefulfisherman/female_vengefulFisherman_left_forearm.skin,objects/characters/player/female/vengefulfisherman/female_vengefulFisherman_right_forearm.skin,,,,0,0,0,1,lyshineui/images/icons/items/armor/f_vengefulFisherman_hands.png,lyshineui/images/icons/items_hires/f_vengefulFisherman_hands.png,Arms
f_vengefulFisherman_legs,,,vengefulFisherman_legs,Female,EquippableLegs+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_thighs.skin,objects/characters/player/male/vengefulfisherman/male_vengefulfisherman_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,1,1,lyshineui/images/icons/items/armor/f_vengefulFisherman_legs.png,lyshineui/images/icons/items_hires/f_vengefulFisherman_legs.png,Legs
f_vengefulFisherman_feet,,,vengefulFisherman_feet,Female,EquippableFeet+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/vengefulfisherman/female_vengefulfisherman_calves.skin,objects/characters/player/male/vengefulfisherman/male_vengefulfisherman_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/armor/f_vengefulFisherman_feet.png,lyshineui/images/icons/items_hires/f_vengefulFisherman_feet.png,Feet
m_lumberjack_head,,,lumberjack_head,Male,EquippableHead+Armor+Light,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjack/male_lumberjack_helmet.skin,objects/characters/player/male/lumberjack/male_lumberjack_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,1,lyshineui/images/icons/items/Armor/Head_LumberjackT2.png,lyshineui/images/icons/items_hires/Head_LumberjackT2.png,Head
m_lumberjack_chest,,,lumberjack_chest,Male,EquippableChest+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjack/male_lumberjack_forearms_hands.skin,objects/characters/player/male/lumberjack/male_lumberjack_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/male/lumberjack/male_lumberjack_chest.skin,,,,,,objects/characters/player/male/lumberjack/male_lumberjack_forearms_left.skin,objects/characters/player/male/lumberjack/male_lumberjack_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/Chest_LumberjackT2.png,lyshineui/images/icons/items_hires/Chest_LumberjackT2.png,Chest
m_lumberjack_hands,,,lumberjack_hands,Male,EquippableHands+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjack/male_lumberjack_forearms.skin,objects/characters/player/male/lumberjack/male_lumberjack_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/lumberjack/male_lumberjack_left_forearm.skin,objects/characters/player/male/lumberjack/male_lumberjack_right_forearm.skin,,,,0,0,0,0,lyshineui/images/icons/items/Armor/Hands_LumberjackT2.png,lyshineui/images/icons/items_hires/Hands_LumberjackT2.png,Arms
m_lumberjack_legs,,,lumberjack_legs,Male,EquippableLegs+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjack/male_lumberjack_thighs.skin,objects/characters/player/male/lumberjack/male_lumberjack_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/Legs_LumberjackT2.png,lyshineui/images/icons/items_hires/Legs_LumberjackT2.png,Legs
m_lumberjack_feet,,,lumberjack_feet,Male,EquippableFeet+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjack/male_lumberjack_calves.skin,objects/characters/player/male/lumberjack/male_lumberjack_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/Feet_LumberjackT2.png,lyshineui/images/icons/items_hires/Feet_LumberjackT2.png,Feet
f_lumberjack_head,,,lumberjack_head,Female,EquippableHead+Armor+Light,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjack/female_lumberjack_helmet.skin,objects/characters/player/male/lumberjack/male_lumberjack_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,1,lyshineui/images/icons/items/Armor/Head_LumberjackT2.png,lyshineui/images/icons/items_hires/Head_LumberjackT2.png,Head
f_lumberjack_chest,,,lumberjack_chest,Female,EquippableChest+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjack/female_lumberjack_forearms_hands.skin,objects/characters/player/male/lumberjack/male_lumberjack_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/female/lumberjack/female_lumberjack_chest.skin,,,,,,objects/characters/player/female/lumberjack/female_lumberjack_forearms_left.skin,objects/characters/player/female/lumberjack/female_lumberjack_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/Chest_LumberjackT2.png,lyshineui/images/icons/items_hires/Chest_LumberjackT2.png,Chest
f_lumberjack_hands,,,lumberjack_hands,Female,EquippableHands+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjack/female_lumberjack_forearms.skin,objects/characters/player/male/lumberjack/male_lumberjack_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/lumberjack/female_lumberjack_left_forearm.skin,objects/characters/player/female/lumberjack/female_lumberjack_right_forearm.skin,,,,0,0,0,0,lyshineui/images/icons/items/Armor/Hands_LumberjackT2.png,lyshineui/images/icons/items_hires/Hands_LumberjackT2.png,Arms
f_lumberjack_legs,,,lumberjack_legs,Female,EquippableLegs+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjack/female_lumberjack_thighs.skin,objects/characters/player/male/lumberjack/male_lumberjack_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/Legs_LumberjackT2.png,lyshineui/images/icons/items_hires/Legs_LumberjackT2.png,Legs
f_lumberjack_feet,,,lumberjack_feet,Female,EquippableFeet+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjack/female_lumberjack_calves.skin,objects/characters/player/male/lumberjack/male_lumberjack_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/Feet_LumberjackT2.png,lyshineui/images/icons/items_hires/Feet_LumberjackT2.png,Feet
m_lumberjackInvasion_head,,,lumberjackInvasion_head,Male,EquippableHead+Armor+Light,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_helmet.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_helmet_matGroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,1,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_head.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_head.png,Head
m_lumberjackInvasion_chest,,,lumberjackInvasion_chest,Male,EquippableChest+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjackinvasion/male_lumberjackinvasion_forearms_hands.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_chest_matGroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/male/lumberjackinvasion/male_lumberjackinvasion_chest.skin,,,,,,objects/characters/player/male/lumberjackinvasion/male_lumberjackinvasion_forearms_left.skin,objects/characters/player/male/lumberjackinvasion/male_lumberjackinvasion_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_chest.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_chest.png,Chest
m_lumberjackInvasion_hands,,,lumberjackInvasion_hands,Male,EquippableHands+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_forearms.skin,objects/characters/player/male/lumberjackinvasion/male_lumberjackinvasion_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_left_forearm.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_right_forearm.skin,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_hands.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_hands.png,Arms
m_lumberjackInvasion_legs,,,lumberjackInvasion_legs,Male,EquippableLegs+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_thighs.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_thighs_matGroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_legs.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_legs.png,Legs
m_lumberjackInvasion_feet,,,lumberjackInvasion_feet,Male,EquippableFeet+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_calves.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_calves_matGroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_feet.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_feet.png,Feet
f_lumberjackInvasion_head,,,lumberjackInvasion_head,Female,EquippableHead+Armor+Light,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjackInvasion/female_lumberjackinvasion_helmet.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_helmet_matGroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,1,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_head.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_head.png,Head
f_lumberjackInvasion_chest,,,lumberjackInvasion_chest,Female,EquippableChest+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjackinvasion/female_lumberjackinvasion_forearms_hands.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_chest_matGroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/female/lumberjackinvasion/female_lumberjackinvasion_chest.skin,,,,,,objects/characters/player/female/lumberjackinvasion/female_lumberjackinvasion_forearms_left.skin,objects/characters/player/female/lumberjackinvasion/female_lumberjackinvasion_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_chest.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_chest.png,Chest
f_lumberjackInvasion_hands,,,lumberjackInvasion_hands,Female,EquippableHands+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjackInvasion/female_lumberjackinvasion_forearms.skin,objects/characters/player/male/lumberjackinvasion/male_lumberjackinvasion_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/lumberjackInvasion/female_lumberjackinvasion_left_forearm.skin,objects/characters/player/female/lumberjackInvasion/female_lumberjackinvasion_right_forearm.skin,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_hands.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_hands.png,Arms
f_lumberjackInvasion_legs,,,lumberjackInvasion_legs,Female,EquippableLegs+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjackInvasion/female_lumberjackinvasion_thighs.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_thighs_matGroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_legs.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_legs.png,Legs
f_lumberjackInvasion_feet,,,lumberjackInvasion_feet,Female,EquippableFeet+Armor+Light,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/lumberjackInvasion/female_lumberjackinvasion_calves.skin,objects/characters/player/male/lumberjackInvasion/male_lumberjackInvasion_calves_matGroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_lumberjackInvasion_feet.png,lyshineui/images/icons/items_hires/m_lumberjackInvasion_feet.png,Feet
m_engineer_head,,,engineer_head,Male,EquippableHead+Armor+Medium,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/engineer/male_engineer_helmet.skin,objects/characters/player/male/engineer/helmet_main_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_engineer_head.png,lyshineui/images/icons/items_hires/m_engineer_head.png,Head
m_engineer_chest,,,engineer_chest,Male,EquippableChest+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/engineer/male_engineer_forearms_hands.skin,objects/characters/player/male/engineer/chest_main_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/male/engineer/male_engineer_chest.skin,,,,,,objects/characters/player/male/engineer/male_engineer_forearms_left.skin,objects/characters/player/male/engineer/male_engineer_forearms_right.skin,objects/characters/player/male/engineer/male_engineer.cdf,0,0,0,0,lyshineui/images/icons/items/Armor/m_engineer_chest.png,lyshineui/images/icons/items_hires/m_engineer_chest.png,Chest
m_engineer_hands,,,engineer_hands,Male,EquippableHands+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/engineer/male_engineer_forearms.skin,objects/characters/player/male/engineer/forearms_main_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/engineer/male_engineer_left_forearm.skin,objects/characters/player/male/engineer/male_engineer_right_forearm.skin,,,,0,0,1,1,lyshineui/images/icons/items/Armor/m_engineer_hands.png,lyshineui/images/icons/items_hires/m_engineer_hands.png,Arms
m_engineer_legs,,,engineer_legs,Male,EquippableLegs+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/engineer/male_engineer_thighs.skin,objects/characters/player/male/engineer/thighs_main_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_engineer_legs.png,lyshineui/images/icons/items_hires/m_engineer_legs.png,Legs
m_engineer_feet,,,engineer_feet,Male,EquippableFeet+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/engineer/male_engineer_calves.skin,objects/characters/player/male/engineer/calves_main_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_engineer_feet.png,lyshineui/images/icons/items_hires/m_engineer_feet.png,Feet
f_engineer_head,,,engineer_head,Female,EquippableHead+Armor+Medium,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/engineer/female_engineer_helmet.skin,objects/characters/player/male/engineer/helmet_main_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_engineer_head.png,lyshineui/images/icons/items_hires/m_engineer_head.png,Head
f_engineer_chest,,,engineer_chest,Female,EquippableChest+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/engineer/female_engineer_forearms_hands.skin,objects/characters/player/male/engineer/chest_main_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/female/engineer/female_engineer_chest.skin,,,,,,objects/characters/player/female/engineer/female_engineer_forearms_left.skin,objects/characters/player/female/engineer/female_engineer_forearms_right.skin,objects/characters/player/female/engineer/female_engineer.cdf,0,0,0,0,lyshineui/images/icons/items/Armor/m_engineer_chest.png,lyshineui/images/icons/items_hires/m_engineer_chest.png,Chest
f_engineer_hands,,,engineer_hands,Female,EquippableHands+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/Engineer/female_Engineer_forearms.skin,objects/characters/player/male/engineer/forearms_main_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/engineer/female_engineer_left_forearm.skin,objects/characters/player/female/engineer/female_engineer_right_forearm.skin,,,,0,0,1,1,lyshineui/images/icons/items/Armor/m_engineer_hands.png,lyshineui/images/icons/items_hires/m_engineer_hands.png,Arms
f_engineer_legs,,,engineer_legs,Female,EquippableLegs+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/engineer/female_engineer_thighs.skin,objects/characters/player/male/engineer/thighs_main_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_engineer_legs.png,lyshineui/images/icons/items_hires/m_engineer_legs.png,Legs
f_engineer_feet,,,engineer_feet,Female,EquippableFeet+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/engineer/female_engineer_calves.skin,objects/characters/player/male/engineer/calves_main_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_engineer_feet.png,lyshineui/images/icons/items_hires/m_engineer_feet.png,Feet
m_undeadBerserker_head,,,undeadBerserker_head,Male,EquippableHead+Armor+Medium,BRIM,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/undeadberserker/male_undeadberserker_helmet.skin,objects/characters/player/male/undeadberserker/male_undeadberserker_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,1,lyshineui/images/icons/items/Armor/m_undeadBerserker_head.png,lyshineui/images/icons/items_hires/m_undeadBerserker_head.png,Head
m_undeadBerserker_chest,,,undeadBerserker_chest,Male,EquippableChest+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/undeadberserker/male_undeadberserker_forearms_hands.skin,objects/characters/player/male/undeadberserker/male_undeadberserker_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/male/undeadberserker/male_undeadberserker_chest.skin,,,,,,objects/characters/player/male/undeadberserker/male_undeadberserker_forearms_left.skin,objects/characters/player/male/undeadberserker/male_undeadberserker_forearms_right.skin,objects/characters/player/male/undeadberserker/male_undeadBerserker.cdf,0,0,0,0,lyshineui/images/icons/items/Armor/m_undeadBerserker_chest.png,lyshineui/images/icons/items_hires/m_undeadBerserker_chest.png,Chest
m_undeadBerserker_hands,,,undeadBerserker_hands,Male,EquippableHands+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/undeadberserker/male_undeadberserker_forearms.skin,objects/characters/player/male/undeadberserker/male_undeadberserker_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/undeadberserker/male_undeadBerserker_left_forearm.skin,objects/characters/player/male/undeadberserker/male_undeadBerserker_right_forearm.skin,,,,0,1,1,1,lyshineui/images/icons/items/Armor/m_undeadBerserker_hands.png,lyshineui/images/icons/items_hires/m_undeadBerserker_hands.png,Arms
m_undeadBerserker_legs,,,undeadBerserker_legs,Male,EquippableLegs+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/undeadberserker/male_undeadberserker_thighs.skin,objects/characters/player/male/undeadberserker/male_undeadberserker_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,1,1,lyshineui/images/icons/items/Armor/m_undeadBerserker_legs.png,lyshineui/images/icons/items_hires/m_undeadBerserker_legs.png,Legs
