WeaponID,BaseWeaponID,DEV Prio,PrimaryUse,IconPath,MaxStackSize,EquipType,DamageStatMultiplier,WeaponMasteryCategoryId,TierNumber,BaseDamage,CritChance,CritDamageMultiplier,BaseStaggerDamage,CritStaggerDamageMultiplier,ReticleName,ReticleTargetName,ReticleRayCastDistance,AmmoType,MaxLoadedAmmo,AutoReloadAmmoSeconds,AmmoMesh,MannequinTag,OffHandMannequinTag,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,FireJoint,DamageTableRow,TooltipPrimaryAttackData,TooltipAlternateAttackData,AnimDbPath,GatheringTypes,GatheringMultiplier,GatheringEfficiency,MinGatherEFF,MaxGatherEFF,AudioPickup,AudioPlace,Primary Hand,EquipmentCategories,RequiredStrength,RequiredDexterity,RequiredIntelligence,RequiredFocus,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingFocus,Resistances,Weaknesses,StatBonuses,StatMultipliers,EquipmentCategoryMultiplier,AttackGameEventID,PhysicalArmorSetScaleFactor,ElementalArmorSetScaleFactor,ArmorRatingScaleFactor,WeightOverride,BlockStaminaDamage,BlockStability,DeflectionRating,DisablePerksOnSheathe,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,RangedAttackProfile,AttachedSpellData,Appearance,FemaleAppearance,CanBlockRanged,ManaCostId,WeaponEffectId,BaseAccuracy,SoundTableID
RapierT5,,3,Combat Melee,weapon_ironrapier,1,RSword_LeftHolster,OneHandSwordDamage,RapierAbilityTable,2,61,0.05,1.4,32,1.5,melee,spearHaveTarget,3,,,,,"1H_Melee, Rapier",Melee_OH,Objects\Weapons\Melee\Swords\1h\RapierA\wep_me1h_sw_rapiera_t5.cdf,,,,,,,,,,,1H_Rapier_PrimaryAttack,1H_Rapier_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.009,0.0065,0,,,,,,WeaponHit5,,,,,32,15,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,,,,,,SpecialAttack,Rapier,89,1H_Sword
HatchetT2,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandAxeDamage,HatchetAbilityTable,1,63,0.04,1.4,36,1.5,spear,spearHaveTarget,3,Thrown,1,,,"1H_Melee, Axe, Throwable",Melee_OH,Objects/Weapons/Melee/Axes/1h/ThrowingAxeB/wep_axe1h_ThrowingAxeB_T2.cdf,,,,,,,,,handattach,,Hatchet_Damage_PrimaryAttack,Hatchet_Damage_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit2,,,,,36,19,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,Hatchet,,,,,SpecialAttack,Hatchet,90,1H_Axe
HatchetT3,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandAxeDamage,HatchetAbilityTable,2,63,0.04,1.4,38,1.5,spear,spearHaveTarget,3,Thrown,1,,,"1H_Melee, Axe, Throwable",Melee_OH,Objects/Weapons/Melee/Axes/1h/ThrowingAxeB/wep_axe1h_ThrowingAxeB_T3.cdf,,,,,,,,,handattach,,Hatchet_Damage_PrimaryAttack,Hatchet_Damage_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit3,,,,,38,19,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,Hatchet,,,,,SpecialAttack,Hatchet,90,1H_Axe
HatchetT4,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandAxeDamage,HatchetAbilityTable,2,63,0.04,1.4,40,1.5,spear,spearHaveTarget,3,Thrown,1,,,"1H_Melee, Axe, Throwable",Melee_OH,Objects/Weapons/Melee/Axes/1h/ThrowingAxeB/wep_axe1h_ThrowingAxeB_T4.cdf,,,,,,,,,handattach,,Hatchet_Damage_PrimaryAttack,Hatchet_Damage_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit4,,,,,40,19,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,Hatchet,,,,,SpecialAttack,Hatchet,91,1H_Axe
HatchetT5,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandAxeDamage,HatchetAbilityTable,2,63,0.04,1.4,42,1.5,spear,spearHaveTarget,3,Thrown,1,,,"1H_Melee, Axe, Throwable",Melee_OH,Objects/Weapons/Melee/Axes/1h/ThrowingAxeB/wep_axe1h_ThrowingAxeB_T5.cdf,,,,,,,,,handattach,,Hatchet_Damage_PrimaryAttack,Hatchet_Damage_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit5,,,,,42,19,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,Hatchet,,,,,SpecialAttack,Hatchet,91,1H_Axe
2HAxeT2,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandAxeDamage,GreatAxeAbilityTable,0,82,0.03,1.3,54,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, GreatAxe",,Objects\Weapons\Melee\Axes\2h\GreatAxeA\wep_axe2h_greataxea_t2.cdf,,,,,,,,,,,GreatAxe_PrimaryAttack,GreatAxe_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit2,,,,,54,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,GreatAxe,89,2H_GreatAxe
2HAxeT3,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandAxeDamage,GreatAxeAbilityTable,1,82,0.03,1.3,56,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, GreatAxe",,Objects\Weapons\Melee\Axes\2h\GreatAxeA\wep_axe2h_greataxea_t3.cdf,,,,,,,,,,,GreatAxe_PrimaryAttack,GreatAxe_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit3,,,,,56,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,GreatAxe,89,2H_GreatAxe
2HAxeT4,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandAxeDamage,GreatAxeAbilityTable,2,82,0.03,1.3,59,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, GreatAxe",,Objects\Weapons\Melee\Axes\2h\GreatAxeA\wep_axe2h_greataxea_t4.cdf,,,,,,,,,,,GreatAxe_PrimaryAttack,GreatAxe_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit4,,,,,59,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,GreatAxe,89,2H_GreatAxe
2HAxeT5,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandAxeDamage,GreatAxeAbilityTable,2,82,0.03,1.3,62,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, GreatAxe",,Objects\Weapons\Melee\Axes\2h\GreatAxeA\wep_axe2h_greataxea_t5.cdf,,,,,,,,,,,GreatAxe_PrimaryAttack,GreatAxe_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit5,,,,,62,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,GreatAxe,89,2H_GreatAxe
2HhammerT2,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,WarHammerAbilityTable,1,84,0.02,1.2,58,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Warhammer",,Objects/Weapons/Melee/Hammers/2h/SiegeHammerA/wep_ham2h_siegehammera_t2.cdf,,,,,,,,,,,Warhammer_PrimaryAttack,Warhammer_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit2,,,,,58,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,Warhammer,89,2H_WarHammer
2HhammerT3,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,WarHammerAbilityTable,1,84,0.02,1.2,60,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Warhammer",,Objects/Weapons/Melee/Hammers/2h/SiegeHammerA/wep_ham2h_siegehammera_t3.cdf,,,,,,,,,,,Warhammer_PrimaryAttack,Warhammer_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit3,,,,,60,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,Warhammer,89,2H_WarHammer
2HhammerT4,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,WarHammerAbilityTable,2,84,0.02,1.2,63,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Warhammer",,Objects/Weapons/Melee/Hammers/2h/SiegeHammerA/wep_ham2h_siegehammera_t4.cdf,,,,,,,,,,,Warhammer_PrimaryAttack,Warhammer_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit4,,,,,63,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,Warhammer,89,2H_WarHammer
2HhammerT5,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,WarHammerAbilityTable,2,84,0.02,1.2,66,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Warhammer",,Objects/Weapons/Melee/Hammers/2h/SiegeHammerA/wep_ham2h_siegehammera_t5.cdf,,,,,,,,,,,Warhammer_PrimaryAttack,Warhammer_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit5,,,,,66,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,SpecialAttack,Warhammer,89,2H_WarHammer
1hClubT1,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandClubDamage,,0,60,0.03,1.3,40,1.5,melee,meleeHaveTarget,3,,,,,"1H_Melee, Club",Melee_OH,Objects/Weapons/Melee/Clubs/1h/MaceA/wep_clb1h_macea_t1.cdf,,,,,,,,,,,1H_Club_Attack1,1H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit1,,,,,40,22,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,,,,,,SpecialAttack,1hClub,89,1H_Club
1hClubT2,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandClubDamage,,1,60,0.03,1.3,45,1.5,melee,meleeHaveTarget,3,,,,,"1H_Melee, Club",Melee_OH,Objects/Weapons/Melee/Clubs/1h/MaceA/wep_clb1h_macea_t2.cdf,,,,,,,,,,,1H_Club_Attack1,1H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit2,,,,,45,22,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,,,,,,SpecialAttack,1hClub,89,1H_Club
1hClubT3,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandClubDamage,,2,60,0.03,1.3,50,1.5,melee,meleeHaveTarget,3,,,,,"1H_Melee, Club",Melee_OH,Objects/Weapons/Melee/Clubs/1h/MaceA/wep_clb1h_macea_t3.cdf,,,,,,,,,,,1H_Club_Attack1,1H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit3,,,,,50,22,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,,,,,,SpecialAttack,1hClub,89,1H_Club
1hClubT4,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandClubDamage,,2,60,0.03,1.3,55,1.5,melee,meleeHaveTarget,3,,,,,"1H_Melee, Club",Melee_OH,Objects/Weapons/Melee/Clubs/1h/MaceA/wep_clb1h_macea_t4.cdf,,,,,,,,,,,1H_Club_Attack1,1H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit4,,,,,55,22,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,,,,,,SpecialAttack,1hClub,89,1H_Club
1hClubT5,,1,Combat Melee,LoggingAxe,1,RSword_LeftHolster,OneHandClubDamage,,2,60,0.03,1.3,60,1.5,melee,meleeHaveTarget,3,,,,,"1H_Melee, Club",Melee_OH,Objects/Weapons/Melee/Clubs/1h/MaceA/wep_clb1h_macea_t5.cdf,,,,,,,,,,,1H_Club_Attack1,1H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit5,,,,,60,22,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,,,,,,SpecialAttack,1hClub,89,1H_Club
2hClubT1,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,,0,176,0.03,1.3,50,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Club",,objects/weapons/melee/clubs/2h/warcluba/jav_wep_mel2h_warcluba_t0.cdf,,,,,,,,,,,2H_Club_Attack1,2H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit1,,,,,50,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,,,89,2H_Club
2hClubT2,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,,1,184,0.03,1.3,52,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Club",,objects/weapons/melee/clubs/2h/warcluba/jav_wep_mel2h_warcluba_t0.cdf,,,,,,,,,,,2H_Club_Attack1,2H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit2,,,,,52,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,,,89,2H_Club
2hClubT3,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,,2,192,0.03,1.3,54,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Club",,objects/weapons/melee/clubs/2h/warcluba/jav_wep_mel2h_warcluba_t0.cdf,,,,,,,,,,,2H_Club_Attack1,2H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit3,,,,,54,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,,,89,2H_Club
2hClubT4,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,,2,200,0.03,1.3,56,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Club",,objects/weapons/melee/clubs/2h/warcluba/jav_wep_mel2h_warcluba_t0.cdf,,,,,,,,,,,2H_Club_Attack1,2H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit4,,,,,56,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,,,89,2H_Club
2hClubT5,,1,Combat Melee,LoggingAxe,1,Hammer_Axe,TwoHandClubDamage,,2,208,0.03,1.3,58,1.5,melee,meleeHaveTarget,3,,,,,"2H_Melee, Club",,objects/weapons/melee/clubs/2h/warcluba/jav_wep_mel2h_warcluba_t0.cdf,,,,,,,,,,,2H_Club_Attack1,2H_Club_Attack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.01,0,0,0,,,,,,WeaponHit5,,,,,58,25,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,,,,,,,,89,2H_Club
SpearT1,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,0,70,0.05,1.3,40,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t1.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit1,,,,,40,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearT2,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,1,70,0.05,1.3,42,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t2.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit2,,,,,42,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearBT2,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,1,70,0.05,1.3,42,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t2.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit2,,,,,42,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearT3,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,2,70,0.05,1.3,44,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t3.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit3,,,,,44,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearT4,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,2,70,0.05,1.3,46,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t4.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit4,,,,,46,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearBT4,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,2,70,0.05,1.3,46,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t4.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit4,,,,,46,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearT5,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,2,70,0.05,1.3,48,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t5.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit5,,,,,48,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
SpearBT5,,1,Combat Melee,LoggingAxe,1,Spear,TwoHandSpearDamage,SpearAbilityTable,2,70,0.05,1.3,48,1.5,spear,spearHaveTarget,3,Thrown,,,,"2H_Melee, Spear, Throwable",,Objects\Weapons\Melee\Spears\2h\SpearA\jav_wep_mel2h_speara_t5.cdf,,,,,,,,,handattach,,2H_Spear_PrimaryAttack,2H_Spear_HeavyAttack,Animations/Mannequin/ADB/PlayerMaleAnims_2H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.0065,0.009,0,0,,,,,,WeaponHit5,,,,,48,23,2,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,Spear,,,,,SpecialAttack,Spear,100,2H_Spear
BowT1,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,0,64,0.05,1.3,34,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t1.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit1,,,,,34,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,89,2H_Bow
BowT2,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,1,64,0.05,1.3,36,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t2.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit2,,,,,36,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,90,2H_Bow
BowBT2,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,1,64,0.05,1.3,36,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t2.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit2,,,,,36,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,90,2H_Bow
