PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,DeprecatedPerkId,ScalingPerGearScore,ItemClassGSBonus,DisplayName,Description,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,Category
OneHandRanger3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandRanger4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandRanger1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandRanger2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandRanger3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandRanger4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorAssassin1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorAssassin2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorAssassin3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorAssassin4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandAssassin1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandAssassin2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandAssassin3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandAssassin4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandAssassin1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandAssassin2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandAssassin3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandAssassin4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBrigand1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBrigand2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBrigand3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBrigand4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBrigand1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBrigand2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBrigand3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBrigand4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBrigand1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBrigand2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBrigand3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBrigand4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDuelist1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDuelist2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDuelist3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDuelist4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDuelist1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDuelist2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDuelist3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDuelist4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDuelist1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDuelist2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDuelist3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDuelist4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBattlemage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBattlemage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBattlemage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorBattlemage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBattlemage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBattlemage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBattlemage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandBattlemage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBattlemage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBattlemage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBattlemage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandBattlemage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorTrickster1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorTrickster2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorTrickster3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorTrickster4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandTrickster1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandTrickster2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandTrickster3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandTrickster4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandTrickster1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandTrickster2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandTrickster3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandTrickster4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorScholar1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorScholar2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorScholar3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorScholar4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandScholar1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandScholar2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandScholar3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandScholar4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandScholar1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandScholar2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandScholar3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandScholar4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorOccultist1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
