FromItemId,ToItemId,KeepPerks,FeatureId
MediumHead_EtherealT3,MediumHead_EtherealT3_S1E,false,Default_Transform
MediumHead_EtherealT4,MediumHead_EtherealT4_S1E,false,Default_Transform
MediumHead_EtherealT5,MediumHead_EtherealT5_S1E,false,Default_Transform
MediumChest_EtherealT2,MediumChest_EtherealT2_S1E,false,Default_Transform
MediumChest_EtherealT3,MediumChest_EtherealT3_S1E,false,Default_Transform
MediumChest_EtherealT4,MediumChest_EtherealT4_S1E,false,Default_Transform
MediumChest_EtherealT5,MediumChest_EtherealT5_S1E,false,Default_Transform
MediumHands_EtherealT2,MediumHands_EtherealT2_S1E,false,Default_Transform
MediumHands_EtherealT3,MediumHands_EtherealT3_S1E,false,Default_Transform
MediumHands_EtherealT4,MediumHands_EtherealT4_S1E,false,Default_Transform
MediumHands_EtherealT5,MediumHands_EtherealT5_S1E,false,Default_Transform
MediumLegs_EtherealT2,MediumLegs_EtherealT2_S1E,false,Default_Transform
MediumLegs_EtherealT3,MediumLegs_EtherealT3_S1E,false,Default_Transform
MediumLegs_EtherealT4,MediumLegs_EtherealT4_S1E,false,Default_Transform
MediumLegs_EtherealT5,MediumLegs_EtherealT5_S1E,false,Default_Transform
MediumFeet_EtherealT2,MediumFeet_EtherealT2_S1E,false,Default_Transform
MediumFeet_EtherealT3,MediumFeet_EtherealT3_S1E,false,Default_Transform
MediumFeet_EtherealT4,MediumFeet_EtherealT4_S1E,false,Default_Transform
MediumFeet_EtherealT5,MediumFeet_EtherealT5_S1E,false,Default_Transform
LightHead_EtherealT2,LightHead_EtherealT2_S1E,false,Default_Transform
LightHead_EtherealT3,LightHead_EtherealT3_S1E,false,Default_Transform
LightHead_EtherealT4,LightHead_EtherealT4_S1E,false,Default_Transform
LightHead_EtherealT5,LightHead_EtherealT5_S1E,false,Default_Transform
LightChest_EtherealT2,LightChest_EtherealT2_S1E,false,Default_Transform
LightChest_EtherealT3,LightChest_EtherealT3_S1E,false,Default_Transform
LightChest_EtherealT4,LightChest_EtherealT4_S1E,false,Default_Transform
LightChest_EtherealT5,LightChest_EtherealT5_S1E,false,Default_Transform
LightHands_EtherealT2,LightHands_EtherealT2_S1E,false,Default_Transform
LightHands_EtherealT3,LightHands_EtherealT3_S1E,false,Default_Transform
LightHands_EtherealT4,LightHands_EtherealT4_S1E,false,Default_Transform
LightHands_EtherealT5,LightHands_EtherealT5_S1E,false,Default_Transform
LightLegs_EtherealT2,LightLegs_EtherealT2_S1E,false,Default_Transform
LightLegs_EtherealT3,LightLegs_EtherealT3_S1E,false,Default_Transform
LightLegs_EtherealT4,LightLegs_EtherealT4_S1E,false,Default_Transform
LightLegs_EtherealT5,LightLegs_EtherealT5_S1E,false,Default_Transform
LightFeet_EtherealT2,LightFeet_EtherealT2_S1E,false,Default_Transform
LightFeet_EtherealT3,LightFeet_EtherealT3_S1E,false,Default_Transform
LightFeet_EtherealT4,LightFeet_EtherealT4_S1E,false,Default_Transform
LightFeet_EtherealT5,LightFeet_EtherealT5_S1E,false,Default_Transform
Longsword_EtherealT2,Longsword_EtherealT2_S1E,false,Default_Transform
Longsword_EtherealT3,Longsword_EtherealT3_S1E,false,Default_Transform
Longsword_EtherealT4,Longsword_EtherealT4_S1E,false,Default_Transform
Longsword_EtherealT5,Longsword_EtherealT5_S1E,false,Default_Transform
Hatchet_EtherealT2,Hatchet_EtherealT2_S1E,false,Default_Transform
Hatchet_EtherealT3,Hatchet_EtherealT3_S1E,false,Default_Transform
Hatchet_EtherealT4,Hatchet_EtherealT4_S1E,false,Default_Transform
Hatchet_EtherealT5,Hatchet_EtherealT5_S1E,false,Default_Transform
Warhammer_EtherealT2,Warhammer_EtherealT2_S1E,false,Default_Transform
Warhammer_EtherealT3,Warhammer_EtherealT3_S1E,false,Default_Transform
Warhammer_EtherealT4,Warhammer_EtherealT4_S1E,false,Default_Transform
Warhammer_EtherealT5,Warhammer_EtherealT5_S1E,false,Default_Transform
GreatAxe_EtherealT2,GreatAxe_EtherealT2_S1E,false,Default_Transform
GreatAxe_EtherealT3,GreatAxe_EtherealT3_S1E,false,Default_Transform
GreatAxe_EtherealT4,GreatAxe_EtherealT4_S1E,false,Default_Transform
GreatAxe_EtherealT5,GreatAxe_EtherealT5_S1E,false,Default_Transform
Bow_EtherealT2,Bow_EtherealT2_S1E,false,Default_Transform
Bow_EtherealT3,Bow_EtherealT3_S1E,false,Default_Transform
Bow_EtherealT4,Bow_EtherealT4_S1E,false,Default_Transform
Bow_EtherealT5,Bow_EtherealT5_S1E,false,Default_Transform
Musket_EtherealT2,Musket_EtherealT2_S1E,false,Default_Transform
Musket_EtherealT3,Musket_EtherealT3_S1E,false,Default_Transform
Musket_EtherealT4,Musket_EtherealT4_S1E,false,Default_Transform
Musket_EtherealT5,Musket_EtherealT5_S1E,false,Default_Transform
RoundShield_EtherealT2,RoundShield_EtherealT2_S1E,false,Default_Transform
RoundShield_EtherealT3,RoundShield_EtherealT3_S1E,false,Default_Transform
RoundShield_EtherealT4,RoundShield_EtherealT4_S1E,false,Default_Transform
RoundShield_EtherealT5,RoundShield_EtherealT5_S1E,false,Default_Transform
KiteShield_EtherealT3,KiteShield_EtherealT3_S1E,false,Default_Transform
KiteShield_EtherealT4,KiteShield_EtherealT4_S1E,false,Default_Transform
KiteShield_EtherealT5,KiteShield_EtherealT5_S1E,false,Default_Transform
TowerShield_EtherealT4,TowerShield_EtherealT4_S1E,false,Default_Transform
TowerShield_EtherealT5,TowerShield_EtherealT5_S1E,false,Default_Transform
StaffFire_EtherealT2,StaffFire_EtherealT2_S1E,false,Default_Transform
StaffFire_EtherealT3,StaffFire_EtherealT3_S1E,false,Default_Transform
StaffFire_EtherealT4,StaffFire_EtherealT4_S1E,false,Default_Transform
StaffFire_EtherealT5,StaffFire_EtherealT5_S1E,false,Default_Transform
StaffLife_EtherealT2,StaffLife_EtherealT2_S1E,false,Default_Transform
StaffLife_EtherealT3,StaffLife_EtherealT3_S1E,false,Default_Transform
StaffLife_EtherealT4,StaffLife_EtherealT4_S1E,false,Default_Transform
StaffLife_EtherealT5,StaffLife_EtherealT5_S1E,false,Default_Transform
Spear_EtherealT2,Spear_EtherealT2_S1E,false,Default_Transform
Spear_EtherealT3,Spear_EtherealT3_S1E,false,Default_Transform
Spear_EtherealT4,Spear_EtherealT4_S1E,false,Default_Transform
Spear_EtherealT5,Spear_EtherealT5_S1E,false,Default_Transform
Rapier_EtherealT2,Rapier_EtherealT2_S1E,false,Default_Transform
Rapier_EtherealT3,Rapier_EtherealT3_S1E,false,Default_Transform
Rapier_EtherealT4,Rapier_EtherealT4_S1E,false,Default_Transform
Rapier_EtherealT5,Rapier_EtherealT5_S1E,false,Default_Transform
GauntletIce_EtherealT2,GauntletIce_EtherealT2_S1E,false,Default_Transform
GauntletIce_EtherealT3,GauntletIce_EtherealT3_S1E,false,Default_Transform
GauntletIce_EtherealT4,GauntletIce_EtherealT4_S1E,false,Default_Transform
GauntletIce_EtherealT5,GauntletIce_EtherealT5_S1E,false,Default_Transform
GauntletVoid_EtherealT2,GauntletVoid_EtherealT2_S1E,false,Default_Transform
GauntletVoid_EtherealT3,GauntletVoid_EtherealT3_S1E,false,Default_Transform
GauntletVoid_EtherealT4,GauntletVoid_EtherealT4_S1E,false,Default_Transform
GauntletVoid_EtherealT5,GauntletVoid_EtherealT5_S1E,false,Default_Transform
Blunderbuss_EtherealT2,Blunderbuss_EtherealT2_S1E,false,Default_Transform
Blunderbuss_EtherealT3,Blunderbuss_EtherealT3_S1E,false,Default_Transform
Blunderbuss_EtherealT4,Blunderbuss_EtherealT4_S1E,false,Default_Transform
Blunderbuss_EtherealT5,Blunderbuss_EtherealT5_S1E,false,Default_Transform
GreatSword_EtherealT2,GreatSword_EtherealT2_S1E,false,Default_Transform
GreatSword_EtherealT3,GreatSword_EtherealT3_S1E,false,Default_Transform
GreatSword_EtherealT4,GreatSword_EtherealT4_S1E,false,Default_Transform
GreatSword_EtherealT5,GreatSword_EtherealT5_S1E,false,Default_Transform
Flail_EtherealT2,Flail_EtherealT2_S1E,false,Default_Transform
Flail_EtherealT3,Flail_EtherealT3_S1E,false,Default_Transform
Flail_EtherealT4,Flail_EtherealT4_S1E,false,Default_Transform
Flail_EtherealT5,Flail_EtherealT5_S1E,false,Default_Transform
Amulet_EtherealT2,Amulet_EtherealT2_S1E,false,Default_Transform
Amulet_EtherealT3,Amulet_EtherealT3_S1E,false,Default_Transform
Amulet_EtherealT4,Amulet_EtherealT4_S1E,false,Default_Transform
Amulet_EtherealT5,Amulet_EtherealT5_S1E,false,Default_Transform
Ring_EtherealT2,Ring_EtherealT2_S1E,false,Default_Transform
Ring_EtherealT3,Ring_EtherealT3_S1E,false,Default_Transform
Ring_EtherealT4,Ring_EtherealT4_S1E,false,Default_Transform
Ring_EtherealT5,Ring_EtherealT5_S1E,false,Default_Transform
Earring_EtherealT2,Earring_EtherealT2_S1E,false,Default_Transform
Earring_EtherealT3,Earring_EtherealT3_S1E,false,Default_Transform
Earring_EtherealT4,Earring_EtherealT4_S1E,false,Default_Transform
Earring_EtherealT5,Earring_EtherealT5_S1E,false,Default_Transform
SkinningKnife_EtherealT2,SkinningKnife_EtherealT2_S1E,false,Default_Transform
SkinningKnife_EtherealT3,SkinningKnife_EtherealT3_S1E,false,Default_Transform
SkinningKnife_EtherealT4,SkinningKnife_EtherealT4_S1E,false,Default_Transform
SkinningKnife_EtherealT5,SkinningKnife_EtherealT5_S1E,false,Default_Transform
Sickle_EtherealT2,Sickle_EtherealT2_S1E,false,Default_Transform
Sickle_EtherealT3,Sickle_EtherealT3_S1E,false,Default_Transform
Sickle_EtherealT4,Sickle_EtherealT4_S1E,false,Default_Transform
Sickle_EtherealT5,Sickle_EtherealT5_S1E,false,Default_Transform
LoggingAxe_EtherealT2,LoggingAxe_EtherealT2_S1E,false,Default_Transform
LoggingAxe_EtherealT3,LoggingAxe_EtherealT3_S1E,false,Default_Transform
LoggingAxe_EtherealT4,LoggingAxe_EtherealT4_S1E,false,Default_Transform
LoggingAxe_EtherealT5,LoggingAxe_EtherealT5_S1E,false,Default_Transform
MiningPick_EtherealT2,MiningPick_EtherealT2_S1E,false,Default_Transform
MiningPick_EtherealT3,MiningPick_EtherealT3_S1E,false,Default_Transform
MiningPick_EtherealT4,MiningPick_EtherealT4_S1E,false,Default_Transform
MiningPick_EtherealT5,MiningPick_EtherealT5_S1E,false,Default_Transform
ConquerorsItem_Bow_PoisonShot_PoisonCloud,ConquerorsItem_Bow_PoisonShot_PoisonCloud_S1E,false,Default_Transform
ConquerorsItem_Blunderbuss_OneHitKill,ConquerorsItem_Blunderbuss_OneHitKill_S1E,false,Default_Transform
ConquerorsItem_Amulet_OneHitKill_Counter,ConquerorsItem_Amulet_OneHitKill_Counter_S1E,false,Default_Transform
ConquerorsItem_HeavyChest_HolyShield_Blocking,ConquerorsItem_HeavyChest_HolyShield_Blocking_S1E,false,Default_Transform
ConquerorsItem_LifeStaff_HolyShield_Blocking,ConquerorsItem_LifeStaff_HolyShield_Blocking_S1E,false,Default_Transform
ConquerorsItem_KiteShield_HolyShield_Blocking,ConquerorsItem_KiteShield_HolyShield_Blocking_S1E,false,Default_Transform
ConquerorsItem_LightLegs_DodgeCorruptionBall,ConquerorsItem_LightLegs_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Rapier_DodgeCorruptionBall,ConquerorsItem_Rapier_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Hatchet_DodgeCorruptionBall,ConquerorsItem_Hatchet_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Spear_DodgeCorruptionBall,ConquerorsItem_Spear_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Bow_DodgeCorruptionBall,ConquerorsItem_Bow_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Musket_DodgeCorruptionBall,ConquerorsItem_Musket_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Blunderbuss_DodgeCorruptionBall,ConquerorsItem_Blunderbuss_DodgeCorruptionBall_S1E,false,Default_Transform
ConquerorsItem_Warhammer_Knockback,ConquerorsItem_Warhammer_Knockback_S1E,false,Default_Transform
ConquerorsItem_ShieldTower_TankAura,ConquerorsItem_ShieldTower_TankAura_S1E,false,Default_Transform
ConquerorsItem_GauntletIce_FrostAura,ConquerorsItem_GauntletIce_FrostAura_S1E,false,Default_Transform
ConquerorsItem_StaffFire_BurnAura,ConquerorsItem_StaffFire_BurnAura_S1E,false,Default_Transform
ConquerorsItem_MediumHead_CostumeThorpe,ConquerorsItem_MediumHead_CostumeThorpe_S1E,false,Default_Transform
ConquerorsItem_Hatchet_CombustibleCombustion,ConquerorsItem_Hatchet_CombustibleCombustion_S1E,false,Default_Transform
ConquerorsItem_Spear_Embiggen,ConquerorsItem_Spear_Embiggen_S1E,false,Default_Transform
ConquerorsItem_Greataxe_DodgeSuppressant,ConquerorsItem_Greataxe_DodgeSuppressant_S1E,false,Default_Transform
ConquerorsItem_Warhammer_DodgeSuppressant,ConquerorsItem_Warhammer_DodgeSuppressant_S1E,false,Default_Transform
ConquerorsItem_Greatsword_DodgeSuppressant,ConquerorsItem_Greatsword_DodgeSuppressant_S1E,false,Default_Transform
ConquerorsItem_Greatsword_CrescentWave,ConquerorsItem_Greatsword_CrescentWave_S1E,false,Default_Transform
ConquerorsItem_Longsword_ShieldlessAgility,ConquerorsItem_Longsword_ShieldlessAgility_S1E,false,Default_Transform
ConquerorsItem_HeavyHead_SwarmArmor,ConquerorsItem_HeavyHead_SwarmArmor_S1E,false,Default_Transform
ConquerorsItem_HeavyChest_SwarmArmor,ConquerorsItem_HeavyChest_SwarmArmor_S1E,false,Default_Transform
ConquerorsItem_HeavyHands_SwarmArmor,ConquerorsItem_HeavyHands_SwarmArmor_S1E,false,Default_Transform
ConquerorsItem_HeavyLegs_SwarmArmor,ConquerorsItem_HeavyLegs_SwarmArmor_S1E,false,Default_Transform
ConquerorsItem_HeavyFeet_SwarmArmor,ConquerorsItem_HeavyFeet_SwarmArmor_S1E,false,Default_Transform
ConquerorsItem_Musket_LimbDebilitation,ConquerorsItem_Musket_LimbDebilitation_S1E,false,Default_Transform
ConquerorsItem_Flail_Disease,ConquerorsItem_Flail_Disease_S1E,false,Default_Transform
ConquerorsItem_Greataxe_UndeadLostMonarch,ConquerorsItem_Greataxe_UndeadLostMonarch_S1E,false,Default_Transform
ConquerorsItem_LifeStaff_SupportiveHeals,ConquerorsItem_LifeStaff_SupportiveHeals_S1E,false,Default_Transform
ConquerorsItem_VoidGauntlet_HarvestDamage,ConquerorsItem_VoidGauntlet_HarvestDamage_S1E,false,Default_Transform
ConquerorsItem_Rapier_HasteWhenFacingTarget,ConquerorsItem_Rapier_HasteWhenFacingTarget_S1E,false,Default_Transform
EtherealDustT2,WaterT1,false,Default_Transform
ConquerorsTrophyT2,CharcoalT1,false,Default_Transform
EtherealDustBox,OreT1,false,Default_Transform
Ethereal_MountFood,MountConsum_GruelT1,false,Default_Transform
Recipe_Bow_PoisonShot_PoisonCloud,Bow_EtherealT3_S1E,false,Default_Transform
Recipe_Blunderbuss_OneHitKill,Blunderbuss_EtherealT3_S1E,false,Default_Transform
Recipe_LifeStaff_HolyShield_Blocking,StaffLife_EtherealT3_S1E,false,Default_Transform
Recipe_KiteShield_HolyShield_Blocking,KiteShield_EtherealT3_S1E,false,Default_Transform
Recipe_Rapier_DodgeCorruptionBall,Rapier_EtherealT3_S1E,false,Default_Transform
Recipe_Hatchet_DodgeCorruptionBall,Hatchet_EtherealT3_S1E,false,Default_Transform
Recipe_Spear_DodgeCorruptionBall,Spear_EtherealT3_S1E,false,Default_Transform
Recipe_Bow_DodgeCorruptionBall,Bow_EtherealT3_S1E,false,Default_Transform
Recipe_Musket_DodgeCorruptionBall,Musket_EtherealT3_S1E,false,Default_Transform
Recipe_Blunderbuss_DodgeCorruptionBall,Blunderbuss_EtherealT3_S1E,false,Default_Transform
Recipe_Warhammer_Knockback,Warhammer_EtherealT3_S1E,false,Default_Transform
Recipe_ShieldTower_TankAura,TowerShield_EtherealT4_S1E,false,Default_Transform
Recipe_GauntletIce_FrostAura,GauntletIce_EtherealT3_S1E,false,Default_Transform
Recipe_StaffFire_BurnAura,StaffFire_EtherealT3_S1E,false,Default_Transform
Recipe_Hatchet_CombustibleCombustion,Hatchet_EtherealT3_S1E,false,Default_Transform
Recipe_Spear_Embiggen,Spear_EtherealT3_S1E,false,Default_Transform
Recipe_Greataxe_DodgeSuppressant,GreatAxe_EtherealT3_S1E,false,Default_Transform
Recipe_Warhammer_DodgeSuppressant,Warhammer_EtherealT3_S1E,false,Default_Transform
Recipe_Greatsword_DodgeSuppressant,GreatSword_EtherealT3_S1E,false,Default_Transform
Recipe_Greatsword_CrescentWave,GreatSword_EtherealT3_S1E,false,Default_Transform
Recipe_Longsword_ShieldlessAgility,Longsword_EtherealT3_S1E,false,Default_Transform
Recipe_Musket_LimbDebilitation,Musket_EtherealT3_S1E,false,Default_Transform
Recipe_Flail_Disease,Flail_EtherealT3_S1E,false,Default_Transform
Recipe_Greataxe_UndeadLostMonarch,GreatAxe_EtherealT3_S1E,false,Default_Transform
Recipe_LifeStaff_SupportiveHeals,StaffLife_EtherealT3_S1E,false,Default_Transform
Recipe_VoidGauntlet_HarvestDamage,GauntletVoid_EtherealT3_S1E,false,Default_Transform
Recipe_Rapier_HasteWhenFacingTarget,Rapier_EtherealT3_S1E,false,Default_Transform
