LeaderboardId,IsEnabled,Namespace,Rotation,LeaderboardDefinitionId,FactionLeaderboardDefinitionId,DataSheetCategory,DataSheetLBScope,CharacterLeaderboard,GroupLeaderboard,CompanyLeaderboard,FactionLeaderboard,GameMode,FirstLevelCategory,SecondLevelCategory,SecondLevelCategoryPriority,DisplayName,DisplayNamePriority,Category,CategoryPriority,Faction,Rewards,ItemRewards,EntitlementRewards,CategoryDescription,CategoryAdditionalHeader,RewardType,NameString,ValueString
WeekExpeditionMaxScoreDynastyM1,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM2,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM3,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM4,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM5,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM6,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM7,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM8,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM9,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_dynasty,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDynastyM10,true,pc,Week,top-group-expedition-score.DungeonEbonscale00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_dynasty,,,"5:Leaderboard_DynastyShipyardScoreTop1,25:Leaderboard_DynastyShipyardScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_Shipyard,25:EntitlementSkin_Chest_LBScore_Shipyard",,,DynastyScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM1,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM2,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM3,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM4,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM5,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM6,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM7,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM8,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM9,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_genesis,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreGenesisM10,true,pc,Week,top-group-expedition-score.DungeonEdengrove00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_genesis,,,"5:Leaderboard_GardenOfGenesisScoreTop1,25:Leaderboard_GardenOfGenesisScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_GardenGenesis,25:EntitlementSkin_Chest_LBScore_GardenGenesis",,,GenesisScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM1,true,pc,Week,top-group-expedition-score.DungeonReekwater00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM2,true,pc,Week,top-group-expedition-score.DungeonReekwater00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM3,true,pc,Week,top-group-expedition-score.DungeonReekwater00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM4,true,pc,Week,top-group-expedition-score.DungeonReekwater00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM5,true,pc,Week,top-group-expedition-score.DungeonReekwater00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM6,true,pc,Week,top-group-expedition-score.DungeonReekwater00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM7,true,pc,Week,top-group-expedition-score.DungeonReekwater00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM8,true,pc,Week,top-group-expedition-score.DungeonReekwater00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM9,true,pc,Week,top-group-expedition-score.DungeonReekwater00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_lazarus,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreLazarusM10,true,pc,Week,top-group-expedition-score.DungeonReekwater00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_lazarus,,,"5:Leaderboard_LazarusInstrumentalityScoreTop1,25:Leaderboard_LazarusInstrumentalityScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_LazarusInstrumentality,25:EntitlementSkin_Chest_LBScore_LazarusInstrumentality",,,LazarusScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM1,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM2,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM3,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM4,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM5,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM6,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM7,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM8,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM9,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_tempest,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreTempestM10,true,pc,Week,top-group-expedition-score.DungeonShatterMtn00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_tempest,,,"5:Leaderboard_TempestHeartScoreTop1,25:Leaderboard_TempestHeartScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_TempestHeart,25:EntitlementSkin_Chest_LBScore_TempestHeart",,,TempestScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM1,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM2,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM3,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM4,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM5,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM6,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM7,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM8,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM9,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_barnacles,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreBarnaclesM10,true,pc,Week,top-group-expedition-score.DungeonCutlassKeys00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_barnacles,,,"5:Leaderboard_BarnaclesScoreTop1,25:Leaderboard_BarnaclesScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_Barnacles,25:EntitlementSkin_Chest_LBScore_Barnacles",,,BarnaclesScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM1,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM2,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM3,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM4,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM5,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM6,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM7,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM8,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM9,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_ennead,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEnneadM10,true,pc,Week,top-group-expedition-score.DungeonBrimstoneSands00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_ennead,,,"5:Leaderboard_BrimstoneScoreTop1,25:Leaderboard_BrimstoneScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_Brimstone,25:EntitlementSkin_Chest_LBScore_Brimstone",,,BrimstoneScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM1,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM2,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM3,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM4,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM5,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM6,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM7,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM8,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreDepthsM9,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_depths,,,,,,,,,,@ui_leaderboard_column_score
