VitalsCategoryID,DisplayName,Icon,LocationHint,LocStringGenerationHelper,GroupVitalsCategoryId,IsNamed,IsDynamicPoiTarget,LootDropChanceOverride,MtlOverride,FemaleMtlOverride
Damned_1H_Swordsman_M-F_03GC09a_ELITE,@VC_Damned_1H_Swordsman_M-F_03GC09a_ELITE,,,"<string key=""VC_Damned_1H_Swordsman_M-F_03GC09a_ELITE"">Damned_1H_Swordsman_M-F_03GC09a_ELITE</string>",Southguard,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_04NW06b,@VC_Damned_1H_Swordsman_M-F_04NW06b,,,"<string key=""VC_Damned_1H_Swordsman_M-F_04NW06b"">Damned_1H_Swordsman_M-F_04NW06b</string>",Canary,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_04NW09a,@VC_Damned_1H_Swordsman_M-F_04NW09a,,,"<string key=""VC_Damned_1H_Swordsman_M-F_04NW09a"">Damned_1H_Swordsman_M-F_04NW09a</string>",Cavern,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_04NW09b,@VC_Damned_1H_Swordsman_M-F_04NW09b,,,"<string key=""VC_Damned_1H_Swordsman_M-F_04NW09b"">Damned_1H_Swordsman_M-F_04NW09b</string>",Quarry,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_04NW10,@VC_Damned_1H_Swordsman_M-F_04NW10,,,"<string key=""VC_Damned_1H_Swordsman_M-F_04NW10"">Damned_1H_Swordsman_M-F_04NW10</string>",Meadow Lake,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_04NW10b,@VC_Damned_1H_Swordsman_M-F_04NW10b,,,"<string key=""VC_Damned_1H_Swordsman_M-F_04NW10b"">Damned_1H_Swordsman_M-F_04NW10b</string>",The Spread,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_06SW09,@VC_Damned_1H_Swordsman_M-F_06SW09,,,"<string key=""VC_Damned_1H_Swordsman_M-F_06SW09"">Damned_1H_Swordsman_M-F_06SW09</string>",Plainsblot,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_07SM03,@VC_Damned_1H_Swordsman_M-F_07SM03,,,"<string key=""VC_Damned_1H_Swordsman_M-F_07SM03"">Damned_1H_Swordsman_M-F_07SM03</string>",Warrift,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_07SM03a,@VC_Damned_1H_Swordsman_M-F_07SM03a,,,"<string key=""VC_Damned_1H_Swordsman_M-F_07SM03a"">Damned_1H_Swordsman_M-F_07SM03a</string>",Desolate,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_07SM03b,@VC_Damned_1H_Swordsman_M-F_07SM03b,,,"<string key=""VC_Damned_1H_Swordsman_M-F_07SM03b"">Damned_1H_Swordsman_M-F_07SM03b</string>",Bitterblade,,,,,
Damned_1H_Swordsman_M-F_07SM06,@VC_Damned_1H_Swordsman_M-F_07SM06,,,"<string key=""VC_Damned_1H_Swordsman_M-F_07SM06"">Damned_1H_Swordsman_M-F_07SM06</string>",Myrkgard,,,,,
Damned_1H_Swordsman_M-F_08QP08,@VC_Damned_1H_Swordsman_M-F_08QP08,,,"<string key=""VC_Damned_1H_Swordsman_M-F_08QP08"">Damned_1H_Swordsman_M-F_08QP08</string>",,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_10WS06,@VC_Damned_1H_Swordsman_M-F_10WS06,,,"<string key=""VC_Damned_1H_Swordsman_M-F_10WS06"">Damned_1H_Swordsman_M-F_10WS06</string>",Tithing,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_11MD00g,@VC_Damned_1H_Swordsman_M-F_11MD00g,,,"<string key=""VC_Damned_1H_Swordsman_M-F_11MD00g"">Damned_1H_Swordsman_M-F_11MD00g</string>",Redeye,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_11MD00h,@VC_Damned_1H_Swordsman_M-F_11MD00h,,,"<string key=""VC_Damned_1H_Swordsman_M-F_11MD00h"">Damned_1H_Swordsman_M-F_11MD00h</string>",Highpass,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_11MD00i,@VC_Damned_1H_Swordsman_M-F_11MD00i,,,"<string key=""VC_Damned_1H_Swordsman_M-F_11MD00i"">Damned_1H_Swordsman_M-F_11MD00i</string>",Wardog,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_11MD07,@VC_Damned_1H_Swordsman_M-F_11MD07,,,"<string key=""VC_Damned_1H_Swordsman_M-F_11MD07"">Damned_1H_Swordsman_M-F_11MD07</string>",Wardog,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_11MD10a,@VC_Damned_1H_Swordsman_M-F_11MD10a,,,"<string key=""VC_Damned_1H_Swordsman_M-F_11MD10a"">Damned_1H_Swordsman_M-F_11MD10a</string>",Wardog,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_11MD12_ELITE,@VC_Damned_1H_Swordsman_M-F_11MD12_ELITE,,,"<string key=""VC_Damned_1H_Swordsman_M-F_11MD12_ELITE"">Damned_1H_Swordsman_M-F_11MD12_ELITE</string>",Scorpius,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_13WF05,@VC_Damned_1H_Swordsman_M-F_13WF05,,,"<string key=""VC_Damned_1H_Swordsman_M-F_13WF05"">Damned_1H_Swordsman_M-F_13WF05</string>",,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_15,@VC_Damned_1H_Swordsman_M-F_15,,,"<string key=""VC_Damned_1H_Swordsman_M-F_15"">Damned_1H_Swordsman_M-F_15</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_16,@VC_Damned_1H_Swordsman_M-F_16,,,"<string key=""VC_Damned_1H_Swordsman_M-F_16"">Damned_1H_Swordsman_M-F_16</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_18,@VC_Damned_1H_Swordsman_M-F_18,,,"<string key=""VC_Damned_1H_Swordsman_M-F_18"">Damned_1H_Swordsman_M-F_18</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_25,@VC_Damned_1H_Swordsman_M-F_25,,,"<string key=""VC_Damned_1H_Swordsman_M-F_25"">Damned_1H_Swordsman_M-F_25</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_matGroup.mtl
Damned_1H_Swordsman_M-F_26,@VC_Damned_1H_Swordsman_M-F_26,,,"<string key=""VC_Damned_1H_Swordsman_M-F_26"">Damned_1H_Swordsman_M-F_26</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_27,@VC_Damned_1H_Swordsman_M-F_27,,,"<string key=""VC_Damned_1H_Swordsman_M-F_27"">Damned_1H_Swordsman_M-F_27</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_28,@VC_Damned_1H_Swordsman_M-F_28,,,"<string key=""VC_Damned_1H_Swordsman_M-F_28"">Damned_1H_Swordsman_M-F_28</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_29,@VC_Damned_1H_Swordsman_M-F_29,,,"<string key=""VC_Damned_1H_Swordsman_M-F_29"">Damned_1H_Swordsman_M-F_29</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_30,@VC_Damned_1H_Swordsman_M-F_30,,,"<string key=""VC_Damned_1H_Swordsman_M-F_30"">Damned_1H_Swordsman_M-F_30</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_31,@VC_Damned_1H_Swordsman_M-F_31,,,"<string key=""VC_Damned_1H_Swordsman_M-F_31"">Damned_1H_Swordsman_M-F_31</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_32,@VC_Damned_1H_Swordsman_M-F_32,,,"<string key=""VC_Damned_1H_Swordsman_M-F_32"">Damned_1H_Swordsman_M-F_32</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_33,@VC_Damned_1H_Swordsman_M-F_33,,,"<string key=""VC_Damned_1H_Swordsman_M-F_33"">Damned_1H_Swordsman_M-F_33</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_34,@VC_Damned_1H_Swordsman_M-F_34,,,"<string key=""VC_Damned_1H_Swordsman_M-F_34"">Damned_1H_Swordsman_M-F_34</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_35,@VC_Damned_1H_Swordsman_M-F_35,,,"<string key=""VC_Damned_1H_Swordsman_M-F_35"">Damned_1H_Swordsman_M-F_35</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_1H_Swordsman_M-F_42,@VC_Damned_1H_Swordsman_M-F_42,,,"<string key=""VC_Damned_1H_Swordsman_M-F_42"">Damned_1H_Swordsman_M-F_42</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_43,@VC_Damned_1H_Swordsman_M-F_43,,,"<string key=""VC_Damned_1H_Swordsman_M-F_43"">Damned_1H_Swordsman_M-F_43</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_44,@VC_Damned_1H_Swordsman_M-F_44,,,"<string key=""VC_Damned_1H_Swordsman_M-F_44"">Damned_1H_Swordsman_M-F_44</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_45,@VC_Damned_1H_Swordsman_M-F_45,,,"<string key=""VC_Damned_1H_Swordsman_M-F_45"">Damned_1H_Swordsman_M-F_45</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_50,@VC_Damned_1H_Swordsman_M-F_50,,,"<string key=""VC_Damned_1H_Swordsman_M-F_50"">Damned_1H_Swordsman_M-F_50</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_50_ELITE,@VC_Damned_1H_Swordsman_M-F_50_ELITE,,,"<string key=""VC_Damned_1H_Swordsman_M-F_50_ELITE"">Damned_1H_Swordsman_M-F_50_ELITE</string>",,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var02_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var02_matGroup.mtl
Damned_1H_Swordsman_M-F_51,@VC_Damned_1H_Swordsman_M-F_51,,,"<string key=""VC_Damned_1H_Swordsman_M-F_51"">Damned_1H_Swordsman_M-F_51</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_52,@VC_Damned_1H_Swordsman_M-F_52,,,"<string key=""VC_Damned_1H_Swordsman_M-F_52"">Damned_1H_Swordsman_M-F_52</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_53,@VC_Damned_1H_Swordsman_M-F_53,,,"<string key=""VC_Damned_1H_Swordsman_M-F_53"">Damned_1H_Swordsman_M-F_53</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_54,@VC_Damned_1H_Swordsman_M-F_54,,,"<string key=""VC_Damned_1H_Swordsman_M-F_54"">Damned_1H_Swordsman_M-F_54</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_55,@VC_Damned_1H_Swordsman_M-F_55,,,"<string key=""VC_Damned_1H_Swordsman_M-F_55"">Damned_1H_Swordsman_M-F_55</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_56,@VC_Damned_1H_Swordsman_M-F_56,,,"<string key=""VC_Damned_1H_Swordsman_M-F_56"">Damned_1H_Swordsman_M-F_56</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_57,@VC_Damned_1H_Swordsman_M-F_57,,,"<string key=""VC_Damned_1H_Swordsman_M-F_57"">Damned_1H_Swordsman_M-F_57</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_58,@VC_Damned_1H_Swordsman_M-F_58,,,"<string key=""VC_Damned_1H_Swordsman_M-F_58"">Damned_1H_Swordsman_M-F_58</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var01_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var01_matGroup.mtl
Damned_1H_Swordsman_M-F_DG_GreatCleave_00,@VC_Damned_1H_Swordsman_M-F_DG_GreatCleave_00,,,"<string key=""VC_Damned_1H_Swordsman_M-F_DG_GreatCleave_00"">Damned_1H_Swordsman_M-F_DG_GreatCleave_00</string>",Unholy,,,,,
Damned_1H_Swordsman_M-F_DG_Restless_00,@VC_Damned_1H_Swordsman_M-F_DG_Restless_00,,,"<string key=""VC_Damned_1H_Swordsman_M-F_DG_Restless_00"">Damned_1H_Swordsman_M-F_DG_Restless_00</string>",Skerryshiv,,,,,
Damned_1H_Swordsman_M-F_DG_ShatterMtn_00,@VC_Damned_1H_Swordsman_M-F_DG_ShatterMtn_00,,,"<string key=""VC_Damned_1H_Swordsman_M-F_DG_ShatterMtn_00"">Damned_1H_Swordsman_M-F_DG_ShatterMtn_00</string>",IsabellaLair,,,,,
Damned_1H_Swordsman_M-F_MSQ_35,@VC_Damned_1H_Swordsman_M-F_MSQ_35,,,"<string key=""VC_Damned_1H_Swordsman_M-F_MSQ_35"">Damned_1H_Swordsman_M-F_MSQ_35</string>",Generic,,,,Objects\Characters\npc\supernatural\damned\male\leather\male_damnedleather_var03_matgroup.mtl,Objects\Characters\npc\supernatural\damned\female\leather\female_damnedLeather_var03_matGroup.mtl
Damned_2H_Spearman_M-F_03GC03_ELITE,@VC_Damned_2H_Spearman_M-F_03GC03_ELITE,,,"<string key=""VC_Damned_2H_Spearman_M-F_03GC03_ELITE"">Damned_2H_Spearman_M-F_03GC03_ELITE</string>",Unhallowed,,,,Objects\Characters\npc\supernatural\damned\male\hard\male_damnedHard_var02_matGroup.mtl,Objects\Characters\npc\supernatural\damned\female\hard\female_damnedHard_var02_matGroup.mtl
Damned_2H_Spearman_M-F_07SM02b_ELITE,@VC_Damned_2H_Spearman_M-F_07SM02b_ELITE,,,"<string key=""VC_Damned_2H_Spearman_M-F_07SM02b_ELITE"">Damned_2H_Spearman_M-F_07SM02b_ELITE</string>",Scorchvein,,,,Objects\Characters\npc\supernatural\damned\male\hard\male_damnedHard_var02_matGroup.mtl,Objects\Characters\npc\supernatural\damned\female\hard\female_damnedHard_var02_matGroup.mtl
Damned_2H_Spearman_M-F_07SM06a_ELITE,@VC_Damned_2H_Spearman_M-F_07SM06a_ELITE,,,"<string key=""VC_Damned_2H_Spearman_M-F_07SM06a_ELITE"">Damned_2H_Spearman_M-F_07SM06a_ELITE</string>",Myrkgard,,,,Objects\Characters\npc\supernatural\damned\male\hard\male_damnedHard_var02_matGroup.mtl,Objects\Characters\npc\supernatural\damned\female\hard\female_damnedHard_var02_matGroup.mtl
Damned_2H_Spearman_M-F_07SM06b_ELITE,@VC_Damned_2H_Spearman_M-F_07SM06b_ELITE,,,"<string key=""VC_Damned_2H_Spearman_M-F_07SM06b_ELITE"">Damned_2H_Spearman_M-F_07SM06b_ELITE</string>",Myrkgard,,,,Objects\Characters\npc\supernatural\damned\male\hard\male_damnedHard_var02_matGroup.mtl,Objects\Characters\npc\supernatural\damned\female\hard\female_damnedHard_var02_matGroup.mtl
Damned_2H_Spearman_M-F_07SM06c_ELITE,@VC_Damned_2H_Spearman_M-F_07SM06c_ELITE,,,"<string key=""VC_Damned_2H_Spearman_M-F_07SM06c_ELITE"">Damned_2H_Spearman_M-F_07SM06c_ELITE</string>",Myrkgard,,,,Objects\Characters\npc\supernatural\damned\male\hard\male_damnedHard_var02_matGroup.mtl,Objects\Characters\npc\supernatural\damned\female\hard\female_damnedHard_var02_matGroup.mtl
Damned_2H_Spearman_M-F_07SM06d_ELITE,@VC_Damned_2H_Spearman_M-F_07SM06d_ELITE,,,"<string key=""VC_Damned_2H_Spearman_M-F_07SM06d_ELITE"">Damned_2H_Spearman_M-F_07SM06d_ELITE</string>",Myrkgard,,,,Objects\Characters\npc\supernatural\damned\male\hard\male_damnedHard_var02_matGroup.mtl,Objects\Characters\npc\supernatural\damned\female\hard\female_damnedHard_var02_matGroup.mtl
Damned_2H_Spearman_M-F_DG_GreatCleave_00,@VC_Damned_2H_Spearman_M-F_DG_GreatCleave_00,,,"<string key=""VC_Damned_2H_Spearman_M-F_DG_GreatCleave_00"">Damned_2H_Spearman_M-F_DG_GreatCleave_00</string>",Unholy,,,,,
Damned_2H_Spearman_M-F_DG_ShatterMtn_00,@VC_Damned_2H_Spearman_M-F_DG_ShatterMtn_00,,,"<string key=""VC_Damned_2H_Spearman_M-F_DG_ShatterMtn_00"">Damned_2H_Spearman_M-F_DG_ShatterMtn_00</string>",IsabellaLair,,,,,
Damned_2H_Spearman_M-F_Named_DG_Restless_00,@VC_Damned_2H_Spearman_M-F_Named_DG_Restless_00,,,"<string key=""VC_Damned_2H_Spearman_M-F_Named_DG_Restless_00"">Damned_2H_Spearman_M-F_Named_DG_Restless_00</string>",Skerryshiv,true,true,,,
Damned_Acolyte,@VC_Damned_Acolyte,,,"<string key=""VC_Damned_Acolyte"">Damned_Acolyte</string>",BASE,,,,,
Damned_Acolyte_03GC03_ELITE,@VC_Damned_Acolyte_03GC03_ELITE,,,"<string key=""VC_Damned_Acolyte_03GC03_ELITE"">Damned_Acolyte_03GC03_ELITE</string>",Unhallowed,,,,,
Damned_Acolyte_03GC09_ELITE,@VC_Damned_Acolyte_03GC09_ELITE,,,"<string key=""VC_Damned_Acolyte_03GC09_ELITE"">Damned_Acolyte_03GC09_ELITE</string>",Lower_Svikin,,,,,
Damned_Acolyte_03GC09_Named_02_ELITE,@VC_Damned_Acolyte_03GC09_Named_02_ELITE,,,"<string key=""VC_Damned_Acolyte_03GC09_Named_02_ELITE"">Damned_Acolyte_03GC09_Named_02_ELITE</string>",Southguard,true,true,,,
Damned_Acolyte_03GC09_Named_ELITE,@VC_Damned_Acolyte_03GC09_Named_ELITE,,,"<string key=""VC_Damned_Acolyte_03GC09_Named_ELITE"">Damned_Acolyte_03GC09_Named_ELITE</string>",Southguard,true,true,,,
Damned_Acolyte_03GC09a_ELITE,@VC_Damned_Acolyte_03GC09a_ELITE,,,"<string key=""VC_Damned_Acolyte_03GC09a_ELITE"">Damned_Acolyte_03GC09a_ELITE</string>",Southguard,,,,,
Damned_Acolyte_04nw08,@VC_Damned_Acolyte_04nw08,,,"<string key=""VC_Damned_Acolyte_04nw08"">Damned_Acolyte_04nw08</string>",Bearclaw,,,,,
Damned_Acolyte_07SM05a,@VC_Damned_Acolyte_07SM05a,,,"<string key=""VC_Damned_Acolyte_07SM05a"">Damned_Acolyte_07SM05a</string>",Warrift,,,,,
Damned_Acolyte_07SM05c,@VC_Damned_Acolyte_07SM05c,,,"<string key=""VC_Damned_Acolyte_07SM05c"">Damned_Acolyte_07SM05c</string>",Infernal,,,,,
Damned_Acolyte_07SM05c1,@VC_Damned_Acolyte_07SM05c1,,,"<string key=""VC_Damned_Acolyte_07SM05c1"">Damned_Acolyte_07SM05c1</string>",Hewscar,,,,,
Damned_Acolyte_07SM05d,@VC_Damned_Acolyte_07SM05d,,,"<string key=""VC_Damned_Acolyte_07SM05d"">Damned_Acolyte_07SM05d</string>",Malevolent,,,,,
Damned_Acolyte_07SM05d1,@VC_Damned_Acolyte_07SM05d1,,,"<string key=""VC_Damned_Acolyte_07SM05d1"">Damned_Acolyte_07SM05d1</string>",Festerspike,,,,,
Damned_Acolyte_07SM06,@VC_Damned_Acolyte_07SM06,,,"<string key=""VC_Damned_Acolyte_07SM06"">Damned_Acolyte_07SM06</string>",Myrkgard,,,,,
Damned_Acolyte_07SM06_DARKNESS,@VC_Damned_Acolyte_07SM06_DARKNESS,,,"<string key=""VC_Damned_Acolyte_07SM06_DARKNESS"">Damned_Acolyte_07SM06_DARKNESS</string>",MyrkgardDarkness,,,,,
Damned_Acolyte_07SM06a_ELITE,@VC_Damned_Acolyte_07SM06a_ELITE,,,"<string key=""VC_Damned_Acolyte_07SM06a_ELITE"">Damned_Acolyte_07SM06a_ELITE</string>",Myrkgard,,,,,
Damned_Acolyte_07SM06b_ELITE,@VC_Damned_Acolyte_07SM06b_ELITE,,,"<string key=""VC_Damned_Acolyte_07SM06b_ELITE"">Damned_Acolyte_07SM06b_ELITE</string>",Myrkgard,,,,,
Damned_Acolyte_07SM06c_ELITE,@VC_Damned_Acolyte_07SM06c_ELITE,,,"<string key=""VC_Damned_Acolyte_07SM06c_ELITE"">Damned_Acolyte_07SM06c_ELITE</string>",Myrkgard,,,,,
Damned_Acolyte_08QP07,@VC_Damned_Acolyte_08QP07,,,"<string key=""VC_Damned_Acolyte_08QP07"">Damned_Acolyte_08QP07</string>",,,,,,
Damned_Acolyte_08QP08_ELITE,@VC_Damned_Acolyte_08QP08_ELITE,,,"<string key=""VC_Damned_Acolyte_08QP08_ELITE"">Damned_Acolyte_08QP08_ELITE</string>",,,,,,
Damned_Acolyte_60,@VC_Damned_Acolyte_60,,,"<string key=""VC_Damned_Acolyte_60"">Damned_Acolyte_60</string>",Generic,,,,,
Damned_Acolyte_DG_Restless_00,@VC_Damned_Acolyte_DG_Restless_00,,,"<string key=""VC_Damned_Acolyte_DG_Restless_00"">Damned_Acolyte_DG_Restless_00</string>",Skerryshiv,,,,,
