AmmoID,AmmoType,DamageModifier,StaggerDamageModifier,AmmoPrefabPath,AmmoWhizByTrigger,MeshOverride
1hThrowingAxe_NewfoundHopeT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BilelashT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CrystalCarverT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DealwiththeDevilT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SandscribeT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BannermansBaneT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_VelianT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SeafoamT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeGraverobberT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeWraithHunterT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeGuardianT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeShadowbringerT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCorsairT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeRagebearerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeMistwalkerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDoomsingerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeHarbingerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeFanaticT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeBondsmanT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeOphanT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeGreatCleaveT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeWindswardT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeRestlessShoreT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheConfidantT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheButchersCleaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MakersMarkT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BestWishesT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_GraverobberT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_GreaterPurposeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HonorsbaneT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_GortansFallT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SolT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_LazarineCleaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_EdenilT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ShatterspikeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DesecratedCeremonialHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HulkingHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_OnathulT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DarkWidowT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_OrionsRoadT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ScorpioSlasherT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DaedalusT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_GreenkeepersAxeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MalthazarsLostHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HatchetoftheCorruptedFrontierT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ConquestT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SpriggansClawT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CorpsebridesCleaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TailchopperT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CiradultheLazarineWardenT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BeyondReasonT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_WildAmbitionT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderCommandershatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateAlchemistshatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantAdjudicatorshatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ImbuedHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_PixiesPunisherT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_NightweaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HorrificSlasherT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ZealousHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_WerewolfHunterT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MammothsTuskT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TundrasCallT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ChillwindHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CauterizingHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DoomsEdgeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MagmaT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AxeoftheAbyssT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CorruptedChopperT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FoulmouthT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AlakazhamsIncantationT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TimewarpedAxeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HatchetoftheArcaneTowerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CleanConsciousT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_StormsEdgeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_WaveboundHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_VirulentEdgeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_RemnantofBeforeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CobraheadedHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BalanossCrystalBattleaxeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CrawlersCleaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DiamondheadT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BrittleBonesT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FleshwrappedHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FiendishSlicerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ShatteredDreamsT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_UltimateClarityT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ObsidianReaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HighPriestsCeremonialHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CultistsCleaverT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FreshforgedEdgeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ViolentDelightT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AlphabaneT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_RevengeoftheFallenT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheQuartermasterT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_NyhartsHatchetT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BuccaneersBountyT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_LegacyT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon1T3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon2T3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon3T4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon4T4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon5T4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon6T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon7T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon8T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon9T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon10T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderGroundbreakersHatchetT3a,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateChroniclersHatchetT3a,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantDefendersHatchetT3a,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderSunderersT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderSunderersT4a,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateExemplarsT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateExemplarsT4a,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantTemplarT4a,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SQRewardShatteredT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SQRewardReekwaterT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ExcavationHatchetT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeFaeT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeFaeT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeFaeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeGlassT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeGlassT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeGlassT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeElegantT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeElegantT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeElegantT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeViciousT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeViciousT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeViciousT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeVinespunT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeVinespunT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeVinespunT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeVoidbentT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeVoidbentT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeVoidbentT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeWavebornT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeWavebornT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeWavebornT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeImmolatedT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeImmolatedT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeImmolatedT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeEtherealT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeEtherealT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeEtherealT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAbyssalT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAbyssalT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAbyssalT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDungeon11T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hHatchetPrimevalT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon1T3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon2T3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon3T4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon4T4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon5T4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon6T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon7T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon8T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon9T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon10T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCraftedDungeon11T5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hHatchetWarT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hHatchetBreachT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hHatchetInvasionT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAncient2AncestralT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hHatchetT1DamnedFTUE,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderRank1,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderRank2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderRank3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderRank4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderRank5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateRank1,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateRank2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateRank3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateRank4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateRank5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantRank1,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantRank2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantRank3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantRank4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantRank5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MatthiassGravediggerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ArticulonT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AxeofViolenceT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_IronjawsBiteT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_JawbreakerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TempestofTormentT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ToothedBiteT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDrownedT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDrownedT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDrownedT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDrownedT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeLostEliteT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAncientEliteT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAngryEarthEliteT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCorruptedEliteT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDrownedEliteT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_QuestL23,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hHatchetOutpostRushT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderGroundbreakersHatchetT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateChroniclersHatchetT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantDefendersHatchetT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
2hSpearDungeon1T3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon2T3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon3T4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon4T4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon5T4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon6T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon7T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon8T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon9T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon10T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDungeon11T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearPrimevalT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon1T3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon2T3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon3T4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon4T4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon5T4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon6T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon7T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon8T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon9T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon10T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCraftedDungeon11T5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearWarT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearBreachT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearInvasionT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearFaeT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearFaeT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearFaeT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearGlassT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearGlassT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearGlassT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearElegantT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearElegantT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearElegantT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearViciousT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearViciousT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
