LeaderboardRewardId,Rotation Start Check,RotationStart,LeaderboardRewardIdNoRotation,Rotation,SeasonOrWeek,EntitlementRewards,DataSheetLBStatus,Notes
LB_LazarusM10Clear_Rank2_Week1,0,1,LB_LazarusM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_LazarusInstrumentality,Archived,
LB_LazarusM10Clear_Rank2_Week35,0,35,LB_LazarusM10Clear_Rank2,Week,35,NULL,Archived,
LB_DynastyM3Clear_Rank1_Week35,0,35,LB_DynastyM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_Shipyard,Archived,
LB_DynastyM3Clear_Rank1_Week45,0,45,LB_DynastyM3Clear_Rank1,Week,45,NULL,Archived,
LB_DynastyM3Clear_Rank2_Week35,0,35,LB_DynastyM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_Shipyard,Archived,
LB_DynastyM3Clear_Rank2_Week45,0,45,LB_DynastyM3Clear_Rank2,Week,45,NULL,Archived,
LB_DynastyM10Clear_Rank1_Week1,0,1,LB_DynastyM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_Shipyard,Archived,
LB_DynastyM10Clear_Rank1_Week35,0,35,LB_DynastyM10Clear_Rank1,Week,35,NULL,Archived,
LB_DynastyM10Clear_Rank2_Week1,0,1,LB_DynastyM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_Shipyard,Archived,
LB_DynastyM10Clear_Rank2_Week35,0,35,LB_DynastyM10Clear_Rank2,Week,35,NULL,Archived,
LB_GenesisM3Clear_Rank1_Week35,0,35,LB_GenesisM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_GardenGenesis,Archived,
LB_GenesisM3Clear_Rank1_Week45,0,45,LB_GenesisM3Clear_Rank1,Week,45,NULL,Archived,
LB_GenesisM3Clear_Rank2_Week35,0,35,LB_GenesisM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_GardenGenesis,Archived,
LB_GenesisM3Clear_Rank2_Week45,0,45,LB_GenesisM3Clear_Rank2,Week,45,NULL,Archived,
LB_GenesisM10Clear_Rank1_Week1,0,1,LB_GenesisM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_GardenGenesis,Archived,
LB_GenesisM10Clear_Rank1_Week35,0,35,LB_GenesisM10Clear_Rank1,Week,35,NULL,Archived,
LB_GenesisM10Clear_Rank2_Week1,0,1,LB_GenesisM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_GardenGenesis,Archived,
LB_GenesisM10Clear_Rank2_Week35,0,35,LB_GenesisM10Clear_Rank2,Week,35,NULL,Archived,
LB_TempestM3Clear_Rank1_Week35,0,35,LB_TempestM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_TempestHeart,Archived,
LB_TempestM3Clear_Rank1_Week45,0,45,LB_TempestM3Clear_Rank1,Week,45,NULL,Archived,
LB_TempestM3Clear_Rank2_Week35,0,35,LB_TempestM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_TempestHeart,Archived,
LB_TempestM3Clear_Rank2_Week45,0,45,LB_TempestM3Clear_Rank2,Week,45,NULL,Archived,
LB_TempestM10Clear_Rank1_Week1,0,1,LB_TempestM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_TempestHeart,Archived,
LB_TempestM10Clear_Rank1_Week35,0,35,LB_TempestM10Clear_Rank1,Week,35,NULL,Archived,
LB_TempestM10Clear_Rank2_Week1,0,1,LB_TempestM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_TempestHeart,Archived,
LB_TempestM10Clear_Rank2_Week35,0,35,LB_TempestM10Clear_Rank2,Week,35,NULL,Archived,
LB_BarnaclesM3Clear_Rank1_Week35,0,35,LB_BarnaclesM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_Barnacles,Archived,
LB_BarnaclesM3Clear_Rank1_Week45,0,45,LB_BarnaclesM3Clear_Rank1,Week,45,NULL,Archived,
LB_BarnaclesM3Clear_Rank2_Week35,0,35,LB_BarnaclesM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_Barnacles,Archived,
LB_BarnaclesM3Clear_Rank2_Week45,0,45,LB_BarnaclesM3Clear_Rank2,Week,45,NULL,Archived,
LB_BarnaclesM10Clear_Rank1_Week1,0,1,LB_BarnaclesM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_Barnacles,Archived,
LB_BarnaclesM10Clear_Rank1_Week35,0,35,LB_BarnaclesM10Clear_Rank1,Week,35,NULL,Archived,
LB_BarnaclesM10Clear_Rank2_Week1,0,1,LB_BarnaclesM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_Barnacles,Archived,
LB_BarnaclesM10Clear_Rank2_Week35,0,35,LB_BarnaclesM10Clear_Rank2,Week,35,NULL,Archived,
LB_BrimstoneM3Clear_Rank1_Week35,0,35,LB_BrimstoneM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_Brimstone,Archived,
LB_BrimstoneM3Clear_Rank1_Week45,0,45,LB_BrimstoneM3Clear_Rank1,Week,45,NULL,Archived,
LB_BrimstoneM3Clear_Rank2_Week35,0,35,LB_BrimstoneM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_Brimstone,Archived,
LB_BrimstoneM3Clear_Rank2_Week45,0,45,LB_BrimstoneM3Clear_Rank2,Week,45,NULL,Archived,
LB_BrimstoneM10Clear_Rank1_Week1,0,1,LB_BrimstoneM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_Brimstone,Archived,
LB_BrimstoneM10Clear_Rank1_Week35,0,35,LB_BrimstoneM10Clear_Rank1,Week,35,NULL,Archived,
LB_BrimstoneM10Clear_Rank2_Week1,0,1,LB_BrimstoneM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_Brimstone,Archived,
LB_BrimstoneM10Clear_Rank2_Week35,0,35,LB_BrimstoneM10Clear_Rank2,Week,35,NULL,Archived,
LB_DepthsM3Clear_Rank1_Week35,0,35,LB_DepthsM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_Depths,Archived,
LB_DepthsM3Clear_Rank1_Week45,0,45,LB_DepthsM3Clear_Rank1,Week,45,NULL,Archived,
LB_DepthsM3Clear_Rank2_Week35,0,35,LB_DepthsM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_Depths,Archived,
LB_DepthsM3Clear_Rank2_Week45,0,45,LB_DepthsM3Clear_Rank2,Week,45,NULL,Archived,
LB_DepthsM10Clear_Rank1_Week1,0,1,LB_DepthsM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_Depths,Archived,
LB_DepthsM10Clear_Rank1_Week35,0,35,LB_DepthsM10Clear_Rank1,Week,35,NULL,Archived,
LB_DepthsM10Clear_Rank2_Week1,0,1,LB_DepthsM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_Depths,Archived,
LB_DepthsM10Clear_Rank2_Week35,0,35,LB_DepthsM10Clear_Rank2,Week,35,NULL,Archived,
LB_StarstoneM3Clear_Rank1_Week35,0,35,LB_StarstoneM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_Starstone,Archived,
LB_StarstoneM3Clear_Rank1_Week45,0,45,LB_StarstoneM3Clear_Rank1,Week,45,NULL,Archived,
LB_StarstoneM3Clear_Rank2_Week35,0,35,LB_StarstoneM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_Starstone,Archived,
LB_StarstoneM3Clear_Rank2_Week45,0,45,LB_StarstoneM3Clear_Rank2,Week,45,NULL,Archived,
LB_StarstoneM10Clear_Rank1_Week1,0,1,LB_StarstoneM10Clear_Rank1,Week,1,EntitlementSkin_Chest_Rank1_LBClear_Starstone,Archived,
LB_StarstoneM10Clear_Rank1_Week35,0,35,LB_StarstoneM10Clear_Rank1,Week,35,NULL,Archived,
LB_StarstoneM10Clear_Rank2_Week1,0,1,LB_StarstoneM10Clear_Rank2,Week,1,EntitlementSkin_Chest_LBClear_Starstone,Archived,
LB_StarstoneM10Clear_Rank2_Week35,0,35,LB_StarstoneM10Clear_Rank2,Week,35,NULL,Archived,
LB_ForgeM3Clear_Rank1_Week35,0,35,LB_ForgeM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_Forge,Archived,
LB_ForgeM3Clear_Rank1_Week45,0,45,LB_ForgeM3Clear_Rank1,Week,45,NULL,Archived,
LB_ForgeM3Clear_Rank2_Week35,0,35,LB_ForgeM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_Forge,Archived,
LB_ForgeM3Clear_Rank2_Week45,0,45,LB_ForgeM3Clear_Rank2,Week,45,NULL,Archived,
LB_ForgeM10Clear_Rank1_Week1,0,1,LB_ForgeM10Clear_Rank1,Week,1,Skin_Chest_Rank1_LBClear_Forge,Archived,
LB_ForgeM10Clear_Rank1_Week35,0,35,LB_ForgeM10Clear_Rank1,Week,35,NULL,Archived,
LB_ForgeM10Clear_Rank2_Week1,0,1,LB_ForgeM10Clear_Rank2,Week,1,Skin_Chest_LBClear_Forge,Archived,
LB_ForgeM10Clear_Rank2_Week35,0,35,LB_ForgeM10Clear_Rank2,Week,35,NULL,Archived,
LB_DivideM3Clear_Rank1_Week35,0,35,LB_DivideM3Clear_Rank1,Week,35,EntitlementSkin_Chest_S3_Rank1_LBClear_CrystalClaw,Archived,
LB_DivideM3Clear_Rank1_Week45,0,45,LB_DivideM3Clear_Rank1,Week,45,NULL,Archived,
LB_DivideM3Clear_Rank2_Week35,0,35,LB_DivideM3Clear_Rank2,Week,35,EntitlementSkin_Chest_S3_Rank2_LBClear_CrystalClaw,Archived,
LB_DivideM3Clear_Rank2_Week45,0,45,LB_DivideM3Clear_Rank2,Week,45,NULL,Archived,
LB_OPR_Rank1_Season1,1,1,LB_OPR_Rank1,Season,0,EntitlementSkin_Chest_Rank1_LB_OPR,Archived,
LB_OPR_Rank1_Season4,1,4,LB_OPR_Rank1,Season,3,NULL,Archived,
LB_OPR_Rank2_Season1,1,1,LB_OPR_Rank2,Season,0,EntitlementSkin_Chest_LB_OPR,Archived,
LB_OPR_Rank2_Season4,1,4,LB_OPR_Rank2,Season,3,NULL,Archived,
