RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion,RequiredWorldTags
Ethereal_ClothLegsT5,FC_Ethereal_ClothLegsT5,@Ethereal_ClothLegsT5_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotLegs,ClothLegs,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,LightLegs_EtherealT5,,,,,725,5,,,,,,ClothT5,Item,LeatherT5,Item,IngotT5,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothFeetT2,FC_Ethereal_ClothFeetT2,@Ethereal_ClothFeetT2_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotFeet,ClothFeet,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,LightFeet_EtherealT2,,,,,350,2,,,,,,ClothT2,Item,LeatherT2,Item,IngotT2,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothFeetT3,FC_Ethereal_ClothFeetT3,@Ethereal_ClothFeetT3_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotFeet,ClothFeet,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,LightFeet_EtherealT3,,,,,600,3,,,,,,ClothT3,Item,LeatherT3,Item,IngotT3,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothFeetT4,FC_Ethereal_ClothFeetT4,@Ethereal_ClothFeetT4_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotFeet,ClothFeet,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,LightFeet_EtherealT4,,,,,700,4,,,,,,ClothT4,Item,LeatherT4,Item,IngotT4,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothFeetT5,FC_Ethereal_ClothFeetT5,@Ethereal_ClothFeetT5_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotFeet,ClothFeet,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,LightFeet_EtherealT5,,,,,725,5,,,,,,ClothT5,Item,LeatherT5,Item,IngotT5,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_LongswordT2,FC_Ethereal_LongswordT2,@Ethereal_LongswordT2_RecipeName,Ethereal,Longswords,@ui_sword,Longsword,,true,true,false,false,true,1,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,Longsword_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,3,1,1,,,,,Craft_WeaponsmithingT2,true,,,,,,,,25,,SeasonalServer
Ethereal_LongswordT3,FC_Ethereal_LongswordT3,@Ethereal_LongswordT3_RecipeName,Ethereal,Longswords,@ui_sword,Longsword,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,Longsword_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_LongswordT4,FC_Ethereal_LongswordT4,@Ethereal_LongswordT4_RecipeName,Ethereal,Longswords,@ui_sword,Longsword,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,Longsword_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_LongswordT5,FC_Ethereal_LongswordT5,@Ethereal_LongswordT5_RecipeName,Ethereal,Longswords,@ui_sword,Longsword,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,Longsword_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,5,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_RapierT2,FC_Ethereal_RapierT2,@Ethereal_RapierT2_RecipeName,Ethereal,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,1,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,Rapier_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,3,1,1,,,,,Craft_WeaponsmithingT2,true,,,,,,,,25,,SeasonalServer
Ethereal_RapierT3,FC_Ethereal_RapierT3,@Ethereal_RapierT3_RecipeName,Ethereal,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,Rapier_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_RapierT4,FC_Ethereal_RapierT4,@Ethereal_RapierT4_RecipeName,Ethereal,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,Rapier_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_RapierT5,FC_Ethereal_RapierT5,@Ethereal_RapierT5_RecipeName,Ethereal,Rapiers,@ui_sword @ui_rapier,Rapier,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,Rapier_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,5,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_WarHammerT2,FC_Ethereal_WarHammerT2,@Ethereal_WarHammerT2_RecipeName,Ethereal,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,1,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,Warhammer_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,6,1,1,,,,,Craft_WeaponsmithingT2,true,,,,,,,,25,,SeasonalServer
Ethereal_WarHammerT3,FC_Ethereal_WarHammerT3,@Ethereal_WarHammerT3_RecipeName,Ethereal,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,Warhammer_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,6,1,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_WarHammerT4,FC_Ethereal_WarHammerT4,@Ethereal_WarHammerT4_RecipeName,Ethereal,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,Warhammer_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,7,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_WarHammerT5,FC_Ethereal_WarHammerT5,@Ethereal_WarHammerT5_RecipeName,Ethereal,WarHammers,@ui_warhammer,Warhammer,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,Warhammer_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,7,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatAxeT2,FC_Ethereal_GreatAxeT2,@Ethereal_GreatAxeT2_RecipeName,Ethereal,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,1,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,GreatAxe_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,6,1,1,,,,,Craft_WeaponsmithingT2,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatAxeT3,FC_Ethereal_GreatAxeT3,@Ethereal_GreatAxeT3_RecipeName,Ethereal,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,GreatAxe_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,6,1,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatAxeT4,FC_Ethereal_GreatAxeT4,@Ethereal_GreatAxeT4_RecipeName,Ethereal,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,GreatAxe_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,7,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatAxeT5,FC_Ethereal_GreatAxeT5,@Ethereal_GreatAxeT5_RecipeName,Ethereal,Greataxes,@ui_greataxe,Greataxe,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,GreatAxe_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,7,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldRoundT2,FC_Ethereal_ShieldRoundT2,@Ethereal_ShieldRoundT2_RecipeName,Ethereal,Shields,@ui_shield,Rshield,,true,true,false,false,true,1,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,RoundShield_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,3,1,1,,,,,Craft_WeaponsmithingT2,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldRoundT3,FC_Ethereal_ShieldRoundT3,@Ethereal_ShieldRoundT3_RecipeName,Ethereal,Shields,@ui_shield,Rshield,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,RoundShield_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldRoundT4,FC_Ethereal_ShieldRoundT4,@Ethereal_ShieldRoundT4_RecipeName,Ethereal,Shields,@ui_shield,Rshield,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,RoundShield_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldRoundT5,FC_Ethereal_ShieldRoundT5,@Ethereal_ShieldRoundT5_RecipeName,Ethereal,Shields,@ui_shield,Rshield,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,RoundShield_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,5,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldKiteT3,FC_Ethereal_ShieldKiteT3,@Ethereal_ShieldKiteT3_RecipeName,Ethereal,Shields,@ui_shield,Kshield,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,KiteShield_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,4,1,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldKiteT4,FC_Ethereal_ShieldKiteT4,@Ethereal_ShieldKiteT4_RecipeName,Ethereal,Shields,@ui_shield,Kshield,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,KiteShield_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,5,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldKiteT5,FC_Ethereal_ShieldKiteT5,@Ethereal_ShieldKiteT5_RecipeName,Ethereal,Shields,@ui_shield,Kshield,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,KiteShield_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,5,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldTowerT4,FC_Ethereal_ShieldTowerT4,@Ethereal_ShieldTowerT4_RecipeName,Ethereal,Shields,@ui_shield,,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,TowerShield_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,6,1,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ShieldTowerT5,FC_Ethereal_ShieldTowerT5,@Ethereal_ShieldTowerT5_RecipeName,Ethereal,Shields,@ui_shield,,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,TowerShield_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,6,1,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatSwordT2,FC_Ethereal_GreatSwordT2,@Ethereal_GreatSwordT2_RecipeName,Ethereal,Greatswords,@ui_greatsword,Greatsword,,true,true,false,false,true,1,,,false,25,1,Weaponsmithing,0,blacksmith2,,,,1,GreatSword_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,5,3,1,,,,,Craft_WeaponsmithingT2,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatSwordT3,FC_Ethereal_GreatSwordT3,@Ethereal_GreatSwordT3_RecipeName,Ethereal,Greatswords,@ui_greatsword,Greatsword,,true,true,false,false,true,1,,,false,75,1,Weaponsmithing,50,blacksmith2,,,,1,GreatSword_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,6,3,1,,,,,Craft_WeaponsmithingT3,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatSwordT4,FC_Ethereal_GreatSwordT4,@Ethereal_GreatSwordT4_RecipeName,Ethereal,Greatswords,@ui_greatsword,Greatsword,,true,true,false,false,true,1,,,false,184,1,Weaponsmithing,100,blacksmith2,,,,1,GreatSword_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,6,3,1,,,,,Craft_WeaponsmithingT4,true,,,,,,,,25,,SeasonalServer
Ethereal_GreatSwordT5,FC_Ethereal_GreatSwordT5,@Ethereal_GreatSwordT5_RecipeName,Ethereal,Greatswords,@ui_greatsword,Greatsword,,true,true,false,false,true,1,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,GreatSword_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,7,3,1,,,,,Craft_WeaponsmithingT5,true,,,,,,,,25,,SeasonalServer
Ethereal_SpearT2,FC_Ethereal_SpearT2,@Ethereal_SpearT2_RecipeName,Ethereal,Spears,@ui_spear,Spear,,true,true,false,false,true,1,,,false,25,1,Engineering,0,blacksmith2,,,,1,Spear_EtherealT2,,,,,350,2,,,,,,TimberT2,Item,IngotT2,Item,LeatherT2,Item,,,,,,,,,5,2,1,,,,,Craft_EngineeringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_SpearT3,FC_Ethereal_SpearT3,@Ethereal_SpearT3_RecipeName,Ethereal,Spears,@ui_spear,Spear,,true,true,false,false,true,1,,,false,75,1,Engineering,50,blacksmith2,,,,1,Spear_EtherealT3,,,,,600,3,,,,,,TimberT3,Item,IngotT3,Item,LeatherT3,Item,,,,,,,,,5,2,1,,,,,Craft_EngineeringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_SpearT4,FC_Ethereal_SpearT4,@Ethereal_SpearT4_RecipeName,Ethereal,Spears,@ui_spear,Spear,,true,true,false,false,true,1,,,false,184,1,Engineering,100,blacksmith2,,,,1,Spear_EtherealT4,,,,,700,4,,,,,,TimberT4,Item,IngotT4,Item,LeatherT4,Item,,,,,,,,,6,2,1,,,,,Craft_EngineeringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_SpearT5,FC_Ethereal_SpearT5,@Ethereal_SpearT5_RecipeName,Ethereal,Spears,@ui_spear,Spear,,true,true,false,false,true,1,,,false,449,1,Engineering,150,blacksmith2,,,,1,Spear_EtherealT5,,,,,725,5,,,,,,TimberT5,Item,IngotT5,Item,LeatherT5,Item,,,,,,,,,6,2,1,,,,,Craft_EngineeringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_HatchetT2,FC_Ethereal_HatchetT2,@Ethereal_HatchetT2_RecipeName,Ethereal,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,1,,,false,25,1,Engineering,0,blacksmith2,,,,1,Hatchet_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,3,1,1,,,,,Craft_EngineeringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_HatchetT3,FC_Ethereal_HatchetT3,@Ethereal_HatchetT3_RecipeName,Ethereal,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,1,,,false,75,1,Engineering,50,blacksmith2,,,,1,Hatchet_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,4,1,1,,,,,Craft_EngineeringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_HatchetT4,FC_Ethereal_HatchetT4,@Ethereal_HatchetT4_RecipeName,Ethereal,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,1,,,false,184,1,Engineering,100,blacksmith2,,,,1,Hatchet_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,4,1,1,,,,,Craft_EngineeringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_HatchetT5,FC_Ethereal_HatchetT5,@Ethereal_HatchetT5_RecipeName,Ethereal,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,1,,,false,449,1,Engineering,150,blacksmith2,,,,1,Hatchet_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,5,1,1,,,,,Craft_EngineeringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_BowT2,FC_Ethereal_BowT2,@Ethereal_BowT2_RecipeName,Ethereal,Bows,@ui_bow,Bow,,true,true,false,false,true,1,,,false,25,1,Engineering,0,engineering2,,,,1,Bow_EtherealT2,,,,,350,2,,,,,,TimberT2,Item,LeatherT2,Item,ClothT2,Item,,,,,,,,,6,1,1,,,,,Craft_EngineeringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_BowT3,FC_Ethereal_BowT3,@Ethereal_BowT3_RecipeName,Ethereal,Bows,@ui_bow,Bow,,true,true,false,false,true,1,,,false,75,1,Engineering,50,engineering2,,,,1,Bow_EtherealT3,,,,,600,3,,,,,,TimberT3,Item,LeatherT3,Item,ClothT3,Item,,,,,,,,,6,1,1,,,,,Craft_EngineeringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_BowT4,FC_Ethereal_BowT4,@Ethereal_BowT4_RecipeName,Ethereal,Bows,@ui_bow,Bow,,true,true,false,false,true,1,,,false,184,1,Engineering,100,engineering2,,,,1,Bow_EtherealT4,,,,,700,4,,,,,,TimberT4,Item,LeatherT4,Item,ClothT4,Item,,,,,,,,,7,1,1,,,,,Craft_EngineeringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_BowT5,FC_Ethereal_BowT5,@Ethereal_BowT5_RecipeName,Ethereal,Bows,@ui_bow,Bow,,true,true,false,false,true,1,,,false,449,1,Engineering,150,engineering2,,,,1,Bow_EtherealT5,,,,,725,5,,,,,,TimberT5,Item,LeatherT5,Item,ClothT5,Item,,,,,,,,,7,1,1,,,,,Craft_EngineeringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_MusketT2,FC_Ethereal_MusketT2,@Ethereal_MusketT2_RecipeName,Ethereal,Muskets,@ui_musket,Musket,,true,true,false,false,true,1,,,false,25,1,Engineering,0,engineering2,,,,1,Musket_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,6,1,1,,,,,Craft_EngineeringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_MusketT3,FC_Ethereal_MusketT3,@Ethereal_MusketT3_RecipeName,Ethereal,Muskets,@ui_musket,Musket,,true,true,false,false,true,1,,,false,75,1,Engineering,50,engineering2,,,,1,Musket_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,6,1,1,,,,,Craft_EngineeringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_MusketT4,FC_Ethereal_MusketT4,@Ethereal_MusketT4_RecipeName,Ethereal,Muskets,@ui_musket,Musket,,true,true,false,false,true,1,,,false,184,1,Engineering,100,engineering2,,,,1,Musket_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,7,1,1,,,,,Craft_EngineeringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_MusketT5,FC_Ethereal_MusketT5,@Ethereal_MusketT5_RecipeName,Ethereal,Muskets,@ui_musket,Musket,,true,true,false,false,true,1,,,false,449,1,Engineering,150,engineering2,,,,1,Musket_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,7,1,1,,,,,Craft_EngineeringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_BlunderbussT2,FC_Ethereal_BlunderbussT2,@Ethereal_BlunderbussT2_RecipeName,Ethereal,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,1,,,false,25,1,Engineering,0,engineering2,,,,1,Blunderbuss_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,TimberT2,Item,LeatherT2,Item,,,,,,,,,3,4,1,,,,,Craft_EngineeringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_BlunderbussT3,FC_Ethereal_BlunderbussT3,@Ethereal_BlunderbussT3_RecipeName,Ethereal,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,1,,,false,75,1,Engineering,50,engineering2,,,,1,Blunderbuss_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,TimberT3,Item,LeatherT3,Item,,,,,,,,,4,4,1,,,,,Craft_EngineeringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_BlunderbussT4,FC_Ethereal_BlunderbussT4,@Ethereal_BlunderbussT4_RecipeName,Ethereal,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,1,,,false,184,1,Engineering,100,engineering2,,,,1,Blunderbuss_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,,,,,,,,,4,4,1,,,,,Craft_EngineeringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_BlunderbussT5,FC_Ethereal_BlunderbussT5,@Ethereal_BlunderbussT5_RecipeName,Ethereal,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,1,,,false,449,1,Engineering,150,engineering2,,,,1,Blunderbuss_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,TimberT5,Item,LeatherT5,Item,,,,,,,,,4,4,1,,,,,Craft_EngineeringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_StaffFireT2,FC_Ethereal_StaffFireT2,@Ethereal_StaffFireT2_RecipeName,Ethereal,StaffFire,,StaffFire,,true,true,false,false,true,1,,,false,25,1,Arcana,0,alchemy2,,,,1,StaffFire_EtherealT2,,,,,350,2,,,,,,TimberT2,Item,IngotT2,Item,LeatherT2,Item,,,,,,,,,4,2,2,3,,,,Craft_ArcanaT2,true,,,,,,,,25,,SeasonalServer
Ethereal_StaffFireT3,FC_Ethereal_StaffFireT3,@Ethereal_StaffFireT3_RecipeName,Ethereal,StaffFire,,StaffFire,,true,true,false,false,true,1,,,false,75,1,Arcana,50,alchemy2,,,,1,StaffFire_EtherealT3,,,,,600,3,,,,,,TimberT3,Item,IngotT3,Item,LeatherT3,Item,,,,,,,,,4,2,2,3,,,,Craft_ArcanaT3,true,,,,,,,,25,,SeasonalServer
Ethereal_StaffFireT4,FC_Ethereal_StaffFireT4,@Ethereal_StaffFireT4_RecipeName,Ethereal,StaffFire,,StaffFire,,true,true,false,false,true,1,,,false,184,1,Arcana,100,alchemy2,,,,1,StaffFire_EtherealT4,,,,,700,4,,,,,,TimberT4,Item,IngotT4,Item,LeatherT4,Item,,,,,,,,,4,2,2,3,,,,Craft_ArcanaT4,true,,,,,,,,25,,SeasonalServer
Ethereal_StaffFireT5,FC_Ethereal_StaffFireT5,@Ethereal_StaffFireT5_RecipeName,Ethereal,StaffFire,,StaffFire,,true,true,false,false,true,1,,,false,449,1,Arcana,150,alchemy2,,,,1,StaffFire_EtherealT5,,,,,725,5,,,,,,TimberT5,Item,IngotT5,Item,LeatherT5,Item,,,,,,,,,4,2,2,3,,,,Craft_ArcanaT5,true,,,,,,,,25,,SeasonalServer
Ethereal_StaffLifeT2,FC_Ethereal_StaffLifeT2,@Ethereal_StaffLifeT2_RecipeName,Ethereal,StaffLife,,StaffLife,,true,true,false,false,true,1,,,false,25,1,Arcana,0,alchemy2,,,,1,StaffLife_EtherealT2,,,,,350,2,,,,,,TimberT2,Item,IngotT2,Item,LeatherT2,Item,,,,,,,,,4,2,2,3,,,,Craft_ArcanaT2,true,,,,,,,,25,,SeasonalServer
Ethereal_StaffLifeT3,FC_Ethereal_StaffLifeT3,@Ethereal_StaffLifeT3_RecipeName,Ethereal,StaffLife,,StaffLife,,true,true,false,false,true,1,,,false,75,1,Arcana,50,alchemy2,,,,1,StaffLife_EtherealT3,,,,,600,3,,,,,,TimberT3,Item,IngotT3,Item,LeatherT3,Item,,,,,,,,,4,2,2,3,,,,Craft_ArcanaT3,true,,,,,,,,25,,SeasonalServer
