RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
1hRapier_RazorsEdge,FC_1hRapier_RazorsEdge,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_sword @ui_rapier,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_RazorsEdge,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
2hWarhammer_Willpower,FC_2hWarhammer_Willpower,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_warhammer,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hWarhammer_Willpower,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hRshield_Smallshield,FC_1hRshield_Smallshield,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRshield_Smallshield,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,2500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hThrowingAxe_Voidwell,FC_1hThrowingAxe_Voidwell,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_throwingaxe,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,1hThrowingAxe_Voidwell,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hBow_Darksight,FC_2hBow_Darksight,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_bow,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBow_Darksight,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hBlunderbuss_Artillerist,FC_2hBlunderbuss_Artillerist,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBlunderbuss_Artillerist,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hMusket_Discomfort,FC_2hMusket_Discomfort,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_musket,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hMusket_Discomfort,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hGreataxe_DeadlyCyclone,FC_2hGreataxe_DeadlyCyclone,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_greataxe,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreataxe_DeadlyCyclone,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hLongsword_Sharpridge,FC_1hLongsword_Sharpridge,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@ui_sword,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hLongsword_Sharpridge,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
2hGreatSword_HeavenlyPunishment,FC_2hGreatSword_HeavenlyPunishment,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreatSword_HeavenlyPunishment,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hFlail_CommandingStance,FC_1hFlail_CommandingStance,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hFlail_CommandingStance,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
LightChest_ExploratoryDesire,FC_LightChest_ExploratoryDesire,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@CategoryData_SlotChest,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightChest_ExploratoryDesire,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
LightHead_CavernousThoughts,FC_LightHead_CavernousThoughts,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@CategoryData_SlotHead,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightHead_CavernousThoughts,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
LightLegs_DevilishStamina,FC_LightLegs_DevilishStamina,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@CategoryData_SlotLegs,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightLegs_DevilishStamina,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
LightFeet_EnduringStruggle,FC_LightFeet_EnduringStruggle,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@CategoryData_SlotFeet,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightFeet_EnduringStruggle,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
LightHands_FallenMonksGloves,FC_LightHands_FallenMonksGloves,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps9,@CategoryData_SlotHands,,DungeonDiamonds_FLXPac_Isabella,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightHands_FallenMonksGloves,,,,,700,5,,,,DungeonDiamonds_FLXPac_Isabella,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
AmuletT5_SeafaringBlessing,FC_AmuletT5_SeafaringBlessing,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,AmuletT5_SeafaringBlessing,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_JewelcraftingT0,,,,,,,,,,
RingT5_PrivateersHeirloom,FC_RingT5_PrivateersHeirloom,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,RingT5_PrivateersHeirloom,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_JewelcraftingT0,,,,,,,,,,
EarringT5_PlunderedHoop,FC_EarringT5_PlunderedHoop,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,EarringT5_PlunderedHoop,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_JewelcraftingT0,,,,,,,,,,
2hStaffLife_SwabbingStaff,FC_2hStaffLife_SwabbingStaff,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_lifestaff,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffLife_SwabbingStaff,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
1hGauntletIce_Shardshot,FC_1hGauntletIce_Shardshot,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletIce_Shardshot,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
1hGauntletVoid_BurstingVoid,FC_1hGauntletVoid_BurstingVoid,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletVoid_BurstingVoid,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
2hStaffFire_Lighthouse,FC_2hStaffFire_Lighthouse,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffFire_Lighthouse,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
2hSpear_BoardingHarpoon,FC_2hSpear_BoardingHarpoon,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_spear,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hSpear_BoardingHarpoon,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
1hRapier_CaptainsRapier,FC_1hRapier_CaptainsRapier,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_sword @ui_rapier,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_CaptainsRapier,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
2hWarhammer_Iceberg,FC_2hWarhammer_Iceberg,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_warhammer,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hWarhammer_Iceberg,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hRshield_JaggedFlotsam,FC_1hRshield_JaggedFlotsam,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRshield_JaggedFlotsam,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,2500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hThrowingAxe_RoguesTool,FC_1hThrowingAxe_RoguesTool,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_throwingaxe,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,1hThrowingAxe_RoguesTool,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hBow_OilJar,FC_2hBow_OilJar,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_bow,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBow_OilJar,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hBlunderbuss_BerserkingSlayer,FC_2hBlunderbuss_BerserkingSlayer,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBlunderbuss_BerserkingSlayer,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hMusket_ThickPowder,FC_2hMusket_ThickPowder,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_musket,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hMusket_ThickPowder,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hGreataxe_Deepaxe,FC_2hGreataxe_Deepaxe,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_greataxe,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreataxe_Deepaxe,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hLongsword_PiratesCutlass,FC_1hLongsword_PiratesCutlass,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@ui_sword,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hLongsword_PiratesCutlass,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
2hGreatSword_Mizzenmast,FC_2hGreatSword_Mizzenmast,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreatSword_Mizzenmast,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hFlail_HeavyChain,FC_1hFlail_HeavyChain,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hFlail_HeavyChain,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
MediumHead_SoggyHat,FC_MediumHead_SoggyHat,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@CategoryData_SlotChest,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,MediumHead_SoggyHat,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
MediumChest_SinkingPetticoat,FC_MediumChest_SinkingPetticoat,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@CategoryData_SlotHead,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,MediumChest_SinkingPetticoat,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
MediumFeet_PaddedShoes,FC_MediumFeet_PaddedShoes,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@CategoryData_SlotLegs,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,MediumFeet_PaddedShoes,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
MediumHands_FrostedTips,FC_MediumHands_FrostedTips,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@CategoryData_SlotFeet,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,MediumHands_FrostedTips,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
MediumLegs_ThinBritches,FC_MediumLegs_ThinBritches,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps11,@CategoryData_SlotHands,,DungeonDiamonds_FLXPac_Barnacles,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,MediumLegs_ThinBritches,,,,,700,5,,,,DungeonDiamonds_FLXPac_Barnacles,Item,,,,,,,,,,,,,3500,,,,,,,Craft_OutfittingT0,,,,,,,,,,
AmuletT5_AzothBattery,FC_AmuletT5_AzothBattery,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,AmuletT5_AzothBattery,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,3500,,,,,,,Craft_JewelcraftingT0,,,,,,,,,,
RingT5_FieryForce,FC_RingT5_FieryForce,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,RingT5_FieryForce,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,3500,,,,,,,Craft_JewelcraftingT0,,,,,,,,,,
EarringT5_Lifeloop,FC_EarringT5_Lifeloop,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,EarringT5_Lifeloop,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,3500,,,,,,,Craft_JewelcraftingT0,,,,,,,,,,
2hStaffLife_SoftWarmth,FC_2hStaffLife_SoftWarmth,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_lifestaff,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffLife_SoftWarmth,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
1hGauntletIce_FrozenSoul,FC_1hGauntletIce_FrozenSoul,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletIce_FrozenSoul,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
1hGauntletVoid_HatredOfTheVoid,FC_1hGauntletVoid_HatredOfTheVoid,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletVoid_HatredOfTheVoid,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
2hStaffFire_HungeringFlame,FC_2hStaffFire_HungeringFlame,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffFire_HungeringFlame,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
2hSpear_SpearOfTheDefender,FC_2hSpear_SpearOfTheDefender,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_spear,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hSpear_SpearOfTheDefender,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
1hRapier_Steeleater,FC_1hRapier_Steeleater,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_sword @ui_rapier,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_Steeleater,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
2hWarhammer_HippopotamidaeanStrength,FC_2hWarhammer_HippopotamidaeanStrength,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_warhammer,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hWarhammer_HippopotamidaeanStrength,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hTshield_LegionShieldwall,FC_1hTshield_LegionShieldwall,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hTshield_LegionShieldwall,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,2500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hThrowingAxe_BrawlingAxe,FC_1hThrowingAxe_BrawlingAxe,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_throwingaxe,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,1hThrowingAxe_BrawlingAxe,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hBow_Thundershot,FC_2hBow_Thundershot,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_bow,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBow_Thundershot,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hBlunderbuss_MayhemMaker,FC_2hBlunderbuss_MayhemMaker,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBlunderbuss_MayhemMaker,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hMusket_AmmitsHunger,FC_2hMusket_AmmitsHunger,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_musket,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hMusket_AmmitsHunger,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_EngineeringT0,,,,,,,,,,
2hGreataxe_SlayersAxe,FC_2hGreataxe_SlayersAxe,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_greataxe,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreataxe_SlayersAxe,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hLongsword_FingerOfSuetekh,FC_1hLongsword_FingerOfSuetekh,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,@ui_sword,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hLongsword_FingerOfSuetekh,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
2hGreatSword_ArmOfHorus,FC_2hGreatSword_ArmOfHorus,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreatSword_ArmOfHorus,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_WeaponsmithingT0,,,,,,,,,,
1hFlail_TimelostFlail,FC_1hFlail_TimelostFlail,,DungeonNamedReplicas_FLXpac,UniqueDungeonReps8,,,DungeonDiamonds_FLXPac_Brimstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hFlail_TimelostFlail,,,,,700,5,,,,DungeonDiamonds_FLXPac_Brimstone,Item,,,,,,,,,,,,,4500,,,,,,,Craft_ArcanaT0,,,,,,,,,,
