RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,ExpertiseBumpChanceOverride,IsExpertiseBasedGS,HWMProgressionID,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,CraftingTime,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,ProceduralTierID1,ProceduralTierID2,ProceduralTierID3,ProceduralTierID4,ProceduralTierID5,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,AttributeCost,PerkCost,GemSlotCost,RequiredExpansion
2hBlunderbuss_SoldiersSidearmT4,FC_2hBlunderbuss_SoldiersSidearmT4,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,184,1,Engineering,100,engineering2,,,,1,1,2hblunderbuss_soldierssidearmt4_v2,,,,,,,,,,,,,,,IngotT4,Item,TimberT4,Item,LeatherT4,Item,IngotPreciousT3,Item,AzuriteChunkT1,Item,BrightscaleHideT1,Item,,,20,15,5,4,4,2,,Craft_EngineeringT4,true,,,,,,,,,,,
2hBlunderbuss_AStunningSilenceT5,FC_2hBlunderbuss_AStunningSilenceT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,189,engineering2,,,,1,1,2hBlunderbuss_AStunningSilenceT5_V2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,CinnabarT1,Item,SmolderhideT1,Item,,,20,15,5,1,4,2,,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_RabbitHuntersBlunderbussT5,FC_2hBlunderbuss_RabbitHuntersBlunderbussT5,,Weapons,Blunderbuss,,,,false,true,false,false,false,,,,,,false,449,1,Engineering,194,engineering2,,,,1,1,2hBlunderbuss_RabbitHuntersBlunderbussT5_V2,,,,,,,,,,,,RabbitHuntersBlunderbussT5,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,CinnabarT1,Item,ScarhideT1,Item,,,20,15,5,1,4,2,,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_TheThunderbussT5,FC_2hBlunderbuss_TheThunderbussT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,199,engineering2,,,,1,1,2hBlunderbuss_TheThunderbussT5_V2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,TolviumT1,Item,SmolderhideT1,Item,TopazCutT4,,20,15,5,1,4,2,1,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_Troublemaker9000T5,FC_2hBlunderbuss_Troublemaker9000T5,,Weapons,Blunderbuss,,,LoadingMechanismT5,false,true,false,false,false,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,2hBlunderbuss_Troublemaker9000T5_V2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,LoadingMechanismT5,Item,CinnabarT1,Item,ScarhideT1,,20,15,5,1,1,4,2,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_TheBigStickT5,FC_2hBlunderbuss_TheBigStickT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,199,engineering2,,,,1,1,2hblunderbuss_thebigstickt5_v2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,TolviumT1,Item,SmolderhideT1,Item,MoonstoneCutT4,,20,15,5,1,4,2,1,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_PracticalDesignT5,FC_2hBlunderbuss_PracticalDesignT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,199,engineering2,,,,1,1,2hblunderbuss_practicaldesignt5_v2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,CinnabarT1,Item,ScarhideT1,Item,OpalCutT4,,20,15,5,1,4,2,1,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_DemolishingShotT5,FC_2hBlunderbuss_DemolishingShotT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,199,engineering2,,,,1,1,2hblunderbuss_demolishingshott5_v2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,TolviumT1,Item,SmolderhideT1,Item,,,20,15,5,1,4,2,,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_DirtyTacticsT5,FC_2hBlunderbuss_DirtyTacticsT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,199,engineering2,,,,1,1,2hblunderbuss_dirtytacticst5_v2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,CinnabarT1,Item,WildwoodT1,Item,MalachiteCutT4,,20,15,5,1,4,2,1,Craft_EngineeringT5,true,,,,,,,,,,,
2hBlunderbuss_MessySplasherT5,FC_2hBlunderbuss_MessySplasherT5,,Weapons,Blunderbuss,,,,true,true,false,false,false,,,,,,false,449,1,Engineering,199,engineering2,,,,1,1,2hblunderbuss_messysplashert5_v2,,,,,,,,,,,,,,,IngotT51,Item,TimberT51,Item,LeatherT51,Item,IntricateLockT5,Item,TolviumT1,Item,BarbvineT1,Item,,,20,15,5,1,4,2,,Craft_EngineeringT5,true,,,,,,,,,,,
Shard_Str_SpearT5,FC_Shard_Str_SpearT5,@Procedural_SpearT5,TimelessShardsStr,MeleeWeapons,@ui_spear,Spear,Shard_Spear,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_STR_2hSpearT5,,,,,500,5,,,,,Shard_STR_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Spear,Item,,,,,13,5,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Str_HatchetT5,FC_Shard_Str_HatchetT5,@Procedural_HatchetT5,TimelessShardsStr,MeleeWeapons,@ui_throwingaxe,Hatchet,Shard_Hatchet,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_STR_1hHatchetT5,,,,,500,5,,,,,Shard_STR_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Hatchet,Item,,,,,10,2,1,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Str_BowT5,FC_Shard_Str_BowT5,@Procedural_BowT5,TimelessShardsStr,RangedWeapons,@ui_bow,Bow,Shard_Bow,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_STR_2hBowT5,,,,,500,5,,,,,Shard_STR_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,STRBonusT1,Item,Shard_Bow,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Str_MusketT5,FC_Shard_Str_MusketT5,@Procedural_MusketT5,TimelessShardsStr,RangedWeapons,@ui_musket,Musket,Shard_Musket,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_STR_2hMusketT5,,,,,500,5,,,,,Shard_STR_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Musket,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Str_BlunderbussT5,FC_Shard_Str_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsStr,RangedWeapons,@ui_blunderbuss,Blunderbuss,Shard_Blunderbuss,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_STR_2hBlunderbussT5,,,,,500,5,,,,,Shard_STR_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Blunderbuss,Item,,,,,9,9,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Dex_SpearT5,FC_Shard_Dex_SpearT5,@Procedural_SpearT5,TimelessShardsDex,MeleeWeapons,@ui_spear,Spear,Shard_Spear,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Dex_2hSpearT5,,,,,500,5,,,,,Shard_Dex_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Spear,Item,,,,,13,5,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Dex_HatchetT5,FC_Shard_Dex_HatchetT5,@Procedural_HatchetT5,TimelessShardsDex,MeleeWeapons,@ui_throwingaxe,Hatchet,Shard_Hatchet,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Dex_1hHatchetT5,,,,,500,5,,,,,Shard_Dex_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Hatchet,Item,,,,,10,2,1,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Dex_BowT5,FC_Shard_Dex_BowT5,@Procedural_BowT5,TimelessShardsDex,RangedWeapons,@ui_bow,Bow,Shard_Bow,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Dex_2hBowT5,,,,,500,5,,,,,Shard_Dex_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Bow,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Dex_MusketT5,FC_Shard_Dex_MusketT5,@Procedural_MusketT5,TimelessShardsDex,RangedWeapons,@ui_musket,Musket,Shard_Musket,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Dex_2hMusketT5,,,,,500,5,,,,,Shard_Dex_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Musket,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Dex_BlunderbussT5,FC_Shard_Dex_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsDex,RangedWeapons,@ui_blunderbuss,Blunderbuss,Shard_Blunderbuss,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_DEX_2hBlunderbussT5,,,,,500,5,,,,,Shard_DEX_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Blunderbuss,Item,,,,,9,9,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Int_SpearT5,FC_Shard_Int_SpearT5,@Procedural_SpearT5,TimelessShardsInt,MeleeWeapons,@ui_spear,Spear,Shard_Spear,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Int_2hSpearT5,,,,,500,5,,,,,Shard_Int_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,INTBonusT1,Item,Shard_Spear,Item,,,,,13,5,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Int_HatchetT5,FC_Shard_Int_HatchetT5,@Procedural_HatchetT5,TimelessShardsInt,MeleeWeapons,@ui_throwingaxe,Hatchet,Shard_Hatchet,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Int_1hHatchetT5,,,,,500,5,,,,,Shard_Int_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,INTBonusT1,Item,Shard_Hatchet,Item,,,,,10,2,1,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Int_BowT5,FC_Shard_Int_BowT5,@Procedural_BowT5,TimelessShardsInt,RangedWeapons,@ui_bow,Bow,Shard_Bow,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Int_2hBowT5,,,,,500,5,,,,,Shard_Int_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,INTBonusT1,Item,Shard_Bow,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Int_MusketT5,FC_Shard_Int_MusketT5,@Procedural_MusketT5,TimelessShardsInt,RangedWeapons,@ui_musket,Musket,Shard_Musket,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Int_2hMusketT5,,,,,500,5,,,,,Shard_Int_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,INTBonusT1,Item,Shard_Musket,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Int_BlunderbussT5,FC_Shard_Int_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsInt,RangedWeapons,@ui_blunderbuss,Blunderbuss,Shard_Blunderbuss,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_INT_2hBlunderbussT5,,,,,500,5,,,,,Shard_INT_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,INTBonusT1,Item,Shard_Blunderbuss,Item,,,,,9,9,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Foc_SpearT5,FC_Shard_Foc_SpearT5,@Procedural_SpearT5,TimelessShardsFoc,MeleeWeapons,@ui_spear,Spear,Shard_Spear,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Foc_2hSpearT5,,,,,500,5,,,,,Shard_Foc_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,FOCBonusT1,Item,Shard_Spear,Item,,,,,13,5,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Foc_HatchetT5,FC_Shard_Foc_HatchetT5,@Procedural_HatchetT5,TimelessShardsFoc,MeleeWeapons,@ui_throwingaxe,Hatchet,Shard_Hatchet,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Foc_1hHatchetT5,,,,,500,5,,,,,Shard_Foc_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,FOCBonusT1,Item,Shard_Hatchet,Item,,,,,10,2,1,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Foc_BowT5,FC_Shard_Foc_BowT5,@Procedural_BowT5,TimelessShardsFoc,RangedWeapons,@ui_bow,Bow,Shard_Bow,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Foc_2hBowT5,,,,,500,5,,,,,Shard_Foc_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,FOCBonusT1,Item,Shard_Bow,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Foc_MusketT5,FC_Shard_Foc_MusketT5,@Procedural_MusketT5,TimelessShardsFoc,RangedWeapons,@ui_musket,Musket,Shard_Musket,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Foc_2hMusketT5,,,,,500,5,,,,,Shard_Foc_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,FOCBonusT1,Item,Shard_Musket,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Foc_BlunderbussT5,FC_Shard_Foc_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsFoc,RangedWeapons,@ui_blunderbuss,Blunderbuss,Shard_Blunderbuss,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_FOC_2hBlunderbussT5,,,,,500,5,,,,,Shard_FOC_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,FOCBonusT1,Item,Shard_Blunderbuss,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Con_SpearT5,FC_Shard_Con_SpearT5,@Procedural_SpearT5,TimelessShardsCon,MeleeWeapons,@ui_spear,Spear,Shard_Spear,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Con_2hSpearT5,,,,,500,5,,,,,Shard_Con_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,CONBonusT1,Item,Shard_Spear,Item,,,,,9,9,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Con_HatchetT5,FC_Shard_Con_HatchetT5,@Procedural_HatchetT5,TimelessShardsCon,MeleeWeapons,@ui_throwingaxe,Hatchet,Shard_Hatchet,false,true,false,false,true,,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Shard_Con_1hHatchetT5,,,,,500,5,,,,,Shard_Con_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,CONBonusT1,Item,Shard_Hatchet,Item,,,,,10,2,1,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Con_BowT5,FC_Shard_Con_BowT5,@Procedural_BowT5,TimelessShardsCon,RangedWeapons,@ui_bow,Bow,Shard_Bow,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Con_2hBowT5,,,,,500,5,,,,,Shard_Con_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,CONBonusT1,Item,Shard_Bow,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Con_MusketT5,FC_Shard_Con_MusketT5,@Procedural_MusketT5,TimelessShardsCon,RangedWeapons,@ui_musket,Musket,Shard_Musket,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_Con_2hMusketT5,,,,,500,5,,,,,Shard_Con_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,CONBonusT1,Item,Shard_Musket,Item,,,,,15,3,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Shard_Con_BlunderbussT5,FC_Shard_Con_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsCon,RangedWeapons,@ui_blunderbuss,Blunderbuss,Shard_Blunderbuss,false,true,false,false,true,,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Shard_CON_2hBlunderbussT5,,,,,500,5,,,,,Shard_CON_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,CONBonusT1,Item,Shard_Blunderbuss,Item,,,,,9,9,2,10,1,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,10,15,20,
Scarab_Str_SpearT5,FC_Scarab_Str_SpearT5,@Procedural_SpearT5,TimelessShardsStr,ScarabMeleeWeapons,@ui_spear,Spear,"GoldenScarab,Shard_Spear",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Scarab_STR_2hSpearT5,,,,,500,5,,,,,Scarab_STR_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Spear,Item,GoldenScarab,Item,,,13,5,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Str_HatchetT5,FC_Scarab_Str_HatchetT5,@Procedural_HatchetT5,TimelessShardsStr,ScarabMeleeWeapons,@ui_throwingaxe,Hatchet,"GoldenScarab,Shard_Hatchet",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Scarab_STR_1hHatchetT5,,,,,500,5,,,,,Scarab_STR_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Hatchet,Item,GoldenScarab,Item,,,10,2,1,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Str_BowT5,FC_Scarab_Str_BowT5,@Procedural_BowT5,TimelessShardsStr,ScarabRangedWeapons,@ui_bow,Bow,"GoldenScarab,Shard_Bow",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Scarab_STR_2hBowT5,,,,,500,5,,,,,Scarab_STR_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,STRBonusT1,Item,Shard_Bow,Item,GoldenScarab,Item,,,15,3,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Str_MusketT5,FC_Scarab_Str_MusketT5,@Procedural_MusketT5,TimelessShardsStr,ScarabRangedWeapons,@ui_musket,Musket,"GoldenScarab,Shard_Musket",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Scarab_STR_2hMusketT5,,,,,500,5,,,,,Scarab_STR_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Musket,Item,GoldenScarab,Item,,,15,3,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Str_BlunderbussT5,FC_Scarab_Str_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsStr,ScarabRangedWeapons,@ui_blunderbuss,Blunderbuss,"GoldenScarab,Shard_Blunderbuss",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Scarab_STR_2hBlunderbussT5,,,,,500,5,,,,,Scarab_STR_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,STRBonusT1,Item,Shard_Blunderbuss,Item,GoldenScarab,Item,,,9,9,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Dex_SpearT5,FC_Scarab_Dex_SpearT5,@Procedural_SpearT5,TimelessShardsDex,ScarabMeleeWeapons,@ui_spear,Spear,"GoldenScarab,Shard_Spear",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Scarab_Dex_2hSpearT5,,,,,500,5,,,,,Scarab_Dex_2hSpearT5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Spear,Item,GoldenScarab,Item,,,13,5,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Dex_HatchetT5,FC_Scarab_Dex_HatchetT5,@Procedural_HatchetT5,TimelessShardsDex,ScarabMeleeWeapons,@ui_throwingaxe,Hatchet,"GoldenScarab,Shard_Hatchet",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,blacksmith2,,,,1,1,Scarab_Dex_1hHatchetT5,,,,,500,5,,,,,Scarab_Dex_1hHatchetT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Hatchet,Item,GoldenScarab,Item,,,10,2,1,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Dex_BowT5,FC_Scarab_Dex_BowT5,@Procedural_BowT5,TimelessShardsDex,ScarabRangedWeapons,@ui_bow,Bow,"GoldenScarab,Shard_Bow",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Scarab_Dex_2hBowT5,,,,,500,5,,,,,Scarab_Dex_2hBowT5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Bow,Item,GoldenScarab,Item,,,15,3,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Dex_MusketT5,FC_Scarab_Dex_MusketT5,@Procedural_MusketT5,TimelessShardsDex,ScarabRangedWeapons,@ui_musket,Musket,"GoldenScarab,Shard_Musket",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Scarab_Dex_2hMusketT5,,,,,500,5,,,,,Scarab_Dex_2hMusketT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Musket,Item,GoldenScarab,Item,,,15,3,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
Scarab_Dex_BlunderbussT5,FC_Scarab_Dex_BlunderbussT5,@Procedural_BlunderbussT5,TimelessShardsDex,ScarabRangedWeapons,@ui_blunderbuss,Blunderbuss,"GoldenScarab,Shard_Blunderbuss",false,true,false,false,true,2,,,,,false,449,1,Engineering,200,engineering2,,,,1,1,Scarab_DEX_2hBlunderbussT5,,,,,500,5,,,,,Scarab_DEX_2hBlunderbussT5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,DEXBonusT1,Item,Shard_Blunderbuss,Item,GoldenScarab,Item,,,9,9,2,25,3,1,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,100,150,200,
