DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,IsAbility,AttackType,DamageType,Affliction,AddAffliction,AfflictionPercent,StatusEffect,EffectOnlyOnDamage,SurfaceImpactEffect,DeflectDamageID,CanCrit,Unblockable,AttackDealsNoDurability,NoHeadshot,NoBackstab,NoLegShots,CancelTargetHoming,DmgCoef,DmgCoefHead,DmgCoefCrit,DurabilityCostOverride,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,CritStaggerDmgModifier,HitRateDmgModifier,MaxHitRateDmgMod,CameraShakeID,TargetCameraShakeID,BlockCameraShakeID,BlockTargetCameraShakeID,CritCameraShakeID,CritTargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,LOSCheckVerticalAngleOffset,StunBreakoutIncrement,ThreatMultiplier,AddThreat,IsTaunt,TauntDuration,TauntThreatBoostPercentage,TauntMinimumThreatValue,UseAttackerPosForReaction,AttackRuneCharge,AttackBlockedRuneCharge,HitRuneCharge,HitBlockedRuneCharge
OH_Shield_Attack_Bash_Upgrade,Shield,0,0,,true,Ability,Strike,,,,Sword_ShieldBash_Stun2,TRUE,Bullet,Deflect_Default,,,,,,,,1,1.3,,,3,2,3,30,25,30,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,1,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,10,0,true,6,0.15,1500,,1.3,0.65,0.325,0.65
OH_Shield_Attack_Bash4sec,Shield,0,0,,true,Ability,Strike,,,,Sword_ShieldBash_Stun4,TRUE,Bullet,Deflect_Default,,,,,,,,1,1.3,,,3,2,3,30,25,30,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,1,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,10,0,true,6,0.15,1500,,1.3,0.65,0.325,0.65
OH_Shield_Attack_Rush,Shield,0,0,,true,Ability,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1.254,1.3,,,3,2,3,30,25,30,0,2,0,0.8,0,0.5,0,0.8,0,2,0,0,0,1,2,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,10,0,false,0,0,0,,1.43,0.715,0.3575,0.715
OH_Shield_Attack_RushThreat,Shield,1,1,,,Ability,Strike,,,,,,,Deflect_Default,false,,,true,,,,0.001,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,false,0,0,0,,,,,
1H_Rapier_PrimaryAttack,Sword,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1,1.2,,,0,0,0,20,15,20,0,0.6,0,0.8,0,0,0,0,0,0.6,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.4,1,0,0,1,0,false,0,0,0,,0.693,0.3465,0.17325,0.3465
1H_Rapier_PrimaryTwoThirdsAttack,Sword,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.66,0.86,,,0,0,0,20,15,20,0,0.6,0,0.8,0,0,0,0,0,0.6,0,0.8,0,0.35,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.35,1,0,0,1,0,false,0,0,0,,0.693,0.3465,0.17325,0.3465
1H_Rapier_HeavyAttack,Sword,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.33,1.3,,,0,0,0,25,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,1.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.5,1,0,0,1,0,false,0,0,0,,1.733,0.8665,0.43325,0.8665
1H_Rapier_HeavyAttack_Charged,Sword,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.66,1.3,,,0,0,0,25,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,3,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,3,1,0,0,1,0,false,0,0,0,,1.733,0.8665,0.43325,0.8665
1H_Rapier_SprintAttack,Sword,0,0,,,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.1,1.3,,,3,2,3,30,10,30,0,3,0,0.85,0,0,0,0.85,0,3,0,0.85,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,16,1,1,0,false,0,0,0,,,,,
1H_Rapier_SpecialAttack,Sword,0,0,,,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.1,1.3,,,2,2,2,25,20,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,16,1,1,0,false,0,0,0,,,,,
1H_Rapier_SpecialAttack_2,Sword,0,0,,,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.2,1.3,,,2,2,2,25,20,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,16,1,1,0,false,0,0,0,,,,,
1H_Rapier_SpecialAttack_Finish,Sword,0,0,,,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.1,1.3,,,4,3,4,50,20,50,0,4,0,0.85,0,0.5,0,0.8,0,4,0,0.85,0,1,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,16,1,1,0,false,0,0,0,,,,,
1H_Rapier_SpecialAttack_3,Sword,0,0,,,Ability,Thrust,AfflictionBleed,300,,,,Bullet,Deflect_Default,true,,,,,,,1.25,1.3,,,3,3,3,30,20,30,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,16,1,1,0,false,0,0,0,,,,,
1H_Rapier_Disarm,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,false,,,,,,,1,1.3,,,9,0,0,15,12,15,0,0,0,0.85,0,0,0,0.8,0,0,0,0.85,0,0.7,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.7,1,0,1,1,0,false,0,0,0,,,,,
1H_Rapier_Rupture,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,false,,,,,,,0,0,,,2,2,2,25,20,25,0,2,0,0.85,0,0,0,0.8,0,2,0,0.85,0,0.7,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.7,1,0,1,1,0,false,0,0,0,,,,,
1H_Rapier_Add_Bleed_Only,Sword,0,0,,true,Ability,Strike,,,,,,Bullet,Deflect_Default,true,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,false,0,0,0,,,,,
1H_Rapier_Slash_Damage_Mod,Sword,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,true,,,,,,,2,1.3,,,2,2,2,25,20,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,16,1,1,0,false,0,0,0,,0.563,0.2815,0.14075,0.2815
1H_Rapier_Slash,Sword,0,0,,true,Ability,Slash,,,,Rapier_Bleed_DOT,TRUE,Bullet,Deflect_Default,true,,,,,,,0.5,1.3,,,0,0,0,20,15,20,0,0.3,0,0.8,0,0,0,0,0,0.3,0,0.8,0,0.5,1,,,,,Small,Small,Small,Large_short,Large_short,2,0.5,1,16,0,1,0,false,0,0,0,,0.563,0.2815,0.14075,0.2815
1H_Rapier_Slash_Bleed,Sword,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,true,,,,,,,1,1,,,0,0,0,20,15,20,0,0.3,0,0.8,0,0,0,0,0,0.3,0,0.8,0,0.3,1,,,,,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,,,,
1H_Rapier_Flurry_Strike_1,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.465,0.65,,,0,0,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0.4,20,,,,,,,,Small,Small,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Strike_2,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.52,0.69,,,0,0,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0.5,1,,,,,,,,Small,Small,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Strike_3,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.56,0.75,,,0,0,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0.8,1,,,,,,,,Small,Small,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Strike_4,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.61,0.8,,,0,0,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,1,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Strike_5,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.825,1,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,1.2,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Strike_5_Mod4,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.825,1,,,2,0,0,15,10,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,1.2,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,1,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod1_Strike_1,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.4,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod1_Strike_2,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.5,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod1_Strike_3,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.6,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod2_Strike_1,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.7,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod2_Strike_2,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.8,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod2_Strike_3,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.9,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod3_Strike_1,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,2,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod3_Strike_2,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,2.1,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Flurry_Mod3_Strike_3,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,2.2,1.3,,,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.3,1,16,0,1,0,false,0,0,0,,0.312,0.156,0.078,0.156
1H_Rapier_Aerial_Lunge,Sword_Fleche,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.45,1.45,,,0,0,0,25,20,25,0,0,0,0.8,0,0,0,0.8,0,0,0,1,0,0.4,25,,,,,Small,Small,Small,Small,Small,2,0.4,1,16,0,1,0,false,0,0,0,,1.083,0.5415,0.27075,0.5415
1H_Rapier_Riposte_Stun,Sword,0,0,,true,Ability,Strike,,,,Rapier_Riposte_Stun,TRUE,Bullet,Deflect_Default,true,,,,,,,0.5,0.7,,,3,3,3,25,25,25,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,4.5,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,4.5,1,0,1,10,0,false,0,0,0,,0.91,0.455,0.2275,0.455
1H_Rapier_Riposte_Stun_Enhanced,Sword,0,0,,true,Ability,Strike,,,,Rapier_Riposte_Stun_Enhanced,TRUE,Bullet,Deflect_Default,true,,,,,,,0.5,0.7,,,3,3,3,25,25,25,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,4.5,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,4.5,1,0,1,10,0,false,0,0,0,,0.91,0.455,0.2275,0.455
1H_Rapier_Riposte_Taunt,None,1,1,,,Ability,Strike,,,,,,,,false,,,,,,,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,1,0,0,1,0,true,4,0.15,1500,,,,,
1H_Rapier_Flourish,Sword,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,true,,,,,,,0.9,1.2,,,2,2,2,25,25,25,0,3,0,0.8,0,0,0,0.8,0,3,0,0.8,0,0.4,20,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.4,1,16,1,1,0,false,0,0,0,,0.866,0.433,0.2165,0.433
1H_Rapier_Finish_Consume_Ult,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.2,1.3,,,2,2,2,25,25,30,0,1,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.4,1,16,1,1,0,false,0,0,0,,0.996,0.498,0.249,0.498
1H_Rapier_Finish,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.2,1.3,,,2,2,2,25,25,30,0,1,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.4,1,16,1,1,0,false,0,0,0,,0.996,0.498,0.249,0.498
1H_Rapier_Wake,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.15,1.4,,,0,0,0,25,20,30,0,1,0,0.8,0,0,0,0,0,1,0,0.8,0,0.4,1,,,,,Small,Small,Small,Large_short,Large_short,3,0.4,1,0,0,1,0,false,0,0,0,,0.476,0.238,0.119,0.238
1H_Knife_Attack1_Run,Knife,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,3,3,3,30,25,30,0,1.5,0,0.8,0,0.5,0,0,0,1.5,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
1H_Knife_Attack2,Knife,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.75,1.3,,,3,3,3,30,25,30,0,1,0,0.8,0,0.5,0,0,0,1,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
1H_Knife_Attack3,Knife,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.75,1.3,,,3,3,3,30,25,30,0,1,0,0.8,0,0.5,0,0,0,1,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
Hatchet_Damage_PrimaryAttack,Axe,0,0,,,Light,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.4,,,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.4,1,0,0,1,0,false,0,0,0,,0.577,0.2885,0.14425,0.2885
Hatchet_Damage_PrimaryAttack_Ender,Axe,0,0,,,Light,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.05,1.4,,,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.4,1,0,0,1,0,false,0,0,0,,0.577,0.2885,0.14425,0.2885
Hatchet_Damage_SprintAttack1,Axe,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.15,1.4,,,2,2,2,25,10,25,0,1,0,0.8,0,0,0,0,0,1,0,0.8,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,0,1,1,0,false,0,0,0,,1.062,0.531,0.2655,0.531
Hatchet_Damage_SprintAttack2,Axe,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.3,1.4,,,0,0,0,35,25,35,0,0.75,0,0.8,0,0,0,0,0,0.75,0,0.8,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,0,0,1,0,false,0,0,0,,1.062,0.531,0.2655,0.531
Hatchet_Damage_HeavyAttack,Axe,0,0,,,Heavy,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.2,1.4,,,0,0,0,25,25,30,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,1.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.5,1,0,0,1,0,false,0,0,0,,1.604,0.802,0.401,0.802
Hatchet_Damage_HeavyAttack_Charged,Axe,0,0,,,Heavy,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.6,1.4,,,0,0,0,25,25,30,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,3,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,3,1,0,0,1,0,false,0,0,0,,2.037,1.0185,0.50925,1.0185
Hatchet_Damage_RapidStrikes,Axe,0,0,,,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,0.9,1.4,,,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.2,1,0,0,1,0,false,0,0,0,,0.52,0.26,0.13,0.26
Hatchet_Damage_RapidStrikes_FinalBlow,Axe,0,0,,,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.2,1.4,,,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.4,1,0,0,1,0,false,0,0,0,,0.866,0.433,0.2165,0.433
Hatchet_Damage_AimedThrow,Axe_Throw,0,0,true,true,Light,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.4,,,0,0,0,25,20,25,0,0.25,0,0.4,0,0,0,0,0,0.25,0,0.4,0,1,1,,,,,,,,,,1,0.4,1,0,0,1,0,false,0,0,0,,2.296,1.148,0.574,1.148
Hatchet_Damage_RendingThrow,Axe_Throw,0,0,true,true,Ability,Slash,,,,Hatchet_RendingThrow_Rend,TRUE,Bullet,Deflect_Default,,,,,,,,1.1,1.4,,,0,0,0,15,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,0.6,1,0,0,1,0,false,0,0,0,,0.78,0.39,0.195,0.39
Hatchet_Damage_RendingThrow_Upgrade,Axe_Throw,0,0,true,true,Ability,Slash,,,,Hatchet_RendingThrow_RendBuff,TRUE,Bullet,Deflect_Default,,,,,,,,1.1,1.4,,,0,0,0,15,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,0.6,1,0,0,1,0,false,0,0,0,,0.78,0.39,0.195,0.39
Hatchet_Damage_InfectedThrow,Axe_Throw,0,0,true,true,Ability,Slash,,,,"Hatchet_Infected_Disease,Hatchet_Infected_Weaken",TRUE,Bullet,Deflect_Default,,,,,,,,1.2,1.4,,,0,0,0,35,30,35,0,0.5,0,0.8,0,0.5,0,0.8,0,0.5,0,0.8,0,1.5,1,,,,,,,,,,2,1.2,1,0,0,1,0,false,0,0,0,,0.866,0.433,0.2165,0.433
Hatchet_Damage_SocialDistancing,Axe_Throw,0,0,true,true,Ability,Slash,,,,Hatchet_SocialDist_Slow,TRUE,Bullet,Deflect_Default,,,,,,,,1,1.4,,,2,2,2,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,0.6,1,0,0,1,0,false,0,0,0,,1.344,0.672,0.336,0.672
Hatchet_Damage_SocialDistancing_Upgrade,Axe_Throw,0,0,true,true,Ability,Slash,,,,Hatchet_SocialDist_SlowBuff,TRUE,Bullet,Deflect_Default,,,,,,,,1,1.4,,,2,2,2,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,0.6,1,0,0,1,0,false,0,0,0,,1.344,0.672,0.336,0.672
1H_Axe_SpecialAttack3_Plus30Percent,Axe_Throw,0,0,true,true,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.8,1.4,,,4,4,4,35,30,35,0,2,0,0.8,0,1.5,0,0.8,0,2,0,0.8,0,0.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.5,1,0,1,1,0,false,0,0,0,,,,,
Hatchet_Berserk_Taunt,None,1,1,,,Ability,Strike,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,Small,Small,Small,Small,Large_short,Large_short,0,0,1,0,0,1,0,true,8,0.15,1500,,,,,
1H_Club_Attack1,Club,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,0,0,0,15,15,15,0,1.5,0,0.8,0,0,0,0,0,1.5,0,0.8,0,0.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.5,1.2,0,1,1,0,false,0,0,0,,,,,
1H_Club_Attack1_Run,Club,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1.25,1.3,,,3,2,3,33,10,33,0,3,0,0.8,0,0,0,0.8,0,3,0,0.8,0,1.1,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.1,1.1,0,1,1,0,false,0,0,0,,,,,
1H_Club_Attack2,Club,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,2,2,2,25,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,2,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,2,1,0,1,1,0,false,0,0,0,,,,,
1H_Club_Attack2_Charged,Club,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,2,2,2,25,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,2.6,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,2.6,1,0,1,1,0,false,0,0,0,,,,,
1H_Club_Attack3,Club,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,2,2,2,25,20,25,0,0.5,0,0.85,0,0,0,0,0,0.5,0,0.85,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.75,1,0,1,1,0,false,0,0,0,,,,,
1H_Club_Attack3_Finish,Club,0,0,,,Ability,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1.25,1.3,,,5,4,5,45,30,45,0,1,0,0.85,0,1.5,0,0.85,0,1,0,0.85,0,1.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.5,1,0,1,1,0,false,0,0,0,,,,,
1H_Club_Attack_Exhausted,Club,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,0.5,1.3,,,2,2,2,25,15,25,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.3,1,,,,Small,Small,Small,Small,Large_short,Large_short,-1,0.3,1,0,1,1,0,false,0,0,0,,,,,
1H_Club_SpecialAttack_3,Club,0,0,,,Ability,Slash,AfflictionFrostbite,300,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,3,4,3,30,30,30,0,1,0,0.85,0,1.5,0,0.85,0,1,0,0.85,0,1.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.5,1,0,1,1,0,false,0,0,0,,,,,
1H_Pick_Attack1,Pick,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,2,2,2,25,20,25,0,1.5,0,0.8,0,0,0,0,0,1.5,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
1H_Pick_Attack1_Run,Pick,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,3,3,3,30,25,30,0,4,0,0.8,0,0.5,0,0,0,4,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
1H_Pick_Attack2,Pick,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,2,2,2,25,20,25,0,2.3,0,0.8,0,0,0,0,0,2.3,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
1H_Pick_Attack2_Run,Pick,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,3,3,3,30,25,30,0,4,0,0.8,0,0.5,0,0,0,4,0,0.8,0,1,1,,,,,,,,,,1,1,1,0,1,1,0,false,0,0,0,,,,,
