AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,CanBeUnapplied,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHasDied,OnAttachedSpellTargetDied,OnHealed,OnSelfDamage,OnProjPassedThrough,OnContributedKill,OnHealthChanged,OnUsedConsumable,OnGatheringComplete,OnHitTakenWhileInvulnerable,OnWeaponSwap,OnStatusEffectApplied,OnInActionLongEnough,OnTargetStatusEffectRemoved,OnEventConditionalActivationChance,GatheringTradeskill,EquipLoadCategory,RequiredEquipment,ExcludeFromGameModes,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,ResetConsecutiveOnSuccess,IgnoreResetConsecutiveOnDeath,DisableConsecutivePotency,TrackHitCount,MaxTrackedHitCounts,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,IgnoreDisabledAttackTypes,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,MyMarker,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,MyManaPercent,MyManaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,MaxNumAroundMe,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AttachedTargetSpellIds,AbilityList,AbilityTrigger,IsConsumableIds,IsNotConsumableIds,InAction,InActionTime,AfterAction,InSequence,InSequenceTime,AfterSequence,LoadedAmmoCount,LoadedAmmoCountComparisonType,AttackerVitalsCategory,TargetVitalsCategory,BaseDamage,SetHealthOnFatalDamageTaken,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,HitFromBehindDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,HealthDamageMitigation_Endvalue,ThreatDamage,ArmorPenetration,CritArmorPenetration,HeadshotArmorPenetration,HitFromBehindArmorPenetration,PhysicalArmor,PhysicalArmorMaxHealthMod,ElementalArmor,LinearlyScaleToDistance,RefundAmmoPercentChance,RefundConsumablePercentChance,GiveAzothPercentChance,Azoth,Knockback,WeaponAccuracy,Health,HealthPenaltyPerStackRemoved,DmgPctToHealth,HealScalingValueMultiplier,MaxHealth,Mana,ManaRate,MaxMana,ManaCostList,ManaCostMult,Stamina,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,DamageTableStatusEffectOverride,EnableCrit,EnableTaunt,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectOnTarget,PerStatusEffectOnTargetMax,DisableApplyPerStatusEffectStack,DisableScalePerTargetSEStack,ForceTakeStaminaDamage,StaminaCostList,StaminaCostFlatMod,CastSpell,DisableCastSpellDurability,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,OtherApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,UseMinAttackInfoForSelfAppliedSE,ModifySelfApplyStatusEffectDuration,NumStatusEffectsToTransfer,StatusEffectCategoryToTransfer,UseDefenderWeaponOnApplyOtherSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumTargetStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,RemoveTargetStatusEffectsNumStacks,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationCats,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,ConsumableCooldownForReset,ResetConsumableCooldowns,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,RepairDustYieldMod,ToolDurabilityLossMod,FastTravelInnCooldownMod,FastTravelAzothCostMod,TargetCooldownsExtensionModifier,TargetCooldownsExtensionMultiplier
Passive_Flail_Eldritch_Passive6,@Passive_Flail_Eldritch_Passive6_Name,@Passive_Flail_Eldritch_Passive6_Description,Passive,lyshineui/images/icons/abilities/flail_passive06.png,,,,,,,Flail,,,0,4,1,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LessThan,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate_Flail_Eldritch,@Ultimate_Flail_Eldritch_Name,@Ultimate_Flail_Eldritch_Description,Heal,lyshineui/images/icons/abilities/flail_ult01.png,,Play_UI_WeaponSkills_1H_Flail_Ultimate_1,,,,,Flail,,,0,5,2,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GreaterThanOrEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Ultimate_HealOverTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Ability_Flail_Charge,@Ability_Flail_Charge_Name,@Ability_Flail_Charge_Description,Buff,lyshineui/images/icons/abilities/flail_Ability04.png,,Play_UI_WeaponSkills_1H_Flail_Ability_4,,,,,Flail,,,1,0,0,true,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade1,@Upgrade_Flail_Charge_Upgrade1_Name,@Upgrade_Flail_Charge_Upgrade1_Description,Buff,lyshineui/images/icons/abilities/flail_Ability04_Mod01.png,,,,,,,Flail,Ability_Flail_Charge,,1,1,0,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,"1H_Flail_Ability_Charge,1H_Flail_Ability_Charge_AOE,1H_Flail_Ability_Charge_FlippingAttack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Charge_FortifyOnHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade1_Helper,,,,,,,,,,true,Flail,Ability_Flail_Charge,Upgrade_Flail_Charge_Upgrade1,,,,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,"1H_Flail_Ability_Charge_PushNoDmg_Right,1H_Flail_Ability_Charge_PushNoDmg_Left",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Charge_FortifyOnHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade2,@Upgrade_Flail_Charge_Upgrade2_Name,@Upgrade_Flail_Charge_Upgrade2_Description,Buff,lyshineui/images/icons/abilities/flail_Ability04_Mod02.png,,,,,,,Flail,Ability_Flail_Charge,,1,2,0,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,RoundShield,,true,,,,,,,false,0,,,,,,,,,,,"1H_Flail_Ability_Charge,1H_Flail_Ability_Charge_AOE,1H_Flail_Ability_Charge_FlippingAttack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade2_Helper1,,,,,,,,,,true,Flail,Ability_Flail_Charge,Upgrade_Flail_Charge_Upgrade2,,,,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,KiteShield,,true,,,,,,,false,0,,,,,,,,,,,"1H_Flail_Ability_Charge,1H_Flail_Ability_Charge_AOE,1H_Flail_Ability_Charge_FlippingAttack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Charge_Slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade2_Helper2,,,,,,,,,,true,Flail,Ability_Flail_Charge,Upgrade_Flail_Charge_Upgrade2,,,,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,KiteShield,,,,,,,,,false,0,,,,,,,,,,,"1H_Flail_Ability_Charge_PushNoDmg_Right,1H_Flail_Ability_Charge_PushNoDmg_Left",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Charge_Slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade3,@Upgrade_Flail_Charge_Upgrade3_Name,@Upgrade_Flail_Charge_Upgrade3_Description,Buff,lyshineui/images/icons/abilities/flail_Ability04_Mod03.png,,,,,,,Flail,Ability_Flail_Charge,,1,3,0,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,,,,,Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Flail_Charge,0.1,,Ability_Flail_Charge,0.1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Charge_Upgrade4,@Upgrade_Flail_Charge_Upgrade4_Name,@Upgrade_Flail_Charge_Upgrade4_Description,Heal,lyshineui/images/icons/abilities/flail_Ability04_Mod04.png,,,,,,,Flail,Ability_Flail_Charge,,1,4,0,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,1H_Flail_Ability_Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Charge_Spell_Tracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Ability_Flail_Trip,@Ability_Flail_Trip_Name,@Ability_Flail_Trip_Description,Buff,lyshineui/images/icons/abilities/flail_Ability05.png,,Play_UI_WeaponSkills_1H_Flail_Ability_5,,,,,Flail,,,1,1,2,true,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Trip_Upgrade1,@Upgrade_Flail_Trip_Upgrade1_Name,@Upgrade_Flail_Trip_Upgrade1_Description,Buff,lyshineui/images/icons/abilities/flail_Ability05_Mod01.png,,,,,,,Flail,Ability_Flail_Trip,,1,2,2,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,1H_Flail_Ability_Trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Trip_EnemyDebuff_AllyDoTDurReduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_Trip_Upgrade2,@Upgrade_Flail_Trip_Upgrade2_Name,@Upgrade_Flail_Trip_Upgrade2_Description,Buff,lyshineui/images/icons/abilities/flail_Ability05_Mod02.png,,,,,,,Flail,Ability_Flail_Trip,,1,3,2,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,"1H_Flail_Ability_Trip,1H_Flail_Ability_Trip_FollowUp",,,,,,,,,,,,,,,,,,Weaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Trip_Fortify,Status_Flail_Trip_Rend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Upgrade_Flail_Trip_Upgrade3,@Upgrade_Flail_Trip_Upgrade3_Name,@Upgrade_Flail_Trip_Upgrade3_Description,Buff,lyshineui/images/icons/abilities/flail_Ability05_Mod03.png,,,,,,,Flail,Ability_Flail_Trip,,1,4,2,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Flail_DefensiveStrike,0.1,,Ability_Flail_DefensiveStrike,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Flail_DefensiveStrike,@Ability_Flail_DefensiveStrike_Name,@Ability_Flail_DefensiveStrike_Description,Buff,lyshineui/images/icons/abilities/flail_Ability06.png,,Play_UI_WeaponSkills_1H_Flail_Ability_6,,,,,Flail,,,1,2,4,true,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,Common_Taunt_DamageTableRow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1H_Flail_Ability_DefensiveStrike_TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Flail_DefensiveStrike_Helper,,,,,,,,,,true,Flail,Ability_Flail_DefensiveStrike,Ability_Flail_DefensiveStrike,,,,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,1H_Flail_Ability_DefensiveStrike_Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_DefensiveStrike_Reinforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_DefensiveStrike_Upgrade1,@Upgrade_Flail_DefensiveStrike_Upgrade1_Name,@Upgrade_Flail_DefensiveStrike_Upgrade1_Description,Buff,lyshineui/images/icons/abilities/flail_Ability06_Mod01.png,,,,,,,Flail,Ability_Flail_Defense,,1,3,4,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,false,true,,,,,,,,,Heartgem,,,,,,Status_Flail_DefensiveStrike_Reinforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,,,,,,,,,,,,,,,,,,,Status_Flail_HexDoT,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Upgrade_Flail_DefensiveStrike_Upgrade1_Helper,,,,,,,,,,true,Flail,,Upgrade_Flail_DefensiveStrike_Upgrade1,,,,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,false,false,,,,,,,,,Heartgem,,,,,,Status_Flail_DefensiveStrike_BlockTracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Flail_DefensiveStrike_Upgrade2,@Upgrade_Flail_DefensiveStrike_Upgrade2_Name,@Upgrade_Flail_DefensiveStrike_Upgrade2_Description,Heal,lyshineui/images/icons/abilities/flail_Ability06_Mod02.png,,,,,,,Flail,Ability_Flail_Defense,,1,4,4,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,1H_Flail_Ability_DefensiveStrike,,,,,,,,,,,,,,"Status_Flail_DefensiveStrike_Upgrade_Absorption,Status_Flail_DefensiveStrike_Upgrade_Empower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spell_Flail_DefensiveStrike_ConnectChain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive1,@Passive_Flail_Crusader_Passive1_Name,@Passive_Flail_Crusader_Passive1_Description,Passive,lyshineui/images/icons/abilities/flail_passive07.png,,,,,,,Flail,,,1,0,1,false,false,,,,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LessThan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive1_Helper,,,,,,,,,,true,Flail,Passive_Flail_Crusader_Passive1,Passive_Flail_Crusader_Passive1,,,,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,,,,,Heartgem,,,,,,,,,,,,,,,,,,,,50,GreaterThanOrEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive2,@Passive_Flail_Crusader_Passive2_Name,@Passive_Flail_Crusader_Passive2_Description,Passive,lyshineui/images/icons/abilities/flail_passive08.png,,,,,,,Flail,,,1,0,3,false,false,,,,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,,,,Heavy,,,,,,,Status_Flail_Passive_AfterAbilityHeavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,,,,,,,,,,,,,,,,,,,Status_Flail_HexDoT,,,,,,,,,,,,1,,1,AbilitySpecific,,Debuff,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive3,@Passive_Flail_Crusader_Passive3_Name,@Passive_Flail_Crusader_Passive3_Description,Passive,lyshineui/images/icons/abilities/flail_passive09.png,,,,,,,Flail,,,1,1,4,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,,RoundShield,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive3_Helper1,,,,,,,,,,true,Flail,Passive_Flail_Crusader_Passive3,Passive_Flail_Crusader_Passive3,,,,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,,KiteShield,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,"DoT,Debilitate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive3_Helper2,,,,,,,,,,true,Flail,Passive_Flail_Crusader_Passive3,Passive_Flail_Crusader_Passive3,,,,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,,TowerShield,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive4,@Passive_Flail_Crusader_Passive4_Name,@Passive_Flail_Crusader_Passive4_Description,Passive,lyshineui/images/icons/abilities/flail_passive10.png,,,,,,,Flail,,,1,2,3,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,LessThanOrEqual,,,,,,,,,,,,,,,OnPerform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
Passive_Flail_Crusader_Passive5,@Passive_Flail_Crusader_Passive5_Name,@Passive_Flail_Crusader_Passive5_Description,Passive,lyshineui/images/icons/abilities/flail_passive11.png,,,,,,,Flail,,,1,3,3,false,false,,,,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,true,,,,,,,false,0,,,,,,,,,,,,,,,Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Flail_Passive_BlockedHit_DurStacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
