ProgressionPointId,Description,PointPoolId,IsAbility,DoNotSpendPoint,PoolCategory,TerritoryBonusCategory,MaxLevel,RequiredCharacterLevel,RequiredCategoricalProgressionId,RequiredCategoricalProgressionLevel,RequiredProgressionPointId,RequiredProgressionPointLevel,UpgradeCardDescription,UpgradeCardSprite,UpgradeCardIcon,UpgradeCardCategory,UpgradeCardStat
Upgrade_WarHammer_Gavel_DmgUnder30pctHP,,WarHammerAbilityTable,1,,,,10,,,,Ability_WarHammer_MightyGavel,1,,,,,
Upgrade_WarHammer_Gavel_StaminaDmg,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_Gavel_DmgUnder30pctHP,1,,,,,
Upgrade_WarHammer_Gavel_Haste,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_Gavel_StaminaDmg,1,,,,,
Ability_Warhammer_MightyGavel_Upg,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_Gavel_Haste,1,,,,,
Ability_WarHammer_WreckingBall,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_WarHammer_Wreck_Fortify,,WarHammerAbilityTable,1,,,,10,,,,Ability_WarHammer_WreckingBall,1,,,,,
Upgrade_WarHammer_Wreck_Pushback,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_Wreck_Fortify,1,,,,,
Passive_WarHammer_Juggernaut_LightHeavyPenetrate,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_Juggernaut_HeavyEmpower,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_Juggernaut_ExhaustOnHit,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_Juggernaut_HeavyGrit,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_Juggernaut_HeavyvsLowHP,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_Juggernaut_CDROnHit,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_Juggernaut_DmgAfterTakingDmg,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Ability_WarHammer_ClearOut,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_WarHammer_ClearOut_FortifyAOE,,WarHammerAbilityTable,1,,,,10,,,,Ability_WarHammer_ClearOut,1,,,,,
Upgrade_WarHammer_ClearOut_CDRonHit,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_ClearOut_FortifyAOE,1,,,,,
Upgrade_WarHammer_ClearOut_Haste,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_ClearOut_CDRonHit,1,,,,,
Ability_WarHammer_Shockwave,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_WarHammer_Shockwave_Weaken,,WarHammerAbilityTable,1,,,,10,,,,Ability_WarHammer_Shockwave,1,,,,,
Upgrade_WarHammer_Shockwave_SizeIncrease,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_Shockwave_Weaken,1,,,,,
Ability_WarHammer_PathOfDestiny,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_WarHammer_PathOfDestiny_Stagger,,WarHammerAbilityTable,1,,,,10,,,,Ability_WarHammer_PathOfDestiny,1,,,,,
Upgrade_WarHammer_PathOfDestiny_CDRPerHit,,WarHammerAbilityTable,1,,,,10,,,,Upgrade_WarHammer_PathOfDestiny_Stagger,1,,,,,
Passive_WarHammer_CrowdCrusher_ArmorPerNearbyEnemy,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_LessStaminaOnBlock,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_RangeAbsorbSprint,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_CDROnDebuffHit,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_HasteOnDebuff,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_DmgToWHDebuff,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_HPOnCCHit,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Passive_WarHammer_CrowdCrusher_DebuffReduction2Hits,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Ult_Passive_WarHammer_SlowOnCC,,WarHammerAbilityTable,1,,,,10,,,,,,,,,,
Ability_Lifestaff_DivineEmbrace,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Lifestaff_DivineEmbrace_ReduceCost,,LifeMagicAbilityTable,1,,,,10,,,,Ability_Lifestaff_DivineEmbrace,1,,,,,
Upgrade_Lifestaff_DivineEmbrace_ChainOnLow,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_DivineEmbrace_ReduceCost,1,,,,,
Upgrade_Lifestaff_DivineEmbrace_ChainOnLow2,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_DivineEmbrace_ChainOnLow,1,,,,,
Ability_Lifestaff_ScaredGround,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Lifestaff_ScaredGround_Dmg,,LifeMagicAbilityTable,1,,,,10,,,,Ability_Lifestaff_ScaredGround,1,,,,,
Upgrade_Lifestaff_ScaredGround_DmgOnEnd,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_ScaredGround_Dmg,1,,,,,
Ability_Lifestaff_SplashofLight,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Lifestaff_SplashofLight_ManaOnLow,,LifeMagicAbilityTable,1,,,,10,,,,Ability_Lifestaff_SplashofLight,1,,,,,
Upgrade_Lifestaff_SplashofLight_RemoveDebuff,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_SplashofLight_ManaOnLow,1,,,,,
Passive_Lifestaff_Healing_NoManaOnBasic,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_RemoveOnHeavy,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_HealOnLight,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_CDROnLight,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_CDROnLow,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_AoeHealWhenHit,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_GroupHealing,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Healing_HealingBuffonBasic,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Ultimate_Lifestaff_Healing,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Ability_Lifestaff_OrbofProtection,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Lifestaff_OrbofProtection_Dmg,,LifeMagicAbilityTable,1,,,,10,,,,Ability_Lifestaff_OrbofProtection,1,,,,,
Upgrade_Lifestaff_OrbofProtection_ShareBuffs,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_OrbofProtection_Dmg,1,,,,,
Upgrade_Lifestaff_OrbofProtection_Aoe,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_OrbofProtection_ShareBuffs,1,,,,,
Ability_Lifestaff_LightsEmbrace,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Lifestaff_Protection_GiveStam,,LifeMagicAbilityTable,1,,,,10,,,,Ability_Lifestaff_LightsEmbrace,1,,,,,
Upgrade_Lifestaff_Protection_ManaPerBuff,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_Protection_GiveStam,1,,,,,
Ultimate_Lifestaff_Protection,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_Protection_ManaPerBuff,1,,,,,
Ability_Lifestaff_Beacon,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Lifestaff_Protection_AoeInc,,LifeMagicAbilityTable,1,,,,10,,,,Ability_Lifestaff_Beacon,1,,,,,
Upgrade_Lifestaff_Protection_DurOnLow,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_Protection_AoeInc,1,,,,,
Upgrade_Lifestaff_Protection_AddHaste,,LifeMagicAbilityTable,1,,,,10,,,,Upgrade_Lifestaff_Protection_DurOnLow,1,,,,,
Passive_Lifestaff_Protection_HealingOnDodge,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Protection_ManaOnBlock,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Protection_FortifyOnBasic,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Protection_HealingPerBuff,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Protection_HasteWhenLow,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Protection_GroupMana,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Lifestaff_Protection_BuffDur,,LifeMagicAbilityTable,1,,,,10,,,,,,,,,,
Ability_Firestaff_PillarofFire,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Firestaff_PillarofFire_Dmg,,FireMagicAbilityTable,1,,,,10,,,,Ability_Firestaff_PillarofFire,1,,,,,
Upgrade_Firestaff_PillarofFire_Mana,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_PillarofFire_Dmg,1,,,,,
Ability_Firestaff_MeteorShower,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Firestaff_MeteorShower_Mana,,FireMagicAbilityTable,1,,,,10,,,,Ability_Firestaff_MeteorShower,1,,,,,
Upgrade_Firestaff_MeteorShower_More,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_MeteorShower_Mana,1,,,,,
Upgrade_Firestaff_MeteorShower_Extra,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_MeteorShower_More,1,,,,,
Ability_Firestaff_Fireball,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Firestaff_Fireball_Dur,,FireMagicAbilityTable,1,,,,10,,,,Ability_Firestaff_Fireball,1,,,,,
Upgrade_Firestaff_Fireball_Mana,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_Fireball_Dur,1,,,,,
Passive_Firestaff_FireMage_ManaOnHit,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_CDRHeavy,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_DmgFullMana,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_HeavyNoMana,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_CritBurn,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_Crit,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_DmgNoDmg,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_CritDmg,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_FireMage_Ultimate,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Ability_Firestaff_Incinerate,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Firestaff_Incinerate_Burn,,FireMagicAbilityTable,1,,,,10,,,,Ability_Firestaff_Incinerate,1,,,,,
Upgrade_Firestaff_Incinerate_Heal,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_Incinerate_Burn,1,,,,,
Upgrade_Firestaff_Incinerate_Double,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_Incinerate_Heal,1,,,,,
Ability_Firestaff_FlameThrower,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Firestaff_FlameThrower_Rng,,FireMagicAbilityTable,1,,,,10,,,,Ability_Firestaff_FlameThrower,1,,,,,
Upgrade_Firestaff_FlameThrower_Dmg,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_FlameThrower_Rng,1,,,,,
Upgrade_Firestaff_FlameThrower_NoCooldown,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_FlameThrower_Dmg,1,,,,,
Ability_Firestaff_BurnOut,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Firestaff_BurnOut_CDR,,FireMagicAbilityTable,1,,,,10,,,,Ability_Firestaff_BurnOut,1,,,,,
Upgrade_Firestaff_BurnOut_Aoe,,FireMagicAbilityTable,1,,,,10,,,,Upgrade_Firestaff_BurnOut_CDR,1,,,,,
Passive_Firestaff_Pyro_DmgOnLow,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_ManaOnblock,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_FortOnBurn,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_ManaOnBurn,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_BurnOnLight,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_BurnNearby,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_Haste,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Passive_Firestaff_Pyro_Ultimate,,FireMagicAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Javelin,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Javelin_Reaction_Upgrade,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Javelin,1,,,,,
Ability_Spear_Javelin_CDROnHeadshot,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Javelin_Reaction_Upgrade,1,,,,,
Ability_Spear_Javelin_BonusDmg_LongRng,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Javelin_CDROnHeadshot,1,,,,,
Ability_Spear_Sweep,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Sweep_Grit,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Sweep,1,,,,,
Ability_Spear_Sweep_FollowupAttack,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Sweep_Grit,1,,,,,
Ability_Spear_Cyclone,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Cyclone_BonusStaminaOnMultiHit,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Cyclone,1,,,,,
Ability_Spear_Cyclone_Grit,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Cyclone_BonusStaminaOnMultiHit,1,,,,,
Ability_Spear_CDROnHvyHit,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_ReducedDodgeStamCost,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusCritChanceAtRng,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusDmgVsKnockedDown,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusStaminaOnCrit,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusHvyDmgConsec,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_FortifyOnHvyHit,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusStamRegenOnLowStam,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusDmgMaxStamina,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Skewer,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Skewer_BonusDmgVsMaxHP,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Skewer,1,,,,,
Ability_Spear_Skewer_EmpowerOnCrit,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Skewer_BonusDmgVsMaxHP,1,,,,,
Ability_Spear_Skewer_BonusBleedDuration,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Skewer_EmpowerOnCrit,1,,,,,
Ability_Spear_Perforate,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_Perforate_BonusRend,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Perforate,1,,,,,
Ability_Spear_Perforate_StaggerOnEnd,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_Perforate_BonusRend,1,,,,,
Ability_Spear_VaultKick,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_VaultKick_EmpowerVsLowHP,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_VaultKick,1,,,,,
Ability_Spear_VaultKick_CDROnHit,,SpearAbilityTable,1,,,,10,,,,Ability_Spear_VaultKick_EmpowerVsLowHP,1,,,,,
Ability_Spear_BonusCritChanceOnLight,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_CDROnLight,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_SlowOnLightVsLowHP,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusDmgVsLowHP,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusDmgVsGrit,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_CDROnHitAfterDodge,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_ExtendDebuffOnCrit,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusCritChanceVsBleed,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Spear_BonusDmgVsDebuff,,SpearAbilityTable,1,,,,10,,,,,,,,,,
Ability_Rapier_Slash,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_Slash_Mod1,,RapierAbilityTable,1,,,,10,,,,Ability_Rapier_Slash,1,,,,,
Rapier_Slash_Mod2,,RapierAbilityTable,1,,,,10,,,,Rapier_Slash_Mod1,1,,,,,
Rapier_Slash_Mod3,,RapierAbilityTable,1,,,,10,,,,Rapier_Slash_Mod2,1,,,,,
Ability_Rapier_Flurry,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_Flurry_All_In,,RapierAbilityTable,1,,,,10,,,,Ability_Rapier_Flurry,1,,,,,
Rapier_Flurry_Weakness,,RapierAbilityTable,1,,,,10,,,,Rapier_Flurry_Haste,1,,,,,
Rapier_Flurry_Mod4,,RapierAbilityTable,1,,,,10,,,,Rapier_Flurry_Weakness,1,,,,,
Rapier_Flurry_Haste,,RapierAbilityTable,1,,,,10,,,,Rapier_Flurry_All_In,1,,,,,
Ability_Rapier_Flourish,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_Flourish_Mod1,,RapierAbilityTable,1,,,,10,,,,Ability_Rapier_Flourish,1,,,,,
Rapier_Flourish_Mod2,,RapierAbilityTable,1,,,,10,,,,Rapier_Flourish_Mod1,1,,,,,
Rapier_Flourish_Mod3,,RapierAbilityTable,1,,,,10,,,,Rapier_Flourish_Mod2,1,,,,,
Rapier_Flourish_Mod4,,RapierAbilityTable,1,,,,10,,,,Rapier_Flourish_Mod3,1,,,,,
PassiveRapier01,,RapierAbilityTable,1,,,,10,,,,,,,,,,
PassiveRapier02,,RapierAbilityTable,1,,,,10,,,,,,,,,,
PassiveRapier03,,RapierAbilityTable,1,,,,10,,,,,,,,,,
PassiveRapier04,,RapierAbilityTable,1,,,,10,,,,,,,,,,
PassiveRapier05,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Ability_Rapier_Riposte,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_Riposte_Mod1,,RapierAbilityTable,1,,,,10,,,,Ability_Rapier_Riposte,1,,,,,
Rapier_Riposte_Mod2,,RapierAbilityTable,1,,,,10,,,,Rapier_Riposte_Mod1,1,,,,,
Rapier_Riposte_Mod3,,RapierAbilityTable,1,,,,10,,,,Rapier_Riposte_Mod2,1,,,,,
Ability_Rapier_Aerial_Lunge_Intro,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_Aerial_Lunge_Mod1,,RapierAbilityTable,1,,,,10,,,,Ability_Rapier_Aerial_Lunge_Intro,1,,,,,
Rapier_Aerial_Lunge_Mod2,,RapierAbilityTable,1,,,,10,,,,Rapier_Aerial_Lunge_Mod1,1,,,,,
Rapier_Aerial_Lunge_Mod3,,RapierAbilityTable,1,,,,10,,,,Rapier_Aerial_Lunge_Mod2,1,,,,,
Ability_Rapier_Evasion,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_Evasion_Mod1,,RapierAbilityTable,1,,,,10,,,,Ability_Rapier_Evasion,1,,,,,
Rapier_Evasion_Mod2,,RapierAbilityTable,1,,,,10,,,,Rapier_Evasion_Mod1,1,,,,,
Rapier_Evasion_Mod3,,RapierAbilityTable,1,,,,10,,,,Rapier_Evasion_Mod2,1,,,,,
Rapier_Evasion_Mod4,,RapierAbilityTable,1,,,,10,,,,Rapier_Evasion_Mod3,1,,,,,
Rapier_BonusDMGMaxHP,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_BonusStamRegenOnKill,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_BonusSpeedOnKill,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_BonusDmgLowStamina,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_BonusDMGAfterAbility,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Rapier_BonusCDOnCrit,,RapierAbilityTable,1,,,,10,,,,,,,,,,
Ability_Greataxe_Charge,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Greataxe_Charge_DmgPerDistance,,GreatAxeAbilityTable,1,,,,10,,,,Ability_Greataxe_Charge,1,,,,,
Upgrade_Greataxe_Charge_SwingAttack,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Charge_DmgPerDistance,1,,,,,
Ability_Greataxe_Reap,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Greataxe_Reap_RngInc,,GreatAxeAbilityTable,1,,,,10,,,,Ability_Greataxe_Reap,1,,,,,
Upgrade_Greataxe_Reap_Lifesteal,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Reap_RngInc,1,,,,,
Upgrade_Greataxe_Reap_SpingAttack,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Reap_Lifesteal,1,,,,,
Ability_Greataxe_Executioner,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Greataxe_Executioner_AddGrit,,GreatAxeAbilityTable,1,,,,10,,,,Ability_Greataxe_Executioner,1,,,,,
Upgrade_Greataxe_Executioner_CritVsLowHP,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Executioner_AddGrit,1,,,,,
Passive_Greataxe_Reaper_DmgOnLight,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_HasteOnLight,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_OnCritHeal,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_ArmorPenVsLowHP,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_DmgWhenBlocked,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_Crit,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_CritVsLowHP,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Reaper_HealVsLowHP,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Ultimate_Greataxe_Reaper,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Ability_Greataxe_Whirlwind,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Greataxe_Whirlwind_MoreSpins,,GreatAxeAbilityTable,1,,,,10,,,,Ability_Greataxe_Whirlwind,1,,,,,
Upgrade_Greataxe_Whirlwind_Speed,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Whirlwind_MoreSpins,1,,,,,
Upgrade_Greataxe_Whirlwind_DmgWhenFoesNear,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Whirlwind_Speed,1,,,,,
Ability_Greataxe_Maelstorm,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Greataxe_Maelstorm_Rng,,GreatAxeAbilityTable,1,,,,10,,,,Ability_Greataxe_Maelstorm,1,,,,,
Upgrade_Greataxe_Maelstorm_AbsorbProjectiles,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Maelstorm_Rng,1,,,,,
Upgrade_Greataxe_Maelstorm_SpinAttack,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_Maelstorm_AbsorbProjectiles,1,,,,,
Ability_Greataxe_GravityWell,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Upgrade_Greataxe_GravityWell_DmgPerFoe,,GreatAxeAbilityTable,1,,,,10,,,,Ability_Greataxe_GravityWell,1,,,,,
Upgrade_Greataxe_GravityWell_ArmorInWell,,GreatAxeAbilityTable,1,,,,10,,,,Upgrade_Greataxe_GravityWell_DmgPerFoe,1,,,,,
Passive_Greataxe_Mauler_StamVsLowHp,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Mauler_HeavyAddPull,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Mauler_HeavyAddGrit,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Mauler_PullDur,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Mauler_DmgOnBlock,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Mauler_DmgWhenFoesNear,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Passive_Greataxe_Mauler_ArmorWhenFoesNear,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
Ultimate_Greataxe_Mauler,,GreatAxeAbilityTable,1,,,,10,,,,,,,,,,
IceMagic_Spikes,,IceMagicAbilityTable,1,,,,10,,,,,,,,,,
SpikesRefreshingSpikes,,IceMagicAbilityTable,1,,,,10,,,,IceMagic_Spikes,1,,,,,
SpikesEmpoweredSpikes,,IceMagicAbilityTable,1,,,,10,,,,SpikesRefreshingSpikes,1,,,,,
SpikesDeadlyPath,,IceMagicAbilityTable,1,,,,10,,,,SpikesEmpoweredSpikes,1,,,,,
SpikesSpikyReach,,IceMagicAbilityTable,1,,,,10,,,,SpikesDeadlyPath,1,,,,,
IceMagic_IceStorm,,IceMagicAbilityTable,1,,,,10,,,,,,,,,,
IceStormWeakeningGust,,IceMagicAbilityTable,1,,,,10,,,,IceMagic_IceStorm,1,,,,,
IceStormStormSummoner,,IceMagicAbilityTable,1,,,,10,,,,IceStormWeakeningGust,1,,,,,
IceStormPunishingStorm,,IceMagicAbilityTable,1,,,,10,,,,IceStormStormSummoner,1,,,,,
IceMagic_WindChill,,IceMagicAbilityTable,1,,,,10,,,,,,,,,,
WindChillEnduringChill,,IceMagicAbilityTable,1,,,,10,,,,IceMagic_WindChill,1,,,,,
